"TERM DESCRIPTION","TERM","SESSION","SESSION DESCRIPTION","DEPARTMENT","SUBJECT","COURSE","CLASS/SECTION NBR","COURSE DESCRIPTION","INSTRUCTOR NAME","GPA GRADES","TOTAL GRADES","AVG SECT GPA","AVG STDNT CUM GPA","PERCENT MAJORS","A%","B%","C%","D%","OTHER GRADES","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","W","WX","I","R","P","S","NY","NR","NC","OTHER","EFFECTIVE DATE",
"Spring 2017","4172","1","Regular Academic Session","BIOC","BIOC-B","580","4687","INTRO TO BIOCHEMICAL RESEARCH","Bauer,Carl E.","9","10","4","3.587","100","100","0","0","0","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-G","901","4695","ADVANCED RESEARCH","Fuqua,Clay","6","44","4","3.895","100","100","0","0","0","38","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-H","112","4696","INTEGR FRESHMAN LRNG EXP II","Hohmann,Andrea","12","15","3.308","3.702","26.7","41.7","50","8.3","0","3","0","1","4","3","3","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","104","10357","INTRODUCTORY BIOLOGY LECTURES","Bender,Alan David","39","54","3.479","3.081","0","61.5","28.2","7.7","2.6","15","1","15","8","7","3","1","2","0","1","0","1","0","0","3","12","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","104","11847","INTRODUCTORY BIOLOGY LECTURES","Mojonnier,Laura Ellen","146","162","3.103","3.202","0","46.6","28.8","19.9","2.7","19","14","34","20","14","13","15","5","16","8","1","3","0","3","6","10","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","104","38073","INTRODUCTORY BIOLOGY LECTURES","","7","7","3.2","3.277","0","42.9","42.9","14.3","0","0","0","0","3","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","111","4698","FNDTNS OF BIOL:DIVRS,EVOL,ECOL","Tansey,Michael R.","104","119","2.829","3.028","21.6","41.3","21.2","23.1","6.7","23","17","26","0","3","19","0","5","15","4","0","7","0","8","2","8","5","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","111","4699","FNDTNS OF BIOL:DIVRS,EVOL,ECOL","Tansey,Michael R.","47","57","2.679","2.998","24.5","34","25.5","23.4","6.4","15","5","11","0","0","12","0","4","6","1","0","3","0","5","3","4","3","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","111","4711","FNDTNS OF BIOL:DIVRS,EVOL,ECOL","Tansey,Michael R.","71","87","2.796","2.967","17.5","33.8","29.6","21.1","11.3","19","5","19","0","5","16","0","1","13","1","0","8","0","3","6","7","3","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","111","4712","FNDTNS OF BIOL:DIVRS,EVOL,ECOL","Tansey,Michael R.","66","68","2.877","3.143","22.4","34.8","31.8","22.7","6.1","5","3","20","0","3","18","0","2","11","2","0","4","0","3","0","1","1","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","112","11945","FNDTNS OF BIOL:BIOL MECHANISMS","Berndtson,Amy","141","158","3.37","3.538","25","58.2","25.5","14.2","2.1","17","30","35","17","10","18","8","7","6","7","2","1","0","0","11","6","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","112","14922","FNDTNS OF BIOL:BIOL MECHANISMS","Tennessen,Jason","84","96","3.274","3.218","12.2","54.8","27.4","11.9","6","12","19","17","10","5","13","5","4","2","4","2","1","2","0","6","6","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","112","4724","FNDTNS OF BIOL:BIOL MECHANISMS","Dunn,Megan Marie","88","99","3.157","3.014","10.5","37.5","47.7","11.4","1.1","13","0","14","19","20","17","5","4","3","3","0","0","1","2","7","4","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","112","4725","FNDTNS OF BIOL:BIOL MECHANISMS","Dunn,Megan Marie","135","146","2.999","2.98","15","36.3","45.9","8.1","3.7","19","0","23","26","25","20","17","6","4","1","1","2","2","8","5","6","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","112","4726","FNDTNS OF BIOL:BIOL MECHANISMS","Chooi,Yean W","73","76","3.175","3.25","18.7","49.3","27.4","19.2","1.4","5","8","21","7","8","9","3","4","5","5","0","0","1","2","2","1","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","112","4727","FNDTNS OF BIOL:BIOL MECHANISMS","Chooi,Yean W","199","222","2.889","3.072","11.8","44.7","21.6","20.6","7","35","27","33","29","12","17","14","15","18","8","6","6","2","12","13","10","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","113","11947","BIOLOGY LABORATORY","Hengeveld,James David","20","28","3.315","3.121","25","55","30","10","0","9","0","10","1","2","3","1","1","1","0","0","0","0","1","4","4","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","113","11948","BIOLOGY LABORATORY","Hengeveld,James David","24","28","3.629","3.402","45.8","83.3","8.3","4.2","0","5","0","16","4","0","2","0","1","0","0","0","0","0","1","0","4","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","113","4728","BIOLOGY LABORATORY","Hengeveld,James David","24","26","3.8","3.48","12.5","87.5","12.5","0","0","2","0","12","9","3","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","113","4729","BIOLOGY LABORATORY","Hengeveld,James David","22","26","3.286","3.453","20.8","50","31.8","13.6","4.5","4","0","7","4","4","2","1","1","2","0","1","0","0","0","2","2","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","113","4730","BIOLOGY LABORATORY","Hengeveld,James David","25","28","3.848","3.286","32","92","8","0","0","3","0","15","8","2","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","113","4731","BIOLOGY LABORATORY","Hengeveld,James David","24","28","3.383","3.254","25","54.2","37.5","8.3","0","4","0","6","7","4","2","3","1","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","113","4732","BIOLOGY LABORATORY","Hengeveld,James David","24","24","3.408","3.466","29.2","54.2","37.5","8.3","0","0","2","4","7","4","5","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","113","4733","BIOLOGY LABORATORY","Hengeveld,James David","24","26","3.596","3.378","29.2","70.8","20.8","4.2","4.2","2","1","14","2","3","1","1","0","1","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","113","4734","BIOLOGY LABORATORY","Hengeveld,James David","26","26","3.723","3.448","11.5","88.5","3.8","3.8","3.8","0","4","15","4","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","113","4735","BIOLOGY LABORATORY","Hengeveld,James David","23","28","3.691","3.519","20.8","78.3","21.7","0","0","5","3","10","5","1","1","3","0","0","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","113","4736","BIOLOGY LABORATORY","Hengeveld,James David","23","26","3.487","3.123","20.8","56.5","30.4","13","0","3","1","11","1","4","2","1","2","1","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","113","4737","BIOLOGY LABORATORY","Hengeveld,James David","20","26","2.97","3.295","17.4","40","40","5","10","7","0","5","3","3","3","2","1","0","0","0","1","1","1","3","3","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","113","4738","BIOLOGY LABORATORY","Hengeveld,James David","24","26","3.596","3.5","24","75","20.8","4.2","0","2","0","10","8","1","2","2","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","113","4739","BIOLOGY LABORATORY","Hengeveld,James David","25","25","3.564","3.297","16","64","32","4","0","0","0","12","4","3","3","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","113","4740","BIOLOGY LABORATORY","Hengeveld,James David","22","27","3.364","3.253","29.2","54.5","31.8","9.1","4.5","5","1","8","3","2","4","1","1","1","0","1","0","0","0","2","3","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","113","4741","BIOLOGY LABORATORY","Hengeveld,James David","22","26","3.286","3.163","20.8","36.4","54.5","9.1","0","4","0","7","1","5","3","4","1","1","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","113","4742","BIOLOGY LABORATORY","Hengeveld,James David","24","26","3.213","3.323","29.2","45.8","37.5","12.5","4.2","2","0","7","4","3","4","2","2","0","1","0","0","1","0","0","2","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","113","4743","BIOLOGY LABORATORY","Hengeveld,James David","23","26","3.617","3.378","25","73.9","21.7","4.3","0","3","2","11","4","1","2","2","0","0","1","0","0","0","0","1","2","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","113","9834","BIOLOGY LABORATORY","Hengeveld,James David","24","26","3.396","3.342","12.5","62.5","25","8.3","4.2","2","0","11","4","4","0","2","0","0","2","0","0","1","0","0","2","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","211","4744","MOLECULAR BIOLOGY","Mehta,Sapna","130","147","2.985","3.248","38.5","44.6","27.7","17.7","2.3","27","0","36","22","17","11","8","13","7","3","0","3","0","10","5","12","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","211","9551","MOLECULAR BIOLOGY","Zentner,Gabriel","310","321","3.473","3.368","34.8","62.3","26.8","9","1.9","11","83","66","44","35","29","19","11","10","7","4","1","1","0","6","5","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","311","4745","GENETICS","Forrester,Wayne C.","98","108","2.785","3.278","65.1","31.6","31.6","23.5","9.2","14","4","20","7","11","15","5","6","12","5","3","6","0","4","8","2","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","311","9208","GENETICS","Anderson,Carol Myrick","60","63","2.997","3.161","61.7","35","40","18.3","5","4","2","10","9","4","13","7","7","4","0","1","2","0","1","0","3","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","312","4746","CELL BIOLOGY","Hu,Ke","56","62","2.87","3.391","71.2","25","51.8","14.3","3.6","9","1","7","6","10","15","4","2","2","4","1","1","0","3","1","3","2","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","313","10788","CELL BIOLOGY LABORATORY","Surzycki,Judith A.","48","49","3.785","3.511","85.4","85.4","14.6","0","0","1","7","19","15","5","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","318","13634","EVOLUTION","Smith,Adam Ray","45","50","3.26","3.205","76.6","35.6","60","2.2","0","6","2","7","7","11","10","6","1","0","0","0","0","0","1","2","3","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","318","14966","EVOLUTION","Raff,Rudolf A.","53","56","2.792","3.308","90.7","18.9","56.6","17","5.7","4","0","4","6","3","21","6","2","5","2","0","2","1","1","1","2","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","319","4747","GENETICS LABORATORY","Innes,Roger William","49","52","3.445","3.39","75.5","63.3","26.5","10.2","0","3","1","16","14","5","4","4","1","2","2","0","0","0","0","0","3","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","321","4750","PRINCIPLES OF IMMUNOLOGY","Chooi,Yean W","64","71","3.389","3.476","71.9","60.9","20.3","14.1","4.7","7","19","15","5","5","6","2","5","3","1","1","2","0","0","0","7","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","324","4751","HUMAN MOLECULAR BIOLOGY LAB","Surzycki,Stefan J.","18","20","4","3.666","83.3","100","0","0","0","2","4","14","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","324","4752","HUMAN MOLECULAR BIOLOGY LAB","Surzycki,Stefan J.","18","19","3.983","3.511","94.4","100","0","0","0","1","2","15","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","330","4753","BIOLOGY OF THE CELL","Whitworth,Karen Petree","29","32","3.534","3.3","0","65.5","27.6","6.9","0","3","7","8","4","2","3","3","0","2","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","331","12922","INTRODUCTION TO HUMAN GENETICS","Surzycki,Stefan J.","28","31","3.682","3.26","71.4","71.4","28.6","0","0","3","3","14","3","1","6","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","340","33462","BIOL BASIS OF SEX DIFFERENCES","Smith,G Troy","37","39","2.968","3.102","5.3","40.5","32.4","18.9","2.7","4","3","9","3","3","7","2","1","4","2","0","0","1","2","1","1","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","350","35933","ENVIRONMENTAL BIOLOGY","Mojonnier,Laura Ellen","9","13","3.744","3.011","22.2","77.8","22.2","0","0","4","3","2","2","1","1","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","369","16881","HEREDITY EVOLUTION & SOCIETY","Ruf Jr,Edward W","10","12","2.92","3.111","0","30","50","20","0","2","0","1","2","1","1","3","0","0","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","376","4754","BIOLOGY OF BIRDS","Hengeveld,Susan E.","23","25","3.204","3.248","58.3","43.5","34.8","21.7","0","2","2","3","5","2","5","1","3","2","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","410","33251","TOPICAL ISSUES IN BIOLOGY","Bashey-Visser,Farrah","14","19","3.55","3.466","80","57.1","42.9","0","0","5","1","4","3","3","2","1","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","1","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","410","33692","TOPICAL ISSUES IN BIOLOGY","Phillips,Richard P","13","17","3.023","3.216","53.8","30.8","38.5","30.8","0","4","2","1","1","3","1","1","2","0","2","0","0","0","0","0","4","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","410","34027","TOPICAL ISSUES IN BIOLOGY","Tracey,Dan","9","11","3.411","3.156","44.4","44.4","55.6","0","0","2","0","2","2","2","2","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","410","34073","TOPICAL ISSUES IN BIOLOGY","Brendel,Volker","15","17","3.56","3.223","80","66.7","26.7","6.7","0","2","1","4","5","3","1","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","412","14965","ANALYSIS OF CANCER RESEARCH","Bender,Alan David","36","40","3.864","3.423","75","88.9","11.1","0","0","4","0","29","3","2","0","2","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","472","33460","MICROBIAL ECOLOGY","Lennon,Jay","12","14","3.075","2.876","46.2","41.7","33.3","16.7","0","3","0","5","0","3","1","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","500","4758","INDEPENDENT STUDY","Fuqua,Clay","6","6","4","3.981","100","100","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","534","33501","EVOLUTION OF PROTEINS & CELLS","Lynch,Michael","11","17","3.973","3.875","64.3","100","0","0","0","6","0","10","1","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","553","33739","SENSORY ECOLOGY","Hurley,Laura M.","6","6","4","3.924","100","100","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","570","4760","SEM IN ECOLOGY & ENVIRON BIOL","Hahn,Matthew","8","8","4","3.983","100","100","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","581","33463","BEHAVIORAL ECOLOGY","Rosvall,Kimberly","10","10","3.8","3.914","60","80","20","0","0","0","0","6","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","NON","Non Standard Session","BIOL","BIOL-L","586","17207","CELL BIOLOGY","Hu,Ke","23","23","3.635","3.795","91.3","60.9","39.1","0","0","0","1","9","4","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-L","587","4761","DEVELOPMENTAL BIOLOGY","Zelhof,Andrew C","18","19","4","3.801","88.9","100","0","0","0","1","0","18","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-M","200","10208","MICROORGANSM IN NATURE/DISEASE","Kao,Cheng Chia","219","243","2.497","3.256",".8","9.1","47","31.5","9.6","30","2","10","8","29","39","35","28","22","19","5","12","4","6","18","6","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-M","215","10209","MICROORGANISM LABORATORY","Kulow,Carl","126","139","3.187","3.36",".8","34.9","52.4","7.1","4.8","14","1","21","22","31","31","4","5","4","0","2","4","0","1","7","6","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-M","250","31564","MICROBIOLOGY","van Kessel,Julia","56","61","3.121","3.392","32.8","51.8","25","12.5","7.1","7","0","21","8","3","9","2","3","4","0","0","4","0","2","2","3","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-M","315","14967","MICROBIOLOGY LABORATORY","Kulow,Carl","17","18","3.253","3.405","83.3","23.5","76.5","0","0","1","0","2","2","4","8","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-M","315","16878","MICROBIOLOGY LABORATORY","Kulow,Carl","25","28","3.588","3.541","40","60","40","0","0","3","3","7","5","5","4","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-M","315","16879","MICROBIOLOGY LABORATORY","Kulow,Carl","27","29","3.315","3.378","55.6","33.3","59.3","7.4","0","2","1","6","2","5","11","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-M","350","4763","MICROBIAL PHYS & BIOCHEMISTRY","McKinlay,James","23","23","3.178","3.405","87","43.5","39.1","13","4.3","0","5","3","2","2","2","5","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-M","360","12921","MICROBIAL PHYSIOLOGY LAB","Dunn,Megan Marie","20","20","3.58","3.381","100","55","45","0","0","0","0","7","4","7","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-M","416","33730","BIOLOGY OF AIDS","Hardy,Richard William","25","29","3.524","3.42","92.6","64","28","8","0","4","0","14","2","2","1","4","1","1","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-M","430","4764","VIROLOGY LECTURE","Danthi,Pranav","31","37","2.697","3.259","75","25.8","41.9","16.1","6.5","9","2","2","4","6","3","4","3","1","1","2","0","0","3","4","1","0","0","1","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-M","435","16882","VIRAL-TISSUE-CULTURE LAB","Mukhopadhyay,Suchetana","12","13","3.308","3.227","83.3","41.7","50","8.3","0","1","0","2","3","2","3","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-M","485","31572","MOLECULAR GENETICS LABORATORY","Dalia,Ankur","10","13","3.83","3.285","100","80","20","0","0","3","3","4","1","2","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-M","511","12449","MOLECULAR BIOL OF PROKARYOTES","McKinlay,James","7","7","3.9","3.922","85.7","85.7","14.3","0","0","0","0","6","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-M","541","14964","MICROBIAL PATH AND VIROLOGY","Rowe-Magnus,Dean","7","8","4","3.984","100","100","0","0","0","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-P","451","11028","INTEGRATIVE HUMAN PHYSIOLOGY","Schlegel,Whitney M","41","42","3.332","3.361","48.8","43.9","51.2","4.9","0","1","0","5","13","7","10","4","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-Q","201","4768","BIOL SCI FOR ELEM TEACHERS","Hanratty,Pamela","47","54","3.083","3.265","0","25.5","55.3","19.1","0","7","2","7","3","10","13","3","1","6","2","0","0","0","0","3","4","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-S","311","16773","GENETICS, HONORS","Michaels,Scott Daniel","18","20","3.928","3.839","83.3","94.4","5.6","0","0","2","2","14","1","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-S","318","15101","EVOLUTION, HONORS","Spitze,Ken","25","25","3.592","3.711","92","64","36","0","0","0","1","10","5","1","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-X","490","29789","INDIVIDUAL STUDY","Fuqua,Clay","55","57","4","3.696","78.9","100","0","0","0","2","10","45","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-Z","406","4772","VERTEBRATE ZOOLOGY","Cotten,Clara Ann","32","35","2.872","3.213","68.8","37.5","28.1","28.1","3.1","4","5","7","0","0","5","4","0","6","3","0","1","0","1","0","3","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-Z","460","4775","ANIMAL BEHAVIOR","Hurley,Laura M.","67","72","3.304","3.242","49.3","56.7","28.4","11.9","0","7","3","22","13","8","5","6","1","5","2","0","0","0","2","1","3","1","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-Z","469","33250","ENDOCRINOLOGY LABORATORY","Berndtson,Amy","24","27","3.863","3.733","75","87.5","12.5","0","0","3","2","15","4","3","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","1","Regular Academic Session","BIOL","BIOL-Z","620","13128","SPECIAL TOPICS IN ZOOLOGY","Wade,Michael J.","9","9","4","3.918","88.9","100","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","8W1","Eight Week - First","BIOL","BIOL-Z","620","14961","SPECIAL TOPICS IN ZOOLOGY","Lennon,Jay","9","9","4","3.927","77.8","100","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-16-2017",
"Spring 2017","4172","8W1","Eight Week - First","BIOL","BIOL-Z","620","17686","SPECIAL TOPICS IN ZOOLOGY","Shaw,Sidney","10","10","4","3.821","50","100","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-16-2017",
