"TERM DESCRIPTION","TERM","SESSION","SESSION DESCRIPTION","DEPARTMENT","SUBJECT","COURSE","CLASS/SECTION NBR","COURSE DESCRIPTION","INSTRUCTOR NAME","GPA GRADES","TOTAL GRADES","AVG SECT GPA","AVG STDNT CUM GPA","PERCENT MAJORS","A%","B%","C%","D%","OTHER GRADES","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","W","WX","I","R","P","S","NY","NR","NC","OTHER","EFFECTIVE DATE",
"Fall 2016","4168","1","Regular Academic Session","AAAD","AAAD-A","100","6386","AF AM DANCE COMPNY FOUNDATIONS","Rosa,Iris","9","10","4","3.26","0","100","0","0","0","1","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AAAD","AAAD-A","110","6387","AF AM CHORAL ENSEMBL FOUNDATNS","Wise,Raymond","14","18","3.693","3.274","0","71.4","28.6","0","0","4","0","8","2","2","1","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","1","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AAAD","AAAD-A","112","31006","BLACK MUSIC OF TWO WORLDS","Burnim,Mellonee Victoria","16","25","2.413","2.751","0","0","56.3","25","18.8","9","0","0","0","1","6","2","1","3","0","2","1","0","0","6","3","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AAAD","AAAD-A","113","33229","ATKINS LLC FOUNDATIONAL COURSE","Khan-Thomas,Zeba Yvonne","26","26","3.954","2.8","0","100","0","0","0","0","9","13","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AAAD","AAAD-A","150","6389","SURV CULTR OF BLACK AMERICANS","McElroy,Frederick L.","132","162","2.833","2.884","2.1","34.1","39.4","12.9","5.3","41","7","17","21","15","24","13","9","5","3","4","2","1","11","9","20","1","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AAAD","AAAD-A","154","36203","HISTORY OF RACE IN AMERICAS","Mahady,Anne E.","18","23","3.267","2.744","0","61.1","11.1","27.8","0","5","2","5","4","1","0","1","1","3","1","0","0","0","0","1","4","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AAAD","AAAD-A","210","13662","BLACK WOMEN IN THE DIASPORA","Smith,Candis D","29","36","3.231","2.956","3","44.8","44.8","3.4","3.4","8","0","9","4","5","6","2","0","1","0","0","1","0","1","4","3","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","8W2","Eight Week - Second","AAAD","AAAD-A","221","8380","DANCE IN THE AFRICAN DIASPORA","Rosa,Iris","22","37","2.909","2.784","0","50","18.2","13.6","9.1","17","4","4","3","3","1","0","2","0","1","0","1","1","2","5","10","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AAAD","AAAD-A","263","13665","CONTEMP SOC ISS-AFR AMER COMM","Hamilton Abegunde,Maria Eliza","9","19","3.478","2.68","18.2","55.6","33.3","11.1","0","10","2","2","1","2","1","0","0","1","0","0","0","0","0","2","8","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AAAD","AAAD-A","264","7330","HIST SPORT&AFRO-AMERICAN EXPER","Sailes,Gary A.","97","109","3.168","2.74","1","45.4","38.1","8.2","7.2","13","7","22","15","10","17","10","6","1","1","2","4","1","1","5","7","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AAAD","AAAD-A","295","10783","SURVEY OF HIP HOP","Orejuela,Fernando","83","99","3.096","3.047","0","31.3","49.4","16.9","2.4","16","5","11","10","12","19","10","9","3","2","1","1","0","0","6","9","1","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","8W2","Eight Week - Second","AAAD","AAAD-A","298","36563","SPEC TPCS SOC&HIST FOR AAADS","Smith,Candis D","16","23","3.219","2.804","0","56.3","31.3","6.3","0","8","3","4","2","0","2","3","0","1","0","0","0","0","1","1","6","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AAAD","AAAD-A","337","33233","SOUL REVUE ADV STU PRACT","Taliefero,Crystal Louise","10","12","4","2.98","0","100","0","0","0","2","0","10","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AAAD","AAAD-A","355","6390","AFRICAN-AMERICAN HISTORY I","Grim,Valerie","36","56","2.767","2.763","4.3","22.2","50","22.2","0","22","0","3","5","3","6","9","3","5","0","0","0","0","2","10","10","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AAAD","AAAD-A","379","6391","EARLY BLACK AMERICAN WRITING","McElroy,Frederick L.","33","39","3.479","2.997","8.3","45.5","51.5","3","0","6","0","8","7","12","5","0","1","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AAAD","AAAD-A","387","15581","BLACK MIGRATION","Smith,Candis D","9","13","2.867","2.61","18.2","33.3","33.3","33.3","0","4","0","1","2","0","2","1","0","2","1","0","0","0","0","2","2","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AAAD","AAAD-A","427","14595","CROSS-CULTURAL COMMUNICATION","Calloway-Thomas,Carolyn","6","10","2.983","2.986","0","0","83.3","16.7","0","4","0","0","0","3","1","1","1","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AAAD","AAAD-A","500","12036","INTR AFRC AM&AFRC DIASP PART I","Grim,Valerie","8","9","3.538","3.622","22.2","50","50","0","0","1","0","2","2","3","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AAAD","AAAD-A","579","8576","EARLY BLACK AMERICAN WRITING","McElroy,Frederick L.","7","8","4","3.882","28.6","100","0","0","0","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AAAD","AAAD-A","692","32147","WR & LIT IN AFRC AM&AFRC DIASP","Wester,Maisha","7","7","3.586","3.839","85.7","71.4","28.6","0","0","0","0","3","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AADM","AADM-Y","500","34854","TOPICS IN ARTS ADMINISTRATION","Pantaloni III,Nazareth","25","26","3.856","3.717","84.6","88","12","0","0","1","10","8","4","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AADM","AADM-Y","502","13718","INTRO ARTS ADMIN & ORG BEHVIOR","Wilkerson,Michael Neil","32","35","4","3.739","90.9","100","0","0","0","3","0","32","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AADM","AADM-Y","511","6099","PERFORMING ARTS CENTER MGMT","Booher,Douglas D","33","35","3.864","3.711","94.1","90.9","9.1","0","0","2","9","16","5","1","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AADM","AADM-Y","515","31215","FINANCIAL MANAGEMENT FOR ARTS","Gahl-Mills,Karen","30","33","3.633","3.725","80.6","70","23.3","6.7","0","3","8","7","6","4","3","0","2","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AADM","AADM-Y","525","8376","MUSEUM MANAGEMENT","Lewis,Frank","28","31","3.846","3.728","96.8","85.7","14.3","0","0","3","2","17","5","4","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AADM","AADM-Y","530","13725","AUDIENCE DEV & MRKTG THE ARTS","Lewis,Frank","7","8","3.914","3.764","12.5","100","0","0","0","1","1","4","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AADM","AADM-Y","535","11265","ARTS ADMIN & CULTURAL SECTOR","Owens,Joshua Devin","30","31","3.707","3.716","100","76.7","23.3","0","0","1","0","10","13","7","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AADM","AADM-Y","650","2312","SEMINAR IN ARTS ADMINISTRATION","Wilkerson,Michael Neil","21","24","3.895","3.701","95.8","95.2","4.8","0","0","3","0","15","5","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AAST","AAST-A","101","9996","INTR TO ASIAN AMERICAN STUDIES","Martinez,Elizabeth","18","22","3.033","2.991","0","33.3","44.4","11.1","11.1","4","1","4","1","3","4","1","1","1","0","0","2","0","0","0","4","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AAST","AAST-A","200","30909","ASIAN AMERICAN LITERATURE","Kwong,Lisa","36","45","3.7","3.189","0","83.3","13.9","0","0","10","0","19","11","5","0","0","0","0","0","0","0","0","1","2","7","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","ABEH","ABEH-A","401","14916","TOPICS IN ANIMAL BEHAVIOR","Smith,Adam Ray","14","17","2.857","2.871","80","42.9","21.4","21.4","7.1","4","1","3","2","1","2","0","2","1","0","0","0","1","1","1","2","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","ABEH","ABEH-A","502","32662","RSCH/PROF ETH IN BIO-BEH SCI","Ketterson,Ellen D.","7","8","4","3.898","0","100","0","0","0","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AERO","AERO-A","101","2316","INTRO TO THE AIR FORCE TODAY","Frierson,Roy","16","20","3.525","3.227","0","68.8","25","0","6.3","4","3","5","3","1","2","1","0","0","0","1","0","0","0","1","3","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AERO","AERO-A","201","2319","EVOLUTION USAF AIR & SPACE PWR","Frierson,Roy","7","7","3.914","3.179","0","100","0","0","0","0","4","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AERO","AERO-A","301","2322","AIR FORCE LEADERSHIP STUDIES","Schimp,Dustin Tyler","6","6","3.783","3.296","0","83.3","16.7","0","0","0","0","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AERO","AERO-A","401","2325","NATL SEC AFFRS/PREP ACTV DUTY","Heil,Matthew S.","11","11","3.391","3.451","0","36.4","63.6","0","0","0","0","1","3","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","8W1","Eight Week - First","AFRI","AFRI-L","100","10556","TOPICS IN AFRI SOCIETY&CULTURE","Sow,Amadou Beidy","45","60","3.66","3.008","0","73.3","26.7","0","0","15","0","14","19","8","4","0","0","0","0","0","0","0","0","2","13","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AFRI","AFRI-L","100","15178","TOPICS IN AFRI SOCIETY&CULTURE","Dlamini,Betty Sibongile","41","51","3.82","2.856","0","87.8","12.2","0","0","10","3","25","8","1","3","1","0","0","0","0","0","0","0","1","9","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","8W2","Eight Week - Second","AFRI","AFRI-L","102","30448","AKAN SOC LIFE & CLTR HERITAGE","Adu-Amankwah,David","15","22","2.907","2.652","0","33.3","26.7","33.3","6.7","7","2","0","3","4","0","0","3","1","1","0","0","1","0","2","5","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","8W1","Eight Week - First","AFRI","AFRI-L","202","11232","OCCULTISM IN AFRICA","Adu-Amankwah,David","14","19","3.129","2.939","0","42.9","35.7","21.4","0","5","0","3","3","1","3","1","0","2","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AFRI","AFRI-L","231","30852","AFRICAN CIVILIZATION","Hanson,John Henry","26","27","3.142","2.843","0","19.2","76.9","3.8","0","1","0","4","1","5","9","6","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AFRI","AFRI-L","232","8213","CONTEMPORARY AFRICA","Bentil-Mawusi,Nana Aba","24","34","3.013","2.847","0","50","25","12.5","0","13","3","7","2","2","3","1","2","1","0","0","0","0","3","6","4","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","8W2","Eight Week - Second","AFRI","AFRI-L","400","15181","TOPICS IN AFRICAN STUDIES","Dlamini,Betty Sibongile","34","46","3.744","2.898","0","82.4","17.6","0","0","12","11","9","8","2","1","3","0","0","0","0","0","0","0","1","11","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AFRI","AFRI-L","400","30440","TOPICS IN AFRICAN STUDIES","Grosz-Ngate',Maria","11","16","3.027","2.731","0","9.1","81.8","9.1","0","5","0","0","1","3","4","2","1","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-C","381","15209","TOPIC ISSUES IN COLLBRTV DSGN","Newman,Marleen","16","16","3.294","3.171","0","56.3","31.3","6.3","0","1","1","6","2","3","0","2","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-D","168","2329","BEGIN INT ARCH DES STUDIO","Racek,Jonathan","35","48","3.391","3.066","0","68.6","14.3","11.4","0","15","5","14","5","3","2","0","2","1","1","0","0","0","2","2","10","1","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-D","191","14950","DESIGN STUDIES:FORM & FUNCTION","Smith,Kennon Michelle","27","31","3.637","3.085","0","74.1","14.8","7.4","3.7","4","0","19","1","4","0","0","1","1","0","0","1","0","0","0","4","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-D","263","32135","DESIGN METHODS","Mitchell,C. Thomas","10","10","1.82","2.704","0","10","20","30","10","3","1","0","0","2","0","0","2","1","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-D","263","33734","DESIGN METHODS","Mitchell,C. Thomas","16","18","3.344","3.152","0","56.3","31.3","12.5","0","2","0","5","4","0","4","1","1","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-D","264","10918","DIGITAL ARCHITECTURAL DRAWING","Kim,Jee Yea","12","14","2.692","2.721","0","33.3","33.3","16.7","0","4","0","2","2","3","1","0","1","0","1","0","0","0","2","1","1","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-D","271","2333","INTERM INT ARCH DES STUDIO 1","Joyner,Louis D.","25","27","3.316","2.989","0","44","48","4","0","3","0","6","5","8","4","0","0","1","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-D","302","33117","ARCHITECTURAL DOCUMENTATION","Racek,Jonathan","20","25","3.27","3.289","0","45","40","15","0","5","0","5","4","3","3","2","1","2","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","8W2","Eight Week - Second","AMID","AMID-D","335","2336","LIGHTING INTERIOR SPACES 1","Shakespeare,Marie D","22","22","3.386","3.295","0","59.1","36.4","0","0","1","1","7","5","2","4","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-D","365","8356","ARCH, INT & FURN DSGN STUDIES","Smith,Kennon Michelle","21","21","3.51","3.326","0","57.1","38.1","4.8","0","0","0","9","3","3","4","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-D","373","12229","INTERIOR DESIGN STUDIO 4","Joyner,Louis D.","21","21","3.6","3.326","0","76.2","19","4.8","0","0","0","5","11","3","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-D","469","2339","PROF PRACTICES-INTERIOR DESIGN","Joyner,Louis D.","16","17","3.256","3.26","0","50","31.3","18.8","0","1","3","3","2","2","2","1","0","1","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-D","475","2340","ADV INT ARCH DES STUDIO: CI","Kim,Jee Yea","12","12","3.592","3.359","0","66.7","33.3","0","0","0","0","2","6","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-F","202","10109","INTRO TEXTILE SCIENCE: LAB","Deng,Yijun","19","20","3.7","3.148","0","68.4","31.6","0","0","1","4","6","3","4","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-F","202","10110","INTRO TEXTILE SCIENCE: LAB","Shah,Anushree","16","20","3.294","2.78","0","62.5","18.8","12.5","0","5","5","3","2","0","3","0","1","1","0","0","0","0","1","2","2","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-F","202","11267","INTRO TEXTILE SCIENCE: LAB","Shah,Anushree","17","21","3.924","3.024","0","94.1","5.9","0","0","4","9","6","1","0","1","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-F","202","13454","INTRO TEXTILE SCIENCE: LAB","Deng,Yijun","20","21","3.685","3.014","0","80","10","10","0","1","10","5","1","1","0","1","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-F","203","2330","MATERIALS FOR FASHION DESIGN","Embry,Mary Christine","78","87","3.253","3.036","0","43.6","44.9","10.3","0","10","1","20","13","10","17","8","2","4","2","0","0","0","1","2","7","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-F","207","2332","FASHION STUDIO I","Frye,Lori E","16","17","3.013","3.043","0","31.3","56.3","6.3","6.3","1","1","3","1","0","4","5","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-F","207","7463","FASHION STUDIO I","Rowold,Kathleen","14","15","2.9","3.175","0","21.4","42.9","35.7","0","1","1","1","1","2","3","1","2","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-F","213","7301","FASHN DSGN I:RSCH & ILLUSTRATN","Matranga,Mary Jane","16","17","3.831","3.104","0","81.3","18.8","0","0","1","7","6","0","1","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-F","213","9215","FASHN DSGN I:RSCH & ILLUSTRATN","Matranga,Mary Jane","16","17","3.194","2.887","0","56.3","25","12.5","0","2","7","0","2","2","1","1","0","0","2","0","0","0","1","0","0","1","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-F","305","2334","FASHION STUDIO III","Christiansen,Deborah Lynn","21","21","3.181","3.067","0","33.3","57.1","9.5","0","0","2","4","1","1","5","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-F","326","33096","EXPER FASHN STUDIO:ACCESSORIES","Matranga,Mary Jane","13","15","3.515","2.965","0","53.8","46.2","0","0","2","0","5","2","3","1","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-F","328","6826","EXPER FASHN STUDIO:DIGITL APPL","Orr,David A","17","18","3.941","3.013","0","94.1","5.9","0","0","1","0","15","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-F","340","13117","HISTORY OF FASHION","Rowold,Kathleen","34","36","3.497","3.262","0","58.8","38.2","2.9","0","2","1","6","13","7","4","2","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-F","352","32207","DRESS STUDIES: AESTHETICS ANLS","Akou,Heather Marie","24","26","3.658","3.221","0","70.8","29.2","0","0","2","2","10","5","1","6","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-F","411","11271","DRESS STUDIES: BEHAVIORAL ANLS","Lennon,Sharron J.","20","26","2.91","2.97","0","5","75","20","0","6","0","0","1","7","4","4","3","0","1","0","0","0","0","1","4","1","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-R","100","2328","INTR RETAIL DSGN & MERCHANDSNG","Reiter,Lauren E","183","209","3.512","3.086","0","67.8","25.1","4.4","1.1","29","32","51","41","23","12","11","1","4","3","1","0","1","3","9","17","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-R","204","2331","APPAREL MFG & QUALITY ANALYSIS","Bomberger,David Rick","44","50","3.093","3.095","0","36.4","43.2","18.2","0","7","3","6","7","9","5","5","3","2","3","0","0","0","1","1","5","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-R","204","8218","APPAREL MFG & QUALITY ANALYSIS","Bomberger,David Rick","45","48","3.2","3.106","0","46.7","35.6","15.6","2.2","3","2","6","13","4","8","4","3","3","1","1","0","0","0","0","3","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-R","308","10916","BRAND MANAGEMENT & ADVERTISING","Hasty,Ashley","30","37","3.86","3.332","0","90","10","0","0","7","8","13","6","2","1","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-R","308","14272","BRAND MANAGEMENT & ADVERTISING","Hasty,Ashley","29","33","3.852","3.073","0","86.2","13.8","0","0","4","8","15","2","2","1","1","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-R","309","11279","STRATEGIES IN RETAIL PROMOTION","Hasty,Ashley","19","23","3.732","3.034","0","73.7","21.1","5.3","0","4","3","11","0","3","1","0","0","1","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-R","315","2335","PRINCIPLES-RETAIL MERCHANDISNG","Shaffer,Janis Lynn","49","55","3.155","3.143","0","30.6","46.9","22.4","0","6","0","11","4","10","12","1","7","4","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-R","315","8219","PRINCIPLES-RETAIL MERCHANDISNG","Shaffer,Janis Lynn","39","42","2.854","3.018","0","25.6","33.3","41","0","3","2","4","4","5","7","1","6","5","5","0","0","0","0","1","2","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","8W1","Eight Week - First","AMID","AMID-R","319","11282","PROF TECHNQ IN RETAIL INDUSTRY","Shaffer,Janis Lynn","26","31","3.95","3.115","0","96.2","3.8","0","0","5","0","23","2","1","0","0","0","0","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","8W2","Eight Week - Second","AMID","AMID-R","319","35952","PROF TECHNQ IN RETAIL INDUSTRY","Olsen,Dana R","13","13","3.385","2.807","0","84.6","0","0","0","2","6","5","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-R","327","13786","PRODUCT DEVELOPMENT","Zhao,Li","25","27","3.852","3.29","0","96","4","0","0","2","0","14","10","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-R","350","13802","OMNICHANNEL APPAREL MERCHANDIS","Kim,Minjeong","30","33","3.923","3.216","0","93.3","6.7","0","0","3","0","26","2","1","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-R","404","31989","INTERNATL TEXTILES & APP TRADE","Embry,Mary Christine","40","42","3.53","3.257","0","60","37.5","2.5","0","2","0","15","9","7","4","4","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-R","404","31990","INTERNATL TEXTILES & APP TRADE","Reiter,Lauren E","33","35","3.545","3.14","0","63.6","30.3","3","3","2","1","15","5","6","3","1","1","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-R","405","32010","INTL FASHION CONSUMERS&RETLRS","Zhao,Li","29","33","3.531","3.114","0","65.5","34.5","0","0","4","1","7","11","1","7","2","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-R","410","6306","APPAREL ENTREPRENEURSHIP","Zhao,Li","29","34","3.521","2.971","0","69","24.1","3.4","0","6","4","11","5","3","3","1","0","1","0","0","0","0","1","0","4","0","0","0","0","0","0","1","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-R","412","8634","GLOBAL SOURCING","Bomberger,David Rick","20","23","3.68","3.064","0","80","20","0","0","3","0","7","9","1","3","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","01-20-2017",
"Fall 2016","4168","1","Regular Academic Session","AMID","AMID-R","413","2338","PLANNING AND ANALYSIS","Olsen,Dana R","30","30","3.687","3.199","0","80","16.7","3.3","0","0","4","9","11","3","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-20-2017",
