"TERM DESCRIPTION","TERM","SESSION","SESSION DESCRIPTION","DEPARTMENT","SUBJECT","COURSE","CLASS/SECTION NBR","COURSE DESCRIPTION","INSTRUCTOR NAME","GPA GRADES","TOTAL GRADES","AVG SECT GPA","AVG STDNT CUM GPA","PERCENT MAJORS","A%","B%","C%","D%","OTHER GRADES","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","W","WX","I","R","P","S","NY","NR","NC","OTHER","EFFECTIVE DATE",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","280","9758","SPANISH GRAMMAR IN CONTEXT","Clay,Rebecca Lauren","17","19","3.276","3.317","0","47.1","41.2","5.9","5.9","2","2","0","6","5","1","1","0","1","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","280","9759","SPANISH GRAMMAR IN CONTEXT","Martinez,Cynthia","17","20","3.6","3.473","0","70.6","29.4","0","0","3","0","4","8","2","3","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","280","9760","SPANISH GRAMMAR IN CONTEXT","Scrivner,Olga B","16","18","3.425","3.176","0","50","50","0","0","2","0","2","6","2","6","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","308","10404","COMPOSITN & CONVERS IN SPANISH","Herring,Elizabeth Margaret","19","21","3.368","3.361","5","63.2","21.1","10.5","0","3","1","8","3","1","3","0","2","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","308","9761","COMPOSITN & CONVERS IN SPANISH","Herrera,Israel Fernando","20","22","3.92","3.586","5","95","5","0","0","2","4","12","3","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","308","9763","COMPOSITN & CONVERS IN SPANISH","Trajkovic,Djurdja","17","23","3.906","3.659","0","94.1","5.9","0","0","6","1","14","1","0","0","1","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","308","9764","COMPOSITN & CONVERS IN SPANISH","Halloran,Rebecca","18","24","3.683","3.482","0","66.7","33.3","0","0","6","0","8","4","5","1","0","0","0","0","0","0","0","0","1","4","0","0","1","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","308","9765","COMPOSITN & CONVERS IN SPANISH","Trajkovic,Djurdja","17","21","3.853","3.505","11.8","94.1","5.9","0","0","4","0","10","6","1","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","308","9873","COMPOSITN & CONVERS IN SPANISH","Herrera,Israel Fernando","20","22","3.9","3.53","15","90","10","0","0","2","2","14","2","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","315","10878","SPANISH IN THE BUSINESS WORLD","Henderson-Contreras,Carly Rae","19","25","3.611","3.435","9.1","63.2","31.6","5.3","0","6","1","8","3","5","1","0","0","1","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","317","5094","SPANISH CONVERSATION & DICTION","Bongiovanni,Silvina Carla","19","20","3.358","3.5","5.3","57.9","31.6","5.3","5.3","1","6","1","4","2","2","2","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","322","30589","INTRO TO FILM ANALYSIS IN SPAN","Risner,Jonathan Thomas","24","27","3.683","3.307","12","70.8","29.2","0","0","3","1","9","7","5","2","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","324","10406","INTRO STUDY OF HISP CULTURES","Herring,Elizabeth Margaret","20","21","3.36","3.329","5","55","35","0","5","2","3","7","1","5","1","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","324","10911","INTRO STUDY OF HISP CULTURES","Patten,Jared Paul","23","24","3.487","3.326","12.5","47.8","47.8","4.3","0","1","2","4","5","9","2","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","324","10919","INTRO STUDY OF HISP CULTURES","Herring,Elizabeth Margaret","19","22","3.221","3.302","0","63.2","15.8","15.8","0","4","0","10","2","0","1","2","0","1","2","0","0","0","1","2","1","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","324","11728","INTRO STUDY OF HISP CULTURES","Fritz,Robert Keith","20","24","3.395","3.348","9.5","40","55","5","0","4","0","3","5","8","2","1","1","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","324","12070","INTRO STUDY OF HISP CULTURES","Fritz,Valeriya Fedonkina","13","18","3.515","3.517","15.4","53.8","46.2","0","0","5","1","4","2","1","5","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","324","12489","INTRO STUDY OF HISP CULTURES","Knight,Justin Aubrey","21","26","3.548","3.473","9.1","71.4","23.8","0","4.8","5","0","9","6","1","4","0","0","0","0","0","1","0","0","1","4","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","324","13567","INTRO STUDY OF HISP CULTURES","Mejias-Lopez,Alejandro","22","25","3.814","3.756","16.7","90.9","9.1","0","0","3","1","10","9","2","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","324","31066","INTRO STUDY OF HISP CULTURES","Schroff,Alysa Jade","20","24","3.535","3.453","4.5","60","35","5","0","4","0","7","5","5","1","1","0","1","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","324","34908","INTRO STUDY OF HISP CULTURES","Rosenthal,Olimpia E","22","28","3.032","3.066","13","31.8","45.5","18.2","4.5","6","0","3","4","5","2","3","2","2","0","0","0","1","0","1","5","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","324","35585","INTRO STUDY OF HISP CULTURES","Birkenmaier,Anke","15","17","3.52","3.417","6.7","60","40","0","0","2","1","3","5","3","1","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","324","9766","INTRO STUDY OF HISP CULTURES","Markle,Jackie Marie","19","25","3.721","3.269","4.5","73.7","26.3","0","0","6","0","10","4","3","2","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","324","9767","INTRO STUDY OF HISP CULTURES","Trevathan,John","18","22","3.439","3.267","10.5","61.1","33.3","5.6","0","4","1","4","6","2","1","3","0","1","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","324","9768","INTRO STUDY OF HISP CULTURES","Patten,Jared Paul","18","26","3.578","3.314","4.2","61.1","38.9","0","0","8","1","4","6","5","1","1","0","0","0","0","0","0","0","6","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","324","9769","INTRO STUDY OF HISP CULTURES","Robinson,Ellen Ryan","16","25","3.656","3.356","20","75","25","0","0","9","2","6","4","1","1","2","0","0","0","0","0","0","0","4","5","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","324","9770","INTRO STUDY OF HISP CULTURES","Fritz,Valeriya Fedonkina","16","19","3.213","3.258","0","50","37.5","6.3","0","4","0","6","2","1","3","2","1","0","0","0","0","0","1","2","1","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","326","10450","INTRO TO HISPANIC LINGUISTICS","Diaz-Campos,Manuel Antonio","13","21","3.369","3.478","0","61.5","23.1","15.4","0","8","3","2","3","1","1","1","0","1","1","0","0","0","0","2","6","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","326","10879","INTRO TO HISPANIC LINGUISTICS","Michalski,Ian Matthew","14","20","2.886","3.161","0","21.4","50","28.6","0","6","0","2","1","1","5","1","0","3","1","0","0","0","0","2","4","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","326","11166","INTRO TO HISPANIC LINGUISTICS","Baxter,Robert Patrick","20","22","3.295","3.318","4.8","45","50","5","0","2","0","5","4","3","2","5","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","326","11583","INTRO TO HISPANIC LINGUISTICS","Sedo del Campo,Beatriz","19","22","3.516","3.576","15","63.2","31.6","5.3","0","3","4","2","6","2","3","1","1","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","326","11729","INTRO TO HISPANIC LINGUISTICS","Galarza Galarza,Iraida","24","26","3.421","3.418","8.3","45.8","41.7","12.5","0","2","5","5","1","7","3","0","1","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","326","15617","INTRO TO HISPANIC LINGUISTICS","Willis,Erik","25","26","3.132","3.312","8","32","52","12","4","1","1","2","5","4","8","1","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","326","32507","INTRO TO HISPANIC LINGUISTICS","Mojedano Batel,Andrea Celeste","12","18","3.125","3.534","0","41.7","41.7","16.7","0","6","0","1","4","2","0","3","1","0","1","0","0","0","0","2","4","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","326","9771","INTRO TO HISPANIC LINGUISTICS","Mojedano Batel,Andrea Celeste","17","21","2.041","2.945","11.8","17.6","23.5","17.6","29.4","6","0","1","2","0","3","1","1","2","0","1","4","0","2","0","4","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","326","9772","INTRO TO HISPANIC LINGUISTICS","Milla Munoz,Angel","22","27","3.364","3.435","0","50","36.4","13.6","0","5","0","5","6","4","3","1","3","0","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","326","9774","INTRO TO HISPANIC LINGUISTICS","Matos Amaral,Patricia","22","26","3.882","3.792","9.1","90.9","9.1","0","0","4","5","13","2","0","2","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","326","9775","INTRO TO HISPANIC LINGUISTICS","McKinnon,Sean Anthony","16","18","3.525","3.45","11.8","62.5","31.3","6.3","0","2","2","5","3","1","4","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","326","9776","INTRO TO HISPANIC LINGUISTICS","Daidone,Danielle Maria","20","25","2.6","3.189","8.7","20","40","25","10","6","1","2","1","0","5","3","3","1","1","2","0","0","1","3","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","326","9777","INTRO TO HISPANIC LINGUISTICS","Baxter,Robert Patrick","22","28","3.432","3.485","0","36.4","63.6","0","0","6","0","7","1","7","6","1","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","328","10912","INTRO TO HISPANIC LITERATURE","Ferguson,Kane Elizabeth","17","20","3.418","3.121","5.9","52.9","41.2","5.9","0","3","1","6","2","2","3","2","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","328","10920","INTRO TO HISPANIC LITERATURE","Fitzsimmons,Mark Daniel","21","25","3.467","3.361","0","57.1","38.1","4.8","0","4","1","4","7","3","5","0","0","1","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","328","9785","INTRO TO HISPANIC LITERATURE","Gardner,Nora Lynn","18","20","2.878","3.296","5.3","22.2","55.6","16.7","5.6","2","0","3","1","3","1","6","1","2","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","328","9786","INTRO TO HISPANIC LITERATURE","Cole,Christina Elizabeth","16","20","3.331","3.387","11.8","56.3","18.8","25","0","4","1","7","1","1","1","1","2","2","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","328","9787","INTRO TO HISPANIC LITERATURE","Trevathan,John","10","14","3.34","3.131","0","50","40","10","0","4","1","2","2","2","1","1","0","0","1","0","0","0","0","1","3","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","328","9788","INTRO TO HISPANIC LITERATURE","Gardner,Nora Lynn","21","25","3.143","3.24","13.6","28.6","57.1","14.3","0","4","0","1","5","5","6","1","1","2","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","328","9789","INTRO TO HISPANIC LITERATURE","Cole,Christina Elizabeth","23","24","3.33","3.375","13","52.2","26.1","21.7","0","1","1","6","5","4","2","0","3","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","328","9790","INTRO TO HISPANIC LITERATURE","Sokol,Alina","13","17","3.946","3.33","6.7","92.3","7.7","0","0","4","2","10","0","1","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","328","9791","INTRO TO HISPANIC LITERATURE","Trevathan,John","18","18","3.483","3.341","11.1","66.7","22.2","5.6","5.6","0","2","6","4","4","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","328","9940","INTRO TO HISPANIC LITERATURE","Sokol,Alina","17","24","3.982","3.789","11.8","100","0","0","0","7","8","8","1","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","334","9792","PANORAMAS OF HISPANIC LIT","Patten,Jared Paul","23","26","3.361","3.232","25","56.5","30.4","8.7","0","4","3","6","4","4","3","0","1","1","0","0","0","0","1","1","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","407","14538","SURVEY OF SPANISH LITERATURE 1","Giles,Ryan Dennis","20","22","3.565","3.325","66.7","55","45","0","0","2","3","5","3","6","1","2","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","8W1","Eight Week - First","HISP","HISP-S","411","5095","SPAIN: THE CULTURAL CONTEXT","Myers,Kathleen","13","19","3.677","3.14","46.2","76.9","23.1","0","0","6","0","7","3","0","2","1","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","412","32497","SPANISH AMER: CULTURAL CONTEXT","Rosenthal,Olimpia E","22","26","3.182","3.475","43.5","31.8","54.5","13.6","0","4","0","5","2","4","6","2","1","1","1","0","0","0","0","1","3","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","419","30645","MODERN SPANISH PROSE FICTION","Dinverno,Melissa","11","18","3.309","3.362","33.3","36.4","63.6","0","0","7","0","1","3","2","4","1","0","0","0","0","0","0","0","1","6","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","425","12597","SPANISH PHONETICS","Willis,Erik","21","24","3.467","3.343","42.9","61.9","28.6","9.5","0","3","3","6","4","1","4","1","1","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","427","30658","THE STRUCTURE OF SPANISH","Felix-Brasdefer,Cesar","24","26","3.3","3.512","54.2","50","45.8","0","0","3","0","4","8","4","5","2","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","429","13090","SPANISH SOCLINGUISTICS-PRAGMAT","Felix-Brasdefer,Cesar","23","27","3.283","3.508","60.9","47.8","43.5","4.3","4.3","4","0","4","7","3","5","2","0","1","0","1","0","0","0","0","4","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","430","11288","THE ACQUISITION OF SPANISH","Leal,Tania","22","24","3.345","3.362","59.1","63.6","18.2","18.2","0","2","1","5","8","1","3","0","0","3","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","474","30687","HISPANIC LITERATURE & SOCIETY","Dinverno,Melissa","17","21","3.235","3.468","83.3","29.4","64.7","5.9","0","4","0","2","3","4","5","2","1","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","480","30706","ARGENTINE LITERATURE","Dove,Patrick E","8","11","2.763","3.313","44.4","50","12.5","25","0","4","0","1","3","0","1","0","0","2","0","0","0","0","1","0","2","1","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","511","30167","SPANISH SYNTACTIC ANALYSIS","Matos Amaral,Patricia","10","10","3.74","3.569","90","90","0","10","0","0","0","7","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","538","30613","SPAN LIT 18TH & 19TH CENTURIES","Illas,Edgar","10","10","4","3.853","100","100","0","0","0","0","2","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","578","30796","20TH & 21ST CENT SPAN AMER LIT","Dove,Patrick E","15","16","3.753","3.805","86.7","73.3","26.7","0","0","1","1","9","1","2","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","612","31069","TOP LING: VARIATION&LANG CONT","Diaz-Campos,Manuel Antonio","8","8","3.925","3.835","100","100","0","0","0","0","0","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HISP","HISP-S","618","30803","TOPICS IN SPAN MEDIEVAL LIT","Giles,Ryan Dennis","6","6","4","3.845","100","100","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HIST","HIST-A","200","15387","ISSUES IN UNITED STATES HIST","Lee,Jacob F.","28","37","2.775","2.844","6.1","25","46.4","17.9","3.6","11","1","1","5","3","8","2","3","2","0","0","1","0","2","5","4","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HIST","HIST-A","235","29792","HISTORY OF AMERICAN EMPIRE","Dierks,Konstantin","67","88","3.225","3.12","6.5","32.8","58.2","9","0","21","3","10","9","15","13","11","3","2","1","0","0","0","0","10","11","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HIST","HIST-A","245","29787","INDIANS/AMER POPULAR CULTURE","Snyder,Christina","35","36","3.666","3.147","13.9","88.6","5.7","0","2.9","2","13","9","9","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HIST","HIST-A","300","12563","ISSUES IN UNITED STATES HIST","Seigel,Micol","9","9","3.967","3.607","33.3","100","0","0","0","0","0","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HIST","HIST-A","369","30272","ISSUES IN EARLY U. S. HISTORY","Lee,Jacob F.","33","37","2.682","2.917","22.9","30.3","27.3","33.3","3","6","2","3","5","3","3","3","3","4","4","1","0","0","2","2","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HIST","HIST-A","379","13290","ISSUES IN MODERN U.S. HISTORY","Linenthal,Edward Tabor","41","47","3.863","3.336","41.9","95.1","2.4","0","0","7","0","37","2","0","1","0","0","0","0","0","0","0","1","1","4","1","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HIST","HIST-A","383","12163","ROCK, HIP HOP, AND REVOLUTION","McGerr,Michael Edward","173","193","3.408","3.006","10.5","53.8","38.7","6.4","1.2","20","18","37","38","24","28","15","7","2","2","0","1","1","0","8","12","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HIST","HIST-B","204","30278","MEDIEVAL HEROES","Shopkow,Leah","57","84","2.486","2.76","8.3","7","59.6","21.1","5.3","31","0","2","2","6","12","16","3","5","4","2","1","0","4","15","12","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HIST","HIST-B","300","37666","ISS IN WESTERN EUROPEAN HIST","","7","7","3.386","3.339","0","42.9","57.1","0","0","0","0","0","3","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HIST","HIST-B","303","30274","ISSUES MODERN EUROPEAN HISTORY","Kriegel,Lara","34","37","3.612","3.336","51.4","67.6","29.4","2.9","0","3","0","15","8","6","2","2","0","1","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HIST","HIST-B","323","13569","HISTORY OF THE HOLOCAUST","Roseman,Mark","81","93","2.83","3.064","21.6","29.6","40.7","21","6.2","14","6","10","8","9","14","10","3","5","9","1","2","2","2","6","5","0","0","0","0","0","0","1","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HIST","HIST-B","352","10880","WEST EUROPE-HIGH/LATE MID AGE","Shopkow,Leah","17","22","3.329","3.126","42.9","47.1","35.3","17.6","0","5","1","4","3","5","0","1","1","2","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HIST","HIST-B","378","30277","HIST OF GERMANY SINCE 1648 2","Roos,Julia","32","36","2.997","3.086","51.5","31.3","46.9","15.6","0","6","0","6","4","7","7","1","2","2","1","0","0","0","2","1","3","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HIST","HIST-C","215","30289","SPARTA AT WAR","Robinson,Eric Wild","156","178","3.217","2.989","7.9","48.7","38.5","7.7",".6","29","7","34","35","21","21","18","8","3","1","1","0","0","7","8","13","0","0","1","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HIST","HIST-C","305","14698","ISSUES IN NEAR EASTERN HISTORY","Martin,Kevin","15","18","3.44","3.19","26.7","40","60","0","0","3","1","3","2","5","3","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HIST","HIST-C","388","30290","ROMAN HISTORY","Elliott,Colin Peter","64","80","2.908","3.102","36.4","26.6","43.8","23.4","3.1","18","1","9","7","12","13","3","7","4","4","2","0","0","2","13","3","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HIST","HIST-D","103","13821","ICON&AXE: RUSSIA 1861-PRESENT","Saburova,Tatiana","33","40","2.815","3.043","8.6","24.2","48.5","12.1","12.1","8","0","3","5","8","5","3","0","3","1","4","0","0","1","2","5","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HIST","HIST-D","200","30292","ISSUES RUSS/EAST EUROPEAN HIST","Saburova,Tatiana","28","33","3","2.842","3.6","32.1","50","10.7","0","7","3","3","3","5","6","3","1","2","0","0","0","0","2","0","5","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HIST","HIST-D","201","14287","DEMOCRATIC REVOLUTIONS","Hsia,Ke Chin","33","39","3.3","3.252","2.9","66.7","18.2","6.1","3","8","0","15","7","2","3","1","0","2","0","0","0","1","2","2","4","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HIST","HIST-D","310","13296","RUSS REVOLUTN & SOVIET REGIME","Kuromiya,Hiroaki","31","35","3.587","3.208","36.4","71","22.6","6.5","0","4","0","15","7","2","3","2","1","1","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HIST","HIST-E","332","14713","AFRI HIST: COLONL RULE/INDEPEN","Moyd,Michelle Renee","21","25","3.776","3.304","43.5","90.5","9.5","0","0","4","0","11","8","0","1","1","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HIST","HIST-F","200","30295","ISSUES IN LATIN AMERICAN HIST","James,Danny","31","41","3.255","2.95","3.1","41.9","45.2","9.7","0","11","2","5","6","9","3","2","2","1","0","0","0","0","1","1","9","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HIST","HIST-F","346","30297","MODERN MEXICO","Guardino,Peter Francis","18","23","3.228","3.278","31.6","44.4","38.9","16.7","0","5","0","3","5","1","4","2","3","0","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","HIST","HIST-G","200","30298","ISSUES IN ASIAN HISTORY","Wang,Fei Hsien","31","39","3.216","2.857","0","38.7","51.6","6.5","0","9","1","4","7","6","9","1","1","1","0","0","0","0","1","3","5","0","0","0","0","0","0","0","0","06-10-2016",
