"TERM DESCRIPTION","TERM","SESSION","SESSION DESCRIPTION","DEPARTMENT","SUBJECT","COURSE","CLASS/SECTION NBR","COURSE DESCRIPTION","INSTRUCTOR NAME","GPA GRADES","TOTAL GRADES","AVG SECT GPA","AVG STDNT CUM GPA","PERCENT MAJORS","A%","B%","C%","D%","OTHER GRADES","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","W","WX","I","R","P","S","NY","NR","NC","OTHER","EFFECTIVE DATE",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-L","312","3493","CELL BIOLOGY","Hu,Ke","54","60","3","3.458","53.4","27.8","51.9","14.8","3.7","7","0","9","6","13","6","9","3","3","2","1","1","0","1","4","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-L","313","9974","CELL BIOLOGY LABORATORY","Surzycki,Judith A.","46","48","3.6","3.4","91.3","73.9","21.7","2.2","0","3","7","14","13","5","5","0","0","1","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-L","318","13381","EVOLUTION","Raff,Rudolf A.","57","60","2.509","3.278","74.1","17.5","26.3","47.4","7","4","0","10","0","0","15","0","0","27","0","0","4","0","1","1","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-L","318","15468","EVOLUTION","Raff,Rudolf A.","72","75","2.458","3.197","84.7","15.3","36.1","30.6","15.3","5","0","11","0","0","26","0","0","22","0","0","11","0","2","0","3","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-L","319","3494","GENETICS LABORATORY","Innes,Roger William","54","62","3.376","3.223","64.9","51.9","38.9","5.6","1.9","9","2","20","6","7","11","3","3","0","0","0","1","0","1","3","5","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-L","321","3497","PRINCIPLES OF IMMUNOLOGY","Chooi,Yean W","66","73","3.409","3.446","73.9","57.6","31.8","7.6","0","9","8","22","8","8","11","2","2","3","0","0","0","0","2","3","4","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-L","324","3498","HUMAN MOLECULAR BIOLOGY LAB","Surzycki,Stefan J.","18","21","3.733","3.505","83.3","66.7","33.3","0","0","3","3","7","2","6","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-L","324","3499","HUMAN MOLECULAR BIOLOGY LAB","Surzycki,Stefan J.","18","20","3.783","3.422","94.4","83.3","16.7","0","0","2","2","7","6","3","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-L","330","3500","BIOLOGY OF THE CELL","Sokoloski,Kevin Joseph","51","55","3.52","3.331","3.8","60.8","31.4","5.9","0","5","5","25","1","5","11","0","1","2","0","0","0","0","1","1","3","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-L","331","12523","INTRODUCTION TO HUMAN GENETICS","Surzycki,Stefan J.","21","26","3.738","3.281","77.3","81","19","0","0","5","4","7","6","1","3","0","0","0","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-L","350","14258","ENVIRONMENTAL BIOLOGY","Darcy-Hall,Tara Lee","10","12","3.23","3.155","0","40","40","20","0","2","1","2","1","3","1","0","0","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-L","369","32519","HEREDITY EVOLUTION & SOCIETY","Raff,Elizabeth C.","28","31","3.164","3.295","3.3","53.6","25","17.9","0","4","6","6","3","0","3","4","0","4","1","0","0","0","1","2","1","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-L","376","3501","BIOLOGY OF BIRDS","Hengeveld,Susan E.","35","38","3.069","3.308","66.7","37.1","34.3","28.6","0","3","3","7","3","3","8","1","3","3","4","0","0","0","0","1","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-L","412","15466","ANALYSIS OF CANCER RESEARCH","Bender,Alan David","36","39","3.644","3.276","75.7","66.7","27.8","5.6","0","3","2","20","2","6","3","1","1","1","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-L","417","33132","DEVELOPMENTAL BIOLOGY","Sokol,Nicholas Samuel","13","18","3.646","3.459","73.3","69.2","30.8","0","0","5","3","1","5","3","1","0","0","0","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-L","490","3503","INDIVIDUAL STUDY","Fuqua,Clay","65","68","3.918","3.584","68.2","96.9","1.5","0","0","4","9","53","1","0","1","0","0","0","0","0","0","0","1","0","2","1","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-L","499","3504","INTERNSHIP IN BIOL INSTRUCTION","Fuqua,Clay","36","37","4","3.739","75","100","0","0","0","1","1","35","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-L","568","33529","EVOLUTIONARY GENETICS","Moyle,Leonie C","13","13","3.977","3.939","100","100","0","0","0","0","2","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-L","570","3507","SEM IN ECOLOGY & ENVIRON BIOL","Hall,Spencer R","13","13","4","3.913","92.3","100","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","NON","Non Standard Session","BIOL","BIOL-L","586","33234","CELL BIOLOGY","Hu,Ke","17","18","3.671","3.841","88.2","88.2","5.9","0","0","2","0","12","3","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-L","587","3508","DEVELOPMENTAL BIOLOGY","Zelhof,Andrew C","9","9","4","3.766","66.7","100","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-M","200","9327","MICROORGANSM IN NATURE/DISEASE","Kao,Cheng Chia","260","290","2.773","3.298","2.6","25.8","39.2","23.8","9.2","35","14","25","28","31","41","30","28","22","12","10","12","2","5","14","16","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-M","215","9328","MICROORGANISM LABORATORY","Kulow,Carl N.","145","167","3.368","3.42","2.7","53.1","37.2","6.2","2.1","24","1","48","28","20","29","5","3","6","0","1","2","0","2","5","17","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-M","315","15469","MICROBIOLOGY LABORATORY","Kulow,Carl N.","24","27","3.079","3.339","87.5","20.8","62.5","16.7","0","3","0","1","4","7","7","1","1","3","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-M","315","32515","MICROBIOLOGY LABORATORY","Kulow,Carl N.","25","28","3.524","3.61","80","56","44","0","0","3","0","8","6","4","6","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-M","315","32516","MICROBIOLOGY LABORATORY","Kulow,Carl N.","25","31","3.208","3.368","52","28","60","12","0","6","0","5","2","9","3","3","0","3","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-M","350","3510","MICROBIAL PHYS & BIOCHEMISTRY","McKinlay,James","23","27","3.13","3.403","92","47.8","26.1","21.7","0","5","6","2","3","3","2","1","2","2","1","0","0","0","1","2","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-M","360","12522","MICROBIAL PHYSIOLOGY LAB","Dunn,Megan Marie","17","18","3.547","3.331","100","52.9","47.1","0","0","1","0","4","5","6","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-M","430","3511","VIROLOGY LECTURE","Danthi,Pranav","31","40","2.903","3.366","58.8","22.6","48.4","25.8","3.2","9","0","5","2","6","3","6","4","3","1","0","0","1","0","3","6","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-M","435","32520","VIRAL-TISSUE-CULTURE LAB","Mukhopadhyay,Suchetana","15","17","3.78","3.351","93.8","80","20","0","0","2","0","11","1","1","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-M","460","11071","MICROBIAL EVOLUTION","Palmer,Jeffrey D.","19","21","2.832","3.369","78.9","31.6","36.8","21.1","10.5","2","1","3","2","2","1","4","2","2","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-M","465","12524","ENVIRONMENTAL MICROBIOLOGY LAB","Newton,Irene","13","14","3.008","3.415","92.3","38.5","46.2","7.7","0","2","1","2","2","1","2","3","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-M","511","11952","MOLECULAR BIOL OF PROKARYOTES","McKinlay,James","8","11","3.875","3.84","77.8","87.5","12.5","0","0","3","0","7","0","0","1","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-M","541","15465","MICROBIAL PATH AND VIROLOGY","Rowe-Magnus,Dean","8","8","3.75","3.827","87.5","75","25","0","0","0","0","6","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-P","451","10272","INTEGRATIVE HUMAN PHYSIOLOGY","Schlegel,Whitney M","50","53","3.21","3.387","72.5","36","54","8","2","3","1","7","10","8","13","6","2","2","0","1","0","0","0","1","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-Q","201","3515","BIOL SCI FOR ELEM TEACHERS","Hanratty,Pamela","50","57","2.924","3.194","0","26","50","18","6","7","3","7","3","5","15","5","1","4","4","0","3","0","0","4","3","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-S","311","31896","GENETICS, HONORS","Michaels,Scott Daniel","25","25","3.784","3.768","76","76","24","0","0","0","1","17","1","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-S","318","15717","EVOLUTION, HONORS","Bashey-Visser,Farrah","24","26","3.525","3.707","92","50","50","0","0","2","0","8","4","6","6","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-Z","406","3522","VERTEBRATE ZOOLOGY","Cotten,Clara Ann","19","20","3.384","3.441","60","52.6","31.6","15.8","0","1","5","5","0","0","6","0","1","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-Z","460","3525","ANIMAL BEHAVIOR","Hurley,Laura M.","66","71","3.371","3.265","82.6","54.5","34.8","7.6","1.5","6","0","25","11","6","16","1","1","3","1","1","0","0","1","2","2","0","0","0","0","0","0","1","0","06-10-2016",
"Spring 2016","4162","8W1","Eight Week - First","BIOL","BIOL-Z","620","11862","SPECIAL TOPICS IN ZOOLOGY","Ragsdale,Erik","7","7","3.771","3.959","85.7","85.7","14.3","0","0","0","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","8W1","Eight Week - First","BIOL","BIOL-Z","620","15461","SPECIAL TOPICS IN ZOOLOGY","Zentner,Gabriel","11","12","3.764","3.843","72.7","81.8","18.2","0","0","1","1","4","4","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-Z","620","15463","SPECIAL TOPICS IN ZOOLOGY","Zolan,Miriam E.","8","8","4","3.881","100","100","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","8W2","Eight Week - Second","BIOL","BIOL-Z","620","15829","SPECIAL TOPICS IN ZOOLOGY","Newton,Irene","8","9","3.963","3.945","100","100","0","0","0","1","0","7","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","8W2","Eight Week - Second","BIOL","BIOL-Z","620","16286","SPECIAL TOPICS IN ZOOLOGY","Dalia,Ankur","11","13","3.582","3.697","81.8","90.9","0","0","0","3","3","5","2","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","8W1","Eight Week - First","BIOL","BIOL-Z","620","35158","SPECIAL TOPICS IN ZOOLOGY","Shaw,Sidney","10","10","4","3.857","70","100","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","8W2","Eight Week - Second","BIOL","BIOL-Z","620","35162","SPECIAL TOPICS IN ZOOLOGY","Morgan,David Gene","6","6","4","3.819","50","100","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOL","BIOL-Z","620","8674","SPECIAL TOPICS IN ZOOLOGY","Foster,Patricia L.","16","17","4","3.922","94.1","100","0","0","0","1","0","16","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOT","BIOT-T","270","15817","ALCOHOL & SCI OF FERMENTATION","Bochman,Matt L.","13","15","3.569","3.144","0","69.2","23.1","7.7","0","2","3","3","3","0","3","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOT","BIOT-T","301","14091","SEMINAR IN BIOTECHNOLOGY","Magill,Nancy Gene","12","15","3.592","3.213","16.7","91.7","0","0","0","4","0","8","3","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOT","BIOT-T","312","14130","SOCIETAL ISSUES IN BIOTECH","Watts,Daniel Jay","41","44","3.595","3.225","58.5","68.3","31.7","0","0","3","3","10","15","4","8","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOT","BIOT-T","315","14129","BIOTECHNOLOGY LABORATORY","Magill,Nancy Gene","14","16","3.729","3.193","50","85.7","14.3","0","0","2","1","6","5","0","1","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOT","BIOT-T","322","14131","BIOTECHNOLOGY WRITING & COMM","Magill,Nancy Gene","13","14","3.731","3.135","35.7","84.6","15.4","0","0","1","0","5","6","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOT","BIOT-T","415","13823","THEORY&APPL OF BIOTECH LAB I","Sultana,Rasheda","7","7","3.229","2.936","71.4","14.3","85.7","0","0","0","0","1","0","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOT","BIOT-T","440","12652","STRUCTR,FUNCTN,REG BIOMOLECUL","Cochran,Jared Clinton","14","15","2.793","3.033","86.7","21.4","42.9","35.7","0","1","0","2","1","1","2","3","0","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOT","BIOT-T","490","14240","INDEPENDT RESEARCH: BIOTECH","Kao,Cheng Chia","7","7","3.771","3.301","100","85.7","14.3","0","0","0","0","5","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOT","BIOT-T","500","12653","PROJECT LAB IN BIOTECHNOLOGY","Vaughan,Robert Clyde","8","10","3.838","3.615","100","87.5","12.5","0","0","2","0","5","2","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOT","BIOT-T","502","12654","MAMMALIAN TISSUE CULTURE","Vaughan,Robert Clyde","11","11","3.7","3.583","81.8","72.7","27.3","0","0","0","1","5","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOT","BIOT-T","515","14237","THEORY&APPL OF BIOTECH LAB I","Sultana,Rasheda","11","11","3.609","3.68","90.9","63.6","36.4","0","0","0","0","4","3","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOT","BIOT-T","540","14248","STRUCT, FUNCT&REG BIOMOLECULES","Cochran,Jared Clinton","11","11","3.682","3.698","90.9","81.8","18.2","0","0","0","0","5","4","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","8W2","Eight Week - Second","BIOT","BIOT-T","680","14238","SPECIALIZED TOPICS IN BIOT","Bush,Karen","11","14","3.882","3.626","66.7","90.9","9.1","0","0","3","1","8","1","0","1","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BIOT","BIOT-T","680","32589","SPECIALIZED TOPICS IN BIOT","Magill,Nancy Gene","6","7","3.95","3.692","50","100","0","0","0","1","1","4","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BUEX","BUEX-C","531","1153","INTRO TO BUSINESS ANALYTICS","Acito,Franklin","74","80","3.592","3.775","100","64.9","35.1","0","0","6","0","24","24","12","12","2","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BUEX","BUEX-C","533","1051","DATA WAREHOUSING,MINING&VISUAL","Barsi Lopes,Alexandre","62","64","3.706","3.699","0","80.6","16.1","3.2","0","2","0","28","22","6","4","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BUEX","BUEX-C","533","1133","DATA WAREHOUSING,MINING&VISUAL","Barsi Lopes,Alexandre","74","76","3.484","3.573","100","64.9","29.7","2.7","0","4","0","32","16","6","10","6","2","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BUEX","BUEX-C","533","1145","DATA WAREHOUSING,MINING&VISUAL","Barsi Lopes,Alexandre","50","60","3.484","3.497","0","56","40","4","0","10","0","10","18","12","6","2","2","0","0","0","0","0","0","6","2","2","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","NON","Non Standard Session","BUEX","BUEX-C","535","1060","VALUE THRU BUS ANALYTICS APPS","Cattani,Kyle David","26","28","3.069","3.492","100","38.5","30.8","23.1","7.7","2","0","8","2","4","4","0","4","0","2","2","0","0","0","0","0","2","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","NON","Non Standard Session","BUEX","BUEX-C","535","1071","VALUE THRU BUS ANALYTICS APPS","Bretthauer,Kurt Michael","66","66","3.682","3.572","100","72.7","27.3","0","0","0","0","22","26","16","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","NON","Non Standard Session","BUEX","BUEX-C","535","1135","VALUE THRU BUS ANALYTICS APPS","Soni,Ashok","48","48","3.046","3.204","100","33.3","50","12.5","0","2","0","10","6","8","8","8","2","2","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BUEX","BUEX-V","594","1154","EXP CRSE FOR MBA GLB EXEC TRCK","Prabhakar,Bipin","46","50","3.322","3.568","100","65.2","21.7","4.3","0","8","8","12","10","6","4","0","0","2","0","0","0","0","4","2","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BUEX","BUEX-V","595","1155","EXP CRSE FOR MBA GLB EXEC TRCK","Venkataraman,Ramesh","80","80","3.845","3.775","100","87.5","12.5","0","0","0","14","42","14","6","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BUEX","BUEX-V","595","1161","EXP CRSE FOR MBA GLB EXEC TRCK","Venkataraman,Ramesh","62","62","3.848","3.773","100","83.9","16.1","0","0","0","16","34","2","4","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","NON","Non Standard Session","BUEX","BUEX-V","596","1138","EXP CRSE FOR MBA GLB EXEC TRCK","Roberson,W. Todd","30","30","3.427","3.527","100","53.3","40","6.7","0","0","0","10","6","2","10","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","NON","Non Standard Session","BUEX","BUEX-V","597","1139","EXP CRSE FOR MBA GLB EXEC TRCK","Collins,Michael R","30","30","3.807","3.527","100","86.7","13.3","0","0","0","0","16","10","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BUEX","BUEX-V","598","1157","EXP CRSE FOR MBA GLB EXEC TRCK","Prabhakar,Bipin","58","64","3.383","3.646","100","58.6","31","6.9","0","8","0","14","20","10","8","0","4","0","0","0","0","0","2","2","0","4","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BUEX","BUEX-Z","504","1164","COMPETITIVE STRATEGY","Richards,Eric L.","64","68","3.828","3.878","100","78.1","21.9","0","0","4","16","34","0","10","4","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","NON","Non Standard Session","BUEX","BUEX-Z","511","1077","EFFECTIVE COMMUNICATIONS","Lovelace,Daisy","64","66","3.669","3.878","100","81.3","15.6","3.1","0","2","4","18","30","6","2","2","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","NON","Non Standard Session","BUEX","BUEX-Z","552","1136","MARKETING STRATEGY","Richards,Eric L.","68","68","3.929","3.885","100","91.2","8.8","0","0","0","22","40","0","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","NON","Non Standard Session","BUEX","BUEX-Z","589","1137","APPLIED BUSINESS PROJECTS","Richards,Eric L.","66","66","4","3.82","100","100","0","0","0","0","20","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","NON","Non Standard Session","BUEX","BUEX-Z","590","1054","INTEGRATED CAPSTONE","Magjuka,Richard J.","66","66","3.782","3.82","100","100","0","0","0","0","0","18","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BUKD","BUKD-C","511","1003","ORGANIZATNL DEVELOPMT & CHANGE","Austrom,Douglas R.","90","100","3.7","3.673","2.2","77.8","20","0","2.2","10","0","42","28","18","0","0","0","0","0","0","2","0","0","0","8","2","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","NON","Non Standard Session","BUKD","BUKD-C","514","1048","MNG HUMAN RES IN GLOBAL ENVIR","Austrom,Douglas R.","88","92","3.764","3.633","0","81.8","18.2","0","0","4","0","44","28","12","4","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BUKD","BUKD-C","521","1005","MNG ACCTG INFO FOR DEC-MAKING","Hassell,John M.","78","90","3.421","3.6","0","43.6","56.4","0","0","12","2","6","26","24","18","2","0","0","0","0","0","0","0","2","6","4","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BUKD","BUKD-C","521","1006","MNG ACCTG INFO FOR DEC-MAKING","Smith,John Reed","54","54","3.319","3.595","0","33.3","63","3.7","0","0","0","6","12","16","18","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BUKD","BUKD-C","521","1007","MNG ACCTG INFO FOR DEC-MAKING","Beneish,Messod Daniel","72","72","3.511","3.69","100","44.4","55.6","0","0","0","0","18","14","30","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BUKD","BUKD-C","521","1008","MNG ACCTG INFO FOR DEC-MAKING","Beneish,Messod Daniel","70","74","3.557","3.677","100","51.4","48.6","0","0","4","0","20","16","26","8","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BUKD","BUKD-C","521","1009","MNG ACCTG INFO FOR DEC-MAKING","Zheng,Lin","64","78","3.497","3.575","100","46.9","53.1","0","0","14","6","12","12","22","8","4","0","0","0","0","0","0","0","4","8","2","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BUKD","BUKD-C","521","1038","MNG ACCTG INFO FOR DEC-MAKING","Smith,John Reed","80","80","3.628","3.713","100","65","35","0","0","0","10","22","20","16","10","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2016",
"Spring 2016","4162","1","Regular Academic Session","BUKD","BUKD-C","521","1148","MNG ACCTG INFO FOR DEC-MAKING","Hassell,John M.","72","78","3.539","3.646","100","55.6","44.4","0","0","6","2","14","24","20","12","0","0","0","0","0","0","0","0","0","4","2","0","0","0","0","0","0","0","06-10-2016",
