DEPARTMENT,COURSE,COURSE DESCRIPTION,INSTRUCTOR NAME,GPA GRADES,TOTAL GRADES,AVG SECT GPA,AVG STDNT CUM GPA,A%,B%,C%,D%,W
INFO,202,SOCIAL INFORMATICS,"Sugimoto,Cassidy Rose",74,78,3.305,3.003,58.1,24.3,12.2,0,1
INFO,202,SOCIAL INFORMATICS,"Terrell,Jennifer Anne",73,81,2.71,2.849,17.8,49.3,26,1.4,1
INFO,202,SOCIAL INFORMATICS,"Terrell,Jennifer Anne",63,66,2.617,2.846,22.2,44.4,15.9,11.1,0
INFO,202,SOCIAL INFORMATICS,"Ensmenger,Nathan",75,81,3.132,3.085,41.3,48,5.3,0,0
INFO,210,INFORMATION INFRASTRUCTURE I,"Pierz,Daniel Matthew",73,79,3.434,3.009,56.2,34.2,6.8,2.7,1
INFO,210,INFORMATION INFRASTRUCTURE I,"Lee,Erika Biga",59,71,3.342,2.993,52.5,37.3,6.8,1.7,4
INFO,210,INFORMATION INFRASTRUCTURE I,"Duncan,J",69,81,3.425,3.054,60.9,26.1,8.7,2.9,3
INFO,210,INFORMATION INFRASTRUCTURE I,"Pierz,Daniel Matthew",71,80,3.349,2.97,53.5,33.8,9.9,1.4,3
INFO,211,INFORMATION INFRASTRUCTURE II,"Lee,Erika Biga",57,68,3.205,3.017,50.9,29.8,10.5,7,3
INFO,211,INFORMATION INFRASTRUCTURE II,"Pierz,Daniel Matthew",48,52,3.335,2.904,50,35.4,14.6,0,0
INFO,211,INFORMATION INFRASTRUCTURE II,"Pierz,Daniel Matthew",59,63,3.297,3.141,54.2,32.2,6.8,5.1,0
INFO,211,INFORMATION INFRASTRUCTURE II,"Duncan,J",61,65,3.177,3.179,41,42.6,13.1,1.6,0
INFO,222,THE INFORMATION SOCIETY,"Ensmenger,Nathan",69,85,2.954,2.931,42,31.9,14.5,4.3,6
INFO,230,ANALYTICAL FOUNDTN OF SECURITY,"Zeller,Tom S",30,34,2.893,2.826,33.3,40,20,0,2
INFO,230,ANALYTICAL FOUNDTN OF SECURITY,"Kapadia,Apu Chandrasen",63,69,3.305,3.231,38.1,52.4,9.5,0,1
INFO,300,HCI/INTERACTION DESIGN,"Mitchell,C. Thomas",124,129,3.766,3.117,83.1,16.1,0,.8,1
INFO,300,HCI/INTERACTION DESIGN,"Sosa Tzec,Omar",113,117,3.692,2.981,80.5,15,2.7,.9,4
INFO,300,HCI/INTERACTION DESIGN,"Kannabiran,Gopinaath",118,124,3.582,2.945,68.6,23.7,5.1,2.5,2
INFO,303,ORGANIZATIONAL INFORMATICS,"Hakken,David James",73,87,3.036,3.043,34.2,42.5,19.2,0,5
INFO,308,INFORMATION REPRESENTATION,"Richert,Daniel John",49,56,3.049,3.015,32.7,49,10.2,8.2,3
INFO,308,INFORMATION REPRESENTATION,"Richert,Daniel John",55,62,3.213,3.177,40,47.3,9.1,1.8,1
INFO,308,INFORMATION REPRESENTATION,"Stark,Roderick B",42,56,2.607,2.937,21.4,42.9,19,11.9,2
INFO,308,INFORMATION REPRESENTATION,"Stark,Roderick B",56,62,2.784,3.087,21.4,50,21.4,3.6,0
INFO,310,MULTIMEDIA ARTS AND TECHNOLOGY,"Toombs,Austin Lewis",50,67,2.824,2.919,52,14,16,4,4
INFO,391,INTERN INFO PROFESSIONAL PRACT,"Hottell,Matthew",57,60,3.825,3.454,89.5,8.8,1.8,0,1
INFO,399,CURRENT TOPICS IN INFORMATICS,"Choksy,Carol E B",28,36,3.186,2.922,42.9,46.4,7.1,0,1
INFO,399,CURRENT TOPICS IN INFORMATICS,"Sanfilippo,Madelyn Rose",22,26,3.332,3.18,45.5,40.9,13.6,0,1
INFO,399,CURRENT TOPICS IN INFORMATICS,"Choksy,Carol E B",83,91,3.364,3.103,42.2,53,3.6,0,3
INFO,399,CURRENT TOPICS IN INFORMATICS,"Scheidt,Lois Ann",9,18,3.444,3.124,44.4,55.6,0,0,3
INFO,399,CURRENT TOPICS IN INFORMATICS,"Choksy,Carol E B",34,40,3.794,3.227,88.2,11.8,0,0,2
INFO,399,CURRENT TOPICS IN INFORMATICS,"Hmeljak,Mitja",26,31,3.273,3.014,50,30.8,19.2,0,2
INFO,399,CURRENT TOPICS IN INFORMATICS,"Jacob,Elin K.",8,15,2.838,2.944,62.5,12.5,0,0,2
INFO,399,CURRENT TOPICS IN INFORMATICS,"Sanfilippo,Madelyn Rose",15,19,3.407,2.773,46.7,53.3,0,0,1
INFO,400,TOPICS IN INFORMATICS,"Brown,Travis Jason",18,25,3.639,3.441,72.2,27.8,0,0,1
INFO,400,TOPICS IN INFORMATICS,"Menczer,Filippo",22,28,2.105,2.818,9.1,27.3,40.9,9.1,2
INFO,400,TOPICS IN INFORMATICS,"Francisco,Matthew",22,24,3.782,3.164,95.5,0,0,4.5,0
INFO,400,TOPICS IN INFORMATICS,"Bollen,Johan L.",19,27,3.479,3.049,57.9,36.8,5.3,0,5
INFO,400,TOPICS IN INFORMATICS,"Blevis,Eli B.",16,21,3.963,3.115,100,0,0,0,0
INFO,400,TOPICS IN INFORMATICS,"Plale,Beth A.",31,45,2.626,2.998,19.4,41.9,29,3.2,9
INFO,400,TOPICS IN INFORMATICS,"Nippert-Eng,Christena",17,20,2.571,2.989,23.5,29.4,29.4,17.6,1
INFO,407,INTRO TO HEALTH INFORMATICS,"Connelly,Katherine Hane",31,35,3.171,3.091,22.6,71,6.5,0,3
INFO,422,DATA VISUALIZATION,"Ahn,Yong Yeol",14,28,3.121,3.006,35.7,50,7.1,7.1,1
INFO,427,SEARCH INFORMATICS,"Crandall,David",47,56,3.213,3.157,44.7,31.9,23.4,0,5
INFO,430,SECURITY FOR NETWORKED SYSTEMS,"Wang,Xiaofeng",22,26,3.777,3.258,81.8,18.2,0,0,2
INFO,440,HUMAN ROBOT INTERACTION,"Sabanovic,Selma",28,33,3.779,3.381,85.7,10.7,3.6,0,0
INFO,453,COMPUTER & INFORMATION ETHICS,"Terrell,Jennifer Anne",66,76,3.152,3.175,48.5,34.8,10.6,0,3
INFO,453,COMPUTER & INFORMATION ETHICS,"Francisco,Matthew",68,79,3.353,3.031,54.4,38.2,4.4,2.9,2
INFO,453,COMPUTER & INFORMATION ETHICS,"Hara,Noriko",60,68,3.487,3.184,60,35,3.3,0,0
INFO,491,CAPSTONE PROJECT INTERNSHIP,"Hottell,Matthew",18,18,3.917,3.502,100,0,0,0,0
INFO,501,INTRO TO INFORMATICS,"Rocha,Luis M.",25,25,3.488,3.783,48,48,4,0,0
INFO,507,INTRO TO HEALTH INFORMATICS,"Connelly,Katherine Hane",10,11,3.88,3.691,100,0,0,0,0
INFO,519,INTRODUCTION TO BIOINFORMATICS,"Ye,Yuzhen",11,13,3.818,3.77,81.8,18.2,0,0,0
INFO,526,APPLIED MACHINE LEARNING,"Natarajan,Sriraam",13,15,3.485,3.721,46.2,53.8,0,0,0
INFO,527,MOBILE AND PERVASIVE DESIGN,"Connelly,Katherine Hane",15,19,3.887,3.734,86.7,13.3,0,0,1
INFO,538,INTRODUCTION TO CRYPTOGRAPHY,"Henry,Ryan",8,10,3.663,3.679,62.5,37.5,0,0,0
INFO,541,INTERACTION DESIGN PRACTICE,"Siegel,Martin A",46,47,3.85,3.68,93.5,6.5,0,0,1
INFO,542,FOUNDATIONS OF HCI,"Ekbia,Hamid",49,50,3.586,3.689,65.3,34.7,0,0,1
INFO,549,ADVANCED PROTOTYPING,"Su,Norman",40,42,3.525,3.749,52.5,47.5,0,0,0
INFO,571,INTRODUCING CHEMINFORMATICS,"Wild,David John",16,24,3.769,3.307,75,25,0,0,2
INFO,590,TOPICS IN INFORMATICS,"Siegel,Martin A",40,40,3.79,3.769,100,0,0,0,0
INFO,590,TOPICS IN INFORMATICS,"Brown,Travis Jason",15,16,3.793,3.79,73.3,26.7,0,0,1
INFO,590,TOPICS IN INFORMATICS,"Ahn,Yong Yeol",10,17,3.66,3.568,60,40,0,0,0
INFO,590,TOPICS IN INFORMATICS,"Frischer,Bernard",11,11,3.945,3.852,100,0,0,0,0
INFO,590,TOPICS IN INFORMATICS,"Fox,Geoffrey C.",46,79,3.993,3.652,100,0,0,0,1
INFO,590,TOPICS IN INFORMATICS,"DeDeo,Simon",9,10,3.656,3.739,55.6,44.4,0,0,0
INFO,590,TOPICS IN INFORMATICS,"Fox,Geoffrey C.",64,94,3.939,3.254,95.3,4.7,0,0,1
INFO,590,TOPICS IN INFORMATICS,"Plale,Beth A.",12,24,2.558,3.123,33.3,41.7,0,0,0
INFO,590,TOPICS IN INFORMATICS,"Plale,Beth A.",58,68,3.069,3.25,46.6,34.5,8.6,5.2,1
INFO,590,TOPICS IN INFORMATICS,"Fox,Geoffrey C.",10,12,4,3.717,100,0,0,0,0
INFO,601,INTRODUCTN TO COMPLEX SYSTEMS,"Radicchi,Filippo",12,15,4,3.702,100,0,0,0,0
INFO,604,HUMAN COMPTR INTERCT DSGN THRY,"Stolterman,Erik Agnar",39,43,3.828,3.742,97.4,2.6,0,0,0
INFO,617,INFORMATICS IN LIFE SCI & CHEM,"Ye,Yuzhen",6,6,4,3.978,100,0,0,0,0
INFO,790,INFORMATICS RESEARCH ROTATION,"Siegel,Martin A",10,19,3.97,3.809,100,0,0,0,1
INST,100,BEGINNING HINDI I,"Singh,Kashika",11,16,3.818,3.169,81.8,18.2,0,0,1
INTL,100,INTRO TO INTERNATIONAL STUDIES,"Nemes,Peter",87,104,2.859,3.038,13.8,65.5,18.4,1.1,3
INTL,100,INTRO TO INTERNATIONAL STUDIES,"Nemes,Peter",63,83,3.129,2.848,31.7,57.1,7.9,0,2
INTL,202,GLOBAL HEALTH AND ENVIRONMENT,"Long,Yan",40,50,2.63,3.059,15,42.5,37.5,5,2
INTL,203,GLOBAL DEVELOPMENT,"Steinberg,Jessica",37,45,2.811,3.095,27,43.2,18.9,5.4,4
INTL,204,HUMAN RIGHTS AND INTERNATL LAW,"Siqueira,Andrea Dalledone",42,48,3.233,3.273,54.8,26.2,14.3,0,1
INTL,204,HUMAN RIGHTS AND INTERNATL LAW,"Kousaleos,Nicole Serena",42,49,3.7,3.276,76.2,21.4,0,2.4,2
INTL,205,INTERNATL COMMUNICATION & ARTS,"Minetti,Alfredo Ignacio",40,53,3.668,3.226,70,27.5,2.5,0,2
INTL,206,IDENTITY AND CONFLICT,"Sela,Ron",40,47,2.835,3.159,17.5,57.5,20,2.5,1
INTL,210,DIPLOMACY SECURITY GOVERNANCE,"Macekura,Stephen",33,44,3.173,3.148,36.4,54.5,9.1,0,5
INTL,220,GLOBAL CONNECTIONS,"Minetti,Alfredo Ignacio",56,74,3.632,3.084,69.6,25,5.4,0,2
INTL,300,TOPICS IN INTERNATIONAL STDS,"Korytova,Stepanka",29,31,3.452,3.065,65.5,20.7,10.3,3.4,1
INTL,300,TOPICS IN INTERNATIONAL STDS,"Minton,Mark Clements",21,26,3.362,3.157,33.3,66.7,0,0,2
INTL,302,ADV TOPICS IN GLBL HLTH & ENV,"Kane,Stephanie C.",27,31,3.244,3.179,37,48.1,14.8,0,2
INTL,304,ADV TPCS IN HUM RGHTS/INTL LAW,"Kousaleos,Nicole Serena",33,36,3.815,3.48,90.9,6.1,3,0,0
INTL,304,ADV TPCS IN HUM RGHTS/INTL LAW,"Bovingdon,Gardner",27,29,3.459,3.19,37,63,0,0,1
INTL,305,ADV TOP IN INTERNATL COMM/ART,"Nemes,Peter",25,28,3.736,3.231,88,12,0,0,1
INTL,310,ADV TPCS IN DIPL SECURITY GOV,"Bauerle Danzman,Sarah",29,32,3.097,3.295,34.5,44.8,20.7,0,0
INTL,315,RSRCH DESIGN IN INTL STUDIES,"Nemes,Peter",22,25,3.468,3.137,59.1,40.9,0,0,0
INTL,315,RSRCH DESIGN IN INTL STUDIES,"Kalentzidou,Olga",13,15,3.577,3.301,76.9,15.4,7.7,0,1
INTL,400,INTL STUDIES CAPSTONE SEMINAR,"Siqueira,Andrea Dalledone",14,14,3.364,3.247,64.3,28.6,0,0,0
INTL,400,INTL STUDIES CAPSTONE SEMINAR,"Kousaleos,Nicole Serena",12,17,3.75,3.13,75,25,0,0,2
INTL,420,GLOBAL SUSTAINABILITY STUDIES,"Kane,Stephanie C.",6,8,3.567,3.007,66.7,33.3,0,0,2
INTL,424,WAR AND PEACE,"Istrabadi,Feisal Amin",18,21,3.361,3.244,66.7,16.7,11.1,5.6,1
INTL,424,WAR AND PEACE,"Istrabadi,Feisal Amin",6,6,3.95,3.865,100,0,0,0,0
INTL,425,GENDER: INTERNAT'L PERSPECTIVE,"Bose,Purnima",13,17,3.385,3.03,38.5,61.5,0,0,1
INTL,427,ISS IN GLBL DEV & POL ECONOMY,"Steinberg,Jessica",12,12,2.892,3.179,25,58.3,8.3,0,0
INTL,435,TOPICS WITH SVC LRNING IN INTL,"Kalentzidou,Olga",12,12,3.667,3.338,75,16.7,8.3,0,0
JSTU,100,INTRO TO BIBLICAL HEBREW I,"Mastnjak,Nathan Robert",6,9,3.733,3.426,83.3,16.7,0,0,1
JSTU,100,ELEMENTARY HEBREW I,"Romashov,Dmitry",15,20,3.033,3.42,40,40,13.3,6.7,1
JSTU,100,ELEMENTARY HEBREW I,"Romashov,Dmitry",12,17,2.667,2.622,8.3,66.7,16.7,0,4
JSTU,100,ELEMENTARY HEBREW I,"Romashov,Dmitry",14,20,2.786,3.076,7.1,64.3,28.6,0,5
JSTU,200,INTERMEDIATE MODERN HEBREW I,"Maoz-Levy,Michal",13,13,3.038,3.165,23.1,46.2,30.8,0,0
JSTU,200,INTERMEDIATE MODERN HEBREW I,"Weiss,Ayelet",11,13,2.909,2.961,9.1,72.7,18.2,0,1
JSTU,250,INTERMEDIATE MODERN HEBREW II,"Weiss,Ayelet",12,12,3.042,3.278,41.7,33.3,25,0,0
JSTU,251,JEWSH HIST:BIBLE TO SPAN EXPUL,"Gonzalez Dieguez,Guadalupe",29,32,3.472,3.186,55.2,37.9,6.9,0,1
JSTU,260,LITERATURE OF MUSLIM SPAIN,"Gonzalez Dieguez,Guadalupe",16,20,3.844,2.942,93.8,6.3,0,0,1
JSTU,304,SOCIAL&HISTORICAL TPCS-JEWISH,"Khazzoom,Aziza",6,7,3.8,3.333,100,0,0,0,0
JSTU,304,SOCIAL&HISTORICAL TPCS-JEWISH,"Jikeli,Gunther",9,11,3.289,3.05,55.6,33.3,0,0,1
JSTU,320,RABBINIC JUD: LIT AND BELIEFS,"Mokhtarian,Jason Sion",12,13,3.117,3.212,41.7,33.3,25,0,0
JSTU,280,DAVID: THE MAN & THE KING,"Katz,Stephen",25,36,2.676,2.836,40,12,32,16,0
JSTU,180,LEADERSHIP IN JEWISH STUDIES,"Cohen,Judah M",10,10,4,3.356,100,0,0,0,0
JSTU,180,LEADERSHIP IN JEWISH STUDIES,"Cohen,Judah M",25,26,4,3.442,100,0,0,0,0
JSTU,180,LEADERSHIP IN JEWISH STUDIES,"Cohen,Judah M",14,18,4,3.186,100,0,0,0,0
JSTU,180,LEADERSHIP IN JEWISH STUDIES,"Cohen,Judah M",10,10,4,3.331,100,0,0,0,0
JSTU,180,LEADERSHIP IN JEWISH STUDIES,"Cohen,Judah M",11,12,4,3.084,100,0,0,0,1
JSTU,180,LEADERSHIP IN JEWISH STUDIES,"Cohen,Judah M",13,13,4,3.241,100,0,0,0,0
JSTU,180,LEADERSHIP IN JEWISH STUDIES,"Cohen,Judah M",7,7,4,3.169,100,0,0,0,0
JSTU,180,LEADERSHIP IN JEWISH STUDIES,"Cohen,Judah M",9,10,4,2.68,100,0,0,0,0
LAMP,216,LAMP SOPH SEM: BUS/HUMANITIES,"Morrone,Michael C",24,27,3.988,3.673,100,0,0,0,0
LAMP,216,LAMP SOPH SEM: BUS/HUMANITIES,"Meanwell,Emily Victoria",18,19,3.65,3.559,72.2,22.2,5.6,0,0
LAMP,316,LAMP JR SEM: ANALYT PROB SOLVG,"Wu,Hsin Chao",32,34,3.913,3.592,96.9,3.1,0,0,1
LAMP,416,LAMP SR SEM: LIB ARTS & MGMT,"Metzler,Eric",25,25,3.388,3.649,48,44,8,0,0
LAMP,416,LAMP SR SEM: LIB ARTS & MGMT,"Prenkert,Jamie D",15,16,3.653,3.734,73.3,26.7,0,0,0
LATS,101,INTRO TO LATINO STUDIES,"Martinez-Rivera,Mintzi Auanda",25,32,2.996,3.107,32,44,24,0,1
LATS,102,INTRODUCTION TO LATINO HISTORY,"Garcia,Myrna",23,29,2.887,3.122,43.5,30.4,8.7,8.7,1
LATS,103,INTRO TO LATINO CULTURES,"Garcia,Myrna",12,16,3.225,2.853,41.7,50,0,8.3,1
LATS,104,LATINAS IN THE UNITED STATES,"Garcia,Myrna",19,22,3.332,2.892,47.4,36.8,15.8,0,2
LATS,200,AMERICAN BORDERLANDS,"Garza Gonzalez,Cristobal",32,45,3.047,2.91,40.6,40.6,9.4,6.3,3
LATS,220,INTRO TO LATINO LITERATURE,"Martinez,Cynthia",19,20,3.168,3.187,47.4,42.1,5.3,0,0
LATS,303,THE LATINO FAMILY,"Martinez,Sylvia",20,23,3.085,2.751,30,50,20,0,0
LATS,398,A & H TOPICS IN LATINO STUDIES,"Martinez-Rivera,Mintzi Auanda",10,12,3.21,2.983,60,30,0,0,0
LAW,501,CONTRACTS,"Foohey,Pamela",35,35,3.277,3.278,28.6,71.4,0,0,0
LAW,501,CONTRACTS,"Buxbaum,Hannah",65,66,3.295,3.24,29.2,69.2,1.5,0,1
LAW,501,CONTRACTS,"Buxbaum,Hannah",6,8,3.717,3.693,66.7,33.3,0,0,0
LAW,501,CONTRACTS,"Mattioli,Michael",55,57,3.3,3.233,27.3,72.7,0,0,1
LAW,504,INTRODUCTION TO LAW,"Gjerdingen,Donald H.",13,14,3.777,3.666,84.6,15.4,0,0,0
LAW,511,CRIMINAL LAW,"Hoffmann,Joseph L.",13,15,3.838,3.641,100,0,0,0,0
LAW,511,CRIMINAL LAW,"Hoffmann,Joseph L.",77,80,3.301,3.2,13,87,0,0,2
LAW,511,CRIMINAL LAW,"Scott,Ryan W.",85,88,3.335,3.335,31.8,68.2,0,0,0
LAW,524,REPRESENTING THE STATE,"Fisher,Thomas Molnar",12,15,3.408,3.233,33.3,66.7,0,0,0
LAW,531,TORTS,"Gjerdingen,Donald H.",59,60,3.3,3.266,20.3,79.7,0,0,0
LAW,531,TORTS,"Madeira,Jody Lynee",61,64,3.233,3.176,19.7,77,3.3,0,2
LAW,531,TORTS,"Gjerdingen,Donald H.",7,10,3.514,3.476,42.9,57.1,0,0,0
LAW,533,CIVIL PROCEDURE,"Orenstein,Aviva Anne",80,82,3.319,3.261,37.5,58.8,3.8,0,1
LAW,533,CIVIL PROCEDURE,"Geyh,Charles Gardner",81,83,3.29,3.253,30.9,65.4,3.7,0,1
LAW,534,PROCEDURE 2,"Geyh,Charles Gardner",61,64,3.293,3.443,36.1,60.7,3.3,0,0
LAW,536,HEALTH CARE LAW,"Crosley,Stanley Wayne",20,21,3.75,3.38,75,25,0,0,0
LAW,537,NONPROFIT LEGAL CLINIC,"Prusak,Jennifer Sarah",8,8,3.925,3.386,100,0,0,0,0
LAW,539,LAWYERING IN PUBLIC INTEREST,"Hughes,Sarah Jane",8,8,4,3.317,100,0,0,0,0
LAW,542,LEGAL RESEARCH & WRITING,"Daghe,Laura B.",19,19,3.295,3.308,26.3,73.7,0,0,0
LAW,542,LEGAL RESEARCH & WRITING,"Goodman,Sophia C.",20,21,3.285,3.146,30,70,0,0,1
LAW,542,LEGAL RESEARCH & WRITING,"Downey,Robert Edmund",21,21,3.295,3.275,23.8,76.2,0,0,0
LAW,542,LEGAL RESEARCH & WRITING,"Reichard,Cynthia Jean",19,19,3.3,3.261,15.8,84.2,0,0,0
LAW,542,LEGAL RESEARCH & WRITING,"Goodman,Sophia C.",19,19,3.284,3.33,31.6,68.4,0,0,0
LAW,542,LEGAL RESEARCH & WRITING,"Reichard,Cynthia Jean",19,20,3.289,3.208,26.3,68.4,5.3,0,0
LAW,542,LEGAL RESEARCH & WRITING,"Daghe,Laura B.",18,19,3.294,3.152,27.8,72.2,0,0,1
LAW,542,LEGAL RESEARCH & WRITING,"Downey,Robert Edmund",19,20,3.279,3.286,26.3,73.7,0,0,0
LAW,550,WILDLIFE LAW,"Fischman,Robert L",14,16,3.693,3.337,71.4,28.6,0,0,1
LAW,554,LEGISLATION,"Popkin,William D.",18,20,3.544,3.374,61.1,38.9,0,0,1
LAW,558,CONSERVATION LAW CLINIC,"Weeks,W. William",10,11,3.85,3.434,100,0,0,0,0
LAW,561,ENTREPRENEURSHIP LAW CLINIC,"Need,Mark E",7,7,3.957,3.387,100,0,0,0,0
LAW,564,LITIGATION,"Boshkoff,Ellen Elizabeth",16,18,3.606,3.374,62.5,37.5,0,0,1
LAW,565,INTERNATIONAL CRIMINAL LAW,"Waters,Timothy William",11,14,3.145,3.099,18.2,72.7,9.1,0,0
LAW,572,IP LAW CLINIC,"Hedges,Norman Jason",10,10,3.33,3.274,40,50,10,0,0
LAW,575,CONST DESIGN MULTIET COUNTRIES,"Williams,David Clair",17,17,3.912,3.612,100,0,0,0,0
LAW,587,INFORMATION SECURITY LAW,"Delaney,David George",17,19,3.929,3.368,100,0,0,0,1
LAW,590,ENTERTAINMENT LAW,"Meitus,Robert Shannon",13,13,3.777,3.337,84.6,15.4,0,0,0
LAW,601,CRIMINAL PROCEDURE:INVESTIGATN,"Scott,Ryan W.",45,47,3.3,3.431,33.3,66.7,0,0,0
LAW,601,CRIMINAL PROCEDURE:INVESTIGATN,"Morrison,Timothy Marshall",40,40,3.298,3.374,12.5,87.5,0,0,0
LAW,602,CRIMINAL PROCEDURE:  TRIAL,"Hoffmann,Joseph L.",69,75,3.352,3.376,26.1,73.9,0,0,2
LAW,603,REMEDIES,"Conrad,Stephen A.",20,21,3.795,3.36,90,10,0,0,0
LAW,608,FAMILY LAW,"Widiss,Deborah Anne",27,28,3.296,3.379,29.6,70.4,0,0,0
LAW,620,NEGOTIATIONS,"Ardery,Samuel Richard",20,21,3.57,3.38,60,40,0,0,0
LAW,632,BUSINESS PLANNING,"Fletcher,Gina-Gail S.",20,21,3.6,3.363,60,40,0,0,0
LAW,639,ADVANCED LEGAL RESEARCH,"Buckley,Keith Allen",35,36,3.831,3.457,88.6,8.6,2.9,0,0
LAW,645,TRUSTS & WILLS,"Stake,Jeffrey E.",77,81,3.301,3.377,28.6,71.4,0,0,1
LAW,650,INTRO TO INCOME TAXATION,,46,53,3.313,3.369,45.7,41.3,13,0,1
LAW,653,CORPORATIONS,"Broughman,Brian Jeffrey",133,134,3.318,3.383,30.8,67.7,1.5,0,0
LAW,654,PRODUCTS LIABILITY,"Madeira,Jody Lynee",22,24,3.295,3.384,27.3,68.2,4.5,0,0
LAW,655,INFORMATION PRIVACY PRACTICUM,"Shackelford,Scott James",12,14,4,3.434,100,0,0,0,0
LAW,658,THE LAW AND EDUCATION,"Matthews,Catherine LeAnn",17,18,3.647,3.28,82.4,17.6,0,0,0
LAW,659,AMERICAN LEGAL HISTORY,"Conrad,Stephen A.",21,22,3.752,3.463,81,19,0,0,0
LAW,663,LABOR LAW 1,"Dau-Schmidt,Kenneth Glenn",16,18,3.719,3.432,100,0,0,0,0
LAW,663,LABOR LAW 1,"Dau-Schmidt,Kenneth Glenn",48,54,3.548,3.377,66.7,33.3,0,0,0
LAW,666,INTERNATIONAL SECURITIES LAW,"Hicks,J. William",9,13,3.444,3.43,44.4,55.6,0,0,0
LAW,668,CONSTITUTIONAL LAW II,"Conkle,Daniel O.",34,35,3.3,3.487,29.4,67.6,2.9,0,0
LAW,668,CONSTITUTIONAL LAW II,"Williams,Susan H.",16,19,3.406,3.428,31.3,68.8,0,0,1
LAW,669,IMMIGRATION LAW,"Krishnan,Jayanth K",17,18,3.788,3.405,82.4,17.6,0,0,0
LAW,670,SALES,"Hughes,Sarah Jane",48,54,3.4,3.364,45.8,52.1,2.1,0,0
LAW,688,COMMUNITY LEGAL CLINIC,"Singleton,Earl R.c.",10,10,3.78,3.269,90,10,0,0,0
LAW,700,CORPORATE TAXATION,,8,10,3.788,3.49,75,25,0,0,0
LAW,709,TRANSACTION DRAFTING,"Need,Mark E",20,22,3.605,3.368,65,35,0,0,0
LAW,713,ADMINISTRATIVE LAW,"Craig,Paul P.",28,40,3.307,3.407,25,67.9,7.1,0,0
LAW,717,INSURANCE LAW,"Steiger,David",12,16,3.608,3.346,58.3,41.7,0,0,0
LAW,720,ADVANCED TRIAL PRACTICE,"Cook,Jessie Ann",8,8,3.85,3.277,100,0,0,0,0
LAW,722,TRIAL ADVOCACY,"Kellams,Marc Reed",12,12,3.825,3.45,100,0,0,0,0
LAW,722,TRIAL ADVOCACY,"Vaidik,Nancy H.",10,10,3.88,3.467,100,0,0,0,0
LAW,723,EVIDENCE,"Orenstein,Aviva Anne",111,116,3.305,3.37,36,60.4,3.6,0,0
LAW,725,BANKRUPTCY,"Foohey,Pamela",26,31,3.262,3.359,26.9,65.4,7.7,0,2
LAW,726,INTELLECTL PROPERTY ANTITRUST,"Knebel,Donald",22,23,3.418,3.352,40.9,54.5,4.5,0,0
LAW,735,INTERNATIONAL BUS TRANSACTIONS,"Ochoa,Christiana",18,25,3.633,3.272,66.7,33.3,0,0,0
LAW,743,PATENT LAW,"Janis,Mark David",27,31,3.311,3.441,37,59.3,3.7,0,0
LAW,748,COMPARATIVE LAW,"Krishnan,Jayanth K",21,23,3.929,3.481,100,0,0,0,0
LAW,755,EUROPEAN UNION LAW,"Craig,Paul P.",10,14,3.36,3.215,30,70,0,0,1
LAW,758,TRADEMARK & UNFAIR COMPETITION,"Janis,Mark David",33,34,3.327,3.32,27.3,72.7,0,0,0
LAW,771,MEDIATION,"Stafford,Catherine Berg",14,16,3.836,3.442,85.7,14.3,0,0,0
LAW,771,MEDIATION,"O Connor III,Joseph Daniel",14,16,3.814,3.427,85.7,14.3,0,0,0
LAW,782,INTRO TO ENVIRONMENTAL LAW,"Barnes,A James",20,22,3.21,3.357,30,70,0,0,0
LAW,793,HUMAN RIGHTS,"Waters,Timothy William",9,11,3.256,3.455,33.3,55.6,11.1,0,0
LAW,710,SEMINAR IN SOCIETY,"Widiss,Deborah Anne",13,14,3.7,3.537,76.9,23.1,0,0,0
LAW,712,SEMINAR IN INTERNATIONAL LAW,,8,12,3.55,3.326,62.5,37.5,0,0,1
LAW,728,SEM GLBL NAT-ST & NON-GOV ACT,"Aman Jr,Alfred C",18,20,3.667,3.343,66.7,33.3,0,0,0
LAW,730,SEM IN INTELLECTUAL PROPERTY,"Mattioli,Michael",16,19,3.694,3.337,75,25,0,0,3
LAW,736,SEM CONST LAW: CONGRS/PRESIDNT,"Johnsen,Dawn Elizabeth",13,14,3.746,3.498,76.9,23.1,0,0,0
LAW,748,LAW/PSY OF CRIME CULP & PUNISH,"Hoffmann,Joseph L.",24,27,3.913,3.403,100,0,0,0,0
LAW,766,SEMINAR IN CHILDREN & THE LAW,"Levesque,Roger J. R.",18,19,3.856,3.363,88.9,11.1,0,0,0
LAW,770,SEMINAR IN COMPARATIVE LAW,"Brown,Kevin D.",16,16,3.869,3.346,100,0,0,0,0
LAW,776,SEMINAR IN CRIMINAL LAW,"Eaglin,Jessica M",13,16,3.623,3.398,69.2,30.8,0,0,1
LAW,797,SEMINAR IN PHILOSOPHY OF LAW,"Conrad,Stephen A.",11,18,3.945,3.306,100,0,0,0,0
LAW,799,SEM CONST LAW: CIVIC CONSTLSM,"Fuentes-Rohwer,Luis E.",11,11,3.809,3.595,100,0,0,0,0
LING,101,ELEMENTARY BAMANA I,"Sow,Amadou Beidy",27,32,3.759,2.96,81.5,18.5,0,0,0
LING,103,INTROD TO THE ST OF LANGUAGE,"Bunger,Ann Clinton",108,120,3.013,3.18,41.7,32.4,19.4,1.9,4
