DEPARTMENT,COURSE,COURSE DESCRIPTION,INSTRUCTOR NAME,GPA GRADES,TOTAL GRADES,AVG SECT GPA,AVG STDNT CUM GPA,A%,B%,C%,D%,W
EDUC,206,INTRO TO COUNSELING PSYCHOLOGY,"Li,Yue",23,27,3.587,3.271,69.6,26.1,4.3,0,0
EDUC,206,INTRO TO COUNSELING PSYCHOLOGY,"Powless,Matthew David",26,29,3.458,3.138,69.2,19.2,7.7,3.8,0
EDUC,207,INTRO STUD-ATHLETE CSLG PSYCH,"Powless,Matthew David",21,22,3.719,3.206,76.2,23.8,0,0,1
EDUC,207,INTRO STUD-ATHLETE CSLG PSYCH,"Gabana,Nicole Terese",22,24,3.736,3.325,81.8,18.2,0,0,0
EDUC,208,PREVENTION OF ADOL RISK BEH,"Blackwell,Nancy Beatrice",18,20,3.472,3.274,61.1,33.3,5.6,0,0
EDUC,208,PREVENTION OF ADOL RISK BEH,"Limas,Emily Annette",17,17,3.129,3.346,47.1,35.3,11.8,5.9,0
EDUC,302,COUNSELING WITH YOUTH,"Gray,Catherine",27,29,3.796,3.377,85.2,14.8,0,0,1
EDUC,352,COUNSELING FOR CAREER ISSUES,"Chang,Tiffany Kirtying",19,19,3.689,3.414,78.9,15.8,5.3,0,0
EDUC,355,POSITIVE PSYCHOLOGY,"Pardue,Deborah Ann",24,25,3.383,3.314,45.8,54.2,0,0,0
EDUC,355,POSITIVE PSYCHOLOGY,"Pardue,Deborah Ann",22,23,3.282,3.357,63.6,18.2,13.6,0,0
EDUC,375,MULTICULTURAL SKILLS,"Chang,Tiffany Kirtying",23,23,3.743,3.33,78.3,21.7,0,0,0
EDUC,502,PROFSNL ORIENTATN & ETHICS,"Steinfeldt,Jesse Andrew",10,11,3.87,3.527,90,10,0,0,0
EDUC,502,PROFSNL ORIENTATN & ETHICS,"Steinfeldt,Jesse Andrew",17,18,3.841,3.57,82.4,17.6,0,0,1
EDUC,505,INDIV APPRAIS: PRIN & PROC,"Whiston,Susan",16,17,3.663,3.611,62.5,37.5,0,0,0
EDUC,505,INDIV APPRAIS: PRIN & PROC,"Whiston,Susan",7,9,3.957,3.4,100,0,0,0,1
EDUC,510,INTR TO ALCOHOL&DRUG COUNSELNG,"Daniels,Jackie",30,30,3.823,3.874,93.3,3.3,0,0,0
EDUC,522,COUNSELING THEORIES,"Wong,Joel",16,17,3.925,3.639,100,0,0,0,0
EDUC,522,COUNSELING THEORIES,"Wong,Joel",20,21,3.94,3.705,100,0,0,0,0
EDUC,523,LABORATORY COUNSLNG & GUIDANCE,"Hornibrook,Lisa Kiare",12,13,4,3.585,100,0,0,0,0
EDUC,523,LABORATORY COUNSLNG & GUIDANCE,"Quinby,Robert Freeman",10,10,3.7,3.843,80,10,10,0,0
EDUC,550,INTERNSHIP IN COUNSELING,"Tracy,Michael L.",9,10,4,3.864,100,0,0,0,0
EDUC,550,INTERNSHIP IN COUNSELING,"Stockton,Rex A.",8,10,4,3.684,100,0,0,0,0
EDUC,550,INTERNSHIP IN COUNSELING,"Tracy,Michael L.",13,13,4,3.952,100,0,0,0,0
EDUC,563,MENTAL HEALTH COUNSELING,"Gilman,Lynn",24,24,3.975,3.937,100,0,0,0,0
EDUC,598,SEMINAR IN PROFESSIONAL ISSUES,"Donovan,Timothy John",12,12,4,3.824,100,0,0,0,0
EDUC,600,PRO-SEM IN COUNS PSYCHOLOGY,"Chung,Y. Barry",7,7,4,3.998,100,0,0,0,0
EDUC,615,PSYCHOPATHOLOGY & ADV DIAG,"Hornibrook,Lisa Kiare",9,11,4,3.976,100,0,0,0,0
EDUC,622,ADV THEORIES OF COUNSELING,"Wong,Joel",9,9,4,3.953,100,0,0,0,0
EDUC,624,ADV PRACT IN COUNSELNG PSYCH,"Stockton,Rex A.",6,6,4,3.998,100,0,0,0,0
EDUC,625,ADV PRAC - IND SUPERVISION,"Chung,Y. Barry",10,12,4,3.901,100,0,0,0,0
EDUC,625,ADV PRAC - IND SUPERVISION,"Gilman,Lynn",7,8,4,3.981,100,0,0,0,0
EDUC,763,ADV PRACT IN COUNSELING SUPV,"Gilman,Lynn",8,8,4,3.911,100,0,0,0,0
EDUC,901,ADVANCED RESEARCH,"Boling,Elizabeth",12,132,4,3.874,100,0,0,0,0
EDUC,205,INTRODUCTION TO EDUC THOUGHT,"Saba,Alexis Marie",20,20,3.55,3.136,70,25,0,0,0
EDUC,205,INTRODUCTION TO EDUC THOUGHT,"Howlett,Caitlin S",13,22,3.692,3.198,69.2,30.8,0,0,5
EDUC,205,INTRODUCTION TO EDUC THOUGHT,"Kearl,Benjamin Kelsey",20,21,3.105,3.149,35,55,5,0,0
EDUC,205,INTRODUCTION TO EDUC THOUGHT,"Howlett,Caitlin S",18,20,3.444,3.191,55.6,33.3,11.1,0,2
EDUC,205,INTRODUCTION TO EDUC THOUGHT,"Kearl,Benjamin Kelsey",17,21,3.518,3.388,76.5,17.6,0,0,1
EDUC,340,EDUCATION & AMERICAN CULTURE,"Danns,Dionne A",19,23,3.168,3.39,47.4,42.1,5.3,0,0
EDUC,340,EDUCATION & AMERICAN CULTURE,"Hengtgen,Kristen Michelle",20,23,3.12,2.971,55,25,10,0,2
EDUC,340,EDUCATION & AMERICAN CULTURE,"Danns,Dionne A",16,18,2.813,3.188,31.3,37.5,18.8,6.3,1
EDUC,350,SCHOOLING AROUND THE WORLD,"Levinson,Bradley A",9,11,3.744,3.388,77.8,22.2,0,0,1
EDUC,540,SOCIOLOGY OF EDUCATION,"Martinez,Sylvia",18,19,3.672,3.897,72.2,27.8,0,0,0
EDUC,551,COMPARATIVE EDUCATION 1,"Sutton,Margaret",20,23,3.92,3.824,95,5,0,0,0
EDUC,620,SEM IN EDUC POLICY STUDIES,"Sutton,Margaret",6,9,4,3.91,100,0,0,0,0
EDUC,623,ED POLICY RESEARCH SEMINAR,"Levinson,Bradley A",12,12,4,3.897,100,0,0,0,0
EDUC,637,TOPICAL SEMINAR:,"Walton,Andrea",6,7,4,3.851,100,0,0,0,0
EDUC,637,TOPICAL SEMINAR:,"Levinson,Bradley A",15,21,3.853,3.003,93.3,6.7,0,0,0
EDUC,638,AESTHETICS & EDUCATION,"McCarty,Luise Prior",8,9,3.625,3.8,62.5,37.5,0,0,0
EDUC,657,TOPICS IN PHILOSOPHY EDUCATION,"Kunzman,Robert",6,6,4,3.953,100,0,0,0,0
EDUC,500,INSTRUCT IN CONTEXT OF CURRIC,"Buzzelli,Cary Anthony",12,14,3.667,3.774,66.7,33.3,0,0,2
EDUC,602,INTRO TO CURRICULUM STUDIES,"Buzzelli,Cary Anthony",7,7,4,3.889,100,0,0,0,0
EDUC,670,HIST OF CURR THGHT IN THE U.S.,"Barton,Keith Casey",8,15,3.788,3.628,75,25,0,0,0
EDUC,705,SEM:INQ IN CURR & INSTRUCTION,"McMullen,Mary B.",11,11,4,3.837,100,0,0,0,0
EDUC,760,TOP SEM IN CURR/INSTR ISSUES:,"Kunzman,Robert",8,10,3.8,3.915,87.5,12.5,0,0,0
EDUC,762,TOP SEM/CURRICULUM & INSTRUC,"Buck,Gayle Anne",6,6,4,3.788,100,0,0,0,0
EDUC,205,INTRO TO EXCEPTIONAL CHILDREN,"Hauss,Sharon A",7,7,3.771,3.802,85.7,14.3,0,0,0
EDUC,205,INTRO TO EXCEPTIONAL CHILDREN,"Hauss,Sharon A",57,59,3.196,3.216,35.1,52.6,12.3,0,1
EDUC,305,TCHG EXCEPTNL LEARNER-ELEM SCH,"Horvath,Barbara A",18,18,3.944,3.436,94.4,5.6,0,0,0
EDUC,305,TCHG EXCEPTNL LEARNER-ELEM SCH,"Hurwitz,Sarah",10,11,3.59,3.481,80,20,0,0,0
EDUC,305,TCHG EXCEPTNL LEARNER-ELEM SCH,"Hauss,Sharon A",13,13,3.554,3.326,69.2,30.8,0,0,0
EDUC,306,TCHNG STDS SP NEEDS SEC CL RMS,"Hauss,Sharon A",19,19,3.795,3.685,84.2,15.8,0,0,0
EDUC,306,TCHNG STDS SP NEEDS SEC CL RMS,"Ansaldo,Jim",20,20,3.84,3.421,90,10,0,0,0
EDUC,344,ED SOC & EMOTNALLY DISTURBED 2,"Hurwitz,Sarah",18,18,3.55,3.422,66.7,33.3,0,0,0
EDUC,344,ED SOC & EMOTNALLY DISTURBED 2,"Marencik,Wendy K",15,15,3.76,3.651,80,20,0,0,0
EDUC,344,ED SOC & EMOTNALLY DISTURBED 2,"Marencik,Wendy K",17,17,3.965,3.777,100,0,0,0,0
EDUC,352,EDUC STUDENTS LRNG DISORDERS,"Marencik,Wendy K",13,14,3.877,3.6,92.3,7.7,0,0,0
EDUC,352,EDUC STUDENTS LRNG DISORDERS,"Nichols,Janet Stephens",18,19,3.767,3.414,83.3,16.7,0,0,0
EDUC,352,EDUC STUDENTS LRNG DISORDERS,"Gray,Alayna K",19,19,3.916,3.75,94.7,5.3,0,0,0
EDUC,361,ASSISTVE TCH ELEM STDNTS DISAB,"Zheng,Wenjing",18,18,3.983,3.422,100,0,0,0,0
EDUC,361,ASSISTVE TCH ELEM STDNTS DISAB,"Ringwalt,Gail Mulholland",6,7,3.733,3.067,83.3,16.7,0,0,1
EDUC,361,ASSISTVE TCH ELEM STDNTS DISAB,"Zheng,Wenjing",15,19,4,3.651,100,0,0,0,0
EDUC,361,ASSISTVE TCH ELEM STDNTS DISAB,"Lee,Kwangwon",17,17,3.965,3.777,100,0,0,0,0
EDUC,362,TEAM APPRCHS ED-STDNT/DISABIL,"Hurley,Ellie Renae",19,20,4,3.405,100,0,0,0,1
EDUC,362,TEAM APPRCHS ED-STDNT/DISABIL,"Nichols,Janet Stephens",20,20,3.9,3.51,90,10,0,0,0
EDUC,362,TEAM APPRCHS ED-STDNT/DISABIL,"Weir,Regina Marie",18,18,3.95,3.722,100,0,0,0,0
EDUC,405,BLDG INCL MID/SEC SCH:APPR/ISS,"Ruich,Lawrence Joseph",10,11,4,3.226,100,0,0,0,1
EDUC,495,LAB/FIELD EXPRNCE IN SPEC ED,"Gray,Alayna K",18,18,3.833,3.422,88.9,5.6,5.6,0,0
EDUC,495,LAB/FIELD EXPRNCE IN SPEC ED,"Gray,Alayna K",15,15,3.98,3.651,100,0,0,0,0
EDUC,495,LAB/FIELD EXPRNCE IN SPEC ED,"Gray,Alayna K",17,17,4,3.777,100,0,0,0,0
EDUC,505,INTROD SP ED FOR GRAD STUDENTS,"Anderson,Jeffrey A.",12,15,3.85,3.782,100,0,0,0,0
EDUC,536,ASSMT/REMED OF MLDLY HNDCP II,"Ruich,Lawrence Joseph",6,8,4,3.415,100,0,0,0,0
EDUC,631,INTRODUCTION TO ASD,"Schertz,Hannah H.",8,9,3.6,3.288,75,25,0,0,1
EDUC,407,LANG EDUC ISSUES FOR ENG TCHRS,"Scott,Jill Allison",12,13,3.867,3.493,91.7,8.3,0,0,0
EDUC,408,YOUNG ADULT LIT DIVERSE SOC,"Power-Carter,Stephanie Michelle",15,16,3.913,3.305,93.3,6.7,0,0,1
EDUC,409,CRITICAL ISSUES FOR RDG PROF,"Hall,Darryl Ted",8,8,4,3.421,100,0,0,0,0
EDUC,490,RESEARCH IN LANGUAGE EDUCATION,"David,Jessica Lynn",21,21,4,2.812,100,0,0,0,0
EDUC,490,RESEARCH IN LANGUAGE EDUCATION,"Burke,Molly Ann",12,13,3.792,2.644,91.7,8.3,0,0,0
EDUC,500,INST ISS IN LNG LRNING,"Hines,Mary Beth",20,22,3.765,3.642,80,15,5,0,1
EDUC,500,INST ISS IN LNG LRNING,"Bumbalough,Mathew Nathaniel",6,6,4,3.95,100,0,0,0,0
EDUC,502,SOC/PSY/LING APPL RDG INST,"Penalva,Stacy Lee",6,6,4,3.831,100,0,0,0,0
EDUC,504,IDENT/WORK W/LRNR LITERACY DIF,"Lawrence,Donna Bretz",8,8,3.963,3.852,100,0,0,0,0
EDUC,520,ADV STUDY FOREIGN LANG TCH,"Corbitt,William Keith",6,7,3.683,3.836,83.3,16.7,0,0,0
EDUC,539,LANG FOUNDATIONS-ESL/EFL TEACH,"Samuelson,Beth Lewis",13,17,3.923,3.594,92.3,7.7,0,0,2
EDUC,540,ESL/EFL INSTR&ASSMT APPROACHS,"Pawan,Faridah",20,20,3.875,3.913,95,5,0,0,0
EDUC,543,TEACHING ENG K-12 GLBL CONTEXT,"Warren,Amber Nichelle",6,7,3.95,3.699,100,0,0,0,0
EDUC,600,"ISSUES IN LIT,CLTR & LANG EDUC","Medina,Carmen L.",14,17,3.936,3.62,100,0,0,0,0
EDUC,605,"CAPSTONE IN LIT,CLTR,&LNG EDUC","Pawan,Faridah",6,8,3.8,3.877,100,0,0,0,0
EDUC,630,"TOPICS LIT,CULTURE & LANG EDUC","Smith,Walter Raymond",15,21,3.94,3.866,100,0,0,0,0
EDUC,631,MULT / INTL CHILD & YA LIT,"Adomat,Donna",7,16,4,3.095,100,0,0,0,1
EDUC,750,"RSCH SEM IN LIT,CLTR&LANG EDUC","Samuelson,Beth Lewis",17,18,3.982,3.903,100,0,0,0,0
EDUC,130,INTRODUCTION TO ART EDUCATION,"Manifold,Marjorie",7,7,3.557,3.219,42.9,57.1,0,0,0
EDUC,135,IND INSTRUCTION IN ART,"Aufdenkamp,Alexandria Lee",18,23,3.417,3.16,72.2,5.6,22.2,0,5
EDUC,135,IND INSTRUCTION IN ART,"Helmick,Linda Jean",9,10,3.367,3.049,66.7,22.2,0,0,1
EDUC,135,IND INSTRUCTION IN ART,"Manifold,Marjorie",6,7,3.233,3.157,83.3,0,0,0,1
EDUC,135,IND INSTRUCTION IN ART,"Aufdenkamp,Alexandria Lee",6,6,3.617,3.189,66.7,33.3,0,0,0
EDUC,135,IND INSTRUCTION IN ART,"Manifold,Marjorie",10,14,3.93,3.201,90,10,0,0,1
EDUC,200,"ARTIFCTS,MUSEUMS&EVERYDAY LIFE","Graves,Jean",24,27,3.783,3.484,83.3,16.7,0,0,0
EDUC,200,"ARTIFCTS,MUSEUMS&EVERYDAY LIFE","Willcox,Sarah Elizabeth",23,26,3.683,3.478,78.3,13,8.7,0,1
EDUC,300,TCHNG IN PLURALISTIC SOCIETY,"Browning,Thomas Dean",24,26,3.258,3.088,54.2,33.3,8.3,0,1
EDUC,300,TCHNG IN PLURALISTIC SOCIETY,"Wilson,Scot Allen",21,25,3.543,3.09,76.2,14.3,4.8,0,2
EDUC,300,TCHNG IN PLURALISTIC SOCIETY,"Howell Beck,Crystal Dawn",12,12,3.725,3.219,75,25,0,0,0
EDUC,323,TCHING OF MUS IN THE ELEM SCH,"Richerme,Lauren Kapalka",10,12,3.85,3.213,100,0,0,0,0
EDUC,323,TCHING OF MUS IN THE ELEM SCH,"Richerme,Lauren Kapalka",7,8,3.729,3.274,85.7,14.3,0,0,0
EDUC,323,TCHING OF MUS IN THE ELEM SCH,"Richerme,Lauren Kapalka",13,14,3.931,3.467,100,0,0,0,1
EDUC,323,TCHING OF MUS IN THE ELEM SCH,"Richerme,Lauren Kapalka",16,18,4,3.33,100,0,0,0,0
EDUC,323,TCHING OF MUS IN THE ELEM SCH,"Richerme,Lauren Kapalka",7,7,4,3.436,100,0,0,0,0
EDUC,333,ART EXPRNCE FOR THE ELEM TCH,"Sams,Jen",18,18,3.667,3.267,66.7,33.3,0,0,0
EDUC,333,ART EXPRNCE FOR THE ELEM TCH,"Sams,Jen",18,19,3.778,3.383,83.3,11.1,5.6,0,0
EDUC,333,ART EXPRNCE FOR THE ELEM TCH,"Willcox,Sarah Elizabeth",12,12,3.942,3.284,91.7,8.3,0,0,0
EDUC,333,ART EXPRNCE FOR THE ELEM TCH,"Helmick,Linda Jean",13,16,3.954,3.434,100,0,0,0,2
EDUC,333,ART EXPRNCE FOR THE ELEM TCH,"Huxhold,Dianna Marie",22,23,3.914,3.513,95.5,4.5,0,0,0
EDUC,343,METH & MTLS FOR TCH CHORAL MUS,"Madura,Patrice",8,8,3.763,3.666,87.5,12.5,0,0,0
EDUC,344,METH & MATLS TEACH INST MUS,,11,13,3.8,3.728,90.9,9.1,0,0,1
EDUC,403,LAB/FIELD EXPS: VARIABLE TITLE,"Lai,E Von",23,23,3.961,3.359,100,0,0,0,0
EDUC,416,INQUIRY HIGH SCHOOL ENGLISH,"Power-Carter,Stephanie Michelle",38,38,3.863,3.46,89.5,10.5,0,0,0
EDUC,421,MTDS TCHG JR/MID H.S. SOC STDS,"Lai,E Von",24,24,3.438,3.327,37.5,62.5,0,0,0
EDUC,422,TCHNG MATH IN SECONDARY SCHOOL,"Galindo,Enrique",10,10,3.4,3.462,40,60,0,0,0
EDUC,445,MTHD OF TCH FOREIGN LANG,"Nyikos,Martha",13,13,3.569,3.458,61.5,38.5,0,0,0
EDUC,446,METH OF TCH SH/JH/MS SCIENCE,"Buck,Gayle Anne",6,6,3.883,3.54,83.3,16.7,0,0,0
EDUC,456,METHODS OF TCH PHYS EDUC,"Chapin,G Keith",6,7,2.767,2.932,16.7,66.7,0,0,0
EDUC,464,METHODS OF TEACHING READING,"Slaughter,Sandra K.",7,9,3.857,3.289,85.7,14.3,0,0,0
EDUC,550,PRACTICUM,"Stachowski,Laura L.",8,47,3.963,3.559,100,0,0,0,0
EDUC,101,TEACH & LEARN ELEM MATH,"Hackenberg,Amy Jeanne",24,26,3.45,3.25,58.3,33.3,8.3,0,0
EDUC,101,TEACH & LEARN ELEM MATH,"Hackenberg,Amy Jeanne",24,25,3.492,3.196,62.5,29.2,8.3,0,0
EDUC,103,TEACH & LEARN ELEM MATH II,"Timmons,Ryan Michael",18,18,3.389,3.372,61.1,16.7,22.2,0,0
EDUC,103,TEACH & LEARN ELEM MATH II,"Uzan,Erol",18,18,3.344,3.268,55.6,33.3,11.1,0,0
EDUC,103,TEACH & LEARN ELEM MATH II,"Uzan,Erol",17,18,3.512,3.295,64.7,23.5,11.8,0,1
EDUC,103,TEACH & LEARN ELEM MATH II,"Timmons,Ryan Michael",18,19,3.233,3.33,50,33.3,16.7,0,0
EDUC,716,TOPICAL SEMINAR IN MATH EDUC,"Tillema,Erik",9,9,3.822,3.845,88.9,11.1,0,0,0
EDUC,248,ELEM SCHOOL CHILD: DEVELOPMENT,"Richardson,Amydee Rebecca",22,26,3.436,3.094,59.1,36.4,4.5,0,0
EDUC,248,ELEM SCHOOL CHILD: DEVELOPMENT,"Stright,Anne Dopkins",28,30,3.396,3.232,50,42.9,7.1,0,1
EDUC,248,ELEM SCHOOL CHILD: DEVELOPMENT,"Gross,Rachel",30,31,3.417,3.192,50,46.7,3.3,0,0
EDUC,251,EDUC PSY FOR ELEM TCHRS,"Cook,Lucas Donald",30,30,3.767,3.479,90,6.7,3.3,0,0
EDUC,251,EDUC PSY FOR ELEM TCHRS,"Chamberlain,Jessica Marie",22,23,3.259,2.872,63.6,18.2,9.1,0,0
EDUC,251,EDUC PSY FOR ELEM TCHRS,"O'Neill,Daniel James",24,25,3.188,3.258,50,29.2,16.7,4.2,1
EDUC,251,EDUC PSY FOR ELEM TCHRS,"Nussbaum,Matthew Paul",28,28,3.893,3.544,100,0,0,0,0
EDUC,251,EDUC PSY FOR ELEM TCHRS,"Hartley,Kylie Ann",16,17,3.813,3.237,81.3,18.8,0,0,1
EDUC,254,ED PSY FOR TEACHERS-ALL GRADES,"Georgen,Chris Michael",6,6,3.067,3.038,66.7,16.7,0,0,0
EDUC,312,LEARNING: THEORY INTO PRACTICE,"Halterman,Aaron Wesley",27,29,3.626,3.271,74.1,14.8,7.4,3.7,1
EDUC,312,LEARNING: THEORY INTO PRACTICE,"Limas,Louie Federico",17,17,3.182,2.98,52.9,29.4,11.8,0,0
EDUC,312,LEARNING: THEORY INTO PRACTICE,"Halterman,Aaron Wesley",24,24,3.779,3.248,83.3,12.5,4.2,0,0
EDUC,313,ADOLESCENTS IN A LRNG COMMUN,"Waldron,Mary",27,29,3.407,3.302,44.4,51.9,3.7,0,1
EDUC,313,ADOLESCENTS IN A LRNG COMMUN,"Waldron,Mary",19,19,2.968,3.076,21.1,68.4,5.3,0,0
EDUC,313,ADOLESCENTS IN A LRNG COMMUN,"Lawson,Richard Travis",25,25,3.364,3.273,44,52,4,0,0
EDUC,314,LIFE SPAN DEVELOPMENT,"Stright,Anne Dopkins",22,24,3.518,3.235,63.6,27.3,9.1,0,0
EDUC,515,CHILD DEVELOPMENT,"Estell,David B.",15,15,3.98,3.876,100,0,0,0,0
EDUC,517,ADULT DEVELOPMENT AND AGING,"Cooper,Keema M",14,17,4,3.884,100,0,0,0,1
EDUC,540,LEARNING & COGNITION IN EDUC,"Cole,James Stuart",20,23,3.705,3.821,90,5,0,0,1
EDUC,540,LEARNING & COGNITION IN EDUC,"Bonk,Curtis Jay",12,15,3.975,3.854,100,0,0,0,1
EDUC,544,APP COGNITION & LRNG STRATS,"Duncan,Sean C",18,21,3.717,3.623,66.7,33.3,0,0,0
EDUC,601,EDUC & HIST FOUNDTN OF PSYC,"Lieber,Frederic William",14,18,4,3.875,100,0,0,0,0
EDUC,624,BIOLOGY OF BEHAVIOR,"Estell,David B.",12,12,3.867,3.828,91.7,8.3,0,0,0
EDUC,631,THEORIZING LEARNING IN CONTEXT,"Duncan,Sean C",10,13,3.97,3.779,100,0,0,0,1
EDUC,655,COGNITIVE ASSESS & INTERVENTN,"Byers,Julia Ann",14,15,3.543,3.83,50,50,0,0,1
EDUC,656,PRACTICUM IN SCHOOL PSYCHOLOGY,"Bellini,Scott",14,15,4,3.83,100,0,0,0,1
EDUC,670,BEH ANALYSIS & CONSULT SCH PSY,"Bellini,Scott",14,15,3.979,3.83,100,0,0,0,1
EDUC,674,ADV TOPICL SEM LEARNG SCIENCES,"Hmelo-Silver,Cindy E.",15,19,3.773,3.433,73.3,26.7,0,0,0
EDUC,680,ETHICAL LEGAL PROF ISS SCH PSY,"Martinez,Rebecca S.",14,15,4,3.83,100,0,0,0,1
EDUC,691,PERSONLTY ASSESS INTERVENTION,"Huberty,Thomas J. Reed",8,8,4,3.862,100,0,0,0,0
EDUC,691,PERSONLTY ASSESS INTERVENTION,"Tracy,Michael L.",11,11,4,3.896,100,0,0,0,0
EDUC,697,ADV PRACTICUM IN SCHOOL PSYCH,"Huberty,Thomas J. Reed",6,11,3.95,3.866,100,0,0,0,1
EDUC,697,ADV PRACTICUM IN SCHOOL PSYCH,"Bellini,Scott",6,6,4,3.903,100,0,0,0,0
EDUC,200,INTRO TO SCIENTIFIC INQUIRY,"Buck,Gayle Anne",12,12,2.617,2.626,41.7,16.7,25,0,0
EDUC,200,INTRO TO SCIENTIFIC INQUIRY,"Buck,Gayle Anne",24,24,3.771,3.365,83.3,16.7,0,0,0
EDUC,200,INTRO TO SCIENTIFIC INQUIRY,"Buck,Gayle Anne",24,24,3.4,3.239,62.5,33.3,0,0,0
EDUC,200,INTRO TO SCIENTIFIC INQUIRY,"Buck,Gayle Anne",22,25,3.455,3.188,68.2,22.7,9.1,0,0
EDUC,200,INTRO TO SCIENTIFIC INQUIRY,"Buck,Gayle Anne",22,26,3.009,2.884,40.9,36.4,18.2,0,1
EDUC,200,INTRO TO SCIENTIFIC INQUIRY,"Buck,Gayle Anne",24,25,3.363,3.105,66.7,20.8,4.2,0,0
EDUC,200,INTRO TO SCIENTIFIC INQUIRY,"Buck,Gayle Anne",24,24,3.688,3.287,75,25,0,0,0
EDUC,200,INTRO TO SCIENTIFIC INQUIRY,"Buck,Gayle Anne",23,24,3.7,3.229,78.3,17.4,4.3,0,1
EDUC,405,INTEG SCIENCES-SCIENCE EDUC,"Park Rogers,Meredith",21,22,3.819,3.231,90.5,9.5,0,0,0
EDUC,612,TOPICAL SEMINAR IN SCIENCE ED,"Buck,Gayle Anne",8,8,3.838,3.834,87.5,12.5,0,0,0
EDUC,341,MULTIMEDIA IN INSTRUCTNAL TECH,"Hogaboam,Peter Thomas",28,30,3.943,3.194,96.4,3.6,0,0,0
EDUC,341,MULTIMEDIA IN INSTRUCTNAL TECH,"Hogaboam,Peter Thomas",22,26,3.973,3.142,100,0,0,0,0
EDUC,511,INSTR & PERF TECH FOUNDATNS I,"Van Leusen,Peter",18,20,4,3.908,100,0,0,0,1
EDUC,519,EFFECTIVE WRITING IN INST TECH,"Gilmore,Erika Ruth",16,18,3.906,3.827,100,0,0,0,1
EDUC,521,INSTRUCT DESIGN & DEV I,"Kwon,Kyungbin",19,19,3.984,3.944,100,0,0,0,0
EDUC,521,INSTRUCT DESIGN & DEV I,"Myers,Rodney Dean",10,11,3.94,3.933,100,0,0,0,0
EDUC,621,ANALYSIS FOR INSTR/PERF IMPRV,"Cho,Yonjoo",20,20,3.925,3.889,100,0,0,0,0
EDUC,625,DESIGNING INSTRUCTIONAL SYS,"Honebein,Peter Carlton",9,10,2.811,3.651,33.3,44.4,0,11.1,0
EDUC,690,APP OF RES METHODS TO IST ISS,"Ozogul,Gamze",8,8,3.8,3.687,87.5,12.5,0,0,0
EDUC,695,TPC INQUIRY SEM INSTR SYS TECH,"Boling,Elizabeth",7,10,4,3.821,100,0,0,0,0
EDUC,711,READINGS IN INSTRUCTIONAL TECH,"Leftwich,Anne Todd",15,19,3.633,3.859,73.3,26.7,0,0,2
EDUC,711,READINGS IN INSTRUCTIONAL TECH,"Glazewski,Krista D.",8,8,3.888,3.922,100,0,0,0,0
EDUC,303,TOPICS IN SECONDARY EDUCATION:,"Waggoner,Lottie L",34,34,4,3.444,100,0,0,0,0
EDUC,303,TOPICS IN SECONDARY EDUCATION:,"Creager,Mark Andrew",7,8,4,3.493,100,0,0,0,0
EDUC,303,TOPICS IN SECONDARY EDUCATION:,"Lai,E Von",23,23,4,3.359,100,0,0,0,0
EDUC,500,FIELD-BASED SEM IN TEACHER ED,"Ruich,Lawrence Joseph",6,7,4,3.338,100,0,0,0,1
EDUC,555,DIVERS&COMMUN OF ALL LEARNERS,"Edmonds,Ben C.",14,15,3.707,3.6,71.4,21.4,7.1,0,1
EDUC,550,CLTR/COMM FORCES & THE SCHOOLS,"Stachowski,Laura L.",6,33,3.8,3.422,100,0,0,0,1
EDUC,212,CURR ISSUES IN UNDERGRAD LIFE,"White,Francesca Arielle",14,19,3.764,2.812,78.6,21.4,0,0,0
EDUC,215,FOUNDATIONS UNDERGRAD SUCCESS,"Gonzalez,Gerardo M.",149,156,3.466,3.315,66.4,23.5,9.4,.7,2
EDUC,310,STUDENTS AND STUDENT AFFAIRS,"DeSawal,Danielle Marie",10,10,4,3.062,100,0,0,0,0
EDUC,548,STUDEN DEV THEORY & RESEARCH,"Museus,Samuel David",21,22,3.957,3.902,100,0,0,0,0
EDUC,549,ENVIRONMENT THRY & ASSESSMENT,"LePeau,Lucy Anne",22,22,3.973,3.873,100,0,0,0,0
EDUC,559,SEMINAR IN RESIDENCE LIFE,"Thacker,Kelly Louise",12,12,3.842,3.861,91.7,8.3,0,0,0
EDUC,200,USING COMPUTERS IN EDUCATION,"Leftwich,Anne Todd",16,18,3.569,3.133,68.8,25,6.3,0,2
EDUC,200,USING COMPUTERS IN EDUCATION,"Leftwich,Anne Todd",26,28,3.25,3.068,65.4,15.4,11.5,0,2
EDUC,200,USING COMPUTERS IN EDUCATION,"Leftwich,Anne Todd",25,28,3.008,2.875,52,24,12,4,0
EDUC,200,USING COMPUTERS IN EDUCATION,"Leftwich,Anne Todd",23,26,3.139,2.824,47.8,30.4,17.4,4.3,2
EDUC,200,USING COMPUTERS IN EDUCATION,"Leftwich,Anne Todd",17,18,3.282,3.242,52.9,35.3,5.9,5.9,1
EDUC,200,USING COMPUTERS IN EDUCATION,"Leftwich,Anne Todd",24,31,3.438,3.115,79.2,12.5,4.2,0,4
EDUC,200,USING COMPUTERS IN EDUCATION,"Leftwich,Anne Todd",24,28,3.413,2.967,66.7,25,4.2,0,4
