DEPARTMENT,COURSE,COURSE DESCRIPTION,INSTRUCTOR NAME,GPA GRADES,TOTAL GRADES,AVG SECT GPA,AVG STDNT CUM GPA,A%,B%,C%,D%,W
CJUS,100,INTRO TO CRIMINAL JUSTICE,"Owusu Bempah,Akwasi",67,77,2.881,2.966,34.3,35.8,23.9,0,2
CJUS,200,THEORIES OF CRIME AND DEVIANCE,"Northcutt Bohmert,Miriam J",165,177,2.906,2.915,30.9,48.5,12.1,3.6,4
CJUS,290,THE NATURE OF INQUIRY,"Swanson,Jessica Regan",68,76,2.881,2.886,36.8,35.3,20.6,1.5,2
CJUS,300,TOPICS IN CRIMINAL JUSTICE,"Diekhoff,Mary Ellen",123,139,3.386,3.033,57.7,30.9,7.3,1.6,2
CJUS,304,PROBATION & PAROLE,"Northcutt Bohmert,Miriam J",39,43,3.564,3.15,64.1,30.8,2.6,2.6,1
CJUS,307,POLICING DEMOCRACIES,"Verma,Arvind",23,32,2.704,2.871,26.1,43.5,21.7,0,0
CJUS,311,PRIVATE SECURITY,"Head,William Bruce",87,94,2.998,3.025,24.1,59.8,13.8,1.1,3
CJUS,314,LAW AND SOCIAL SCIENCE,"Sales,Bruce D.",91,95,3.326,2.98,53.8,33,9.9,2.2,1
CJUS,318,GLOBAL GENDER & JUSTICE,"Levesque,Helen L",51,69,3.39,2.978,62.7,27.5,3.9,2,8
CJUS,320,FOUND OF CRIM INVESTIGATION,"Cohen,Charles Lee",83,93,3.333,3.059,55.4,27.7,13.3,1.2,3
CJUS,330,CRIMINAL JUSTICE ETHICS,"Roush,Laura Lee",38,42,3.132,2.943,39.5,44.7,10.5,0,2
CJUS,370,CRIMINAL LAW,"Morrison,Timothy Marshall",54,70,3.465,3.018,42.6,57.4,0,0,2
CJUS,375,AMERICAN JUVENILE JUSTICE SYS,"Bingham,Robert Lawrence",34,38,2.712,2.949,14.7,38.2,47.1,0,2
CJUS,406,UNEQUAL JUSTICE,"Oliver,William",24,31,2.692,3.055,20.8,33.3,41.7,0,1
CJUS,414,ADOLESCENTS AND THE LAW,"Levesque,Roger J. R.",20,30,3.725,3.492,85,10,5,0,0
CJUS,415,CRIME AND MADNESS,"Harper,Teresa D.",29,38,3.507,3.195,55.2,41.4,3.4,0,0
CJUS,419,"RACE, CLASS AND CRIME","Owusu Bempah,Akwasi",35,40,3.746,3.094,85.7,14.3,0,0,1
CJUS,440,"PRIVACY, LAW AND SECURITY","Levesque,Roger J. R.",18,27,3.844,3.194,94.4,5.6,0,0,1
CJUS,457,SEMINAR ON WHITE-COLLAR CRIME,"Schlegel,Kip",25,36,3.88,3.126,88,12,0,0,0
CJUS,481,FIELD EXPERIENCE IN CRIM JUS,"Head,William Bruce",31,32,3.929,3.137,96.8,3.2,0,0,1
CJUS,634,SENTENCING THEORY & PRACTICE,"Lippke,Richard L.",8,9,3.888,3.781,100,0,0,0,0
CLAS,101,ANCIENT GREEK CULTURE,"Ready,Jonathan",89,123,3.334,3.135,56.2,31.5,7.9,2.2,10
CLAS,102,ROMAN CULTURE,"Balint,Bridget Kennedy",116,162,2.5,3.004,15.5,44,22.4,11.2,31
CLAS,205,CLASSICAL MYTHOLOGY,"Kaye,Noah",127,159,2.689,2.95,26,35.4,27.6,7.1,12
CLAS,205,CLASSICAL MYTHOLOGY,"Draper,Kenneth Merton",140,147,3.033,3.205,33.6,43.6,17.1,3.6,2
CLAS,205,CLASSICAL MYTHOLOGY,"Lundell,Michael W.",124,153,2.685,3.075,29.8,31.5,22.6,11.3,17
CLAS,206,CLASSICAL ART & ARCHAEOLOGY,"Van Voorhis,Julie",63,72,3.146,3.193,39.7,44.4,11.1,3.2,0
CLAS,209,MED TERMS FROM GREEK & LATIN,"Castanon,Charles Anthony",60,64,3.51,3.235,68.3,21.7,6.7,3.3,0
CLAS,209,MED TERMS FROM GREEK & LATIN,"Latham,Maria Therese",58,67,3.557,3.197,69,22.4,5.2,1.7,2
CLAS,209,MED TERMS FROM GREEK & LATIN,"Krill,Aleda Laura",58,64,3.629,3.353,70.7,25.9,1.7,1.7,2
CLAS,308,ROMAN LAW,"Bannon,Cynthia",18,26,2.589,2.917,5.6,55.6,27.8,11.1,3
CLAS,310,CLASSICAL DRAMA,"Foster,Margaret Cecilia",24,28,3.521,3.031,79.2,12.5,0,4.2,0
CLAS,311,CLASSICAL EPICS,"Draper,Kenneth Merton",22,28,3.241,2.937,50,22.7,27.3,0,3
CLAS,360,ROMAN LIT IN TRANSLATION,"Balint,Bridget Kennedy",8,12,1.875,2.757,0,37.5,37.5,0,1
CLAS,406,HOMER,"Ready,Jonathan",8,10,3.963,3.878,100,0,0,0,1
CLAS,100,ELEMENTARY LATIN I,"Yarnell,Amy Melissa",11,19,2.736,2.542,45.5,18.2,18.2,9.1,2
CLAS,150,ELEMENTARY LATIN II,"Kochman,Sidney",18,19,3.111,3.143,50,16.7,27.8,5.6,1
CLAS,150,ELEMENTARY LATIN II,"Illias,Christina Ioana",13,17,3.046,3.094,30.8,46.2,15.4,7.7,0
CLAS,200,SECOND-YEAR LATIN I,"Germain Sr,Justin Michael",16,16,3.194,3.287,62.5,12.5,18.8,0,0
CLAS,250,SECOND-YEAR LATIN II,"Pappas,Thomas Konstantine",12,12,3.258,3.349,50,33.3,16.7,0,0
CLAS,250,SECOND-YEAR LATIN II,"Arceneaux,Mitch",11,11,3.145,3.141,27.3,54.5,18.2,0,0
CLAS,304,CATULLUS,"Gitner,Adam",12,15,3.75,3.725,75,25,0,0,2
CLAS,400,INTENSIVE STUDY LITERARY LATIN,"Miranda,Sean A.R.",10,11,4,3.946,100,0,0,0,0
CLAS,505,LATIN GRAMMAR COMP & RAPID RDG,"Bannon,Cynthia",10,12,3.88,3.903,100,0,0,0,1
CLLC,100,COLLINS SEMINAR,"Farmer,Sara Bagby",14,15,3.093,3.137,57.1,14.3,14.3,7.1,1
CLLC,110,"TEXT, IMAGE, SOUND","Chase,Ruth A",20,25,3.52,3.116,70,25,0,0,1
CLLC,120,"POLITICS, IDENTITY, RESISTANCE","Schneller,Paul J",10,17,2.67,2.814,50,10,20,0,1
CLLC,210,"CULTURE, THE ARTS, AND SOCIETY","Wagner,Kirstin",21,22,3.895,3.25,95.2,4.8,0,0,0
CLLC,210,"CULTURE, THE ARTS, AND SOCIETY","Yarchun,Deborah Jennifer",11,15,2.936,2.83,36.4,36.4,9.1,18.2,2
CLLC,210,"CULTURE, THE ARTS, AND SOCIETY","Seaver,James Boyd",19,24,3.263,3.201,52.6,26.3,15.8,5.3,1
CLLC,220,USES OF THE PAST,"Foss,Sarah Ann",20,24,3.765,3.421,80,15,5,0,1
CMCL,710,RESEARCH SEMINAR,"Simons,Jon",8,9,4,3.827,100,0,0,0,0
CMLT,110,WRITING THE WORLD,"Ryba,Elizabeth Kathleen",25,27,3.164,3.082,44,40,8,8,1
CMLT,110,WRITING THE WORLD,"Sidky,Sean Scott",24,27,2.8,3.009,29.2,37.5,20.8,4.2,1
CMLT,110,WRITING THE WORLD,"Hine,Lucas",24,29,3.658,3.194,79.2,12.5,8.3,0,2
CMLT,110,WRITING THE WORLD,"Messejnikov,Alexander",22,28,2.2,3.043,0,36.4,54.5,4.5,3
CMLT,110,WRITING THE WORLD,"Johnson,Jeffrey William",25,27,2.732,3.155,24,40,24,8,0
CMLT,110,WRITING THE WORLD,"Riley,Claire Madeleine",24,31,2.917,2.952,25,54.2,12.5,4.2,1
CMLT,110,WRITING THE WORLD,"Baker,Zachary David",25,26,3.484,2.928,68,24,4,0,0
CMLT,111,READING THE WORLD,"Tran,Dacha",14,46,3.536,2.841,78.6,14.3,0,7.1,13
CMLT,147,IMGS OF THE SELF: EAST & WEST,"Wu,Tsaiyi",28,53,3.3,3.15,57.1,25,14.3,0,6
CMLT,151,INTRO TO POPULAR CULTURE,"Frauman,Ali",35,49,3.8,3.203,88.6,8.6,0,0,3
CMLT,151,INTRO TO POPULAR CULTURE,"Scalzo,Zachary James",32,51,2.341,2.984,15.6,31.3,31.3,12.5,2
CMLT,155,CULTURE AND MODERN EXPERIENCE,"Richards,Emerson Storm Fillman",25,43,2.752,2.906,48,16,16,8,4
CMLT,205,COMPARATIVE LITERARY ANALYSIS,"Lukes,Daniel",26,36,3.746,3.257,88.5,11.5,0,0,0
CMLT,216,"SCI FICTN, FANTASY & WEST TRAD","Thiao,Moussa",26,40,3.685,3.229,73.1,26.9,0,0,2
CMLT,217,"DETECTIVE, MYSTERY,/HORROR LIT","Le Hégarat,Julie",33,40,3.342,3.179,48.5,45.5,6.1,0,3
CMLT,219,ROMANCE & THE WSTRN TRADITION,"Velazquez,Sonia",12,17,3.05,2.685,33.3,50,8.3,0,2
CMLT,255,MODERN LIT&OTHER ARTS: INTRO,"Flahault,Morgane",20,27,3.095,2.684,65,10,15,0,2
CMLT,310,LITERATURE AND FILM,"Peretz,Eyal",11,18,4,2.738,100,0,0,0,1
CMLT,347,LITERATURE AND IDEAS,"Velazquez,Sonia",16,24,3.613,3.093,75,18.8,6.3,0,2
CMLT,349,LITERATURE AND SCIENCE,"Johnson,Jeffrey William",17,33,2.941,2.852,35.3,29.4,29.4,5.9,7
CMLT,351,"ADAPTNS:LIT, STAGE, AND SCREEN","Van der Laan,Sarah Phillips",13,14,3.592,3.201,84.6,7.7,0,0,1
CMLT,355,LIT-ARTS&THEIR INTERRELATNSHIP,"Lukes,Daniel",11,12,3.464,3.116,81.8,9.1,0,0,1
CMLT,457,CAPITALS CROSSCURRENTS BORDERS,"Hertz,David M",12,28,3.492,2.822,41.7,58.3,0,0,4
CMLT,513,NARRATIVE,"Turk,Johannes",6,9,3.333,3.755,83.3,0,0,0,0
CMLT,670,TOPICS IN CROSS-CULTURAL STDS,"Adesokan,Akinwumi",8,8,4,3.89,100,0,0,0,0
COGS,101,INTRO TO COGNITIVE SCIENCE,"Schoenemann,P. Thomas",39,55,3.085,2.655,35.9,46.2,12.8,0,7
COGS,240,FOUNDATIONS OF COGNITIVE SCI,"Bryan,Branden Jace",21,32,2.881,3.105,28.6,42.9,14.3,9.5,3
COGS,301,BRAIN AND COGNITION,"Brown,Joshua William",25,30,2.884,3.286,36,40,12,4,3
COGS,351,INTRO TO ART INTEL/COMP SIMUL,"Odom,Phillip",6,12,3.15,3.246,16.7,66.7,16.7,0,1
COGS,360,AUTONOMOUS ROBOTICS,"Beer,Randall D",15,18,3.407,3.418,53.3,40,6.7,0,0
COGS,400,SR SEM COGNITIVE/INFO SCIENCES,"Landy,David",10,10,3.7,3.207,70,30,0,0,0
COGS,493,RSRCH IN COGNITIVE & INFO SCI,"Brown,Joshua William",9,11,4,3.622,100,0,0,0,0
COGS,520,MATH & LOGIC FOR COGNITIVE SCI,"Moss,Larry",25,26,3.752,3.902,80,20,0,0,1
COGS,540,PHIL FNDTNS COGNITIVE/INFO SCI,"Allen,Colin  Frederick",17,18,4,3.938,100,0,0,0,0
COGS,560,EXPERIMENTAL MTHD IN COG SCI,"Jones,Michael",12,15,4,3.784,100,0,0,0,0
COGS,610,NETWORKS OF THE BRAIN,"Sporns,Olaf",14,16,3.979,3.861,100,0,0,0,0
COLL,103,CRIT APPROACHES: ARTS&HUMNTIES,"Robinson,Benjamin Butt",116,144,2.951,3.066,41.4,33.6,12.9,5.2,7
COLL,103,CRIT APPROACHES: ARTS&HUMNTIES,"Swan Tuite,James Elliott",105,132,3.484,3.113,66.7,23.8,5.7,0,15
COLL,103,CRIT APPROACHES: ARTS&HUMNTIES,"Arnaudo,Marco",120,154,3.303,3.202,53.3,32.5,10,2.5,10
COLL,103,CRIT APPROACHES: ARTS&HUMNTIES,"McNaughton,Patrick R.",129,152,3.133,3.202,44.2,33.3,16.3,4.7,5
COLL,103,CRIT APPROACHES: ARTS&HUMNTIES,"Risner,Jonathan Thomas",55,71,3.555,2.981,69.1,23.6,5.5,0,2
COLL,103,CRIT APPROACHES: ARTS&HUMNTIES,"Kousaleos,Nicole Serena",59,78,3.369,3.242,64.4,23.7,6.8,1.7,1
COLL,103,CRIT APPROACHES: ARTS&HUMNTIES,"Emery,Jacob",111,140,3.172,3.058,44.1,39.6,10.8,.9,11
COLL,104,CRIT APPROACHES: SOCIAL & HIST,"Atwood,Christopher P",98,119,2.862,2.877,32.7,42.9,14.3,3.1,9
COLL,104,CRIT APPROACHES: SOCIAL & HIST,"Franks,Steven Laurence",53,62,3.228,3.199,45.3,37.7,15.1,0,5
COLL,104,CRIT APPROACHES: SOCIAL & HIST,"Bertoloni Meli,Domenico",100,126,2.919,2.8,39,36,16,4,10
COLL,104,CRIT APPROACHES: SOCIAL & HIST,"Lesourd,Philip Stanley",74,89,3.534,3.284,74.3,13.5,8.1,1.4,6
COLL,105,CRIT APPROACHES: NATL&MATH SCI,"Gershkoff,Lisa",110,131,2.888,3.106,29.1,40.9,24.5,3.6,10
COLL,105,CRIT APPROACHES: NATL&MATH SCI,"Lammers,Sabine Wedam",91,133,2.719,2.819,23.1,44,25.3,1.1,20
COLL,105,CRIT APPROACHES: NATL&MATH SCI,"Vitzthum,Virginia J.",53,70,2.743,3.089,22.6,47.2,22.6,3.8,6
COLL,105,CRIT APPROACHES: NATL&MATH SCI,"Izquierdo,Eduardo J.",53,65,2.921,3.071,35.8,34,22.6,3.8,7
COLL,105,CRIT APPROACHES: NATL&MATH SCI,"Brassell,Simon Christopher",111,132,3.052,3.005,37.8,39.6,16.2,3.6,8
COLL,105,CRIT APPROACHES: NATL&MATH SCI,"Hagar,Amit",37,59,2.695,2.829,29.7,40.5,18.9,0,12
COLL,113,CNTNT CRS FOR GROUPS STUDENTS,"Isom,Vincent E",7,8,3.343,2.931,42.9,57.1,0,0,0
COLL,113,CNTNT CRS FOR GROUPS STUDENTS,"Mills,Mary Elizabeth",10,11,3.4,2.877,60,20,20,0,0
COLL,123,SUCCESS FOR GROUPS SCHOLARS,"Cano,Juan Jose",48,48,3.558,1.817,68.8,22.9,6.3,2.1,0
COLL,155,PUBLIC ORAL COMMUNICATION,"Lightfoot,Ash Charles",12,23,2.558,2.802,0,66.7,25,8.3,8
COLL,155,PUBLIC ORAL COMMUNICATION,"Barker,Cory Andrew",22,26,2.686,2.907,27.3,31.8,27.3,13.6,1
COLL,155,PUBLIC ORAL COMMUNICATION,"Kauffman,Andrew Milo",23,27,2.965,3.228,21.7,60.9,17.4,0,0
COLL,155,PUBLIC ORAL COMMUNICATION,"McGuffey,James Coleman",18,29,3.028,2.631,44.4,27.8,22.2,5.6,4
COLL,155,PUBLIC ORAL COMMUNICATION,"Rini,Rosalind Victoria",21,26,2.476,2.921,9.5,52.4,19,14.3,1
COLL,155,PUBLIC ORAL COMMUNICATION,"Zale,Jennifer Ann",19,28,2.653,2.923,26.3,42.1,10.5,15.8,5
COLL,155,PUBLIC ORAL COMMUNICATION,"Coleman,Rachel Elisse",22,28,2.618,3.016,13.6,50,22.7,9.1,0
COLL,155,PUBLIC ORAL COMMUNICATION,"Rini,Rosalind Victoria",22,24,2.705,2.918,31.8,27.3,31.8,4.5,1
COLL,155,PUBLIC ORAL COMMUNICATION,"Mason,Sharon Elizabeth",23,28,2.909,3.11,26.1,52.2,17.4,4.3,1
COLL,155,PUBLIC ORAL COMMUNICATION,"Smith,Cortney Layne",22,26,3.032,3.311,31.8,54.5,4.5,4.5,0
COLL,155,PUBLIC ORAL COMMUNICATION,"Kauffman,Andrew Milo",20,21,2.97,3.147,35,30,35,0,0
COLL,155,PUBLIC ORAL COMMUNICATION,"Rudel,Daniel Golbeck",18,24,3.05,3.128,33.3,33.3,33.3,0,1
COLL,155,PUBLIC ORAL COMMUNICATION,"Eiben,Ryan Scott",8,19,1.913,2.875,12.5,12.5,50,0,3
COLL,155,PUBLIC ORAL COMMUNICATION,"Rudel,Daniel Golbeck",21,28,3.019,3.239,33.3,52.4,4.8,4.8,1
COLL,155,PUBLIC ORAL COMMUNICATION,"Eiben,Ryan Scott",12,24,2.642,2.886,25,33.3,33.3,0,5
COLL,155,PUBLIC ORAL COMMUNICATION,"Smith,Cortney Layne",22,28,3.023,3.108,36.4,50,4.5,4.5,0
COLL,155,PUBLIC ORAL COMMUNICATION,"Krodel,Meredith Anne",19,26,3.2,3.192,36.8,52.6,10.5,0,3
COLL,155,PUBLIC ORAL COMMUNICATION,"Slaboch,Matthew Wayne",22,25,3.064,3.325,27.3,59.1,9.1,4.5,2
COLL,155,PUBLIC ORAL COMMUNICATION,"Thompson,Kathryn Ann",22,24,3.386,3.227,50,45.5,4.5,0,2
COLL,155,PUBLIC ORAL COMMUNICATION,"Peters,Amy Evelyn",20,27,3.39,3.112,55,35,10,0,4
COLL,155,PUBLIC ORAL COMMUNICATION,"Peters,Amy Evelyn",24,25,3.313,3.306,50,41.7,4.2,4.2,0
COLL,155,PUBLIC ORAL COMMUNICATION,"Thompson,Kathryn Ann",23,28,3.265,3.192,60.9,21.7,8.7,4.3,1
COLL,155,PUBLIC ORAL COMMUNICATION,"Krodel,Meredith Anne",22,28,3.318,3.099,54.5,27.3,13.6,4.5,2
COLL,155,PUBLIC ORAL COMMUNICATION,"Slaboch,Matthew Wayne",22,30,2.441,3.025,13.6,31.8,40.9,13.6,2
COLL,155,PUBLIC ORAL COMMUNICATION,"Reynolds,Sarah Jozina",22,26,3.1,3.283,36.4,36.4,22.7,4.5,2
COLL,155,PUBLIC ORAL COMMUNICATION,"Lopez,Andres Xavier",23,27,2.491,2.91,4.3,43.5,47.8,4.3,1
COLL,155,PUBLIC ORAL COMMUNICATION,"Ciaravolo,Beth Ann",24,26,2.913,3.21,29.2,50,12.5,8.3,0
COLL,155,PUBLIC ORAL COMMUNICATION,"Lopez,Andres Xavier",21,30,2.381,3.141,9.5,42.9,23.8,23.8,2
COLL,155,PUBLIC ORAL COMMUNICATION,"Yasar,Sabahat Zeynep",23,28,3.07,2.964,26.1,52.2,21.7,0,1
COLL,155,PUBLIC ORAL COMMUNICATION,"Ciaravolo,Beth Ann",23,27,2.574,2.953,17.4,43.5,30.4,4.3,0
COLL,155,PUBLIC ORAL COMMUNICATION,"Reynolds,Sarah Jozina",22,27,2.791,2.96,22.7,54.5,13.6,0,2
COLL,155,PUBLIC ORAL COMMUNICATION,"Johnson,Katherine Alice",23,26,2.574,3.168,17.4,47.8,21.7,8.7,1
COLL,155,PUBLIC ORAL COMMUNICATION,"Yasar,Sabahat Zeynep",23,29,2.865,2.94,26.1,43.5,21.7,4.3,1
COLL,155,PUBLIC ORAL COMMUNICATION,"Johnson,Katherine Alice",20,27,2.705,3.007,10,70,10,5,3
COLL,155,PUBLIC ORAL COMMUNICATION,"Fox,Molly Evans",20,24,2.74,3.158,20,40,40,0,2
COLL,155,PUBLIC ORAL COMMUNICATION,"Barker,Cory Andrew",20,26,3.095,3.109,45,30,25,0,1
COLL,155,PUBLIC ORAL COMMUNICATION,"Zale,Jennifer Ann",20,23,2.91,3.01,20,55,20,0,2
COLL,155,PUBLIC ORAL COMMUNICATION,"Vasquez,Joshua Reade",16,19,3.044,3.252,31.3,56.3,6.3,0,1
COLL,155,PUBLIC ORAL COMMUNICATION,"Greenwood,Forrest",17,20,2.865,3.129,23.5,47.1,23.5,5.9,1
COLL,155,PUBLIC ORAL COMMUNICATION,"Smith,Lora Elizabeth",24,27,3.179,3.197,45.8,45.8,4.2,0,0
COLL,155,PUBLIC ORAL COMMUNICATION,"Fox,Molly Evans",13,21,2.954,3.283,23.1,61.5,7.7,7.7,3
COLL,155,PUBLIC ORAL COMMUNICATION,"Vasquez,Joshua Reade",20,21,3.22,3.322,45,45,5,0,1
COLL,155,PUBLIC ORAL COMMUNICATION,"Smith,Lora Elizabeth",23,26,3.117,3.147,30.4,52.2,17.4,0,0
COLL,155,PUBLIC ORAL COMMUNICATION,"Mason,Sharon Elizabeth",15,22,3.407,3.181,53.3,40,6.7,0,4
COLL,155,PUBLIC ORAL COMMUNICATION,"Lightfoot,Ash Charles",14,19,2.993,3.268,21.4,57.1,14.3,7.1,4
COLL,155,PUBLIC ORAL COMMUNICATION,"Greenwood,Forrest",17,22,2.982,3.224,23.5,52.9,23.5,0,1
COLL,155,PUBLIC ORAL COMMUNICATION,"McGuffey,James Coleman",18,26,3.222,3.185,38.9,44.4,16.7,0,2
COLL,155,PUBLIC ORAL COMMUNICATION,"Mossman,Sabrina",14,21,3.264,3.075,35.7,57.1,7.1,0,2
COLL,155,PUBLIC ORAL COMMUNICATION,"Mossman,Sabrina",20,24,3.17,3.175,40,40,20,0,0
COLL,155,PUBLIC ORAL COMMUNICATION,"Coleman,Rachel Elisse",21,26,2.857,3.116,19,52.4,23.8,4.8,1
CSCI,110,INTRO TO COMPUTERS & COMPUTING,"Pope,Charles E",145,188,2.964,2.873,49,23.4,12.4,6.2,26
CSCI,110,INTRO TO COMPUTERS & COMPUTING,"Pope,Charles E",111,141,3.086,2.888,49.5,27.9,11.7,2.7,15
CSCI,110,INTRO TO COMPUTERS & COMPUTING,"Pope,Charles E",35,45,3.051,2.799,37.1,45.7,8.6,5.7,3
CSCI,201,INTRODUCTION TO PROGRAMMING I,"Wennstrom,Erik Michael",37,54,2.192,2.881,24.3,29.7,13.5,8.1,12
CSCI,201,INTRODUCTION TO PROGRAMMING I,"Wennstrom,Erik Michael",62,76,2.568,2.858,24.2,30.6,29,8.1,9
CSCI,321,COMPUTING TOOLS FOR SCI RESRCH,"Bramley,Randall Barry",31,41,2.903,3.454,38.7,25.8,16.1,16.1,4
CSCI,338,NETWORK TECH & SYSTEMS ADMIN,"Whitmer,Jeff",23,27,2.622,3.018,17.4,52.2,17.4,0,1
CSCI,348,MASTERING THE WORLD WIDE WEB,"German,Dan-Adrian",32,42,3.488,3.14,75,18.8,0,0,5
CSCI,351,INTRO ARTIF INTEL/COMP SIMLTN,"Odom,Phillip",57,71,3.179,3.172,42.1,45.6,8.8,3.5,1
CSCI,355,AUTONOMOUS ROBOTICS,"Beer,Randall D",15,24,3.58,3.357,73.3,13.3,13.3,0,0
CSCI,401,FUNDAMENTALS OF COMPUTG THEORY,"Rawlins,Gregory J.e.",30,40,2.713,3.044,30,33.3,23.3,6.7,3
CSCI,403,INTRO ALGORITHM DES & ANALYS,"Sadeqi Azer,Erfan",23,27,2.852,3.316,26.1,39.1,30.4,0,3
CSCI,443,INTRO TO COMPUTER ARCHITECTURE,"Malbasa,Vel",22,26,2.982,3.13,40.9,31.8,18.2,0,1
CSCI,481,INTERACTIVE GRAPHICS,"Hmeljak,Mitja",15,17,2.92,3.264,53.3,20,6.7,13.3,2
CSCI,490,SEMINAR IN COMPUTER SCIENCE,"DeDeo,Simon",8,13,3.55,3.448,62.5,37.5,0,0,1
CSCI,490,SEMINAR IN COMPUTER SCIENCE,"Shan,Chung-chieh",14,28,2.457,2.914,21.4,28.6,35.7,7.1,9
CSCI,490,SEMINAR IN COMPUTER SCIENCE,"Ryoo,Michael S.",14,21,3.264,2.914,42.9,42.9,14.3,0,5
CSCI,503,ALGORITHMS DESIGN AND ANALYSIS,"Somogyi,Andy T",110,147,3.452,3.582,48.2,49.1,2.7,0,3
CSCI,522,PROGRMG LANGUAGE FOUNDATIONS,"Tobin-Hochstadt,Sam",12,17,3.55,3.736,50,50,0,0,3
CSCI,551,ELEM ARTIFICIAL INTELLIGENCE,"Natarajan,Sriraam",67,116,3.558,3.646,58.2,40.3,1.5,0,1
CSCI,555,MACHINE LEARNING,"Raphael,Christopher S.",45,67,3.156,3.605,28.9,64.4,6.7,0,2
CSCI,565,DATA MINING,"Radivojac,Predrag",129,163,3.147,3.541,33.3,52.7,11.6,2.3,11
CSCI,629,TPCS IN PROGRAMMING LANGUAGES,"Sabry,Amr A.",21,22,3.824,3.708,81,19,0,0,0
CSCI,649,TOPICS IN SYSTEMS,"Wang,Xiaofeng",16,36,3.869,3.635,100,0,0,0,0
CSCI,649,TOPICS IN SYSTEMS,"Qiu,Judy",92,127,3.603,3.638,68.5,28.3,3.3,0,7
CSCI,649,TOPICS IN SYSTEMS,"Qiu,Judy",25,31,3.4,3.455,60,28,8,0,2
CSCI,649,TOPICS IN SYSTEMS,"Myers,Steven Andrew",8,9,3.8,3.653,87.5,12.5,0,0,0
CSCI,649,TOPICS IN SYSTEMS,"Swany,Martin",16,27,4,3.763,100,0,0,0,0
CSCI,649,TOPICS IN SYSTEMS,"Kapadia,Apu Chandrasen",9,18,4,3.741,100,0,0,0,0
CSCI,649,TOPICS IN SYSTEMS,"Camp,L Jean",8,9,3.963,3.752,100,0,0,0,0
CSCI,652,CMPTR MODELS OF SYMBOLIC LRNG,"Leake,David B.",13,24,4,3.802,100,0,0,0,2
CSCI,657,COMPUTER VISION,"Crandall,David",63,78,3.695,3.697,76.2,23.8,0,0,1
CSCI,659,TOPICS ARTIFICIAL INTELLIGENCE,"White,Martha",13,18,3.769,3.724,76.9,23.1,0,0,2
CSCI,659,TOPICS ARTIFICIAL INTELLIGENCE,"Dickinson,Markus",6,7,4,3.713,100,0,0,0,0
CSCI,659,TOPICS ARTIFICIAL INTELLIGENCE,"Kuebler,Sandra Claudia",19,27,3.889,3.703,100,0,0,0,0
CSCI,659,TOPICS ARTIFICIAL INTELLIGENCE,"White,Adam Murray",21,31,3.51,3.698,52.4,47.6,0,0,0
CSCI,661,DATABASE THEORY AND SYSTEMS,"Van Gucht,Dirk",10,15,2.76,3.569,30,40,10,10,0
CSCI,102,GREAT IDEAS IN COMPUTING,"Haghverdi,Esfandiar",25,28,3.592,3.36,64,36,0,0,2
CSCI,211,INTRO TO COMPUTER SCIENCE,"Menzel,Suzanne",76,110,2.703,2.816,23.7,43.4,22.4,1.3,21
CSCI,211,INTRO TO COMPUTER SCIENCE,"Menzel,Suzanne",76,114,2.968,2.928,38.2,38.2,14.5,3.9,22
CSCI,212,INTRO TO SOFTWARE SYSTEMS,"Malbasa,Vel",67,79,3.228,3.182,50.7,34.3,9,3,9
CSCI,212,INTRO TO SOFTWARE SYSTEMS,"Malbasa,Vel",58,74,3.138,3.084,39.7,43.1,15.5,0,13
CSCI,241,DISCRETE STRUCTURES FOR CSCI,"Wennstrom,Erik Michael",69,79,2.201,3.03,27.5,20.3,18.8,14.5,1
CSCI,241,DISCRETE STRUCTURES FOR CSCI,"Van Gucht,Dirk",65,77,2.718,3.154,32.3,35.4,18.5,4.6,7
CSCI,290,TOPICS IN COMPUTER SCIENCE,"Blanco Rodriguez,Saul Antonio",10,15,3.7,3.081,70,30,0,0,0
CSCI,290,TOPICS IN COMPUTER SCIENCE,"Dalkilic,Mehmet M.",17,23,4,2.924,100,0,0,0,2
CSCI,311,PROGRAMMING LANGUAGES,"Friedman,Daniel P",39,57,2.677,3.043,23.1,48.7,15.4,0,12
CSCI,322,OBJECT-ORIENTED SOFTWARE MTHDS,"Rajan,Balaprasath",33,37,3.791,3.126,81.8,18.2,0,0,2
CSCI,335,COMPUTER STRUCTURES,"Brown,Geoffrey Morris",33,40,2.748,2.955,36.4,21.2,33.3,0,5
CSCI,335,COMPUTER STRUCTURES,"Brown,Geoffrey Morris",21,31,2.714,2.969,28.6,33.3,28.6,0,6
CSCI,343,DATA STRUCTURES,"Hmeljak,Mitja",62,72,3.408,3.134,56.5,38.7,1.6,0,4
CSCI,343,DATA STRUCTURES,"Ye,Yuzhen",66,78,2.947,3.116,37.9,37.9,15.2,1.5,5
CSCI,211,INTRO TO CMPTR SCIENCE-HONORS,"Newton,Ryan Rhodes",15,22,2.887,3.539,53.3,20,6.7,0,5
CSCI,212,INTRO TO SFTWR SYSTEMS-HONORS,"German,Dan-Adrian",27,28,3.93,3.716,96.3,3.7,0,0,0
CSCI,241,ELEM DISCRETE STRUCTURES:HON,"Sabry,Amr A.",12,13,2.725,3.499,41.7,25,16.7,0,0
