DEPARTMENT,COURSE,COURSE DESCRIPTION,INSTRUCTOR NAME,GPA GRADES,TOTAL GRADES,AVG SECT GPA,AVG STDNT CUM GPA,A%,B%,C%,D%,W
FINA,100,FUNDAMENTAL STUDIO-DRAWING,"Lowery,Benjamin Robert",14,24,3.464,2.837,78.6,14.3,0,0,1
FINA,100,FUNDAMENTAL STUDIO-DRAWING,"Dodds,Kaitlin Rose",13,20,3.823,3.089,84.6,15.4,0,0,1
FINA,100,FUNDAMENTAL STUDIO-DRAWING,"Cornford,Raphael Christopher",16,25,3.356,3.097,68.8,18.8,0,6.3,2
FINA,100,FUNDAMENTAL STUDIO-DRAWING,"Hurley,Sean William Joseph",17,20,3.341,2.908,58.8,29.4,5.9,5.9,1
FINA,100,FUNDAMENTAL STUDIO-DRAWING,"Kidd,James Allen",12,21,3.783,2.907,83.3,16.7,0,0,4
FINA,100,FUNDAMENTAL STUDIO-DRAWING,"Suarez,Julio Cesar",8,19,3.875,2.665,87.5,12.5,0,0,3
FINA,101,FUNDAMENTAL STUDIO-3D,"Lopez,Shawn Michael",14,17,3.6,3.08,71.4,21.4,7.1,0,3
FINA,101,FUNDAMENTAL STUDIO-3D,"Smith,Carrie",14,17,3.543,3.17,64.3,28.6,0,7.1,0
FINA,101,FUNDAMENTAL STUDIO-3D,"Nickel,Emily Rose",14,18,3.6,2.877,64.3,35.7,0,0,0
FINA,101,FUNDAMENTAL STUDIO-3D,"Schlemmer,Rose",13,22,3.546,3.084,76.9,15.4,0,7.7,2
FINA,101,FUNDAMENTAL STUDIO-3D,"Hoffecker,Peter Joseph",15,22,3.693,2.949,80,13.3,6.7,0,2
FINA,101,FUNDAMENTAL STUDIO-3D,"Brading,Abigale L",13,20,3.769,2.708,76.9,23.1,0,0,1
FINA,102,FUNDAMENTAL STUDIO-2D,"Hall,Lindsay Ann Audre",9,15,3.011,2.618,44.4,44.4,0,0,1
FINA,102,FUNDAMENTAL STUDIO-2D,"Kornreich,Jordan Haley",11,15,3.673,2.622,72.7,27.3,0,0,1
FINA,102,FUNDAMENTAL STUDIO-2D,"Macleish,Martha Caroline",12,17,3.65,3.006,75,25,0,0,2
FINA,102,FUNDAMENTAL STUDIO-2D,"Buckner,Anna Dalton",13,21,3.823,3.439,84.6,15.4,0,0,1
FINA,102,FUNDAMENTAL STUDIO-2D,"Scully,Sul-Jee",12,19,3.692,3.017,66.7,33.3,0,0,2
FINA,102,FUNDAMENTAL STUDIO-2D,"Raines,Zandra",13,17,2.892,2.564,38.5,23.1,30.8,0,2
FINA,102,FUNDAMENTAL STUDIO-2D,"Whipple,Grant",13,19,3.631,2.862,76.9,23.1,0,0,2
FINA,102,FUNDAMENTAL STUDIO-2D,"Whipple,Grant",14,21,3.721,3.383,78.6,21.4,0,0,1
FINA,830,MFA THESIS IN PAINTING,"Weintraub,Caleb Harris",8,8,4,3.995,100,0,0,0,0
FINA,110,INTRO TO STUDIO ART,"Maloney,Paul Charles",18,20,3.789,3.213,94.4,0,5.6,0,0
FINA,110,INTRO TO STUDIO ART,"Spencer,Keith Allyn",14,25,3.929,3.062,92.9,7.1,0,0,4
FINA,110,INTRO TO STUDIO ART,"Wright,Autumn Cecelia",17,20,3.647,3.243,70.6,23.5,5.9,0,1
FINA,110,INTRO TO STUDIO ART,"Spencer,Keith Allyn",17,24,3.847,3.218,88.2,11.8,0,0,1
FINA,110,INTRO TO STUDIO ART,"Luben,Anne Marie",14,23,3.836,3.225,92.9,0,7.1,0,2
FINA,130,DIGITAL IMAGERY FOR NONMAJORS,"Williams,Peter James",52,72,3.483,3.325,69.2,23.1,1.9,0,4
FINA,198,INTRO TO PHOTOGRAPHY NON-MAJ,"Claffey,Elizabeth M",90,118,3.563,3.236,64.4,32.2,2.2,1.1,8
FINA,478,HISTORY OF CERAMICS,"Mather,Timothy Wayne",14,15,3.357,3.397,50,35.7,14.3,0,0
FINA,200,DRAWING 1,"Kim,I.K.",14,17,3.929,3.254,92.9,7.1,0,0,0
FINA,200,DRAWING 1,"Spencer,Keith Allyn",6,11,2.667,2.9,66.7,0,0,0,2
FINA,200,DRAWING 1,"Lamb,Corey K",16,17,3.925,3.357,100,0,0,0,0
FINA,200,DRAWING 1,"Raney,Mitchell Dean",12,16,4,3.079,100,0,0,0,1
FINA,220,TEXTILES I,"Ross,Amanda",15,17,3.227,2.877,60,20,13.3,0,1
FINA,220,TEXTILES I,"Carman,Carissa",15,18,3.613,3.081,73.3,26.7,0,0,0
FINA,230,PAINTING 1,"Weintraub,Caleb Harris",17,18,3.559,3.244,70.6,23.5,5.9,0,0
FINA,230,PAINTING 1,"Knodell,Caleb Thomas",16,20,3.75,3.397,75,25,0,0,0
FINA,240,BASIC PRINTMAKING MEDIA,"Batty,Matthew Anthony",8,11,3.513,2.86,62.5,37.5,0,0,1
FINA,240,BASIC PRINTMAKING MEDIA,"Weihing,Emily Joyce",12,19,3.508,2.896,75,16.7,0,8.3,0
FINA,250,GRAPHIC DESIGN I,"Prumm,Adam M",12,21,3.025,2.84,25,50,25,0,3
FINA,250,GRAPHIC DESIGN I,"Dickson,Gary S.",14,18,2.886,2.865,28.6,50,14.3,0,0
FINA,250,GRAPHIC DESIGN I,"Dickson,Gary S.",11,19,3.3,3.161,54.5,18.2,27.3,0,1
FINA,260,CERAMICS 1,"Pennington,Melanie Cooper",8,12,3.425,2.817,87.5,0,0,0,0
FINA,260,CERAMICS 1,"Pennington,Melanie Cooper",8,11,3.825,3.13,75,25,0,0,1
FINA,260,CERAMICS 1,"Baczeski,Kathryn Agnes",8,10,3.913,3.346,87.5,12.5,0,0,0
FINA,260,CERAMICS 1,"Baczeski,Kathryn Agnes",9,9,3.844,3.15,77.8,22.2,0,0,0
FINA,260,CERAMICS 1,"Nicholls,Reid Eban",7,10,3.386,3.251,85.7,0,0,0,2
FINA,260,CERAMICS 1,"Nicholls,Reid Eban",8,11,3.538,3.207,62.5,25,12.5,0,0
FINA,260,CERAMICS 1,"Galli,Stephanie Marie",7,12,3.786,2.899,100,0,0,0,1
FINA,270,SCULPTURE 1,"Greenberg,Katelyn Nicole",13,15,3.308,2.954,76.9,7.7,0,0,0
FINA,270,SCULPTURE 1,"Calway-Fagen,Michael",15,20,3.74,2.855,80,20,0,0,1
FINA,280,METALSMITHING & JWLRY DESIGN I,"Garrison,Kathleen Shea",9,14,3.333,2.939,44.4,44.4,11.1,0,5
FINA,280,METALSMITHING & JWLRY DESIGN I,"Tien,Linda",8,16,3.088,2.67,50,37.5,0,0,1
FINA,291,FUNDAMENTALS OF PHOTOGRAPHY,"Smith,Daniel Alexander",9,13,3.033,3.334,22.2,55.6,22.2,0,0
FINA,291,FUNDAMENTALS OF PHOTOGRAPHY,"Bass,William Gabriel",17,21,3.735,3.092,82.4,17.6,0,0,0
FINA,291,FUNDAMENTALS OF PHOTOGRAPHY,"Given,Michelle Gaybrielle",7,10,3.514,3.382,42.9,57.1,0,0,0
FINA,291,FUNDAMENTALS OF PHOTOGRAPHY,"Given,Michelle Gaybrielle",8,11,3.725,3.39,87.5,12.5,0,0,1
FINA,291,FUNDAMENTALS OF PHOTOGRAPHY,"Burzon,Kelvin",16,26,3.119,2.961,50,18.8,25,0,2
FINA,291,FUNDAMENTALS OF PHOTOGRAPHY,"Moog,Ashley",14,21,3.671,3.523,71.4,28.6,0,0,2
FINA,301,DRAWING 2,"Weintraub,Caleb Harris",8,14,3.088,2.999,50,37.5,0,0,2
FINA,301,DRAWING 2,"Phipps,Gabriel Alexander",9,9,3.789,3.07,88.9,11.1,0,0,0
FINA,321,TEXTILES II,"Halvorson,Suzanne S",9,11,3.822,3.359,88.9,11.1,0,0,0
FINA,331,PAINTING 2,"Kennedy,Tim",7,9,3.714,3.157,71.4,28.6,0,0,1
FINA,331,PAINTING 2,"Mansdorf,Eve",7,10,4,2.839,100,0,0,0,2
FINA,351,TYPOGRAPHY I,"Brown,Paul T.",15,17,3.413,3.187,53.3,46.7,0,0,1
FINA,351,TYPOGRAPHY I,"Wolske,David Michael",13,16,3.777,3.079,84.6,15.4,0,0,2
FINA,352,PRODUCTION GRAPHIC DESIGNER,"Wolske,David Michael",16,19,3.769,3.384,75,25,0,0,1
FINA,352,PRODUCTION GRAPHIC DESIGNER,"Dickson,Gary S.",14,15,3.121,3.338,42.9,35.7,14.3,7.1,1
FINA,361,CERAMICS 2,"Smith,Malcolm Mobutu",16,17,3.781,3.301,87.5,12.5,0,0,1
FINA,361,CERAMICS 2,"Norgaard,Amy Joesephine",14,15,3.807,3.371,78.6,21.4,0,0,0
FINA,371,SCULPTURE 2,"Volwiler-Stanley,Amelia Margaret",9,11,3.844,3.354,77.8,22.2,0,0,1
FINA,381,METALSMITHING & JEWELRY DES II,"Jacquard,Nicole Danielle",9,11,3.567,3.051,66.7,33.3,0,0,1
FINA,392,INTERMEDIATE PHOTOGRAPHY,"Given,Michelle Gaybrielle",10,18,3.41,3.209,60,30,10,0,3
FINA,392,INTERMEDIATE PHOTOGRAPHY,"Beach,Erin Rachel",9,10,3.189,3.199,55.6,22.2,11.1,11.1,0
FINA,403,ANATOMY FOR THE ARTIST,"Kennedy,Tim",9,11,3.867,3.274,100,0,0,0,1
FINA,405,BFA DRAWING,"Newberry,Rita Frances",15,16,3.873,3.363,93.3,6.7,0,0,0
FINA,421,TEXTILES III,"Halvorson,Suzanne S",7,7,3.957,3.604,100,0,0,0,0
FINA,431,PAINTING 3,"Mansdorf,Eve",6,6,4,2.889,100,0,0,0,0
FINA,432,BFA PAINTING,"Newberry,Rita Frances",15,15,3.907,3.363,86.7,13.3,0,0,0
FINA,439,BFA PAINTING SEMINAR,"Newberry,Rita Frances",15,15,3.913,3.363,93.3,6.7,0,0,0
FINA,442,BFA PRINTMAKING,"Templeton,Tracy Lynn",6,6,3.45,3.452,50,50,0,0,0
FINA,444,PRINTMAKING III SILKSCREEN,"Herman,Ellie Marie",6,6,3.833,3.742,83.3,16.7,0,0,0
FINA,451,GRAPHIC DESIGN PROBLEM SOLVING,"El-Shamy,Jehan H.",16,18,3.888,3.35,100,0,0,0,1
FINA,451,GRAPHIC DESIGN PROBLEM SOLVING,"Brown,Paul T.",14,14,3.193,3.29,42.9,50,0,0,0
FINA,452,BFA GRAPHIC DESIGN,"El-Shamy,Jehan H.",7,7,3.486,3.321,57.1,42.9,0,0,0
FINA,471,SCULPTURE 3,"De St. Croix,Blane",6,6,4,3.502,100,0,0,0,0
FINA,471,SCULPTURE 3,"Calway-Fagen,Michael",12,14,3.975,3.68,100,0,0,0,1
FINA,472,BFA SCULPTURE,"Calway-Fagen,Michael",9,10,3.967,3.419,100,0,0,0,1
FINA,479,BFA SCULPTURE SEMINAR,"De St. Croix,Blane",8,8,4,3.411,100,0,0,0,0
FINA,481,METALSMITHING & JWLRY DES III,"Long,Randy J",8,9,3.75,2.794,75,25,0,0,0
FINA,485,BFA METALSMITHING SEMINAR,"Jacquard,Nicole Danielle",6,6,4,3.391,100,0,0,0,0
FINA,492,BFA PHOTOGRAPHY,"Nakagawa,Osamu James",12,12,3.675,3.408,75,25,0,0,0
FINA,493,ADVANCED PHOTOGRAPHY,"Nakagawa,Osamu James",6,6,3.067,2.953,16.7,83.3,0,0,0
FINA,493,ADVANCED PHOTOGRAPHY,"Reynolds,Adam Paul",8,9,3.75,2.991,75,25,0,0,1
FINA,503,ANATOMY FOR THE ARTIST,"Kennedy,Tim",6,7,4,3.949,100,0,0,0,0
FINA,531,GRADUATE PAINTING,"Phipps,Gabriel Alexander",14,14,3.957,3.989,100,0,0,0,0
FINA,531,GRADUATE PAINTING,"Mansdorf,Eve",14,14,4,3.989,100,0,0,0,0
FINA,532,GRADUATE PAINTING SEMINAR,"Phipps,Gabriel Alexander",13,13,4,3.988,100,0,0,0,0
FINA,535,GRADUATE DRAWING SEMINAR,"Phipps,Gabriel Alexander",14,14,3.929,3.989,92.9,7.1,0,0,0
FINA,541,GRADUATE PRINTMAKING,"Templeton,Tracy Lynn",12,12,3.725,3.843,75,25,0,0,0
FINA,545,GRADUATE PRINTMAKING SEMINAR,"Herman,Ellie Marie",8,8,3.675,3.821,75,25,0,0,0
FINA,561,GRADUATE CERAMICS,"Mather,Timothy Wayne",7,8,4,3.936,100,0,0,0,1
FINA,569,MFA CERAMICS SEMINAR,"Boger,Christyl",10,10,4,3.942,100,0,0,0,0
FINA,571,GRADUATE SCULPTURE,"De St. Croix,Blane",6,6,3.95,3.885,100,0,0,0,0
FINA,572,GRADUATE SCULPTURE SEMINAR,"De St. Croix,Blane",6,6,4,3.885,100,0,0,0,0
FINA,582,GRAD SEM JEWELRY DES/SILVRSMTH,"Jacquard,Nicole Danielle",6,6,4,3.995,100,0,0,0,0
FINA,591,GRADUATE PHOTOGRAPHY,"Claffey,Elizabeth M",10,10,3.77,3.836,80,20,0,0,0
FINA,401,SPECIAL TOPICS IN STUDIO ART,"Mandell,Ryan David",6,6,4,3.383,100,0,0,0,0
FINA,790,PHOTOGRAPHY ADV STUDIO PROJECT,"Nakagawa,Osamu James",6,6,4,3.841,100,0,0,0,0
FLLC,100,RESIDENTIAL LEARNING WORKSHOP,"Galuska,John Daniel",13,13,3.746,3.225,84.6,7.7,7.7,0,0
FOLK,151,GLOBAL POP MUSIC,"Reed,Daniel Boyce",63,90,3.213,3.136,63.5,17.5,7.9,4.8,14
FOLK,295,SURVEY OF HIP HOP,"Orejuela,Fernando",166,199,2.966,3.136,29.5,47,19.3,3,11
FOLK,297,POPULAR MUSIC OF BLACK AMERICA,"Cooper,Tyron",17,23,3.112,2.883,29.4,47.1,23.5,0,3
FOLK,345,HIP-HOP MUSIC AND CULTURE,"Orejuela,Fernando",18,26,3.467,3.186,61.1,27.8,11.1,0,1
FOLK,101,INTRODUCTION TO FOLKLORE,"Dobler,Robert T",73,90,3.638,3.366,72.6,20.5,5.5,0,2
FOLK,101,INTRODUCTION TO FOLKLORE,"Barker,Brandon",290,333,3.482,3.292,59.7,33.8,5.2,.7,10
FOLK,111,WORLD MUSIC AND CULTURE,"Jones,Alisha Lola",38,49,2.811,3.078,31.6,39.5,18.4,2.6,2
FOLK,111,WORLD MUSIC AND CULTURE,"Dirksen,Rebecca Hope",220,253,3.298,3.245,58.2,25.9,7.7,6.4,6
FOLK,121,WORLD ARTS AND CULTURES,"Shukla,Pravina",143,165,3.49,3.184,62.2,28.7,7,2.1,6
FOLK,230,MUSIC IN SOCIAL MOVEMENTS,"Tuohy,Sue M.c.",22,35,3.168,2.909,31.8,54.5,13.6,0,3
FOLK,252,FOLKLORE & THE HUMANITIES,"Jones,Alisha Lola",26,38,3.681,3.096,73.1,23.1,3.8,0,2
FOLK,252,FOLKLORE & THE HUMANITIES,"Dobler,Robert T",38,47,3.434,3.064,65.8,23.7,5.3,2.6,1
FOLK,253,FOLKLORE & THE SOCIAL SCIENCES,"Schrempp,Gregory A.",18,21,3.739,3.647,88.9,11.1,0,0,0
FOLK,253,FOLKLORE & THE SOCIAL SCIENCES,"Foster,Michael Dylan",28,34,3.718,3.125,75,25,0,0,1
FOLK,256,THE SUPERNATURAL AND FOLKLORE,"Dobler,Robert T",143,163,3.561,3.152,71.3,23.1,4.2,.7,4
FOLK,305,ASIAN FOLKLORE/FLKLIFE/FLK MUS,"Tuohy,Sue M.c.",14,20,3.307,3.116,42.9,42.9,14.3,0,3
FOLK,315,LATIN AM FOLKLORE/FOLKLIFE/MUS,"Stuempfle,Stephen",25,35,3.168,2.837,40,44,4,12,2
FOLK,356,CHICANO FOLKLORE/FOLKLIFE/MUS,"Martinez-Rivera,Mintzi Auanda",7,16,3.386,3.062,71.4,14.3,0,14.3,0
FOLK,364,CHLDRN'S FOLKLORE/FOLKLIFE/MUS,"Barker,Brandon",27,40,3.604,3.038,66.7,29.6,0,3.7,3
FOLK,401,METHODS AND THEORIES,"Orejuela,Fernando",15,16,3.333,3.256,46.7,40,13.3,0,0
FOLK,404,TPCS IN FOLKLORE/FOLKLIFE/MUS,"Tuohy,Sue M.c.",11,14,3.755,2.975,72.7,27.3,0,0,2
FOLK,420,FORMS OF FOLKLORE/FOLKLIFE/MUS,"Barker,Brandon",12,18,3.4,2.831,75,16.7,0,0,3
FOLK,523,FIELDWORK IN FOLKLORE/ETHNOMUS,"Dirksen,Rebecca Hope",6,6,3.95,3.922,100,0,0,0,0
FOLK,540,MATERIAL CULTURE & FOLKLIFE,"Jackson,Jason Baird",10,11,4,3.965,100,0,0,0,0
FOLK,740,HIST OF IDEAS IN FOLK/ETHNOMUS,"Cashman,Ray",9,9,3.933,3.925,100,0,0,0,0
FOLK,805,LABORATORY IN PUBLIC FOLKLORE,"Kay,Jon",8,8,4,3.961,100,0,0,0,0
FRIT,100,ELEMENTARY FRENCH I,"Misran,Jennifer",12,27,2.175,2.862,25,16.7,33.3,8.3,3
FRIT,100,ELEMENTARY FRENCH I,"Tchatchou Wandji,Marcel",14,21,2.486,2.367,28.6,21.4,35.7,7.1,4
FRIT,100,ELEMENTARY FRENCH I,"Tchatchou Wandji,Marcel",15,25,2.713,2.863,6.7,60,33.3,0,2
FRIT,100,ELEMENTARY FRENCH I,"Ladyga,Jacob Robert",18,26,3.144,3.041,38.9,50,11.1,0,2
FRIT,100,ELEMENTARY FRENCH I,"Ladyga,Jacob Robert",16,24,2.313,2.8,12.5,31.3,37.5,12.5,3
FRIT,100,ELEMENTARY FRENCH I,"Misran,Jennifer",15,26,2.847,2.988,26.7,46.7,13.3,13.3,4
FRIT,100,ELEMENTARY FRENCH I,"Gilbert,Charlene",18,24,3.056,3.131,44.4,38.9,5.6,0,1
FRIT,115,ACCELERATED ELEMENTARY FRENCH,"Root,Jamie Michael",16,20,3.069,3.584,37.5,37.5,25,0,2
FRIT,150,ELEM FRENCH II: LANG & CUL,"Myers,Elizabeth Grace",20,26,2.455,3.173,15,45,20,15,1
FRIT,150,ELEM FRENCH II: LANG & CUL,"Long,Jeffrey Allen",19,25,2.216,3.007,21.1,26.3,21.1,21.1,3
FRIT,150,ELEM FRENCH II: LANG & CUL,"Khabarovskiy,Georgy",17,26,2.906,2.96,29.4,47.1,11.8,11.8,5
FRIT,150,ELEM FRENCH II: LANG & CUL,"Myers,Elizabeth Grace",20,28,2.815,3.077,10,70,10,10,4
FRIT,150,ELEM FRENCH II: LANG & CUL,"Khabarovskiy,Georgy",10,18,1.9,2.756,0,40,30,10,2
FRIT,150,ELEM FRENCH II: LANG & CUL,"Long,Jeffrey Allen",21,24,2.495,2.967,19,38.1,23.8,14.3,1
FRIT,150,ELEM FRENCH II: LANG & CUL,"Rinker,Dylan W.",22,24,2.841,3.262,31.8,45.5,13.6,0,1
FRIT,150,ELEM FRENCH II: LANG & CUL,"Rinker,Dylan W.",18,26,2.694,2.735,22.2,44.4,27.8,0,4
FRIT,200,SEC YR FRENCH I: LANG & CULTR,"Reaves,Alisha J",17,23,1.918,2.691,5.9,41.2,17.6,5.9,2
FRIT,200,SEC YR FRENCH I: LANG & CULTR,"Lindstrom,Noelle",23,25,3.278,3.281,47.8,34.8,17.4,0,1
FRIT,200,SEC YR FRENCH I: LANG & CULTR,"Vredenburgh,Amanda Jane",25,25,3.072,3.155,36,40,24,0,0
FRIT,200,SEC YR FRENCH I: LANG & CULTR,"Kasper-Cushman,Kelly Marie",23,26,2.952,2.916,34.8,39.1,21.7,4.3,0
FRIT,200,SEC YR FRENCH I: LANG & CULTR,"Wagner,David Karl",24,25,2.783,2.976,37.5,29.2,20.8,4.2,0
FRIT,200,SEC YR FRENCH I: LANG & CULTR,"Bastin,Kathryn Rife",22,26,3.105,2.961,40.9,45.5,9.1,4.5,2
FRIT,225,STUDIES IN FRENCH CULTURE,"Bowles,Brett",29,36,3.107,3.245,37.9,48.3,6.9,3.4,1
FRIT,250,SEC YR FRENCH II: LANG/CULTUR,"Frimu,Rodica",18,22,2.633,3.136,16.7,50,22.2,5.6,1
FRIT,250,SEC YR FRENCH II: LANG/CULTUR,"Okamoto-Macphail,Aiko",21,23,2.995,3.296,38.1,33.3,28.6,0,2
FRIT,250,SEC YR FRENCH II: LANG/CULTUR,"Tindira,Jessica Lynn",18,22,3.244,3.246,44.4,44.4,5.6,5.6,1
FRIT,250,SEC YR FRENCH II: LANG/CULTUR,"Cawthon,Christopher Scott",21,25,2.857,3.08,52.4,19,14.3,4.8,2
FRIT,250,SEC YR FRENCH II: LANG/CULTUR,"Okamoto-Macphail,Aiko",21,24,3.267,3.323,47.6,42.9,9.5,0,1
FRIT,250,SEC YR FRENCH II: LANG/CULTUR,"Vernhet,Cyntia",13,15,3.385,3.274,53.8,30.8,15.4,0,2
FRIT,250,SEC YR FRENCH II: LANG/CULTUR,"Vernhet,Cyntia",14,14,3.364,3.252,57.1,28.6,14.3,0,0
FRIT,250,SEC YR FRENCH II: LANG/CULTUR,"Lerme,Loïc Marcel Paul",21,23,2.843,3.218,14.3,57.1,28.6,0,0
FRIT,265,ACCELERATED SECOND-YEAR FRENCH,"Falantin,Flavien Michel Hugo",12,12,3.008,3.054,33.3,50,8.3,8.3,0
FRIT,300,READING & EXPRESSION IN FRENCH,"Bowles,Brett",22,27,3.314,3.503,40.9,45.5,13.6,0,1
FRIT,300,READING & EXPRESSION IN FRENCH,"Bouchard,Vincent",21,26,3.086,3.206,38.1,42.9,14.3,4.8,2
FRIT,300,READING & EXPRESSION IN FRENCH,"Wood,Lucas George",21,23,3.476,3.381,47.6,52.4,0,0,1
FRIT,305,THEATRE ET ESSAI,"Wood,Lucas George",10,11,3.54,3.386,60,40,0,0,0
FRIT,306,ROMAN ET POESIE,"Julien,Eileen",20,21,3.23,3.36,25,70,5,0,1
FRIT,310,TOPICS FRENCH/FRANCOPH CULTURE,"Gray,Margaret E.",7,8,3.529,3.362,57.1,42.9,0,0,1
FRIT,313,ADVANCED GRAMMAR,"Calhoun,Alison B",20,21,3.535,3.557,55,45,0,0,1
FRIT,313,ADVANCED GRAMMAR,"MacPhail,Eric M",10,12,3.22,3.429,30,50,20,0,2
FRIT,313,ADVANCED GRAMMAR,"Rottet,Kevin James",9,10,3.256,3.609,44.4,33.3,22.2,0,0
FRIT,316,CONVERSATIONAL PRACTICE,"Owen,Jill Renee",13,15,3.523,3.401,61.5,38.5,0,0,0
FRIT,316,CONVERSATIONAL PRACTICE,"Hurst,Sarah Kay Smith Buck",14,18,3.393,3.269,64.3,21.4,14.3,0,0
FRIT,316,CONVERSATIONAL PRACTICE,"Uzzell,Renata Christina",13,14,3.585,3.613,53.8,46.2,0,0,0
FRIT,317,FRENCH IN THE BUSINESS WORLD,"Ansart,Guillaume",9,12,3.244,3.072,33.3,44.4,22.2,0,2
FRIT,362,LA FRANCE 1500-1800,"Bjornstad,Hall",17,23,3.676,3.492,76.5,23.5,0,0,0
FRIT,375,THÈMES LITTÉRAIRES & CULTURELS,"MacPhail,Eric M",12,13,3.45,3.433,50,50,0,0,1
FRIT,401,STRUCTURE & DEVEL OF FRENCH,"Rottet,Kevin James",21,22,2.848,3.394,33.3,38.1,19,4.8,1
FRIT,435,ENLIGHTENMENT NARRATIVE,"Ansart,Guillaume",17,18,3.671,3.467,70.6,29.4,0,0,0
FRIT,451,LIT & THE ARTS IN FR STUDIES,"Panaite,Oana",21,22,3.457,3.392,47.6,47.6,4.8,0,0
FRIT,492,READING FRENCH FOR GRAD STDNTS,"Steiner,Devan",15,15,3.953,3.895,93.3,6.7,0,0,0
FRIT,630,STDS 17TH CENTURY FRENCH LIT,"Bjornstad,Hall",6,6,3.95,3.829,100,0,0,0,0
FRIT,650,ETUDES DE LITTERATURE CONTEMP,"Gray,Margaret E.",8,8,3.85,3.838,100,0,0,0,0
FRIT,672,FRENCH DIALECTOLOGY,"Auger,Julie",9,9,3.7,3.83,66.7,33.3,0,0,0
FRIT,100,ELEMENTARY ITALIAN I,"Li,Binyan",10,25,3.8,3.115,80,20,0,0,5
FRIT,100,ELEMENTARY ITALIAN I,"Li,Binyan",17,19,3.535,2.851,70.6,23.5,0,5.9,2
FRIT,100,ELEMENTARY ITALIAN I,"Lacey,Christopher",15,21,3.627,3.203,66.7,33.3,0,0,1
FRIT,100,ELEMENTARY ITALIAN I,"Lacey,Christopher",18,19,3.222,2.817,55.6,16.7,22.2,5.6,0
FRIT,115,ACCELERATED ELEMENTARY ITALIAN,"Serafin,Karolina",15,15,3.307,3.499,53.3,33.3,6.7,0,0
FRIT,150,ELEMENTARY ITALIAN II,"Bagnasco,Marzia",19,21,3.037,3.148,42.1,26.3,26.3,5.3,0
FRIT,150,ELEMENTARY ITALIAN II,"Borgonovi,Rosa",21,27,3.376,3.287,61.9,23.8,14.3,0,1
FRIT,150,ELEMENTARY ITALIAN II,"Cabrini,Leonardo",14,17,3.629,3.279,78.6,14.3,7.1,0,1
FRIT,150,ELEMENTARY ITALIAN II,"Bagnasco,Marzia",21,23,2.952,3.261,28.6,38.1,33.3,0,1
FRIT,150,ELEMENTARY ITALIAN II,"Cabrini,Leonardo",22,24,3.609,3.056,68.2,27.3,4.5,0,1
FRIT,150,ELEMENTARY ITALIAN II,"Montroni,Letizia",22,24,3.555,3.213,59.1,31.8,9.1,0,1
FRIT,150,ELEMENTARY ITALIAN II,"Borgonovi,Rosa",22,23,3.255,3.257,50,31.8,13.6,0,1
FRIT,200,INTERMEDIATE ITALIAN I,"Tripano,Pietro",16,21,2.644,2.941,18.8,31.3,43.8,6.3,3
FRIT,200,INTERMEDIATE ITALIAN I,"Moscardi,Iuri",7,7,2.814,2.684,42.9,28.6,14.3,0,0
FRIT,215,ACCELERATED SECND-YEAR ITALIAN,"Serafin,Karolina",12,13,3.175,3.421,58.3,25,8.3,0,0
FRIT,236,DANTE'S DIVINE COMEDY,"Storey,H. Wayne",15,24,3.42,3.134,60,26.7,6.7,6.7,7
FRIT,250,INTERMEDIATE ITALIAN II,"Moscardi,Iuri",6,8,2.45,3.078,33.3,16.7,16.7,33.3,0
FRIT,250,INTERMEDIATE ITALIAN II,"Vitti,Alicia Maria",22,23,2.814,3.138,36.4,36.4,9.1,18.2,1
FRIT,250,INTERMEDIATE ITALIAN II,"Vitti,Alicia Maria",19,23,2.595,3.033,26.3,26.3,31.6,10.5,3
FRIT,250,INTERMEDIATE ITALIAN II,"Tripano,Pietro",12,25,3.308,3.234,50,33.3,16.7,0,2
FRIT,301,ITALIAN READING & EXPRESSION,"Love,Anna Elizabeth",6,8,3.733,3.281,83.3,16.7,0,0,2
FRIT,307,MASTERPIECES OF ITALIAN LIT 1,"Storey,H. Wayne",10,15,3.14,3.093,50,20,30,0,2
FRIT,311,ITALIAN FILM AND CULTURE,"Vitti,Antonio Carlo",7,12,2.914,3.126,42.9,28.6,14.3,14.3,2
FRIT,455,READINGS IN THE ITALIAN CINEMA,"Vitti,Antonio Carlo",12,16,3.108,3.479,33.3,50,8.3,8.3,2
FRIT,504,RENAISSANCE ITAL LIT & CULTURE,"Scalabrini,Massimo",6,6,3.85,3.902,100,0,0,0,0
FRIT,573,METHODS-ITALIAN LANG TEACHING,"Ryan,Colleen Marie",9,9,4,3.864,100,0,0,0,0
FRIT,605,SEMINAR IN MODERN ITALIAN LIT,"Ciccarelli,Andrea",7,7,3.957,3.83,100,0,0,0,0
FRST,400,SPECIAL TPCS IN FOREIGN STUDY,,13,13,3.638,3.393,61.5,38.5,0,0,0
GEOG,109,WEATHER & CLIMATE,"Matheus,Trevis Jared",87,96,2.756,3.008,29.9,34.5,27.6,2.3,2
GEOG,110,INTRO TO HUMAN GEOGRAPHY,"Betz,Megan Elizabeth",26,36,3.45,3.118,46.2,53.8,0,0,2
GEOG,110,INTRO TO HUMAN GEOGRAPHY,"Johnston,Dan",27,32,2.607,2.922,14.8,37,44.4,3.7,2
