DEPARTMENT,COURSE,COURSE DESCRIPTION,INSTRUCTOR NAME,GPA GRADES,TOTAL GRADES,AVG SECT GPA,AVG STDNT CUM GPA,A%,B%,C%,D%,W
HISP,328,INTRO TO HISPANIC LITERATURE,"Dinverno,Melissa",19,24,3.211,3.217,26.3,68.4,5.3,0,2
HISP,328,INTRO TO HISPANIC LITERATURE,"Mejias-Lopez,Alejandro",23,25,3.27,3.291,43.5,47.8,8.7,0,1
HISP,334,PANORAMAS OF HISPANIC LIT,"Myers,Kathleen",13,13,3.077,3.366,46.2,30.8,7.7,15.4,0
HISP,407,SURVEY OF SPANISH LITERATURE 1,"Giles,Ryan Dennis",15,15,3.28,3.201,26.7,66.7,6.7,0,0
HISP,412,SPANISH AMER: CULTURAL CONTEXT,"Myers,Kathleen",21,25,3.395,3.48,47.6,42.9,9.5,0,0
HISP,413,HISPANIC CULTURE IN THE U.S.,"Guzman,Ricardo Andres",21,24,3.59,3.65,61.9,38.1,0,0,1
HISP,419,MODERN SPANISH PROSE FICTION,"Vila-Belda,Reyes",9,13,3.6,3.312,66.7,33.3,0,0,2
HISP,425,SPANISH PHONETICS,"Willis,Erik",22,24,3.491,3.468,68.2,18.2,13.6,0,1
HISP,427,THE STRUCTURE OF SPANISH,"Matos Amaral,Patricia",21,22,3.386,3.442,52.4,38.1,9.5,0,1
HISP,429,SPANISH SOCLINGUISTICS-PRAGMAT,"Diaz-Campos,Manuel Antonio",21,26,3.5,3.499,57.1,42.9,0,0,2
HISP,430,THE ACQUISITION OF SPANISH,"Gurzynski-Weiss,Laura",19,21,3.4,3.577,57.9,26.3,10.5,5.3,1
HISP,435,LIT CHICANA Y PUERTORRIQUENA,"Guzman,Ricardo Andres",19,22,3.237,3.306,47.4,36.8,15.8,0,2
HISP,504,BIBLIOGRAPHY & METHODS OF RES,"Birkenmaier,Anke",7,7,3.829,3.856,100,0,0,0,0
HISP,508,INTRO TO HISPANIC PRAGMATICS,"Felix-Brasdefer,Cesar",9,10,3.867,3.878,100,0,0,0,0
HISP,515,ACQUISITN OF SPANSH AS 2ND LNG,"Geeslin,Kimberly",12,12,3.917,3.852,91.7,8.3,0,0,0
HISP,517,METH OF TCHNG COLLEGE SPANISH,"Gurzynski-Weiss,Laura",10,10,3.78,3.814,90,10,0,0,0
HISP,528,SPAN LIT 16TH & 17TH CENTURIES,"Wagschal,Steven",7,7,3.486,3.683,57.1,42.9,0,0,0
HISP,538,SPAN LIT 18TH & 19TH CENTURIES,"Illas,Edgar",7,7,3.871,3.78,100,0,0,0,0
HISP,612,TOP LING: VARIATION&LANG CONT,"Diaz-Campos,Manuel Antonio",8,9,3.75,3.828,75,25,0,0,0
HISP,648,TOPICS CONTEMPORARY SPAN LIT,"Dinverno,Melissa",6,7,3.783,3.889,83.3,16.7,0,0,0
HISP,708,SEMINAR IN HISPANIC STUDIES,"Cohn,Deborah",13,15,3.192,3.202,76.9,7.7,0,0,0
HIST,200,ISSUES IN UNITED STATES HIST,"Williams,Jakobi",25,30,3.068,2.953,32,52,12,0,3
HIST,240,THE HISTORY OF BIRTH,"Knott,Sarah",23,26,2.796,2.793,30.4,39.1,26.1,0,1
HIST,348,CIVIL WAR & RECONSTRUCTION,"Andrews,Stephen Douglas",69,78,3.309,3.161,47.8,36.2,14.5,1.4,6
HIST,379,ISSUES IN MODERN U.S. HISTORY,"Linenthal,Edward Tabor",43,61,3.505,3.094,67.4,25.6,2.3,0,5
HIST,379,ISSUES IN MODERN U.S. HISTORY,"Weinberg,Carl R.",26,29,3.046,2.997,30.8,53.8,11.5,3.8,2
HIST,204,MEDIEVAL HEROES,"Shopkow,Leah",77,104,2.481,2.566,19.5,44.2,18.2,5.2,7
HIST,226,MAFIA&OTHER ITALIAN MYSTERIES,"Ipsen,Carl David",329,377,2.847,2.898,19.1,51.7,25.2,1.8,38
HIST,270,INSIDE NAZI GERMANY,"Pergher,Roberta",204,240,2.841,2.92,16.2,60.3,17.2,3.4,21
HIST,315,EUROPEAN ANTI-SEMITISM,"Jikeli,Gunther",18,24,3.472,3.221,55.6,44.4,0,0,4
HIST,351,WSTRN EUROPE-EARLY MIDDLE AGES,"Deliyannis,Deborah M",27,38,3.111,3.064,40.7,33.3,22.2,3.7,5
HIST,354,THE REFORMATION,"Schneider,Robert Alan",33,36,3.391,3.248,57.6,33.3,6.1,3,2
HIST,377,HIST OF GERMANY SINCE 1648 1,"Roos,Julia",14,17,2.879,3.059,35.7,42.9,7.1,0,2
HIST,386,BRITISH SEXUAL HISTORIES,"Allen,Judith Alison",33,35,3.415,3.115,60.6,33.3,0,0,0
HIST,230,"ISRAEL:HISTORY,SOCIETY,CULTURE","Zadoff,Noam",20,22,3.275,3.12,45,45,10,0,0
HIST,377,GRK HST-PERSIAN WARS-ALEXANDER,"Robinson,Eric Wild",53,57,3.111,3.219,39.6,41.5,13.2,5.7,1
HIST,308,EMPIRE OF THE TSARS,"Eklof,Ben",16,19,2.981,3.133,43.8,37.5,6.3,0,2
HIST,320,MODERN UKRAINE,"Kuromiya,Hiroaki",11,14,3.855,3.267,90.9,9.1,0,0,1
HIST,327,"THE HABSBURG EMPIRE, 1780-1918","Hsia,Ke Chin",20,20,3.14,3.221,55,25,10,5,0
HIST,340,AFRICAN POPULAR CULTURE,"Moorman,Marissa J",20,22,3.04,2.926,45,35,10,5,0
HIST,200,ISSUES IN LATIN AMERICAN HIST,"Gould,Jeffrey L.",33,36,3.188,3.145,45.5,39.4,12.1,0,2
HIST,200,ISSUES IN ASIAN HISTORY,"Wang,Fei Hsien",16,18,3.606,3.356,62.5,37.5,0,0,0
HIST,210,FRONTIER CHINA,"Schlesinger,Jonathan",22,29,3.382,3.145,50,40.9,9.1,0,1
HIST,382,CHINA: THE AGE OF GLORY,"Vogt,Paul Nicholas",12,16,3.258,2.915,58.3,33.3,0,0,0
HIST,387,CONTEMPORARY CHINA,"Wang,Fei Hsien",33,40,3.382,2.997,42.4,54.5,0,3,1
HIST,101,THE WORLD IN THE 20TH CENT I,"Guardino,Peter Francis",172,201,3.08,2.973,40.7,41.3,11.6,1.7,12
HIST,103,EUROPE:RENAISSANCE TO NAPOLEON,"Schneider,Robert Alan",64,70,2.869,3.038,25,51.6,15.6,4.7,2
HIST,105,AMERICAN HISTORY I,"Dierks,Konstantin",71,76,3.234,3.08,49.3,39.4,5.6,0,4
HIST,106,AMERICAN HISTORY II,"Guberman,Rachel Meira",68,78,3.518,3.181,79.4,8.8,4.4,1.5,7
HIST,210,BRITAIN'S ROAD TO MODERNITY,"Kriegel,Lara",27,35,3.541,3.346,66.7,29.6,3.7,0,1
HIST,227,AFRICAN CIVILIZATIONS,"Hanson,John Henry",16,16,3.238,2.929,43.8,43.8,12.5,0,0
HIST,239,BLOOD & GUTS-WESTERN MEDICINE,"Maglen,Krista",173,195,3.045,3.027,30.6,48.6,16.2,4,8
HIST,251,JEWSH HIST:BIBLE TO SPAN EXPUL,"Ifft Decker,Sarah",14,16,3.093,3.204,35.7,42.9,14.3,7.1,1
HIST,270,WHAT IS HISTORY?,"McGraw,Jason P.",32,37,3.05,2.931,37.5,46.9,3.1,6.3,3
HIST,270,WHAT IS HISTORY?,"Kenney,Padraic",33,36,2.573,2.878,18.2,45.5,21.2,3,1
HIST,333,EPIDEMICS IN HISTORY,"Maglen,Krista",85,98,3.341,3.037,62.4,24.7,8.2,1.2,6
HIST,601,INTRO TO PROF STUDY OF HISTORY,"McGraw,Jason P.",9,9,4,3.925,100,0,0,0,0
HIST,601,INTRO TO PROF STUDY OF HISTORY,"Caddoo,Cara C",10,10,3.87,3.841,90,10,0,0,0
HIST,620,COLLOQ-MOD WEST EUROPEAN HIST,"Roos,Julia",13,14,3.9,3.879,92.3,7.7,0,0,0
HIST,650,COLLOQUIUM UNITED STATES HIST,"Wu,Ellen Dionne",9,9,3.967,3.954,100,0,0,0,0
HIST,650,COLLOQUIUM UNITED STATES HIST,"Linenthal,Edward Tabor",9,9,3.933,3.913,100,0,0,0,0
HIST,699,COLLOQ IN COMPARATIVE HISTORY,"Knott,Sarah",9,10,3.856,3.937,88.9,11.1,0,0,0
HIST,699,COLLOQ IN COMPARATIVE HISTORY,"James,Danny",8,8,3.8,3.877,87.5,12.5,0,0,0
HIST,765,SEM IN LATIN AMER HIST,"Gould,Jeffrey L.",12,13,3.792,3.816,91.7,8.3,0,0,1
HIST,300,SEMINAR IN HISTORY,"Hsia,Ke Chin",16,20,3.138,2.861,37.5,43.8,12.5,0,2
HIST,300,SEMINAR IN HISTORY,"Zadoff,Mirjam",20,23,3.115,3.002,35,45,15,5,0
HIST,300,SEMINAR IN HISTORY,"Bodnar,John Edward",19,25,3.626,3.214,73.7,26.3,0,0,3
HIST,300,SEMINAR IN HISTORY,"Eklof,Ben",18,20,3.15,3.011,44.4,38.9,11.1,0,0
HIST,300,SEMINAR IN HISTORY,"Grossberg,Michael",17,21,3.1,2.998,52.9,17.6,23.5,0,1
HIST,300,SEMINAR IN HISTORY,"Machado,Pedro A",13,22,3.408,3.164,46.2,46.2,7.7,0,6
HIST,300,SEMINAR IN HISTORY,"Craig,Kalani",14,22,3.193,2.866,50,35.7,7.1,0,5
HIST,301,SEMINAR:  HISTORY FOR TEACHERS,"Gamber,Wendy E.",15,19,3.453,3.199,66.7,20,13.3,0,2
HIST,400,SEMINAR IN HISTORY,"Pergher,Roberta",18,21,3.35,3.324,38.9,55.6,5.6,0,1
HIST,400,SEMINAR IN HISTORY,"Kenney,Padraic",20,23,2.945,3.395,30,45,25,0,1
HIST,400,SEMINAR IN HISTORY,"Shopkow,Leah",16,17,3.056,2.889,25,50,25,0,0
HIST,392,HONORS SEMINAR,"Guardino,Peter Francis",7,7,3.871,3.819,100,0,0,0,0
HIST,203,WORLD WAR I: GLOBAL WAR,"Moyd,Michelle Renee",73,83,3.762,3.155,80.8,17.8,1.4,0,2
HIST,215,NATURAL DISASTERS IN HISTORY,"O'Bryan,Scott Patrick",17,25,2.912,2.983,23.5,47.1,23.5,0,4
HIST,300,ISSUES IN WORLD HISTORY,"Zadoff,Mirjam",19,23,3.379,3.263,57.9,15.8,26.3,0,1
HON,211,IDEAS AND EXPERIENCE I,"Cecil,Richard Thomas",22,26,4,3.757,100,0,0,0,0
HON,211,IDEAS AND EXPERIENCE I,"Terrill,Robert E.",23,24,3.709,3.727,87,8.7,4.3,0,0
HON,211,IDEAS AND EXPERIENCE I,"Cecil,Richard Thomas",22,24,4,3.83,100,0,0,0,0
HON,212,IDEAS AND EXPERIENCE II,"Kunzman,Robert",15,15,3.513,3.697,73.3,20,0,0,0
HON,213,MADNESS AND MELANCHOLY,"Evans,Gareth",20,25,3.7,3.766,85,15,0,0,2
HON,213,MADNESS AND MELANCHOLY,"Evans,Gareth",13,24,3.554,3.656,69.2,30.8,0,0,5
HON,226,INTERDEPARTMENTAL COLLOQUIA,"Anderson,Christopher",18,22,3.772,3.71,88.9,11.1,0,0,0
HON,226,INTERDEPARTMENTAL COLLOQUIA,"Rothstein,Bret",11,12,3.091,3.45,36.4,54.5,0,0,1
HON,228,INTERDEPARTMENTAL COLLOQUIA,"Anderson,Christopher",18,22,3.9,3.771,100,0,0,0,1
HON,232,MEANINGFUL WRITING,"Gubar,Edward",13,16,3.977,3.68,100,0,0,0,1
HON,233,"GRT AUTHORS, COMPSRS,&ARTISTS","Weiner,Marc A.",18,19,3.983,3.83,100,0,0,0,0
HON,233,"GRT AUTHORS, COMPSRS,&ARTISTS","Turk,Johannes",22,25,3.868,3.76,90.9,9.1,0,0,0
HON,233,"GRT AUTHORS, COMPSRS,&ARTISTS","Mickel,Emanuel J.",8,11,3.488,3.492,50,37.5,12.5,0,1
HON,233,"GRT AUTHORS, COMPSRS,&ARTISTS","Lieber,Frederic William",22,26,3.959,3.759,100,0,0,0,0
HON,233,"GRT AUTHORS, COMPSRS,&ARTISTS","Hedin,Raymond W.",22,26,3.777,3.766,81.8,18.2,0,0,0
HON,234,LITERATURE OF TIME AND PLACE,"Gubar,Edward",16,19,3.725,3.594,68.8,31.3,0,0,0
HON,234,LITERATURE OF TIME AND PLACE,"Barwick,Clark",22,22,4,3.822,100,0,0,0,0
HON,234,LITERATURE OF TIME AND PLACE,"Irmscher,Christoph",19,19,3.926,3.938,89.5,10.5,0,0,0
HON,234,LITERATURE OF TIME AND PLACE,"Evans,Gareth",21,22,3.771,3.738,85.7,14.3,0,0,0
HON,236,USE OF FORCE,"Illas,Edgar",21,23,3.762,3.63,90.5,9.5,0,0,1
HON,237,LAW AND SOCIETY,"Gershon,Ilana M.",13,18,3.615,3.772,61.5,38.5,0,0,0
HON,237,LAW AND SOCIETY,"Hoffmann,Joseph L.",28,28,3.989,3.645,100,0,0,0,0
HON,238,POLITICS AND COMMUNICATION,"Bailey-Hughes,Brenda Marie",17,19,3.741,3.6,82.4,11.8,0,5.9,0
HON,238,POLITICS AND COMMUNICATION,"Ciccarelli,Andrea",15,16,4,3.756,100,0,0,0,0
HON,240,SCIENCE AND SOCIETY,"Koertge,Noretta",21,23,3.971,3.754,100,0,0,0,1
HON,241,SCI UNCERTAINTY & DISCOVERY,"Savion,Leah",21,23,3.695,3.727,81,19,0,0,1
HON,243,MACROHISTORY,"Caner,Daniel Folger",6,11,3.45,3.578,50,50,0,0,5
HON,299,HONORS DISCUSSION,"Bradshaw,Heather B",25,25,3.976,3.76,100,0,0,0,0
HON,299,HONORS DISCUSSION,"Glen,Constance Cook",7,8,4,3.859,100,0,0,0,1
HON,299,HONORS DISCUSSION,"Hollinden,Andrew John",7,7,3.571,3.354,85.7,0,0,14.3,0
HON,300,INTERDEPARTMENTAL COLLOQUIUM,"Hayford,Stephen L.",16,17,3.9,3.771,93.8,6.3,0,0,0
HON,303,INTERDEPARTMENTAL COLLOQUIA,"Chaouli,Michel",7,7,3.614,3.765,57.1,42.9,0,0,0
HON,303,INTERDEPARTMENTAL COLLOQUIA,"Sicinski,Lukasz",7,7,4,3.785,100,0,0,0,0
HON,304,INTERDEPARTMENTAL COLLOQUIA,"Zadoff,Mirjam",8,8,3.925,3.758,100,0,0,0,0
HPSC,901,ADVANCED RESEARCH,"Hagar,Amit",6,6,4,3.883,100,0,0,0,0
HPSC,102,SCI REVOLUTIONS: PLATO TO NATO,"Bertoloni Meli,Domenico",34,46,2.75,2.863,32.4,29.4,29.4,2.9,4
HPSC,111,ISSUES IN BIOL-MEDICAL ETHICS,"Arnet,Evan",33,35,3.955,3.317,100,0,0,0,1
HPSC,200,SCIENTIFIC REASONING,"Hagar,Amit",56,64,3.729,3.275,83.9,12.5,3.6,0,0
HPSC,206,WHO'S AFRAID OF RADIATION?,"Cat,Jordi",19,23,3.526,2.736,73.7,15.8,0,10.5,0
HPSC,207,OCCULT IN WESTERN CIVIL,"Newman,William Royall",48,71,2.725,2.937,25,37.5,29.2,4.2,12
HPSC,424,NEUROPSYCHOLOGICAL PATHOGRAPHY,"Capshew,James H.",6,7,3.333,3.061,83.3,0,0,0,0
HPSC,506,SURV OF HIST OF SCI UP TO 1750,"Newman,William Royall",6,6,3.783,3.769,83.3,16.7,0,0,0
HPSC,552,MODERN PHILOSOPHY OF SCIENCE,"Cat,Jordi",8,9,4,3.838,100,0,0,0,0
HPSC,632,HIST OF MED & LIFE SCI,"Gliboff,Sander J.",7,8,3.871,3.858,100,0,0,0,0
HPSC,800,PH D THESIS,"Hagar,Amit",8,8,4,3.931,100,0,0,0,0
HUBI,200,THE INTRICATE HUMAN,"Libby,Andrew",65,75,3.06,3.04,16.9,73.8,7.7,0,1
HUBI,300,HUMAN DILEMMAS,"Mehta,Sapna",52,52,3.131,3.377,40.4,40.4,15.4,1.9,0
HUBI,400,COMPLEX PROBLEMS OF HUMANITY,"Breithaupt,Fritz Alwin",27,29,3.707,3.207,74.1,25.9,0,0,0
HUBI,400,COMPLEX PROBLEMS OF HUMANITY,"Bashey-Visser,Farrah",26,26,3.596,3.381,65.4,34.6,0,0,0
HUBI,200,"THE INTRICATE HUMAN, HONORS","Libby,Andrew",7,7,3.757,3.853,71.4,28.6,0,0,0
HUBI,300,"HUMAN DILEMMAS, HONORS","Mehta,Sapna",7,7,3.814,3.722,85.7,14.3,0,0,0
ILS,115,BOND TO ZOMBIES: EVAL INTEL,"Choksy,Carol E B",22,22,3.973,3.498,100,0,0,0,0
ILS,351,DECEPTION AND COUNTERINTEL,"Choksy,Carol E B",8,10,3.963,3.148,100,0,0,0,0
ILS,399,TOPICS IN ILS,"Francis,Jason Robert",7,9,2.857,2.891,42.9,28.6,14.3,0,0
ILS,501,USER SERVICES AND TOOLS,"Backs,Steven Mark",23,25,4,3.851,100,0,0,0,0
ILS,501,USER SERVICES AND TOOLS,"Day,Ronald",17,18,3.929,3.888,100,0,0,0,0
ILS,502,COLLECTION DEVELOPMENT & MGMT,"Minter,Catherine Jane",18,18,3.983,3.91,100,0,0,0,0
ILS,503,REPRESENTATION & ORGANIZATION,"Montoya,Robert D.",28,30,3.693,3.871,85.7,10.7,3.6,0,0
ILS,505,EVALUATION OF RESOURCES & SVCS,"Asher,Andrew",11,12,3.764,3.886,81.8,18.2,0,0,1
ILS,510,INTRO TO INFORMATION STUDIES,"Rosenbaum,Howard S.",23,24,3.778,3.823,87,13,0,0,0
ILS,511,DATABASE DESIGN,"Choksy,Carol E B",27,36,3.793,3.808,92.6,7.4,0,0,1
ILS,511,DATABASE DESIGN,"Ghazinejad,Ali",25,42,3.964,3.646,100,0,0,0,0
ILS,514,SOCIAL ASPECTS OF IT,"Hara,Noriko",10,14,3.97,3.824,100,0,0,0,0
ILS,515,INFORMATION ARCHITECTURE,"Wehner,Kate Messing",30,34,3.877,3.826,86.7,13.3,0,0,0
ILS,516,HUMAN-COMPUTER INTERACTION,"Soe,Younei",30,37,3.857,3.728,90,6.7,3.3,0,0
ILS,532,INFO ARCHITECTURE FOR THE WEB,"Simpson,Grant Leyton",24,35,3.95,3.728,100,0,0,0,0
ILS,532,INFO ARCHITECTURE FOR THE WEB,"Ghazinejad,Ali",25,42,3.916,3.521,100,0,0,0,0
ILS,534,SEARCH,"Liu,Xiaozhong",20,39,3.67,3.667,70,30,0,0,3
ILS,534,SEARCH,"Liu,Xiaozhong",21,47,3.705,3.626,76.2,23.8,0,0,0
ILS,543,COMPUTER-MEDIATED COMMUNICATN,"Bourlai,Elli Eleni",8,12,3.925,3.703,100,0,0,0,0
ILS,544,GENDER AND COMPUTERIZATION,"Bourlai,Elli Eleni",8,9,4,3.763,100,0,0,0,0
ILS,571,MATERIALS FOR YOUTH,"Jones,Christina Ulrich",11,11,3.973,3.903,100,0,0,0,0
ILS,581,ARCHIVES & RECORDS MANAGEMENT,"Bantin,Philip Charles",23,26,3.796,3.552,91.3,8.7,0,0,1
ILS,583,RARE BOOK LIBRARIANSHIP,"Baumann,Rebecca Joann",15,16,3.94,3.926,100,0,0,0,0
ILS,584,MANUSCRIPTS,"Dowell,Erika",12,13,3.95,3.868,100,0,0,0,0
ILS,586,DIGITAL CURATION,"Donaldson,Devan Ray",7,9,3.871,3.845,100,0,0,0,1
ILS,604,TOPICS IN LIBR & INFO SCIENCE,"Soe,Younei",9,11,3.933,3.709,100,0,0,0,0
ILS,604,TOPICS IN LIBR & INFO SCIENCE,"Casey,Michael T",13,13,3.715,3.833,76.9,15.4,7.7,0,0
ILS,639,SOCIAL MEDIA MINING,"Riddell,Allen",20,40,3.925,3.595,100,0,0,0,2
ILS,639,SOCIAL MEDIA MINING,"Malic,Vincent Quirante",39,70,3.985,3.666,100,0,0,0,1
ILS,642,CONTENT ANALYSIS FOR THE WEB,"Herring,Susan Catherine",9,24,3.856,3.821,88.9,11.1,0,0,0
ILS,652,DIGITAL LIBRARIES,"Walsh,John Anthony",17,17,3.847,3.873,88.2,11.8,0,0,0
ILS,672,SEMINR ON LITERATURE FOR YOUTH,"Walsh,John Anthony",9,10,4,3.868,100,0,0,0,0
ILS,680,THE BOOK TO 1450,"Dekydtspotter,Lori Lynn",6,8,4,3.855,100,0,0,0,0
ILS,684,DESCRIPTIVE BIBLIOGRAPHY,"Silver,Joel",9,11,3.967,3.912,100,0,0,0,0
ILS,685,BUILDING DIGITAL REPOSITORIES,"Bantin,Philip Charles",17,18,3.912,3.942,100,0,0,0,0
INFO,101,"INTRO TO INFORMATICS, HONORS","Onesti,Nina Soo",24,24,3.933,3.705,95.8,4.2,0,0,0
INFO,101,INTRODUCTION TO INFORMATICS,"Onesti,Nina Soo",183,213,3.387,2.95,61.7,26.8,7.7,.5,14
INFO,101,INTRODUCTION TO INFORMATICS,"Onesti,Nina Soo",145,157,3.326,2.983,60,28.3,5.5,2.1,5
INFO,101,INTRODUCTION TO INFORMATICS,"Onesti,Nina Soo",189,224,3.425,3.002,72,16.9,6.3,1.1,15
INFO,101,INTRODUCTION TO INFORMATICS,"Onesti,Nina Soo",138,156,3.414,3.009,70.3,17.4,6.5,2.2,5
INFO,201,MATH FOUNDATNS OF INFORMATICS,"Blanco Rodriguez,Saul Antonio",53,68,2.77,2.873,26.4,41.5,24.5,0,6
INFO,201,MATH FOUNDATNS OF INFORMATICS,"Ongwere,Tom",58,62,2.995,2.962,31,51.7,10.3,0,2
INFO,201,MATH FOUNDATNS OF INFORMATICS,"Milojevic,Stasa",56,64,2.92,2.862,26.8,41.1,26.8,5.4,3
INFO,201,MATH FOUNDATNS OF INFORMATICS,"Stark,Roderick B",59,62,2.888,3.049,33.9,37.3,16.9,8.5,0
INFO,201,MATH FOUNDATNS OF INFORMATICS,"Flammini,Alessandro",60,65,3.18,3.044,51.7,23.3,20,3.3,1
INFO,202,SOCIAL INFORMATICS,"Medina,Eden",95,103,2.983,2.875,34.7,44.2,10.5,6.3,3
INFO,202,SOCIAL INFORMATICS,"Terrell,Jennifer Anne",98,102,3.271,3.11,55.1,30.6,7.1,3.1,3
INFO,202,SOCIAL INFORMATICS,"Ensmenger,Nathan",81,86,2.693,2.81,24.7,42,21,7.4,1
INFO,210,INFORMATION INFRASTRUCTURE I,"Duncan,J",58,60,3.238,3.084,58.6,24.1,8.6,1.7,0
INFO,210,INFORMATION INFRASTRUCTURE I,"Lee,Erika Biga",51,55,3.598,3.293,72.5,21.6,3.9,0,0
INFO,210,INFORMATION INFRASTRUCTURE I,"Demarest,Bradford Finch",41,52,3.188,2.929,53.7,29.3,7.3,2.4,1
INFO,210,INFORMATION INFRASTRUCTURE I,"Lee,Erika Biga",43,47,3.514,3.319,69.8,20.9,4.7,2.3,1
INFO,210,INFORMATION INFRASTRUCTURE I,"Stark,Roderick B",26,28,3.258,2.849,53.8,30.8,7.7,3.8,1
INFO,210,INFORMATION INFRASTRUCTURE I,"Pierz,Daniel Matthew",52,57,3.337,2.977,55.8,28.8,11.5,3.8,1
INFO,211,INFORMATION INFRASTRUCTURE II,"Pierz,Daniel Matthew",57,57,3.36,3.147,50.9,31.6,17.5,0,0
INFO,211,INFORMATION INFRASTRUCTURE II,"Pierz,Daniel Matthew",49,52,3.316,3.015,55.1,32.7,6.1,4.1,0
INFO,211,INFORMATION INFRASTRUCTURE II,"Pierz,Daniel Matthew",32,36,3.531,3.038,71.9,21.9,3.1,3.1,2
INFO,211,INFORMATION INFRASTRUCTURE II,"Demarest,Bradford Finch",55,61,3.296,3.119,49.1,34.5,12.7,3.6,1
INFO,211,INFORMATION INFRASTRUCTURE II,"Demarest,Bradford Finch",53,59,3.219,3.044,56.6,18.9,20.8,1.9,2
INFO,222,THE INFORMATION SOCIETY,"Ensmenger,Nathan",107,117,3.097,3.014,38.3,39.3,17.8,.9,3
INFO,230,ANALYTICAL FOUNDTN OF SECURITY,"Seiffert,Kurt A",29,36,2.597,3.052,13.8,44.8,31,6.9,6
INFO,230,ANALYTICAL FOUNDTN OF SECURITY,"Deckard,Gary Martin",35,41,3.291,3.149,54.3,25.7,20,0,5
INFO,231,INTRO:MATH OF CYBERSECURITY,"Wang,Xiaofeng",67,71,3.445,3.052,58.2,35.8,3,0,2
INFO,300,HCI/INTERACTION DESIGN,"Kannabiran,Gopinaath",70,75,3.56,3.162,67.1,30,0,0,3
INFO,300,HCI/INTERACTION DESIGN,"Kannabiran,Gopinaath",95,98,3.737,3.078,84.2,10.5,4.2,0,1
INFO,300,HCI/INTERACTION DESIGN,"Reed-Buechlein,Kayce",76,82,3.221,2.929,47.4,32.9,15.8,0,1
INFO,300,HCI/INTERACTION DESIGN,"Zai,Joanna Lynn",55,64,3.869,3.02,94.5,5.5,0,0,1
INFO,308,INFORMATION REPRESENTATION,"Paul,LJ",53,56,2.894,3.125,22.6,52.8,17,1.9,3
INFO,308,INFORMATION REPRESENTATION,"Richert,Daniel John",31,33,2.919,3.092,25.8,54.8,12.9,3.2,0
INFO,308,INFORMATION REPRESENTATION,"Stark,Roderick B",54,55,3.235,3.029,40.7,48.1,7.4,1.9,0
INFO,308,INFORMATION REPRESENTATION,"Stark,Roderick B",56,57,2.716,2.999,14.3,57.1,19.6,5.4,0
INFO,308,INFORMATION REPRESENTATION,"Richert,Daniel John",32,37,2.938,3.132,28.1,40.6,28.1,3.1,0
INFO,310,MULTIMEDIA ARTS AND TECHNOLOGY,"Kannabiran,Gopinaath",91,99,3.796,3.128,85.7,12.1,0,1.1,1
INFO,330,LEGAL&SOCL INFORMATCS-SECURITY,"Patil,Sameer",27,35,1.952,2.748,14.8,14.8,37,18.5,1
INFO,360,WEB DESIGN,"Lee,Erika Biga",42,50,3.302,3.056,52.4,35.7,7.1,0,1
INFO,368,INTRO TO NETWORK SCIENCE,"Menczer,Filippo",33,48,2.503,3.101,21.2,42.4,21.2,3,1
INFO,390,UNDERGRADUATE INDPT STUDY,"Siek,Katie A.",22,23,3.855,3.227,90.9,9.1,0,0,1
INFO,391,INTERN INFO PROFESSIONAL PRACT,"Hottell,Matthew",79,81,3.894,3.442,92.4,7.6,0,0,1
INFO,400,TOPICS IN INFORMATICS,"Francisco,Matthew",32,35,3.947,3.367,93.8,6.3,0,0,1
INFO,400,TOPICS IN INFORMATICS,"Francisco,Matthew",28,32,3.975,3.329,96.4,3.6,0,0,0
INFO,400,TOPICS IN INFORMATICS,"Wild,David John",23,26,3.904,3.159,95.7,4.3,0,0,0
INFO,400,TOPICS IN INFORMATICS,"Chabin,Michael S",21,34,2.929,3.112,28.6,47.6,9.5,9.5,3
INFO,400,TOPICS IN INFORMATICS,"Chabin,Michael S",31,35,3.49,3.248,64.5,25.8,3.2,3.2,0
INFO,400,TOPICS IN INFORMATICS,"Clawson,James",25,28,3.052,3.333,32,40,28,0,2
INFO,400,TOPICS IN INFORMATICS,"Bollen,Johan L.",23,28,3.096,3.226,39.1,47.8,8.7,0,3
INFO,400,TOPICS IN INFORMATICS,"Brown,Travis Jason",27,30,3.352,3.24,51.9,37,11.1,0,1
INFO,400,TOPICS IN INFORMATICS,"Connelly,Katherine Hane",8,16,3.788,3.027,75,25,0,0,4
INFO,400,TOPICS IN INFORMATICS,"Duncan,J",27,32,3.196,3.212,63,22.2,3.7,3.7,1
INFO,400,TOPICS IN INFORMATICS,"Brown,Travis Jason",9,10,3.744,3.384,77.8,22.2,0,0,0
INFO,407,INTRO TO HEALTH INFORMATICS,"Connelly,Katherine Hane",44,56,3.389,3.199,52.3,43.2,4.5,0,4
INFO,422,DATA VISUALIZATION,"Ahn,Yong Yeol",19,31,3.295,3.073,47.4,47.4,5.3,0,3
INFO,423,BIG DATA APPLS & ANALYTICS,"Von Laszewski,Gregor",9,16,3.556,3.265,88.9,0,0,0,2
INFO,427,SEARCH INFORMATICS,"Demarest,Bradford Finch",42,61,3.488,3.17,69,21.4,4.8,2.4,4
INFO,430,SECURITY FOR NETWORKED SYSTEMS,"Kapadia,Apu Chandrasen",27,28,3.185,3.339,29.6,59.3,11.1,0,0
