DEPARTMENT,COURSE,COURSE DESCRIPTION,INSTRUCTOR NAME,GPA GRADES,TOTAL GRADES,AVG SECT GPA,AVG STDNT CUM GPA,A%,B%,C%,D%,W,WX,I,R
SPH,111,BASKETBALL,"Scott,Kiara",30,36,3.97,3.347,100,0,0,0,1,5,0,0
SPH,111,BASKETBALL,"Wisla,Kevin Christopher",24,32,3.875,2.879,87.5,12.5,0,0,6,2,0,0
SPH,111,BASKETBALL,"Wisla,Kevin Christopher",29,31,3.952,3.303,93.1,6.9,0,0,1,1,0,0
SPH,113,BILLIARDS,"Beasley,John Paul",20,21,3.655,3.369,70,30,0,0,0,1,0,0
SPH,113,BILLIARDS,"Pierle,Jacob T",20,21,3.985,3.346,100,0,0,0,0,1,0,0
SPH,113,BILLIARDS,"Beasley,John Paul",17,24,3.094,2.817,41.2,35.3,17.6,0,3,4,0,0
SPH,113,BILLIARDS,"Beasley,John Paul",18,21,3.267,3.215,50,44.4,0,0,2,1,0,0
SPH,113,BILLIARDS,"Welty,Arlo Emory",16,21,3.688,3.297,68.8,31.3,0,0,3,1,0,0
SPH,113,BILLIARDS,"Cheeseman,Dan Leroy",18,24,3.767,3.019,88.9,5.6,5.6,0,2,4,0,0
SPH,113,BILLIARDS,"Cheeseman,Dan Leroy",18,23,3.928,3.295,94.4,5.6,0,0,2,3,0,0
SPH,113,BILLIARDS,"Welty,Arlo Emory",20,20,3.915,3.34,90,10,0,0,0,0,0,0
SPH,113,BILLIARDS,"Beasley,John Paul",19,25,3.426,3.036,57.9,31.6,10.5,0,0,5,0,0
SPH,113,BILLIARDS,"Pierle,Jacob T",20,22,3.985,3.478,100,0,0,0,0,2,0,0
SPH,117,BOWLING,"Chamness,Jeffrey J.",34,42,3.882,3.353,91.2,5.9,2.9,0,1,6,0,0
SPH,117,BOWLING,"Chamness,Jeffrey J.",35,41,3.686,3.042,77.1,14.3,8.6,0,1,5,0,0
SPH,117,BOWLING,"Chamness,Jeffrey J.",35,39,3.714,3.211,91.4,0,2.9,0,1,3,0,0
SPH,117,BOWLING,"Chamness,Jeffrey J.",30,42,3.733,3.154,83.3,13.3,0,0,4,6,0,0
SPH,117,BOWLING,"Stephan,Ric",35,39,3.714,3.131,71.4,28.6,0,0,1,3,0,0
SPH,117,BOWLING,"Stephan,Ric",36,41,3.733,3.061,69.4,27.8,2.8,0,0,5,0,0
SPH,117,BOWLING,"Stephan,Ric",31,46,3.545,3.107,74.2,16.1,3.2,0,3,12,0,0
SPH,117,BOWLING,"Stephan,Ric",35,43,3.863,2.977,82.9,17.1,0,0,1,7,0,0
SPH,117,BOWLING,"Stephan,Ric",36,37,3.842,3.052,86.1,11.1,2.8,0,0,1,0,0
SPH,117,BOWLING,"Stephan,Ric",35,39,3.657,2.953,82.9,11.4,0,0,1,3,0,0
SPH,117,BOWLING,"Chamness,Jeffrey J.",34,39,3.471,3.237,76.5,11.8,0,5.9,2,3,0,0
SPH,119,PERSONAL FITNESS,"Fry,Andy",35,40,3.431,3.116,74.3,11.4,5.7,2.9,0,5,0,0
SPH,119,PERSONAL FITNESS,"Famiglietti,Jamie",60,72,3.622,3.151,78.3,15,3.3,1.7,3,9,0,0
SPH,119,PERSONAL FITNESS,"Famiglietti,Jamie",35,42,3.383,2.911,65.7,20,8.6,0,4,3,0,0
SPH,119,PERSONAL FITNESS,"Simmons,Gregory Matthew",68,74,3.612,3.197,75,20.6,0,2.9,1,4,1,0
SPH,127,FENCING,"Johnson,Mak A",9,17,3.367,2.75,77.8,0,11.1,0,3,5,0,0
SPH,127,FENCING,"Johnson,Mak A",7,7,4,3.304,100,0,0,0,0,0,0,0
SPH,127,FENCING,"Johnson,Mak A",9,11,4,3.41,100,0,0,0,0,2,0,0
SPH,127,FENCING,"Kelly,Patrick Charles",11,16,4,3.338,100,0,0,0,1,4,0,0
SPH,127,FENCING,"Johnson,Mak A",6,8,3.333,3.133,83.3,0,0,0,1,1,0,0
SPH,134,MIDDLE EASTERN DANCE,"Barbrick,Donna M",17,21,3.888,3.454,94.1,5.9,0,0,2,2,0,0
SPH,134,MIDDLE EASTERN DANCE,"Barbrick,Donna M",10,14,4,3.377,100,0,0,0,2,2,0,0
SPH,140,BEGINNING BRAZILIAN JU-JITSU,"Lucas,Gregory Earl",23,27,3.974,2.95,100,0,0,0,2,2,0,0
SPH,140,BEGINNING BRAZILIAN JU-JITSU,"Elder,Carl Robert",19,26,3.884,3.16,94.7,5.3,0,0,5,2,0,0
SPH,140,BEGINNING BRAZILIAN JU-JITSU,"Lucas,Gregory Earl",30,35,3.957,3.098,96.7,3.3,0,0,2,2,1,0
SPH,140,BEGINNING BRAZILIAN JU-JITSU,"Elder,Carl Robert",23,31,3.957,3.137,95.7,4.3,0,0,4,4,0,0
SPH,143,MODERN ARNIS,"Gearheart,Jason Thomas",8,11,4,3.422,100,0,0,0,1,1,1,0
SPH,145,INTRO TO THE MARTIAL ARTS,"Rector,Adam James",18,20,3.728,2.945,94.4,0,0,0,0,2,0,0
SPH,146,JEET KUNE DO CONCEPTS,"Durisen,Michael Vincent Mecca",7,8,4,3.181,100,0,0,0,1,0,0,0
SPH,146,JEET KUNE DO CONCEPTS,"Kelly,Patrick Charles",6,8,4,3.422,100,0,0,0,0,2,0,0
SPH,147,HAPKIDO,"Kelly,Patrick Charles",24,30,3.938,3.201,100,0,0,0,3,3,0,0
SPH,148,T'AI CHI CH'UAN,"Liu,Yang",15,19,4,3.516,100,0,0,0,2,2,0,0
SPH,149,JUDO,"Razzano,Dax Alexander",9,18,3.389,2.988,55.6,44.4,0,0,1,4,4,0
SPH,149,JUDO,"Razzano,Dax Alexander",7,13,3.871,3.092,100,0,0,0,1,5,0,0
SPH,150,TAE KWON DO,"Kelly,Patrick Charles",18,31,3.672,2.92,72.2,27.8,0,0,2,10,1,0
SPH,151,SELF DEFENSE,"Durisen,Michael Vincent Mecca",19,28,3.737,2.938,84.2,5.3,10.5,0,4,5,0,0
SPH,151,SELF DEFENSE,"Durisen,Michael Vincent Mecca",12,14,4,3.191,100,0,0,0,1,1,0,0
SPH,151,SELF DEFENSE,"Rector,Adam James",15,19,4,3.333,100,0,0,0,0,3,0,0
SPH,151,SELF DEFENSE,"Luiselli,Claudio Sainz",31,41,3.861,3.21,93.5,3.2,0,3.2,3,6,1,0
SPH,151,SELF DEFENSE,"Rector,Adam James",29,36,4,3.263,100,0,0,0,3,3,0,0
SPH,151,SELF DEFENSE,"Sieg,Brandon Lee",19,26,3.489,3.046,52.6,42.1,5.3,0,2,5,0,0
SPH,151,SELF DEFENSE,"Miller,Todd Andrew",20,23,3.855,3.394,90,10,0,0,1,2,0,0
SPH,151,SELF DEFENSE,"Miller,Todd Andrew",15,22,3.547,3.213,86.7,6.7,0,0,2,5,0,0
SPH,152,JAPANESE JU-JITSU,"Bruner,John Tyler",7,8,4,3.091,100,0,0,0,0,1,0,0
SPH,153,AIKIDO,"Haskell,Guy H",10,11,4,3.384,100,0,0,0,0,1,0,0
SPH,157,ESCRIMA,"Watson,Jacqueline Francis",10,12,4,3.494,100,0,0,0,1,1,0,0
SPH,159,RACQUETBALL,"Wilhite,Daniel Preston",13,22,4,3.065,100,0,0,0,3,6,0,0
SPH,159,RACQUETBALL,"Pierle,Jacob T",15,25,4,3.101,100,0,0,0,0,9,1,0
SPH,159,RACQUETBALL,"Wilhite,Daniel Preston",18,19,4,3.345,100,0,0,0,0,1,0,0
SPH,159,RACQUETBALL,"Bielko,Sylvanna Lauren",15,20,3.98,3.376,100,0,0,0,1,3,0,0
SPH,159,RACQUETBALL,"Wilhite,Daniel Preston",18,19,4,3.671,100,0,0,0,0,1,0,0
SPH,159,RACQUETBALL,"Bielko,Sylvanna Lauren",17,24,3.982,3.399,100,0,0,0,1,6,0,0
SPH,181,TENNIS,"Stewart,Kallim Jamal",13,23,4,3.248,100,0,0,0,2,8,0,0
SPH,181,TENNIS,"Stewart,Kallim Jamal",14,22,4,3.605,100,0,0,0,0,6,0,0
SPH,185,VOLLEYBALL,"Kang,Sangguk",38,44,3.992,3.271,100,0,0,0,1,5,0,0
SPH,185,VOLLEYBALL,"Kang,Sangguk",40,46,4,3.388,100,0,0,0,0,6,0,0
SPH,190,YOGA I,"Taylor,Shelley Lynne",31,40,3.903,3.363,93.5,3.2,3.2,0,4,5,0,0
SPH,190,YOGA I,"Cheeseman,Dan Leroy",35,50,3.983,3.371,100,0,0,0,1,14,0,0
SPH,190,YOGA I,"Gleckler,Wendy",34,43,3.824,3.468,91.2,5.9,0,0,1,8,0,0
SPH,190,YOGA I,"Cheeseman,Dan Leroy",35,43,3.811,3.411,91.4,5.7,0,0,3,5,0,0
SPH,190,YOGA I,"Cheeseman,Dan Leroy",35,41,3.974,3.352,100,0,0,0,0,6,0,0
SPH,190,YOGA I,"Cheeseman,Dan Leroy",35,46,4,3.388,100,0,0,0,1,10,0,0
SPH,190,YOGA I,"Walbridge,Sara",37,43,4,3.491,100,0,0,0,1,5,0,0
SPH,190,YOGA I,"Taylor,Shelley Lynne",32,49,3.959,3.401,96.9,3.1,0,0,2,15,0,0
SPH,190,YOGA I,"Gleckler,Wendy",33,40,3.909,3.39,90.9,9.1,0,0,1,6,0,0
SPH,190,YOGA I,"Barbrick,Donna M",32,49,3.866,3.418,96.9,0,0,0,2,14,1,0
SPH,190,YOGA I,"Gleckler,Wendy",29,39,3.655,3.328,75.9,20.7,0,0,1,9,0,0
SPH,190,YOGA I,"Taylor,Shelley Lynne",32,41,3.969,3.49,96.9,3.1,0,0,3,6,0,0
SPH,209,BALLROOM & SOCIAL DANCE II,"Coniaris,Mary Kay",36,42,3.983,3.328,100,0,0,0,2,4,0,0
SPH,211,ADVANCED BASKETBALL,"Hill,Vincent",25,27,4,3.028,100,0,0,0,1,1,0,0
SPH,211,ADVANCED BASKETBALL,"Scott,Kiara",19,24,3.895,2.913,89.5,10.5,0,0,0,5,0,0
SPH,227,INTERMEDIATE FENCING,"Johnson,Mak A",8,10,3.838,2.864,87.5,12.5,0,0,1,1,0,0
SPH,240,INTERMED BRAZILIAN JU-JITSU,"Lucas,Gregory Earl",25,31,4,3.041,100,0,0,0,4,2,0,0
SPH,246,INTERMED JEET KUNE DO CONCEPTS,"Welty,Arlo Emory",11,12,4,3.27,100,0,0,0,1,0,0,0
SPH,247,INTERMEDIATE HAPKIDO,"Miller,Todd Andrew",6,7,3.85,3.771,100,0,0,0,1,0,0,0
SPH,249,JUDO-INTERMEDIATE,"Razzano,Dax Alexander",8,9,3.875,3.374,87.5,12.5,0,0,0,1,0,0
SPH,268,SWIMMING-INTERMEDIATE,"Rogers,Daniel Clive",12,15,3.917,3.181,91.7,8.3,0,0,1,2,0,0
SPH,270,INTRO TO SCIENTIFIC SCUBA,"Beeker,Charles Dean",30,34,3.85,3.267,90,10,0,0,1,3,0,0
SPH,270,INTRO TO SCIENTIFIC SCUBA,"Beeker,Charles Dean",28,35,3.729,3.2,85.7,10.7,0,0,1,6,0,0
SPH,272,SCUBA KNOWLEDGE DEVELOPMENT,"Maus,Matthew James",17,18,4,3.415,100,0,0,0,0,1,0,0
SPH,290,YOGA II,"Watson,Jacqueline Francis",24,30,3.833,3.285,95.8,0,0,0,1,5,0,0
SPH,290,YOGA II,"Gleckler,Wendy",25,36,3.84,3.479,88,8,4,0,3,8,0,0
SPH,290,YOGA II,"Durisen,Michael Vincent Mecca",14,33,3.429,3.049,64.3,21.4,7.1,7.1,3,16,0,0
SPH,340,ADVANCED BRAZILIAN JU-JITSU,"Lucas,Gregory Earl",7,9,4,3.344,100,0,0,0,1,1,0,0
SPH,371,ADVANCED SCUBA,"Haskell,Samuel Israel",27,31,3.811,3.203,88.9,11.1,0,0,2,2,0,0
SPH,471,UNDERWATER ARCHAEOLOGY TECHNQS,"Beeker,Charles Dean",11,13,3.918,3.357,100,0,0,0,1,1,0,0
SPH,140,FOUND & PRINC OF PHYSICAL EDUC,"Chapin,G Keith",6,7,3.717,3.06,66.7,33.3,0,0,0,1,0,0
SPH,141,FUNDAMENTALS OF HUMAN MOVEMENT,"Huntoon,Ann Marie",6,8,3.45,3.06,83.3,0,0,16.7,0,2,0,0
SPH,150,INTRO TO KINE AND PH,"Mooradian,Elizabeth Anne",131,140,3.187,2.977,36.6,49.6,10.7,3.1,4,4,1,0
SPH,150,INTRO TO KINE AND PH,"Mooradian,Elizabeth Anne",78,87,2.982,2.976,34.6,47.4,9,2.6,2,7,0,0
SPH,150,INTRO TO KINE AND PH,"Riggins,Lauralyn",95,110,3.376,3.005,62.1,27.4,6.3,1.1,3,12,0,0
SPH,200,MICROCOMPUTER APPL KINESIOLOGY,"Lion,Margaret Melanie",24,26,3.504,3.322,79.2,8.3,4.2,4.2,0,1,1,0
SPH,200,MICROCOMPUTER APPL KINESIOLOGY,"Lion,Margaret Melanie",20,20,3.8,3.384,80,20,0,0,0,0,0,0
SPH,200,MICROCOMPUTER APPL KINESIOLOGY,"Lion,Margaret Melanie",25,26,3.612,3.102,68,24,8,0,0,1,0,0
SPH,200,MICROCOMPUTER APPL KINESIOLOGY,"Lion,Margaret Melanie",24,25,3.958,3.172,95.8,4.2,0,0,1,0,0,0
SPH,200,MICROCOMPUTER APPL KINESIOLOGY,"Furman Jr,Lowell B",22,25,3.359,3.014,54.5,22.7,22.7,0,0,2,1,0
SPH,205,STRUCTURAL KINESIOLOGY,"Madsen,Leif Philip",43,45,2.8,3.007,39.5,25.6,20.9,4.7,1,1,0,0
SPH,216,FOUND PHYSICAL ACTIVITY & PUBL,"Ryder,Rachel Alice",43,45,3.142,2.91,37.2,53.5,7,0,1,0,1,0
SPH,217,GROUP PA/EX INSTRUCTION,"Kennedy-Armbruster,Carol",14,15,3.471,3.043,42.9,57.1,0,0,0,0,1,0
SPH,218,IND PHYS ACTIVITY/EXER INSTR,"Guerra,Richard",20,20,3.8,3.077,85,10,5,0,0,0,0,0
SPH,280,BASIC PREV&CARE OF ATHL INJ,"McPherson,Alyssa Marie",32,34,3.338,2.925,50,40.6,6.3,3.1,1,1,0,0
SPH,280,BASIC PREV&CARE OF ATHL INJ,"Wilkinson,Jennifer Anne",42,44,3.107,2.772,40.5,40.5,11.9,7.1,0,2,0,0
SPH,290,MOVMT EXP PRESCH & ELEM CHLD,"Huntoon,Ann Marie",28,28,3.918,3.419,96.4,0,3.6,0,0,0,0,0
SPH,290,MOVMT EXP PRESCH & ELEM CHLD,"Mc Kinney,Judith Mae Earnshaw",29,31,3.783,3.47,79.3,20.7,0,0,1,1,0,0
SPH,314,INTERM MTHDS IN TEACHG PHYS ED,"Huntoon,Ann Marie",9,9,3.378,3.232,44.4,55.6,0,0,0,0,0,0
SPH,316,THEORIES OF ADV CONDITIONING,"Singleton,Braden Tilly",14,16,3.314,2.99,57.1,35.7,0,0,1,1,0,0
SPH,317,THEORY&PRAC:RESISTNCE TRAINING,"Simmons,Gregory Matthew",19,22,3.179,2.999,42.1,47.4,5.3,0,1,2,0,0
SPH,323,TCHG INDIVIDUAL/DUAL ACTVTIES,"Chapin,G Keith",7,7,3.957,3.392,100,0,0,0,0,0,0,0
SPH,385,PRACTICUM IN ADAPTED PHYS EDUC,"Huntoon,Ann Marie",7,7,4,3.38,100,0,0,0,0,0,0,0
SPH,391,BIOMECHANICS,"Moscicki,Brian Michael",136,144,2.613,3.206,16.9,35.3,39,8.1,4,4,0,0
SPH,398,ADAPTED PHYSICAL EDUCATION,"Huntoon,Ann Marie",29,36,2.831,3.027,13.8,62.1,20.7,3.4,2,5,0,0
SPH,405,EXERCISE AND SPORT PSYCHOLOGY,"Raglin,John S.",185,194,3.148,3.133,37.3,45.4,16.2,0,6,3,0,0
SPH,409,BASIC PHYSIOLOGY OF EXERCISE,"Chapman,Robert",138,142,3.132,3.157,37,44.9,14.5,2.9,2,2,0,0
SPH,412,EXERCISE IN HEALTH AND DISEASE,"Riggins,Lauralyn",50,65,3.72,3.258,74,24,2,0,2,12,0,0
SPH,416,PA/FITNESS ADMINISTRATION,"Kennedy-Armbruster,Carol",22,22,3.568,3.177,68.2,27.3,4.5,0,0,0,0,0
SPH,420,EXERCISE LEADERSHIP&PROG DESGN,"Ryder,Rachel Alice",35,36,3.406,3.126,54.3,40,2.9,2.9,0,0,1,0
SPH,435,PHILOSOPHICL FOUNDATNS COACHNG,"Nussbaum,Matthew Paul",19,20,3.742,3.136,84.2,10.5,5.3,0,0,1,0,0
SPH,450,SPECIAL TOPICS IN KINESIOLOGY,"Moscicki,Brian Michael",12,15,3.192,2.949,41.7,33.3,25,0,0,2,0,0
SPH,450,SPECIAL TOPICS IN KINESIOLOGY,"Mc Kinney,Thomas David",15,16,3.593,3.143,73.3,26.7,0,0,0,1,0,0
SPH,452,MOTOR LEARNING,"Shea,John B.",136,140,3.676,3.264,75.7,17.6,5.1,.7,2,2,0,0
SPH,472,PROFESSIONAL DIVER DEVELOPMENT,"Kessler,Robert G.",17,18,3.982,3.397,100,0,0,0,0,1,0,0
SPH,492,RESEARCH IN KINESIOLOGY,"Beeker,Charles Dean",7,7,4,3.341,100,0,0,0,0,0,0,0
SPH,524,EX & PHYS ACT PEOPLE DISABILIT,"Mooradian,Elizabeth Anne",13,15,3.677,3.839,76.9,23.1,0,0,1,1,0,0
SPH,533,ADV THEORIES HIGH LEV PERFORM,"Moscicki,Brian Michael",6,6,4,3.817,100,0,0,0,0,0,0,0
SPH,550,SPEC TOP IN KINES (TITLE),"McNary,Erin Leigh",7,7,3.857,3.88,85.7,14.3,0,0,0,0,0,0
SPH,556,PHYS ACTIVITY ASSESSMENT IN PH,"Johnston,Jeanne Deborah",14,14,4,3.855,100,0,0,0,0,0,0,0
SPH,638,BIOCHEM ADAPTIONS TO EXERCISE,"Mickleborough,Timothy Derek",10,11,3.7,3.743,70,30,0,0,0,0,1,0
SPH,639,LAB TECH FOR EXERCISE BIOCHEM,"Mickleborough,Timothy Derek",10,10,3.97,3.718,100,0,0,0,0,0,0,0
SPH,102,PARTICIPANT LEADERSHIP DVLPMNT,"Getz,Deborah A",35,39,3.869,3.093,97.1,2.9,0,0,2,2,0,0
SPH,211,INTRO TO SPORT MANAGEMENT,"McNary,Erin Leigh",238,263,2.692,2.886,11.8,57.6,23.5,3.4,10,14,1,0
SPH,304,SPORT INDUSTRY STUDIES,"Cattani,Kevin Philip",66,75,3.648,3.174,78.8,16.7,3,0,4,5,0,0
SPH,304,SPORT INDUSTRY STUDIES,"Zeller,Luke",28,31,3.318,3.039,50,39.3,10.7,0,2,1,0,0
SPH,304,SPORT INDUSTRY STUDIES,"Cattani,Kevin Philip",37,45,3.646,2.991,81.1,13.5,2.7,0,3,5,0,0
SPH,318,MANAGING THE SPORT ENTERPRISE,"Coble,Cassandra",89,108,3.075,3.025,31.5,53.9,10.1,0,11,8,0,0
SPH,333,SPORT IN AMER: HIST PERSPECTV,"Hanks II,Lawrence Julius",76,90,3.146,2.815,32.9,48.7,17.1,0,3,11,0,0
SPH,382,SPORT IN AMERICAN SOCIETY,"Sailes,Gary A.",248,261,3.363,3.006,56.5,30.6,10.9,2,4,9,0,0
SPH,404,SPORT MANAGEMENT COLLOQUIUM,"Hoagland,Nicholas John",70,83,3.853,3.002,91.4,7.1,1.4,0,3,10,0,0
SPH,404,SPORT MANAGEMENT COLLOQUIUM,"Coble,Cassandra",74,86,2.789,2.992,14.9,51.4,29.7,2.7,4,8,0,0
SPH,411,LEGAL ISSUES IN SPORT SETTINGS,"Tidemann,Jared Colin",150,158,2.917,2.997,24,48,24,3.3,1,7,0,0
SPH,415,SPORT PROMOTIONS & PUBL RELNS,"Campbell,Jonathan David",164,172,3.533,3.11,68.3,24.4,7.3,0,0,8,0,0
SPH,415,SPORT PROMOTIONS & PUBL RELNS,"Lee,Ju Young",40,44,3.165,2.883,45,37.5,12.5,5,1,3,0,0
SPH,418,SPORT MARKETING,"Williams,Antonio Sentel",105,114,3.342,3.121,43.8,50.5,4.8,0,2,7,0,0
SPH,423,FINANCIAL PRINCIPLES IN SPORT,"Willett,Michael",47,50,3.298,3.091,44.7,46.8,8.5,0,0,3,0,0
SPH,423,FINANCIAL PRINCIPLES IN SPORT,"Willett,Michael",67,69,3.188,2.986,32.8,55.2,10.4,0,0,2,0,0
SPH,426,SALES MANAGEMENT IN SPORT,"Benedek,Jonathan Joseph",34,36,3.494,3.1,55.9,41.2,2.9,0,0,2,0,0
SPH,426,SALES MANAGEMENT IN SPORT,"Benedek,Jonathan Joseph",34,38,3.379,2.998,44.1,47.1,8.8,0,1,3,0,0
SPH,426,SALES MANAGEMENT IN SPORT,"Benedek,Jonathan Joseph",46,47,3.454,2.992,65.2,28.3,2.2,0,0,1,0,0
SPH,428,STRAT MGMT IN SPORT INDUSTRY,"Jones,Charles William",25,27,3.24,3.008,32,60,8,0,0,2,0,0
SPH,428,STRAT MGMT IN SPORT INDUSTRY,"Byon,Kevin",61,63,3.375,3.179,57.4,34.4,6.6,0,0,2,0,0
SPH,513,SPORT & HIGHER EDUCATION,"Sailes,Gary A.",9,11,3.7,3.285,66.7,33.3,0,0,1,1,0,0
SPH,611,NCAA COMPLIANCE,"Fowler,Kristine Renae",9,10,3.744,3.761,77.8,22.2,0,0,0,1,0,0
SPH,220,NUTRITION FOR HEALTH,"Shepherd,Catherine",42,46,3.414,3.08,57.1,35.7,2.4,2.4,1,3,0,0
SPH,220,NUTRITION FOR HEALTH,"Thiagarajah,Krisha",30,47,3.203,3.164,43.3,36.7,20,0,10,6,1,0
SPH,231,HUMAN NUTRITION,"Thiagarajah,Krisha",55,62,2.898,3.222,27.3,41.8,27.3,1.8,2,4,0,0
SPH,231,HUMAN NUTRITION,"Morse,Martha Camille",59,68,3.897,3.312,93.2,6.8,0,0,1,8,0,0
SPH,231,HUMAN NUTRITION,"Morse,Martha Camille",80,88,3.803,3.328,83.8,15,1.3,0,0,8,0,0
SPH,320,FOOD CHEMISTRY,"Fly,Alyce D.",54,56,3.294,3.399,42.6,46.3,9.3,0,1,1,0,0
SPH,322,MANAGEMNT SYSTEMS IN DIETETICS,"Getty,Victoria M",37,39,3.508,3.355,56.8,40.5,2.7,0,0,2,0,0
SPH,325,FOOD CHEMISTRY LABORATORY,"Fly,Alyce D.",20,22,3.895,3.32,85,15,0,0,1,1,0,0
SPH,325,FOOD CHEMISTRY LABORATORY,"Fly,Alyce D.",20,21,3.985,3.395,100,0,0,0,1,0,0,0
SPH,331,LIFE CYCLE NUTRITION,"Getty,Victoria M",60,66,2.863,3.172,30,38.3,25,3.3,4,2,0,0
SPH,350,TOPICAL SEMINAR IN NUTR/DIETCS,"Bomba,Angela Kay",12,13,3.592,3.269,75,16.7,8.3,0,0,1,0,0
SPH,416,NUTRITION COUNSELING & EDUC,"Wiseman,Stacey Marie",32,34,3.847,3.381,90.6,6.3,3.1,0,2,0,0,0
SPH,431,MEDICAL NUTRITION THERAPY,"Saccone,Roberta (Bobbie) H.",52,52,3.425,3.441,51.9,42.3,3.8,1.9,0,0,0,0
SPH,432,ADVANCED NUTRITION II,"Thiagarajah,Krisha",61,62,2.916,3.404,23,44.3,32.8,0,1,0,0,0
SPH,433,MED NUTRITION THERAPY APPLIC,"Morse,Martha Camille",38,38,4,3.412,100,0,0,0,0,0,0,0
SPH,210,"INTRO OUTDOOR REC, PARKS, & HE","Forist,Brian Edward",43,48,3.393,2.937,65.1,18.6,9.3,2.3,1,4,0,0
SPH,279,OUTDOOR ADVENTURE EDUCATION,"Hines,Ryan Kenin",19,24,2.653,2.724,21.1,36.8,31.6,10.5,3,2,0,0
SPH,313,WILDERNESS AND PROTECTED LANDS,"Knapp,Douglas H.",29,34,2.59,2.998,24.1,31,31,10.3,2,3,0,0
SPH,318,OUTDOOR RECREATION CONSORTIUM,"Farmer,James Robert",14,15,3.043,2.998,28.6,57.1,7.1,0,1,0,0,0
SPH,340,INTERPRETATION & TOUR GUIDING,"Forist,Brian Edward",32,33,3.094,3.105,37.5,37.5,21.9,3.1,1,0,0,0
SPH,341,FIELD TECHNIQUES IN ENVIR EDUC,"Knapp,Douglas H.",14,14,3.786,3.183,78.6,21.4,0,0,0,0,0,0
SPH,360,HUMAN HEALTH NTRL ENVIRONMENTS,"Knackmuhs,Eric Glenn",36,38,3.097,3.133,30.6,47.2,19.4,2.8,1,1,0,0
SPH,309,PUBLIC HEALTH ADMINISTRATION,"Anderson,Kathleen",66,70,3.495,3.102,63.6,28.8,6.1,1.5,3,1,0,0
SPH,510,ORG/ADMN/PUBLIC HLTH PROGRAMS,"Cooperman,Erin B",31,33,3.806,3.755,90.3,9.7,0,0,1,1,0,0
SPH,510,ORG/ADMN/PUBLIC HLTH PROGRAMS,"Hunter,Theresa Marie",31,32,3.723,3.682,90.3,3.2,0,3.2,0,1,0,0
SPH,685,PUB HEALTH POLICY & POLITICS,"Macy,Jon T",11,11,3.945,3.818,100,0,0,0,0,0,0,0
SPH,698,MPH CULMIN EXP PUB HLTH ADMIN,"Hendryx,Michael Shawn",12,12,3.633,3.593,83.3,16.7,0,0,0,0,0,0
SPH,381,INTRODUCTION TO BIOSTATISTICS,"Seo,Dong Chul",16,20,2.919,3.196,43.8,31.3,12.5,0,4,0,0,0
SPH,381,INTRODUCTION TO BIOSTATISTICS,"King,David Bryant",21,24,3.419,3.13,71.4,19,0,4.8,3,0,0,0
SPH,501,INTRO TO STATS IN PUBLIC HLTH,"Li,Ming",19,21,3.826,3.755,84.2,15.8,0,0,0,2,0,0
SPH,502,INTERMED STAT IN PUBLIC HEALTH,"Seo,Dong Chul",10,10,3.69,3.734,60,40,0,0,0,0,0,0
SPH,601,EXPERIMENTAL ANALYSIS & DESIGN,"King,David Bryant",10,10,4,3.81,100,0,0,0,0,0,0,0
SPH,603,CATEGORICAL DATA ANALYSIS,"Chen,Zhongxue",13,17,3.769,3.805,84.6,7.7,7.7,0,0,4,0,0
SPH,605,LONGITUDINAL DATA ANALYSIS,"King,David Bryant",7,9,4,3.748,100,0,0,0,0,0,0,0
SPH,101,RESOURCE DEVELPMNT/FUNDRAISING,"Rodriguez,Sarah E.",24,26,3.838,3.252,87.5,12.5,0,0,2,0,0,0
SPH,142,LIVING WELL,"Farmer,Sara Bagby",35,40,3.291,2.87,48.6,37.1,14.3,0,2,3,0,0
SPH,200,FOUND LEISURE & PUBLIC HEALTH,"Forist,Brian Edward",98,111,3.261,2.963,62.2,15.3,14.3,5.1,3,9,1,0
SPH,210,INCLUSION IN RPT,"Piatt,Jennifer Ann",86,93,3.074,3.045,30.2,55.8,9.3,4.7,2,4,1,0
SPH,250,TOPICS IN RPTS,"McClure,Sarah",87,89,3.722,3.133,88.5,5.7,1.1,0,1,1,0,0
SPH,311,MANAGEMENT IN RPT,"Hines,Ryan Kenin",64,69,3.056,2.923,42.2,31.3,23.4,0,2,3,0,0
SPH,311,MANAGEMENT IN RPT,"Knapp,Julia Sesow",58,65,3.321,3.12,44.8,46.6,8.6,0,2,4,1,0
SPH,312,CAREER & INTERNSHIP PREP,"Knapp,Julia Sesow",76,81,3.512,3.172,61.8,30.3,3.9,3.9,1,4,0,0
SPH,314,DATA-BASED DECISION-MAKING,"Chang,Yun",50,55,3.66,3.159,74,24,2,0,0,5,0,0
SPH,314,DATA-BASED DECISION-MAKING,"Omodior,Oghenekaro",41,56,3.293,3.001,53.7,29.3,17.1,0,3,10,2,0
SPH,388,MKTG PRINCPLS FOR LEISURE SER,"Cole,Shu Tian",40,43,2.823,3.193,27.5,45,20,2.5,1,1,1,0
SPH,410,EVENT PLANNING & PROG DEVELOP,"Chen,Ya-Ling",51,57,3.845,3.226,86.3,13.7,0,0,0,6,0,0
SPH,410,EVENT PLANNING & PROG DEVELOP,"Knackmuhs,Eric Glenn",48,54,3.056,2.98,37.5,37.5,20.8,2.1,1,5,0,0
