Enrollment Cnt,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Grade Type Desc,Course Title Nm
2,Mack-Jan Spencer; Mariko Boone,4,Aerospace Studies,1A,Letter Grade,Found Us Air Force
4,Mack-Jan Spencer; Mariko Boone,4,Aerospace Studies,1A,Letter Grade,Found Us Air Force
5,Mack-Jan Spencer; Mariko Boone,3.7,Aerospace Studies,1A,Letter Grade,Found Us Air Force
6,Mack-Jan Spencer; Mariko Boone,3.3,Aerospace Studies,1A,Letter Grade,Found Us Air Force
2,Mack-Jan Spencer; Mariko Boone,3,Aerospace Studies,1A,Letter Grade,Found Us Air Force
3,Mack-Jan Spencer; Mariko Boone,2.7,Aerospace Studies,1A,Letter Grade,Found Us Air Force
1,Mack-Jan Spencer; Mariko Boone,2.3,Aerospace Studies,1A,Letter Grade,Found Us Air Force
1,Mack-Jan Spencer; Mariko Boone,2,Aerospace Studies,1A,Letter Grade,Found Us Air Force
12,Mack-Jan Spencer; Mariko Boone,0,Aerospace Studies,1A,Letter Grade,Found Us Air Force
4,Harold Eggers; Mack-Jan Spencer,4,Aerospace Studies,2A,Letter Grade,Evolut Of Air Power
5,Harold Eggers; Mack-Jan Spencer,4,Aerospace Studies,2A,Letter Grade,Evolut Of Air Power
2,Harold Eggers; Mack-Jan Spencer,3.7,Aerospace Studies,2A,Letter Grade,Evolut Of Air Power
1,Harold Eggers; Mack-Jan Spencer,3.3,Aerospace Studies,2A,Letter Grade,Evolut Of Air Power
1,Harold Eggers; Mack-Jan Spencer,3,Aerospace Studies,2A,Letter Grade,Evolut Of Air Power
1,Harold Eggers; Mack-Jan Spencer,2.7,Aerospace Studies,2A,Letter Grade,Evolut Of Air Power
2,Harold Eggers; Mack-Jan Spencer,2.3,Aerospace Studies,2A,Letter Grade,Evolut Of Air Power
1,Harold Eggers; Mack-Jan Spencer,2,Aerospace Studies,2A,Letter Grade,Evolut Of Air Power
5,Harold Eggers; Mack-Jan Spencer,0,Aerospace Studies,2A,Letter Grade,Evolut Of Air Power
47,Mack-Jan Spencer; Mariko Boone,,Aerospace Studies,100,Non-Letter Grade,Leadership Lab
12,Mack-Jan Spencer; Mariko Boone,,Aerospace Studies,100,Non-Letter Grade,Leadership Lab
1,Mack-Jan Spencer; Mariko Boone,4,Aerospace Studies,135A,Letter Grade,Air Force Studies
3,Mack-Jan Spencer; Mariko Boone,4,Aerospace Studies,135A,Letter Grade,Air Force Studies
2,Mack-Jan Spencer; Mariko Boone,3.7,Aerospace Studies,135A,Letter Grade,Air Force Studies
2,Mack-Jan Spencer; Mariko Boone,3,Aerospace Studies,135A,Letter Grade,Air Force Studies
2,Lia Bascomb; Nailah Suad-Bakari,4,African American Studies,R1A,Letter Grade,Fresh Composition
2,Lia Bascomb; Nailah Suad-Bakari,3.7,African American Studies,R1A,Letter Grade,Fresh Composition
4,Lia Bascomb; Nailah Suad-Bakari,3.3,African American Studies,R1A,Letter Grade,Fresh Composition
3,Lia Bascomb; Nailah Suad-Bakari,3,African American Studies,R1A,Letter Grade,Fresh Composition
2,Lia Bascomb; Nailah Suad-Bakari,2.7,African American Studies,R1A,Letter Grade,Fresh Composition
1,Lia Bascomb; Nailah Suad-Bakari,0,African American Studies,R1A,Letter Grade,Fresh Composition
5,Aparajita Nanda,4,African American Studies,R1B,Letter Grade,Freshmn Composition
5,Aparajita Nanda,3.7,African American Studies,R1B,Letter Grade,Freshmn Composition
7,Aparajita Nanda,3.3,African American Studies,R1B,Letter Grade,Freshmn Composition
3,Aparajita Nanda,3,African American Studies,R1B,Letter Grade,Freshmn Composition
1,Aparajita Nanda,2,African American Studies,R1B,Letter Grade,Freshmn Composition
1,Aparajita Nanda,,African American Studies,R1B,Non-Letter Grade,Freshmn Composition
5,Ronald Williams,4,African American Studies,R1B,Letter Grade,Freshmn Composition
6,Ronald Williams,3.7,African American Studies,R1B,Letter Grade,Freshmn Composition
2,Ronald Williams,3.3,African American Studies,R1B,Letter Grade,Freshmn Composition
4,Ronald Williams,3,African American Studies,R1B,Letter Grade,Freshmn Composition
1,Ronald Williams,2.3,African American Studies,R1B,Letter Grade,Freshmn Composition
1,Ronald Williams,1.7,African American Studies,R1B,Letter Grade,Freshmn Composition
4,G. Ugo Nwokeji,4,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
9,G. Ugo Nwokeji,3.7,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
9,G. Ugo Nwokeji,3.3,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
7,G. Ugo Nwokeji,3,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
7,G. Ugo Nwokeji,2.7,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
5,G. Ugo Nwokeji,2.3,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
5,G. Ugo Nwokeji,1.7,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
3,G. Ugo Nwokeji,1.3,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
1,G. Ugo Nwokeji,1,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
1,G. Ugo Nwokeji,0.7,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
5,G. Ugo Nwokeji,,African American Studies,4A,Non-Letter Grade,Africa:  Hist & Cul
2,G. Ugo Nwokeji,,African American Studies,4A,Non-Letter Grade,Africa:  Hist & Cul
5,Robert Allen,4,African American Studies,5B,Letter Grade,Afam Life & Cul U S
18,Robert Allen,4,African American Studies,5B,Letter Grade,Afam Life & Cul U S
14,Robert Allen,3.7,African American Studies,5B,Letter Grade,Afam Life & Cul U S
1,Robert Allen,3.3,African American Studies,5B,Letter Grade,Afam Life & Cul U S
9,Robert Allen,3,African American Studies,5B,Letter Grade,Afam Life & Cul U S
6,Robert Allen,2.7,African American Studies,5B,Letter Grade,Afam Life & Cul U S
2,Robert Allen,2.3,African American Studies,5B,Letter Grade,Afam Life & Cul U S
7,Robert Allen,2,African American Studies,5B,Letter Grade,Afam Life & Cul U S
2,Robert Allen,1.7,African American Studies,5B,Letter Grade,Afam Life & Cul U S
1,Robert Allen,0,African American Studies,5B,Letter Grade,Afam Life & Cul U S
8,Robert Allen,,African American Studies,5B,Non-Letter Grade,Afam Life & Cul U S
4,Sam Mchombo,4,African American Studies,10A,Letter Grade,Intermed Swahili
1,Sam Mchombo,3.7,African American Studies,10A,Letter Grade,Intermed Swahili
4,Edwin Okongo,4,African American Studies,11A,Letter Grade,Elementary Swahili
6,Edwin Okongo,4,African American Studies,11A,Letter Grade,Elementary Swahili
3,Edwin Okongo,3.7,African American Studies,11A,Letter Grade,Elementary Swahili
1,Edwin Okongo,3.3,African American Studies,11A,Letter Grade,Elementary Swahili
2,Edwin Okongo,3,African American Studies,11A,Letter Grade,Elementary Swahili
1,Edwin Okongo,2.3,African American Studies,11A,Letter Grade,Elementary Swahili
3,Edwin Okongo,,African American Studies,11A,Non-Letter Grade,Elementary Swahili
2,Edwin Okongo,,African American Studies,11A,Non-Letter Grade,Elementary Swahili
4,Edwin Okongo,4,African American Studies,11A,Letter Grade,Elementary Swahili
6,Edwin Okongo,4,African American Studies,11A,Letter Grade,Elementary Swahili
1,Edwin Okongo,3.7,African American Studies,11A,Letter Grade,Elementary Swahili
1,Edwin Okongo,3.3,African American Studies,11A,Letter Grade,Elementary Swahili
5,Edwin Okongo,3,African American Studies,11A,Letter Grade,Elementary Swahili
1,Edwin Okongo,2.7,African American Studies,11A,Letter Grade,Elementary Swahili
3,Edwin Okongo,2.3,African American Studies,11A,Letter Grade,Elementary Swahili
4,Edwin Okongo,2,African American Studies,11A,Letter Grade,Elementary Swahili
1,Edwin Okongo,0.7,African American Studies,11A,Letter Grade,Elementary Swahili
1,Edwin Okongo,0,African American Studies,11A,Letter Grade,Elementary Swahili
5,Edwin Okongo,,African American Studies,11A,Non-Letter Grade,Elementary Swahili
2,Joseph Omwamba,4,African American Studies,15A,Letter Grade,Advanced Swahili
1,Joseph Omwamba,3,African American Studies,15A,Letter Grade,Advanced Swahili
18,Sam Mchombo,,African American Studies,24,Non-Letter Grade,Freshman Seminars
5,Michael Cohen,4,African American Studies,27AC,Letter Grade,Lives/Strug/Maj Cul
32,Michael Cohen,4,African American Studies,27AC,Letter Grade,Lives/Strug/Maj Cul
16,Michael Cohen,3.7,African American Studies,27AC,Letter Grade,Lives/Strug/Maj Cul
7,Michael Cohen,3.3,African American Studies,27AC,Letter Grade,Lives/Strug/Maj Cul
5,Michael Cohen,3,African American Studies,27AC,Letter Grade,Lives/Strug/Maj Cul
3,Michael Cohen,2.7,African American Studies,27AC,Letter Grade,Lives/Strug/Maj Cul
2,Michael Cohen,2.3,African American Studies,27AC,Letter Grade,Lives/Strug/Maj Cul
1,Michael Cohen,2,African American Studies,27AC,Letter Grade,Lives/Strug/Maj Cul
40,Michael Cohen,,African American Studies,27AC,Non-Letter Grade,Lives/Strug/Maj Cul
3,Michael Cohen,,African American Studies,27AC,Non-Letter Grade,Lives/Strug/Maj Cul
4,Frederick Vincent; Kimberly Mcnair,4,African American Studies,28AC,Letter Grade,Glob & Min Am Comm
6,Frederick Vincent; Kimberly Mcnair,4,African American Studies,28AC,Letter Grade,Glob & Min Am Comm
14,Frederick Vincent; Kimberly Mcnair,3.7,African American Studies,28AC,Letter Grade,Glob & Min Am Comm
2,Frederick Vincent; Kimberly Mcnair,3.3,African American Studies,28AC,Letter Grade,Glob & Min Am Comm
4,Frederick Vincent; Kimberly Mcnair,3,African American Studies,28AC,Letter Grade,Glob & Min Am Comm
5,Frederick Vincent; Kimberly Mcnair,2.7,African American Studies,28AC,Letter Grade,Glob & Min Am Comm
2,Frederick Vincent; Kimberly Mcnair,2.3,African American Studies,28AC,Letter Grade,Glob & Min Am Comm
2,Frederick Vincent; Kimberly Mcnair,2,African American Studies,28AC,Letter Grade,Glob & Min Am Comm
3,Frederick Vincent; Kimberly Mcnair,1.7,African American Studies,28AC,Letter Grade,Glob & Min Am Comm
1,Frederick Vincent; Kimberly Mcnair,1.3,African American Studies,28AC,Letter Grade,Glob & Min Am Comm
3,Frederick Vincent; Kimberly Mcnair,1,African American Studies,28AC,Letter Grade,Glob & Min Am Comm
1,Frederick Vincent; Kimberly Mcnair,0.7,African American Studies,28AC,Letter Grade,Glob & Min Am Comm
2,Frederick Vincent; Kimberly Mcnair,0,African American Studies,28AC,Letter Grade,Glob & Min Am Comm
7,Frederick Vincent; Kimberly Mcnair,,African American Studies,28AC,Non-Letter Grade,Glob & Min Am Comm
1,Frederick Vincent; Kimberly Mcnair,,African American Studies,28AC,Non-Letter Grade,Glob & Min Am Comm
1,Sam Mchombo,4,African American Studies,30A,Letter Grade,Elementary Chichewa
1,John Patton; Nailah Suad-Bakari,,African American Studies,84,Non-Letter Grade,Sophomore Seminar
2,John Patton; Nailah Suad-Bakari,,African American Studies,84,Non-Letter Grade,Sophomore Seminar
6,Nailah Suad-Bakari,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
9,David Douglass; Hardy Frye,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
29,Ernest Honya; G. Ugo Nwokeji,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
16,Nailah Suad-Bakari,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
25,Nailah Suad-Bakari,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
5,Nailah Suad-Bakari,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
10,Nailah Suad-Bakari,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
1,Nailah Suad-Bakari,,African American Studies,99,Non-Letter Grade,Superv Indep Study
2,Leigh Raiford,4,African American Studies,100,Letter Grade,Black Intllctl Thgh
4,Leigh Raiford,3.7,African American Studies,100,Letter Grade,Black Intllctl Thgh
2,Leigh Raiford,3.3,African American Studies,100,Letter Grade,Black Intllctl Thgh
3,Leigh Raiford,3,African American Studies,100,Letter Grade,Black Intllctl Thgh
2,Leigh Raiford,2.7,African American Studies,100,Letter Grade,Black Intllctl Thgh
1,Leigh Raiford,1,African American Studies,100,Letter Grade,Black Intllctl Thgh
1,Leigh Raiford,0,African American Studies,100,Letter Grade,Black Intllctl Thgh
1,Hardy Frye,4,African American Studies,101,Letter Grade,Research Methods
6,Hardy Frye,4,African American Studies,101,Letter Grade,Research Methods
3,Hardy Frye,3.7,African American Studies,101,Letter Grade,Research Methods
2,Hardy Frye,3.3,African American Studies,101,Letter Grade,Research Methods
1,Hardy Frye,2.7,African American Studies,101,Letter Grade,Research Methods
1,Hardy Frye,2,African American Studies,101,Letter Grade,Research Methods
1,Hardy Frye,0,African American Studies,101,Letter Grade,Research Methods
5,Kwame Nimako,4,African American Studies,112A,Letter Grade,Pol/Eco Dev 3rd Wld
14,Kwame Nimako,3.7,African American Studies,112A,Letter Grade,Pol/Eco Dev 3rd Wld
9,Kwame Nimako,3.3,African American Studies,112A,Letter Grade,Pol/Eco Dev 3rd Wld
4,Kwame Nimako,3,African American Studies,112A,Letter Grade,Pol/Eco Dev 3rd Wld
1,Kwame Nimako,,African American Studies,112A,Non-Letter Grade,Pol/Eco Dev 3rd Wld
4,Sam Mchombo,4,African American Studies,115,Letter Grade,Lang Soc Iss Africa
15,Sam Mchombo,4,African American Studies,115,Letter Grade,Lang Soc Iss Africa
2,Sam Mchombo,3.7,African American Studies,115,Letter Grade,Lang Soc Iss Africa
5,Sam Mchombo,3.3,African American Studies,115,Letter Grade,Lang Soc Iss Africa
6,Sam Mchombo,3,African American Studies,115,Letter Grade,Lang Soc Iss Africa
2,Sam Mchombo,2.7,African American Studies,115,Letter Grade,Lang Soc Iss Africa
1,Sam Mchombo,2,African American Studies,115,Letter Grade,Lang Soc Iss Africa
2,Sam Mchombo,1,African American Studies,115,Letter Grade,Lang Soc Iss Africa
1,Sam Mchombo,0,African American Studies,115,Letter Grade,Lang Soc Iss Africa
2,Sam Mchombo,,African American Studies,115,Non-Letter Grade,Lang Soc Iss Africa
2,Ula Taylor,4,African American Studies,116,Letter Grade,Slavery And African
2,Ula Taylor,4,African American Studies,116,Letter Grade,Slavery And African
2,Ula Taylor,3.7,African American Studies,116,Letter Grade,Slavery And African
2,Ula Taylor,3.3,African American Studies,116,Letter Grade,Slavery And African
1,Ula Taylor,3,African American Studies,116,Letter Grade,Slavery And African
3,Ula Taylor,2.7,African American Studies,116,Letter Grade,Slavery And African
10,Ula Taylor,2.3,African American Studies,116,Letter Grade,Slavery And African
2,Ula Taylor,1.7,African American Studies,116,Letter Grade,Slavery And African
1,Ula Taylor,1.3,African American Studies,116,Letter Grade,Slavery And African
1,Ula Taylor,1,African American Studies,116,Letter Grade,Slavery And African
1,Ula Taylor,0,African American Studies,116,Letter Grade,Slavery And African
6,Ula Taylor,,African American Studies,116,Non-Letter Grade,Slavery And African
10,Ronald Williams,4,African American Studies,121,Letter Grade,Blk Pol Life:  U S
1,Ronald Williams,3.7,African American Studies,121,Letter Grade,Blk Pol Life:  U S
3,Ronald Williams,3.3,African American Studies,121,Letter Grade,Blk Pol Life:  U S
1,Ronald Williams,2,African American Studies,121,Letter Grade,Blk Pol Life:  U S
1,Ronald Williams,1,African American Studies,121,Letter Grade,Blk Pol Life:  U S
1,Ronald Williams,,African American Studies,121,Non-Letter Grade,Blk Pol Life:  U S
2,Ronald Williams,,African American Studies,121,Non-Letter Grade,Blk Pol Life:  U S
5,Nailah Suad-Bakari,4,African American Studies,C133A,Letter Grade,Race Urban Sch
9,Nailah Suad-Bakari,4,African American Studies,C133A,Letter Grade,Race Urban Sch
5,Nailah Suad-Bakari,3.7,African American Studies,C133A,Letter Grade,Race Urban Sch
1,Nailah Suad-Bakari,3.3,African American Studies,C133A,Letter Grade,Race Urban Sch
1,Nailah Suad-Bakari,3,African American Studies,C133A,Letter Grade,Race Urban Sch
1,Nailah Suad-Bakari,,African American Studies,C133A,Non-Letter Grade,Race Urban Sch
11,Michel Laguerre,4,African American Studies,137,Letter Grade,Multicultural Comm
3,Michel Laguerre,3.7,African American Studies,137,Letter Grade,Multicultural Comm
2,Michel Laguerre,3,African American Studies,137,Letter Grade,Multicultural Comm
1,Michel Laguerre,2.7,African American Studies,137,Letter Grade,Multicultural Comm
1,Michel Laguerre,,African American Studies,137,Non-Letter Grade,Multicultural Comm
2,Doniel Wilson,4,African American Studies,139,Letter Grade,Sel Top:Africam Soc
2,Doniel Wilson,4,African American Studies,139,Letter Grade,Sel Top:Africam Soc
1,Doniel Wilson,3.7,African American Studies,139,Letter Grade,Sel Top:Africam Soc
2,Doniel Wilson,3.3,African American Studies,139,Letter Grade,Sel Top:Africam Soc
2,Doniel Wilson,3,African American Studies,139,Letter Grade,Sel Top:Africam Soc
1,Doniel Wilson,,African American Studies,139,Non-Letter Grade,Sel Top:Africam Soc
13,Hashim Alauddeen; Nailah Suad-Bakari,4,African American Studies,139,Letter Grade,Sel Top:Africam Soc
13,Hashim Alauddeen; Nailah Suad-Bakari,4,African American Studies,139,Letter Grade,Sel Top:Africam Soc
5,Hashim Alauddeen; Nailah Suad-Bakari,3.7,African American Studies,139,Letter Grade,Sel Top:Africam Soc
2,Hashim Alauddeen; Nailah Suad-Bakari,3.3,African American Studies,139,Letter Grade,Sel Top:Africam Soc
1,Hashim Alauddeen; Nailah Suad-Bakari,3,African American Studies,139,Letter Grade,Sel Top:Africam Soc
2,Hashim Alauddeen; Nailah Suad-Bakari,2.7,African American Studies,139,Letter Grade,Sel Top:Africam Soc
3,Leigh Raiford,4,African American Studies,139,Letter Grade,Sel Top:Africam Soc
1,Leigh Raiford,3.7,African American Studies,139,Letter Grade,Sel Top:Africam Soc
1,Darieck Scott,4,African American Studies,150B,Letter Grade,Afriam Lit '20-Pres
7,Darieck Scott,4,African American Studies,150B,Letter Grade,Afriam Lit '20-Pres
5,Darieck Scott,3.7,African American Studies,150B,Letter Grade,Afriam Lit '20-Pres
1,Darieck Scott,3.3,African American Studies,150B,Letter Grade,Afriam Lit '20-Pres
2,Darieck Scott,3,African American Studies,150B,Letter Grade,Afriam Lit '20-Pres
3,Darieck Scott,2.7,African American Studies,150B,Letter Grade,Afriam Lit '20-Pres
1,Darieck Scott,1,African American Studies,150B,Letter Grade,Afriam Lit '20-Pres
1,Aparajita Nanda,4,African American Studies,155,Letter Grade,Lit Carib: Sig Them
2,Aparajita Nanda,4,African American Studies,155,Letter Grade,Lit Carib: Sig Them
5,Aparajita Nanda,3.7,African American Studies,155,Letter Grade,Lit Carib: Sig Them
4,Aparajita Nanda,3.3,African American Studies,155,Letter Grade,Lit Carib: Sig Them
2,Aparajita Nanda,3,African American Studies,155,Letter Grade,Lit Carib: Sig Them
1,Aparajita Nanda,2.7,African American Studies,155,Letter Grade,Lit Carib: Sig Them
1,Aparajita Nanda,2.3,African American Studies,155,Letter Grade,Lit Carib: Sig Them
5,Aya De Leon,4,African American Studies,158A,Letter Grade,Poetry 4 Peop:Teach
8,Aya De Leon,4,African American Studies,159,Letter Grade,Spec Top Afam Lit
3,Aya De Leon,3.7,African American Studies,159,Letter Grade,Spec Top Afam Lit
2,Aya De Leon,3,African American Studies,159,Letter Grade,Spec Top Afam Lit
1,Aya De Leon,2.3,African American Studies,159,Letter Grade,Spec Top Afam Lit
2,Aparajita Nanda,4,African American Studies,159,Letter Grade,Spec Top Afam Lit
2,Aparajita Nanda,3.7,African American Studies,159,Letter Grade,Spec Top Afam Lit
4,Aparajita Nanda,3.3,African American Studies,159,Letter Grade,Spec Top Afam Lit
1,Aparajita Nanda,3,African American Studies,159,Letter Grade,Spec Top Afam Lit
1,Aparajita Nanda,2.7,African American Studies,159,Letter Grade,Spec Top Afam Lit
1,Aparajita Nanda,,African American Studies,159,Non-Letter Grade,Spec Top Afam Lit
6,Nailah Suad-Bakari,4,African American Studies,159,Letter Grade,Spec Top Afam Lit
2,Nailah Suad-Bakari,3.7,African American Studies,159,Letter Grade,Spec Top Afam Lit
1,Nailah Suad-Bakari,,African American Studies,159,Non-Letter Grade,Spec Top Afam Lit
13,G. Ugo Nwokeji; Nimerta Sandhu,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
10,David Douglass; Hardy Frye,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
49,Ernest Honya; G. Ugo Nwokeji,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
35,Sean Flores; Ula Taylor,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
6,Nailah Suad-Bakari,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
3,Nailah Suad-Bakari,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
5,Nailah Suad-Bakari,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
1,Hardy Frye,,African American Studies,199,Non-Letter Grade,Superv Indep Study
1,Ula Taylor,,African American Studies,199,Non-Letter Grade,Superv Indep Study
1,Ula Taylor,,African American Studies,199,Non-Letter Grade,Superv Indep Study
2,G. Ugo Nwokeji,,African American Studies,199,Non-Letter Grade,Superv Indep Study
1,G. Ugo Nwokeji,,African American Studies,199,Non-Letter Grade,Superv Indep Study
6,Leigh Raiford,4,African American Studies,201A,Letter Grade,Inter Res Meth
3,Darieck Scott,4,African American Studies,240,Letter Grade,Spec Topics
3,Darieck Scott,3.7,African American Studies,240,Letter Grade,Spec Topics
1,Darieck Scott,3.3,African American Studies,240,Letter Grade,Spec Topics
1,Darieck Scott,0,African American Studies,240,Letter Grade,Spec Topics
3,G. Ugo Nwokeji,4,African American Studies,241,Letter Grade,Spec Topics
1,G. Ugo Nwokeji,3.7,African American Studies,241,Letter Grade,Spec Topics
1,G. Ugo Nwokeji,3.3,African American Studies,241,Letter Grade,Spec Topics
1,G. Ugo Nwokeji,,African American Studies,241,Non-Letter Grade,Spec Topics
1,Hardy Frye,4,African American Studies,241,Letter Grade,Spec Topics
1,Hardy Frye,3.7,African American Studies,241,Letter Grade,Spec Topics
1,Michel Laguerre,4,African American Studies,241,Letter Grade,Spec Topics
9,Leigh Raiford,,African American Studies,296,Non-Letter Grade,Dir Diss Research
1,Darieck Scott,4,African American Studies,299,Letter Grade,Ind Stdy/Res
1,Aya De Leon,4,African American Studies,299,Letter Grade,Ind Stdy/Res
1,Ula Taylor,,African American Studies,299,Non-Letter Grade,Ind Stdy/Res
2,Ula Taylor,4,African American Studies,C301,Letter Grade,Critical Pedagogy
2,Ula Taylor,3.7,African American Studies,C301,Letter Grade,Critical Pedagogy
1,Ula Taylor,3,African American Studies,C301,Letter Grade,Critical Pedagogy
9,Leigh Raiford,,African American Studies,602,Non-Letter Grade,Ind Stdy For Doc St
1,Ethan Ligon; Larry Karp,4,Ag & Resource Econ & Pol,201,Letter Grade,Industrial Organz'N
5,Ethan Ligon; Larry Karp,4,Ag & Resource Econ & Pol,201,Letter Grade,Industrial Organz'N
4,Ethan Ligon; Larry Karp,3.3,Ag & Resource Econ & Pol,201,Letter Grade,Industrial Organz'N
4,Ethan Ligon; Larry Karp,3,Ag & Resource Econ & Pol,201,Letter Grade,Industrial Organz'N
3,Charles Gibbons,4,Ag & Resource Econ & Pol,210,Letter Grade,Prob And Stat
4,Charles Gibbons,3.7,Ag & Resource Econ & Pol,210,Letter Grade,Prob And Stat
1,Charles Gibbons,3.3,Ag & Resource Econ & Pol,210,Letter Grade,Prob And Stat
2,Charles Gibbons,3,Ag & Resource Econ & Pol,210,Letter Grade,Prob And Stat
1,Charles Gibbons,2.7,Ag & Resource Econ & Pol,210,Letter Grade,Prob And Stat
2,Leo Simon,4,Ag & Resource Econ & Pol,211,Letter Grade,Mathematical Method
2,Leo Simon,3.7,Ag & Resource Econ & Pol,211,Letter Grade,Mathematical Method
2,Leo Simon,3.3,Ag & Resource Econ & Pol,211,Letter Grade,Mathematical Method
3,Leo Simon,3,Ag & Resource Econ & Pol,211,Letter Grade,Mathematical Method
1,Leo Simon,2.7,Ag & Resource Econ & Pol,211,Letter Grade,Mathematical Method
3,Michael Anderson,4,Ag & Resource Econ & Pol,213,Letter Grade,Applied Econometric
11,Michael Anderson,3.7,Ag & Resource Econ & Pol,213,Letter Grade,Applied Econometric
9,Michael Anderson,3.3,Ag & Resource Econ & Pol,213,Letter Grade,Applied Econometric
7,Michael Anderson,3,Ag & Resource Econ & Pol,213,Letter Grade,Applied Econometric
1,Michael Anderson,2.3,Ag & Resource Econ & Pol,213,Letter Grade,Applied Econometric
4,Michael Anderson,,Ag & Resource Econ & Pol,213,Non-Letter Grade,Applied Econometric
9,Elisabeth Sadoulet; Maximilian Auffhammer,4,Ag & Resource Econ & Pol,219A,Letter Grade,Econometric Proj
2,Elisabeth Sadoulet; Maximilian Auffhammer,3.7,Ag & Resource Econ & Pol,219A,Letter Grade,Econometric Proj
3,Elisabeth Sadoulet; Maximilian Auffhammer,3.3,Ag & Resource Econ & Pol,219A,Letter Grade,Econometric Proj
2,Brian Wright; David Zilberman,4,Ag & Resource Econ & Pol,241,Letter Grade,Production: Tec&Risk
3,Brian Wright; David Zilberman,4,Ag & Resource Econ & Pol,241,Letter Grade,Production: Tec&Risk
4,Brian Wright; David Zilberman,3.7,Ag & Resource Econ & Pol,241,Letter Grade,Production: Tec&Risk
6,Brian Wright,,Ag & Resource Econ & Pol,249,Non-Letter Grade,Policy Workshop
3,Elisabeth Sadoulet; Jeremy Magruder,3.7,Ag & Resource Econ & Pol,C251,Letter Grade,Econ Development
1,Elisabeth Sadoulet; Jeremy Magruder,3,Ag & Resource Econ & Pol,C251,Letter Grade,Econ Development
1,Elisabeth Sadoulet; Jeremy Magruder,2.7,Ag & Resource Econ & Pol,C251,Letter Grade,Econ Development
4,Alain Dejanvry,4,Ag & Resource Econ & Pol,C253,Letter Grade,Int Ec Dev Policy
12,Alain Dejanvry,4,Ag & Resource Econ & Pol,C253,Letter Grade,Int Ec Dev Policy
5,Alain Dejanvry,3.7,Ag & Resource Econ & Pol,C253,Letter Grade,Int Ec Dev Policy
1,Alain Dejanvry,3.3,Ag & Resource Econ & Pol,C253,Letter Grade,Int Ec Dev Policy
7,Elisabeth Sadoulet,,Ag & Resource Econ & Pol,259,Non-Letter Grade,Development Wkshop
1,Wolfram Schlenker,4,Ag & Resource Econ & Pol,261,Letter Grade,Environ & Res Econ
3,Wolfram Schlenker,3.7,Ag & Resource Econ & Pol,261,Letter Grade,Environ & Res Econ
1,Wolfram Schlenker,3.3,Ag & Resource Econ & Pol,261,Letter Grade,Environ & Res Econ
1,Christian Traeger; Larry Karp,4,Ag & Resource Econ & Pol,263,Letter Grade,Dynamic Methods
1,Christian Traeger; Larry Karp,3.7,Ag & Resource Econ & Pol,263,Letter Grade,Dynamic Methods
1,Christian Traeger; Larry Karp,2.7,Ag & Resource Econ & Pol,263,Letter Grade,Dynamic Methods
4,Christian Traeger; Larry Karp,,Ag & Resource Econ & Pol,263,Non-Letter Grade,Dynamic Methods
4,Peter Berck,,Ag & Resource Econ & Pol,269,Non-Letter Grade,Resources Workshop
1,Peter Berck,4,Ag & Resource Econ & Pol,298,Letter Grade,Special Study
2,Jeffrey Perloff,,Ag & Resource Econ & Pol,298,Non-Letter Grade,Special Study
4,Maximilian Auffhammer,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
5,Peter Berck,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
2,Alain Dejanvry,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
1,Anthony Fisher,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
1,Meredith Fowlie,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
2,Ethan Ligon,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
1,Jeremy Magruder,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
1,Jeffrey Perloff,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
