Enrollment Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Grade Type Desc,Course Title Nm
2,10190,Charles Henry; Ronald Williams; Shaun Ossei-Owusu,1.7,African American Studies,N124,Letter Grade,Pol Phil M L King
3,10190,Charles Henry; Ronald Williams; Shaun Ossei-Owusu,1.3,African American Studies,N124,Letter Grade,Pol Phil M L King
3,10190,Charles Henry; Ronald Williams; Shaun Ossei-Owusu,1,African American Studies,N124,Letter Grade,Pol Phil M L King
2,10190,Charles Henry; Ronald Williams; Shaun Ossei-Owusu,0.7,African American Studies,N124,Letter Grade,Pol Phil M L King
3,10190,Charles Henry; Ronald Williams; Shaun Ossei-Owusu,0,African American Studies,N124,Letter Grade,Pol Phil M L King
20,10190,Charles Henry; Ronald Williams; Shaun Ossei-Owusu,,African American Studies,N124,Non-Letter Grade,Pol Phil M L King
1,10190,Charles Henry; Ronald Williams; Shaun Ossei-Owusu,,African American Studies,N124,Non-Letter Grade,Pol Phil M L King
19,10190,Charles Henry; Ronald Williams; Shaun Ossei-Owusu,,African American Studies,N124,Non-Letter Grade,Pol Phil M L King
4,10210,Frederick Vincent,4,African American Studies,159,Letter Grade,Spec Top Afam Lit
18,10210,Frederick Vincent,4,African American Studies,159,Letter Grade,Spec Top Afam Lit
4,10210,Frederick Vincent,3.7,African American Studies,159,Letter Grade,Spec Top Afam Lit
2,10210,Frederick Vincent,3,African American Studies,159,Letter Grade,Spec Top Afam Lit
2,10210,Frederick Vincent,2.7,African American Studies,159,Letter Grade,Spec Top Afam Lit
1,10210,Frederick Vincent,1,African American Studies,159,Letter Grade,Spec Top Afam Lit
2,10220,Jessyka Finley; Robert Allen,4,African American Studies,159,Letter Grade,Spec Top Afam Lit
11,10220,Jessyka Finley; Robert Allen,4,African American Studies,159,Letter Grade,Spec Top Afam Lit
4,10220,Jessyka Finley; Robert Allen,3.7,African American Studies,159,Letter Grade,Spec Top Afam Lit
3,10220,Jessyka Finley; Robert Allen,3.3,African American Studies,159,Letter Grade,Spec Top Afam Lit
3,10220,Jessyka Finley; Robert Allen,3,African American Studies,159,Letter Grade,Spec Top Afam Lit
4,10220,Jessyka Finley; Robert Allen,2.7,African American Studies,159,Letter Grade,Spec Top Afam Lit
2,10220,Jessyka Finley; Robert Allen,2,African American Studies,159,Letter Grade,Spec Top Afam Lit
1,10220,Jessyka Finley; Robert Allen,1,African American Studies,159,Letter Grade,Spec Top Afam Lit
3,10220,Jessyka Finley; Robert Allen,,African American Studies,159,Non-Letter Grade,Spec Top Afam Lit
2,10220,Jessyka Finley; Robert Allen,,African American Studies,159,Non-Letter Grade,Spec Top Afam Lit
4,10285,Robert Allen,4,African American Studies,299,Letter Grade,Ind Stdy/Res
2,10285,Robert Allen,,African American Studies,299,Non-Letter Grade,Ind Stdy/Res
1,11005,Ann Harrison,,Ag & Resource Econ & Pol,298,Non-Letter Grade,Special Study
4,11010,David Zilberman,,Ag & Resource Econ & Pol,N299,Non-Letter Grade,Individual Research
8,11020,Peter Berck,,Ag & Resource Econ & Pol,N602,Non-Letter Grade,Ind Study:  Doctorat
9,11505,Michael Cohen,4,American Studies,101AC,Letter Grade,Us Cultures In Time
6,11505,Michael Cohen,3.7,American Studies,101AC,Letter Grade,Us Cultures In Time
1,11505,Michael Cohen,3.3,American Studies,101AC,Letter Grade,Us Cultures In Time
7,11505,Michael Cohen,3,American Studies,101AC,Letter Grade,Us Cultures In Time
3,11505,Michael Cohen,2.7,American Studies,101AC,Letter Grade,Us Cultures In Time
1,11505,Michael Cohen,2,American Studies,101AC,Letter Grade,Us Cultures In Time
2,11505,Michael Cohen,0,American Studies,101AC,Letter Grade,Us Cultures In Time
3,11505,Michael Cohen,,American Studies,101AC,Non-Letter Grade,Us Cultures In Time
80,11510,Kathleen Moran,4,American Studies,180A,Letter Grade,Advertising America
34,11510,Kathleen Moran,3.7,American Studies,180A,Letter Grade,Advertising America
6,11510,Kathleen Moran,3,American Studies,180A,Letter Grade,Advertising America
3,11510,Kathleen Moran,2,American Studies,180A,Letter Grade,Advertising America
1,11510,Kathleen Moran,1,American Studies,180A,Letter Grade,Advertising America
15,11510,Kathleen Moran,0,American Studies,180A,Letter Grade,Advertising America
12,11510,Kathleen Moran,,American Studies,180A,Non-Letter Grade,Advertising America
2,11510,Kathleen Moran,,American Studies,180A,Non-Letter Grade,Advertising America
2,11510,Kathleen Moran,,American Studies,180A,Non-Letter Grade,Advertising America
24,11525,Richard Hutson,4,American Studies,188D,Letter Grade,Sf Detectives
1,11525,Richard Hutson,3.7,American Studies,188D,Letter Grade,Sf Detectives
1,11525,Richard Hutson,3.3,American Studies,188D,Letter Grade,Sf Detectives
5,11525,Richard Hutson,3,American Studies,188D,Letter Grade,Sf Detectives
2,11525,Richard Hutson,2.7,American Studies,188D,Letter Grade,Sf Detectives
1,11525,Richard Hutson,2,American Studies,188D,Letter Grade,Sf Detectives
7,11525,Richard Hutson,0,American Studies,188D,Letter Grade,Sf Detectives
13,11525,Richard Hutson,,American Studies,188D,Non-Letter Grade,Sf Detectives
1,11525,Richard Hutson,,American Studies,188D,Non-Letter Grade,Sf Detectives
4,11525,Richard Hutson,,American Studies,188D,Non-Letter Grade,Sf Detectives
24,11535,Timothy Rowe,4,American Studies,188F,Letter Grade,Amer. Pop. Music
16,11535,Timothy Rowe,3.7,American Studies,188F,Letter Grade,Amer. Pop. Music
13,11535,Timothy Rowe,3.3,American Studies,188F,Letter Grade,Amer. Pop. Music
4,11535,Timothy Rowe,3,American Studies,188F,Letter Grade,Amer. Pop. Music
2,11535,Timothy Rowe,2.7,American Studies,188F,Letter Grade,Amer. Pop. Music
3,11535,Timothy Rowe,2,American Studies,188F,Letter Grade,Amer. Pop. Music
5,11535,Timothy Rowe,0,American Studies,188F,Letter Grade,Amer. Pop. Music
20,11535,Timothy Rowe,,American Studies,188F,Non-Letter Grade,Amer. Pop. Music
4,11535,Timothy Rowe,,American Studies,188F,Non-Letter Grade,Amer. Pop. Music
7,11515,Kathleen Moran; Kristen Loutensock,4,American Studies,188G,Letter Grade,Pop Culture: Shop
51,11515,Kathleen Moran; Kristen Loutensock,4,American Studies,188G,Letter Grade,Pop Culture: Shop
4,11515,Kathleen Moran; Kristen Loutensock,3.7,American Studies,188G,Letter Grade,Pop Culture: Shop
4,11515,Kathleen Moran; Kristen Loutensock,3.3,American Studies,188G,Letter Grade,Pop Culture: Shop
1,11515,Kathleen Moran; Kristen Loutensock,2.7,American Studies,188G,Letter Grade,Pop Culture: Shop
1,11515,Kathleen Moran; Kristen Loutensock,2,American Studies,188G,Letter Grade,Pop Culture: Shop
2,11515,Kathleen Moran; Kristen Loutensock,1.7,American Studies,188G,Letter Grade,Pop Culture: Shop
12,11515,Kathleen Moran; Kristen Loutensock,0,American Studies,188G,Letter Grade,Pop Culture: Shop
13,11515,Kathleen Moran; Kristen Loutensock,,American Studies,188G,Non-Letter Grade,Pop Culture: Shop
1,11515,Kathleen Moran; Kristen Loutensock,,American Studies,188G,Non-Letter Grade,Pop Culture: Shop
2,11515,Kathleen Moran; Kristen Loutensock,,American Studies,188G,Non-Letter Grade,Pop Culture: Shop
1,11515,Kathleen Moran; Kristen Loutensock,,American Studies,188G,Non-Letter Grade,Pop Culture: Shop
7,11520,Christopher Chen,4,American Studies,188H,Letter Grade,Asian Amer Culture
38,11520,Christopher Chen,4,American Studies,188H,Letter Grade,Asian Amer Culture
11,11520,Christopher Chen,3.7,American Studies,188H,Letter Grade,Asian Amer Culture
2,11520,Christopher Chen,3.3,American Studies,188H,Letter Grade,Asian Amer Culture
3,11520,Christopher Chen,3,American Studies,188H,Letter Grade,Asian Amer Culture
1,11520,Christopher Chen,0,American Studies,188H,Letter Grade,Asian Amer Culture
12,11520,Christopher Chen,,American Studies,188H,Non-Letter Grade,Asian Amer Culture
2,11520,Christopher Chen,,American Studies,188H,Non-Letter Grade,Asian Amer Culture
1,11540,Kathleen Moran,,American Studies,199,Non-Letter Grade,Superv Indep Study
3,12105,Kathaeryne Soluri; Sabrina Agarwal,4,Anthropology,1,Letter Grade,Intro To Bio Anthro
14,12105,Kathaeryne Soluri; Sabrina Agarwal,4,Anthropology,1,Letter Grade,Intro To Bio Anthro
6,12105,Kathaeryne Soluri; Sabrina Agarwal,3.7,Anthropology,1,Letter Grade,Intro To Bio Anthro
3,12105,Kathaeryne Soluri; Sabrina Agarwal,3.3,Anthropology,1,Letter Grade,Intro To Bio Anthro
1,12105,Kathaeryne Soluri; Sabrina Agarwal,3,Anthropology,1,Letter Grade,Intro To Bio Anthro
3,12105,Kathaeryne Soluri; Sabrina Agarwal,,Anthropology,1,Non-Letter Grade,Intro To Bio Anthro
1,12105,Kathaeryne Soluri; Sabrina Agarwal,,Anthropology,1,Non-Letter Grade,Intro To Bio Anthro
3,12130,James Flexner; Rosemary Joyce,4,Anthropology,2AC,Letter Grade,Intro Archaeology
9,12130,James Flexner; Rosemary Joyce,4,Anthropology,2AC,Letter Grade,Intro Archaeology
3,12130,James Flexner; Rosemary Joyce,3.7,Anthropology,2AC,Letter Grade,Intro Archaeology
2,12130,James Flexner; Rosemary Joyce,3.3,Anthropology,2AC,Letter Grade,Intro Archaeology
5,12130,James Flexner; Rosemary Joyce,3,Anthropology,2AC,Letter Grade,Intro Archaeology
1,12130,James Flexner; Rosemary Joyce,2.3,Anthropology,2AC,Letter Grade,Intro Archaeology
2,12130,James Flexner; Rosemary Joyce,2,Anthropology,2AC,Letter Grade,Intro Archaeology
1,12130,James Flexner; Rosemary Joyce,1.7,Anthropology,2AC,Letter Grade,Intro Archaeology
3,12130,James Flexner; Rosemary Joyce,,Anthropology,2AC,Non-Letter Grade,Intro Archaeology
2,12130,James Flexner; Rosemary Joyce,,Anthropology,2AC,Non-Letter Grade,Intro Archaeology
1,12150,Mariane Ferme,4,Anthropology,3,Letter Grade,Intro Soc/Cult Anth
5,12150,Mariane Ferme,3.7,Anthropology,3,Letter Grade,Intro Soc/Cult Anth
3,12150,Mariane Ferme,3.3,Anthropology,3,Letter Grade,Intro Soc/Cult Anth
3,12150,Mariane Ferme,2.7,Anthropology,3,Letter Grade,Intro Soc/Cult Anth
2,12150,Mariane Ferme,2.3,Anthropology,3,Letter Grade,Intro Soc/Cult Anth
1,12150,Mariane Ferme,,Anthropology,3,Non-Letter Grade,Intro Soc/Cult Anth
1,12175,Laurie Wilkie; Theresa Macphail,4,Anthropology,R5B,Letter Grade,Reading & Comp
4,12175,Laurie Wilkie; Theresa Macphail,4,Anthropology,R5B,Letter Grade,Reading & Comp
5,12175,Laurie Wilkie; Theresa Macphail,3.7,Anthropology,R5B,Letter Grade,Reading & Comp
5,12175,Laurie Wilkie; Theresa Macphail,3.3,Anthropology,R5B,Letter Grade,Reading & Comp
5,12180,Eric Plemons; Laurie Wilkie,4,Anthropology,R5B,Letter Grade,Reading & Comp
3,12180,Eric Plemons; Laurie Wilkie,3.7,Anthropology,R5B,Letter Grade,Reading & Comp
5,12180,Eric Plemons; Laurie Wilkie,3.3,Anthropology,R5B,Letter Grade,Reading & Comp
1,12180,Eric Plemons; Laurie Wilkie,,Anthropology,R5B,Non-Letter Grade,Reading & Comp
4,12185,Alfred Montoya,4,Anthropology,R5B,Letter Grade,Reading & Comp
3,12185,Alfred Montoya,3.7,Anthropology,R5B,Letter Grade,Reading & Comp
3,12185,Alfred Montoya,3.3,Anthropology,R5B,Letter Grade,Reading & Comp
1,12185,Alfred Montoya,3,Anthropology,R5B,Letter Grade,Reading & Comp
1,12185,Alfred Montoya,0,Anthropology,R5B,Letter Grade,Reading & Comp
5,12190,Amelia Moore,4,Anthropology,R5B,Letter Grade,Reading & Comp
2,12190,Amelia Moore,3.7,Anthropology,R5B,Letter Grade,Reading & Comp
2,12190,Amelia Moore,3.3,Anthropology,R5B,Letter Grade,Reading & Comp
1,12190,Amelia Moore,3,Anthropology,R5B,Letter Grade,Reading & Comp
2,12190,Amelia Moore,2.7,Anthropology,R5B,Letter Grade,Reading & Comp
1,12190,Amelia Moore,2.3,Anthropology,R5B,Letter Grade,Reading & Comp
4,12195,Emily Wilcox; Laurie Wilkie,4,Anthropology,R5B,Letter Grade,Reading & Comp
4,12195,Emily Wilcox; Laurie Wilkie,4,Anthropology,R5B,Letter Grade,Reading & Comp
4,12195,Emily Wilcox; Laurie Wilkie,3.7,Anthropology,R5B,Letter Grade,Reading & Comp
2,12195,Emily Wilcox; Laurie Wilkie,3.3,Anthropology,R5B,Letter Grade,Reading & Comp
1,12195,Emily Wilcox; Laurie Wilkie,,Anthropology,R5B,Non-Letter Grade,Reading & Comp
6,12210,James Battle; Sabrina Agarwal,4,Anthropology,115,Letter Grade,Intro Med Anthro
3,12210,James Battle; Sabrina Agarwal,3.7,Anthropology,115,Letter Grade,Intro Med Anthro
2,12210,James Battle; Sabrina Agarwal,3.3,Anthropology,115,Letter Grade,Intro Med Anthro
1,12210,James Battle; Sabrina Agarwal,3,Anthropology,115,Letter Grade,Intro Med Anthro
1,12210,James Battle; Sabrina Agarwal,1,Anthropology,115,Letter Grade,Intro Med Anthro
2,12230,Christopher Roebuck,4,Anthropology,119,Letter Grade,Med Anthro Topics
20,12230,Christopher Roebuck,4,Anthropology,119,Letter Grade,Med Anthro Topics
2,12230,Christopher Roebuck,3.7,Anthropology,119,Letter Grade,Med Anthro Topics
3,12230,Christopher Roebuck,2.3,Anthropology,119,Letter Grade,Med Anthro Topics
4,12230,Christopher Roebuck,0,Anthropology,119,Letter Grade,Med Anthro Topics
1,12230,Christopher Roebuck,,Anthropology,119,Non-Letter Grade,Med Anthro Topics
1,12230,Christopher Roebuck,,Anthropology,119,Non-Letter Grade,Med Anthro Topics
10,12235,Teresa Bulger,4,Anthropology,121AC,Letter Grade,Amercn Materl Cultr
8,12235,Teresa Bulger,4,Anthropology,121AC,Letter Grade,Amercn Materl Cultr
7,12235,Teresa Bulger,3.7,Anthropology,121AC,Letter Grade,Amercn Materl Cultr
2,12235,Teresa Bulger,3.3,Anthropology,121AC,Letter Grade,Amercn Materl Cultr
1,12235,Teresa Bulger,2.3,Anthropology,121AC,Letter Grade,Amercn Materl Cultr
2,12235,Teresa Bulger,,Anthropology,121AC,Non-Letter Grade,Amercn Materl Cultr
1,12235,Teresa Bulger,,Anthropology,121AC,Non-Letter Grade,Amercn Materl Cultr
8,12245,Laurie Wilkie,4,Anthropology,121C,Letter Grade,Hist Artifact/Analy
2,12245,Laurie Wilkie,3.7,Anthropology,121C,Letter Grade,Hist Artifact/Analy
1,12245,Laurie Wilkie,3.3,Anthropology,121C,Letter Grade,Hist Artifact/Analy
1,12245,Laurie Wilkie,3,Anthropology,121C,Letter Grade,Hist Artifact/Analy
1,12245,Laurie Wilkie,0,Anthropology,121C,Letter Grade,Hist Artifact/Analy
1,12245,Laurie Wilkie,,Anthropology,121C,Non-Letter Grade,Hist Artifact/Analy
12,12240,Shanti Morell-Hart,4,Anthropology,122D,Letter Grade,Ancient Maya
6,12240,Shanti Morell-Hart,3.7,Anthropology,122D,Letter Grade,Ancient Maya
1,12240,Shanti Morell-Hart,3,Anthropology,122D,Letter Grade,Ancient Maya
1,12240,Shanti Morell-Hart,2.3,Anthropology,122D,Letter Grade,Ancient Maya
1,12240,Shanti Morell-Hart,1.7,Anthropology,122D,Letter Grade,Ancient Maya
3,12205,Patrick Beauchesne,4,Anthropology,127B,Letter Grade,Reconstruct Of Life
5,12205,Patrick Beauchesne,4,Anthropology,127B,Letter Grade,Reconstruct Of Life
2,12205,Patrick Beauchesne,3.7,Anthropology,127B,Letter Grade,Reconstruct Of Life
1,12205,Patrick Beauchesne,3,Anthropology,127B,Letter Grade,Reconstruct Of Life
1,12250,Junko Habu,4,Anthropology,134A,Letter Grade,Archeo Field Meth
10,12250,Junko Habu,4,Anthropology,134A,Letter Grade,Archeo Field Meth
2,12250,Junko Habu,3.7,Anthropology,134A,Letter Grade,Archeo Field Meth
1,12250,Junko Habu,,Anthropology,134A,Non-Letter Grade,Archeo Field Meth
9,12255,M Shackley,4,Anthropology,134A,Letter Grade,Archeo Field Meth
2,12255,M Shackley,4,Anthropology,134A,Letter Grade,Archeo Field Meth
1,12260,Jo Conrad,4,Anthropology,162AC,Letter Grade,Topics In Folklore
9,12260,Jo Conrad,4,Anthropology,162AC,Letter Grade,Topics In Folklore
3,12260,Jo Conrad,3.7,Anthropology,162AC,Letter Grade,Topics In Folklore
4,12260,Jo Conrad,3.3,Anthropology,162AC,Letter Grade,Topics In Folklore
1,12260,Jo Conrad,2.3,Anthropology,162AC,Letter Grade,Topics In Folklore
2,12260,Jo Conrad,0,Anthropology,162AC,Letter Grade,Topics In Folklore
2,12260,Jo Conrad,,Anthropology,162AC,Non-Letter Grade,Topics In Folklore
8,12270,Tsim Schneider,4,Anthropology,174AC,Letter Grade,Ca Historical Anth
4,12270,Tsim Schneider,4,Anthropology,174AC,Letter Grade,Ca Historical Anth
1,12270,Tsim Schneider,3.7,Anthropology,174AC,Letter Grade,Ca Historical Anth
1,12270,Tsim Schneider,3.3,Anthropology,174AC,Letter Grade,Ca Historical Anth
1,12270,Tsim Schneider,3,Anthropology,174AC,Letter Grade,Ca Historical Anth
3,12295,Margaret Conkey,,Anthropology,197,Non-Letter Grade,Field Study
1,12305,Laurie Wilkie,,Anthropology,197,Non-Letter Grade,Field Study
2,12310,Rosemary Joyce,,Anthropology,197,Non-Letter Grade,Field Study
2,12400,Margaret Conkey,,Anthropology,N299,Non-Letter Grade,Directed Research
1,12430,Christine Hastorf,4,Anthropology,N299,Letter Grade,Directed Research
1,12435,Rosemary Joyce,4,Anthropology,N299,Letter Grade,Directed Research
2,12440,Patrick Kirch,4,Anthropology,N299,Letter Grade,Directed Research
1,12465,Aihwa Ong,4,Anthropology,N299,Letter Grade,Directed Research
1,12470,Stefania Pandolfo,4,Anthropology,N299,Letter Grade,Directed Research
1,12470,Stefania Pandolfo,,Anthropology,N299,Non-Letter Grade,Directed Research
1,12475,Paul Rabinow,4,Anthropology,N299,Letter Grade,Directed Research
1,12475,Paul Rabinow,,Anthropology,N299,Non-Letter Grade,Directed Research
1,12485,M Shackley,4,Anthropology,N299,Letter Grade,Directed Research
1,12485,M Shackley,,Anthropology,N299,Non-Letter Grade,Directed Research
1,12495,Laurie Wilkie,4,Anthropology,N299,Letter Grade,Directed Research
1,12495,Laurie Wilkie,,Anthropology,N299,Non-Letter Grade,Directed Research
2,13010,Ahmed Zildzic; Margaret Larkin,4,Arabic,10,Letter Grade,Intens Elem Arabic
2,13010,Ahmed Zildzic; Margaret Larkin,4,Arabic,10,Letter Grade,Intens Elem Arabic
3,13010,Ahmed Zildzic; Margaret Larkin,3,Arabic,10,Letter Grade,Intens Elem Arabic
2,13010,Ahmed Zildzic; Margaret Larkin,2.7,Arabic,10,Letter Grade,Intens Elem Arabic
1,13015,Kfir Cohen; Margaret Larkin; Mona El-Sherif,4,Arabic,10,Letter Grade,Intens Elem Arabic
3,13015,Kfir Cohen; Margaret Larkin; Mona El-Sherif,4,Arabic,10,Letter Grade,Intens Elem Arabic
1,13015,Kfir Cohen; Margaret Larkin; Mona El-Sherif,3.3,Arabic,10,Letter Grade,Intens Elem Arabic
1,13015,Kfir Cohen; Margaret Larkin; Mona El-Sherif,3,Arabic,10,Letter Grade,Intens Elem Arabic
6,13015,Kfir Cohen; Margaret Larkin; Mona El-Sherif,,Arabic,10,Non-Letter Grade,Intens Elem Arabic
1,13015,Kfir Cohen; Margaret Larkin; Mona El-Sherif,,Arabic,10,Non-Letter Grade,Intens Elem Arabic
1,13020,Elizabeth Saylor; Margaret Larkin,4,Arabic,30,Letter Grade,Intermed Arabic
6,13020,Elizabeth Saylor; Margaret Larkin,4,Arabic,30,Letter Grade,Intermed Arabic
1,13020,Elizabeth Saylor; Margaret Larkin,2,Arabic,30,Letter Grade,Intermed Arabic
2,13305,Robert Shepherd,4,Architecture,100A,Letter Grade,Fund Of Arch Design
8,13305,Robert Shepherd,3.7,Architecture,100A,Letter Grade,Fund Of Arch Design
10,13305,Robert Shepherd,3.3,Architecture,100A,Letter Grade,Fund Of Arch Design
12,13305,Robert Shepherd,3,Architecture,100A,Letter Grade,Fund Of Arch Design
9,13305,Robert Shepherd,2.7,Architecture,100A,Letter Grade,Fund Of Arch Design
6,13305,Robert Shepherd,2.3,Architecture,100A,Letter Grade,Fund Of Arch Design
3,13305,Robert Shepherd,2,Architecture,100A,Letter Grade,Fund Of Arch Design
2,13305,Robert Shepherd,1.7,Architecture,100A,Letter Grade,Fund Of Arch Design
2,13305,Robert Shepherd,,Architecture,100A,Non-Letter Grade,Fund Of Arch Design
6,13355,Kory Bieg,4,Architecture,100B,Letter Grade,Fund Of Arch Design
4,13355,Kory Bieg,3.7,Architecture,100B,Letter Grade,Fund Of Arch Design
8,13355,Kory Bieg,3.3,Architecture,100B,Letter Grade,Fund Of Arch Design
12,13355,Kory Bieg,3,Architecture,100B,Letter Grade,Fund Of Arch Design
13,13355,Kory Bieg,2.7,Architecture,100B,Letter Grade,Fund Of Arch Design
7,13355,Kory Bieg,2.3,Architecture,100B,Letter Grade,Fund Of Arch Design
5,13355,Kory Bieg,2,Architecture,100B,Letter Grade,Fund Of Arch Design
3,13355,Kory Bieg,1,Architecture,100B,Letter Grade,Fund Of Arch Design
2,13355,Kory Bieg,0,Architecture,100B,Letter Grade,Fund Of Arch Design
5,13385,Brian Price,4,Architecture,101,Letter Grade,Case Stds In Arch
6,13385,Brian Price,3.7,Architecture,101,Letter Grade,Case Stds In Arch
2,13385,Brian Price,3.3,Architecture,101,Letter Grade,Case Stds In Arch
13,13393,Alejandro Salazar-Jasbon,4,Architecture,101,Letter Grade,Case Stds In Arch
8,13393,Alejandro Salazar-Jasbon,3.7,Architecture,101,Letter Grade,Case Stds In Arch
4,13393,Alejandro Salazar-Jasbon,3,Architecture,101,Letter Grade,Case Stds In Arch
1,13545,Michael Chen,4,Architecture,101,Letter Grade,Case Stds In Arch
