Enrollment Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Grade Type Desc,Course Title Nm
1,10105,Aparajita Nanda,4,African American Studies,R1A,Letter Grade,Fresh Composition
2,10105,Aparajita Nanda,4,African American Studies,R1A,Letter Grade,Fresh Composition
7,10105,Aparajita Nanda,3.7,African American Studies,R1A,Letter Grade,Fresh Composition
2,10105,Aparajita Nanda,3.3,African American Studies,R1A,Letter Grade,Fresh Composition
5,10105,Aparajita Nanda,3,African American Studies,R1A,Letter Grade,Fresh Composition
2,10105,Aparajita Nanda,2.7,African American Studies,R1A,Letter Grade,Fresh Composition
2,10105,Aparajita Nanda,0,African American Studies,R1A,Letter Grade,Fresh Composition
5,10115,Lia Bascomb; Nailah Suad-Bakari,3.7,African American Studies,R1AN,Letter Grade,R & C Sum Bdg
3,10115,Lia Bascomb; Nailah Suad-Bakari,3.3,African American Studies,R1AN,Letter Grade,R & C Sum Bdg
5,10115,Lia Bascomb; Nailah Suad-Bakari,3,African American Studies,R1AN,Letter Grade,R & C Sum Bdg
4,10115,Lia Bascomb; Nailah Suad-Bakari,2.7,African American Studies,R1AN,Letter Grade,R & C Sum Bdg
1,10115,Lia Bascomb; Nailah Suad-Bakari,2.3,African American Studies,R1AN,Letter Grade,R & C Sum Bdg
1,10115,Lia Bascomb; Nailah Suad-Bakari,2,African American Studies,R1AN,Letter Grade,R & C Sum Bdg
1,10120,Aparajita Nanda,4,African American Studies,R1B,Letter Grade,Freshmn Composition
2,10120,Aparajita Nanda,4,African American Studies,R1B,Letter Grade,Freshmn Composition
6,10120,Aparajita Nanda,3.7,African American Studies,R1B,Letter Grade,Freshmn Composition
9,10120,Aparajita Nanda,3.3,African American Studies,R1B,Letter Grade,Freshmn Composition
1,10120,Aparajita Nanda,3,African American Studies,R1B,Letter Grade,Freshmn Composition
2,10120,Aparajita Nanda,2.7,African American Studies,R1B,Letter Grade,Freshmn Composition
1,10130,Aparajita Nanda,4,African American Studies,R1B,Letter Grade,Freshmn Composition
4,10130,Aparajita Nanda,3.7,African American Studies,R1B,Letter Grade,Freshmn Composition
6,10130,Aparajita Nanda,3.3,African American Studies,R1B,Letter Grade,Freshmn Composition
6,10130,Aparajita Nanda,3,African American Studies,R1B,Letter Grade,Freshmn Composition
2,10130,Aparajita Nanda,2.7,African American Studies,R1B,Letter Grade,Freshmn Composition
5,10130,Aparajita Nanda,2.3,African American Studies,R1B,Letter Grade,Freshmn Composition
1,10130,Aparajita Nanda,1.7,African American Studies,R1B,Letter Grade,Freshmn Composition
1,10130,Aparajita Nanda,1,African American Studies,R1B,Letter Grade,Freshmn Composition
1,10130,Aparajita Nanda,,African American Studies,R1B,Non-Letter Grade,Freshmn Composition
1,10140,G. Ugo Nwokeji,4,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
2,10140,G. Ugo Nwokeji,4,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
2,10140,G. Ugo Nwokeji,3.7,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
4,10140,G. Ugo Nwokeji,3.3,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
2,10140,G. Ugo Nwokeji,3,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
2,10140,G. Ugo Nwokeji,2.7,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
1,10140,G. Ugo Nwokeji,2,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
2,10140,G. Ugo Nwokeji,0,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
3,10150,Arif Gamal,4,African American Studies,4B,Letter Grade,Africa:  Hist & Cul
10,10150,Arif Gamal,4,African American Studies,4B,Letter Grade,Africa:  Hist & Cul
2,10150,Arif Gamal,3.7,African American Studies,4B,Letter Grade,Africa:  Hist & Cul
2,10150,Arif Gamal,3.3,African American Studies,4B,Letter Grade,Africa:  Hist & Cul
3,10150,Arif Gamal,3,African American Studies,4B,Letter Grade,Africa:  Hist & Cul
1,10150,Arif Gamal,2.7,African American Studies,4B,Letter Grade,Africa:  Hist & Cul
7,10150,Arif Gamal,2,African American Studies,4B,Letter Grade,Africa:  Hist & Cul
2,10150,Arif Gamal,,African American Studies,4B,Non-Letter Grade,Africa:  Hist & Cul
1,10150,Arif Gamal,,African American Studies,4B,Non-Letter Grade,Africa:  Hist & Cul
1,10160,Cara Stanley,4,African American Studies,39D,Letter Grade,Fresh/Soph Seminar
1,10160,Cara Stanley,4,African American Studies,39D,Letter Grade,Fresh/Soph Seminar
2,10160,Cara Stanley,3.7,African American Studies,39D,Letter Grade,Fresh/Soph Seminar
6,10160,Cara Stanley,3.3,African American Studies,39D,Letter Grade,Fresh/Soph Seminar
3,10160,Cara Stanley,3,African American Studies,39D,Letter Grade,Fresh/Soph Seminar
3,10160,Cara Stanley,2.7,African American Studies,39D,Letter Grade,Fresh/Soph Seminar
2,10160,Cara Stanley,1.7,African American Studies,39D,Letter Grade,Fresh/Soph Seminar
1,10160,Cara Stanley,,African American Studies,39D,Non-Letter Grade,Fresh/Soph Seminar
3,10165,John Patton,3.3,African American Studies,39E,Letter Grade,Fresh/Soph Seminar
4,10165,John Patton,3,African American Studies,39E,Letter Grade,Fresh/Soph Seminar
2,10165,John Patton,2.7,African American Studies,39E,Letter Grade,Fresh/Soph Seminar
1,10165,John Patton,2.3,African American Studies,39E,Letter Grade,Fresh/Soph Seminar
4,10165,John Patton,2,African American Studies,39E,Letter Grade,Fresh/Soph Seminar
1,10165,John Patton,,African American Studies,39E,Non-Letter Grade,Fresh/Soph Seminar
15,10170,Stephen Small,4,African American Studies,W111,Letter Grade,Race:  Class & Gen
9,10170,Stephen Small,3.7,African American Studies,W111,Letter Grade,Race:  Class & Gen
15,10170,Stephen Small,3.3,African American Studies,W111,Letter Grade,Race:  Class & Gen
4,10170,Stephen Small,3,African American Studies,W111,Letter Grade,Race:  Class & Gen
7,10170,Stephen Small,2.7,African American Studies,W111,Letter Grade,Race:  Class & Gen
2,10170,Stephen Small,2.3,African American Studies,W111,Letter Grade,Race:  Class & Gen
1,10170,Stephen Small,2,African American Studies,W111,Letter Grade,Race:  Class & Gen
1,10170,Stephen Small,1.7,African American Studies,W111,Letter Grade,Race:  Class & Gen
9,10170,Stephen Small,0,African American Studies,W111,Letter Grade,Race:  Class & Gen
30,10170,Stephen Small,,African American Studies,W111,Non-Letter Grade,Race:  Class & Gen
9,10170,Stephen Small,,African American Studies,W111,Non-Letter Grade,Race:  Class & Gen
2,10173,Sam Mchombo,4,African American Studies,115,Letter Grade,Lang Soc Iss Africa
8,10173,Sam Mchombo,4,African American Studies,115,Letter Grade,Lang Soc Iss Africa
6,10173,Sam Mchombo,3.7,African American Studies,115,Letter Grade,Lang Soc Iss Africa
5,10175,Charles Henry,4,African American Studies,W124,Letter Grade,Pol Phil M L King
21,10175,Charles Henry,4,African American Studies,W124,Letter Grade,Pol Phil M L King
5,10175,Charles Henry,3.7,African American Studies,W124,Letter Grade,Pol Phil M L King
4,10175,Charles Henry,3.3,African American Studies,W124,Letter Grade,Pol Phil M L King
4,10175,Charles Henry,3,African American Studies,W124,Letter Grade,Pol Phil M L King
2,10175,Charles Henry,2.3,African American Studies,W124,Letter Grade,Pol Phil M L King
2,10175,Charles Henry,2,African American Studies,W124,Letter Grade,Pol Phil M L King
3,10175,Charles Henry,1.7,African American Studies,W124,Letter Grade,Pol Phil M L King
3,10175,Charles Henry,1.3,African American Studies,W124,Letter Grade,Pol Phil M L King
1,10175,Charles Henry,1,African American Studies,W124,Letter Grade,Pol Phil M L King
1,10175,Charles Henry,0.7,African American Studies,W124,Letter Grade,Pol Phil M L King
9,10175,Charles Henry,0,African American Studies,W124,Letter Grade,Pol Phil M L King
24,10175,Charles Henry,,African American Studies,W124,Non-Letter Grade,Pol Phil M L King
1,10175,Charles Henry,,African American Studies,W124,Non-Letter Grade,Pol Phil M L King
15,10175,Charles Henry,,African American Studies,W124,Non-Letter Grade,Pol Phil M L King
2,10190,Frederick Vincent,4,African American Studies,159,Letter Grade,Spec Top Afam Lit
16,10190,Frederick Vincent,4,African American Studies,159,Letter Grade,Spec Top Afam Lit
1,10190,Frederick Vincent,3.7,African American Studies,159,Letter Grade,Spec Top Afam Lit
1,10190,Frederick Vincent,2.7,African American Studies,159,Letter Grade,Spec Top Afam Lit
1,10190,Frederick Vincent,2,African American Studies,159,Letter Grade,Spec Top Afam Lit
1,10190,Frederick Vincent,1.7,African American Studies,159,Letter Grade,Spec Top Afam Lit
2,10190,Frederick Vincent,,African American Studies,159,Non-Letter Grade,Spec Top Afam Lit
9,10200,Jessyka Finley; Robert Allen,4,African American Studies,159,Letter Grade,Spec Top Afam Lit
1,10200,Jessyka Finley; Robert Allen,3.7,African American Studies,159,Letter Grade,Spec Top Afam Lit
5,10200,Jessyka Finley; Robert Allen,3.3,African American Studies,159,Letter Grade,Spec Top Afam Lit
1,10200,Jessyka Finley; Robert Allen,2,African American Studies,159,Letter Grade,Spec Top Afam Lit
1,10200,Jessyka Finley; Robert Allen,1,African American Studies,159,Letter Grade,Spec Top Afam Lit
2,10200,Jessyka Finley; Robert Allen,,African American Studies,159,Non-Letter Grade,Spec Top Afam Lit
2,10200,Jessyka Finley; Robert Allen,,African American Studies,159,Non-Letter Grade,Spec Top Afam Lit
2,10203,Cecil Brown,4,African American Studies,159,Letter Grade,Spec Top Afam Lit
4,10203,Cecil Brown,3.7,African American Studies,159,Letter Grade,Spec Top Afam Lit
5,10203,Cecil Brown,3.3,African American Studies,159,Letter Grade,Spec Top Afam Lit
8,10203,Cecil Brown,3,African American Studies,159,Letter Grade,Spec Top Afam Lit
1,10203,Cecil Brown,2.7,African American Studies,159,Letter Grade,Spec Top Afam Lit
2,10203,Cecil Brown,2.3,African American Studies,159,Letter Grade,Spec Top Afam Lit
1,10203,Cecil Brown,,African American Studies,159,Non-Letter Grade,Spec Top Afam Lit
1,10205,Percy Hintzen,,African American Studies,197,Non-Letter Grade,Field Study
1,10250,Robert Allen,,African American Studies,296,Non-Letter Grade,Dir Diss Research
1,10255,Robert Allen,,African American Studies,296,Non-Letter Grade,Dir Diss Research
4,10265,Robert Allen,,African American Studies,299,Non-Letter Grade,Ind Stdy/Res
1,10275,G. Ugo Nwokeji,,African American Studies,299,Non-Letter Grade,Ind Stdy/Res
2,10290,Stephen Small,4,African American Studies,299,Letter Grade,Ind Stdy/Res
1,10295,Brandi Catanese,4,African American Studies,299,Letter Grade,Ind Stdy/Res
2,11010,Peter Berck,,Ag & Resource Econ & Pol,N299,Non-Letter Grade,Individual Research
9,11020,Peter Berck,,Ag & Resource Econ & Pol,N602,Non-Letter Grade,Ind Study:  Doctorat
1,11505,Leigh Raiford,4,American Studies,101,Letter Grade,Us Cultures In Time
4,11505,Leigh Raiford,4,American Studies,101,Letter Grade,Us Cultures In Time
3,11505,Leigh Raiford,3.7,American Studies,101,Letter Grade,Us Cultures In Time
2,11505,Leigh Raiford,3.3,American Studies,101,Letter Grade,Us Cultures In Time
2,11505,Leigh Raiford,3,American Studies,101,Letter Grade,Us Cultures In Time
1,11505,Leigh Raiford,2.7,American Studies,101,Letter Grade,Us Cultures In Time
2,11505,Leigh Raiford,2.3,American Studies,101,Letter Grade,Us Cultures In Time
1,11505,Leigh Raiford,1.7,American Studies,101,Letter Grade,Us Cultures In Time
1,11505,Leigh Raiford,1,American Studies,101,Letter Grade,Us Cultures In Time
1,11505,Leigh Raiford,0.7,American Studies,101,Letter Grade,Us Cultures In Time
1,11505,Leigh Raiford,,American Studies,101,Non-Letter Grade,Us Cultures In Time
1,11505,Leigh Raiford,,American Studies,101,Non-Letter Grade,Us Cultures In Time
1,11510,Justin Gomer; Kathleen Moran,4,American Studies,101AC,Letter Grade,Us Cultures In Time
3,11510,Justin Gomer; Kathleen Moran,4,American Studies,101AC,Letter Grade,Us Cultures In Time
8,11510,Justin Gomer; Kathleen Moran,3.7,American Studies,101AC,Letter Grade,Us Cultures In Time
8,11510,Justin Gomer; Kathleen Moran,3.3,American Studies,101AC,Letter Grade,Us Cultures In Time
5,11510,Justin Gomer; Kathleen Moran,3,American Studies,101AC,Letter Grade,Us Cultures In Time
8,11510,Justin Gomer; Kathleen Moran,2.7,American Studies,101AC,Letter Grade,Us Cultures In Time
1,11510,Justin Gomer; Kathleen Moran,2,American Studies,101AC,Letter Grade,Us Cultures In Time
5,11510,Justin Gomer; Kathleen Moran,1.7,American Studies,101AC,Letter Grade,Us Cultures In Time
1,11510,Justin Gomer; Kathleen Moran,0.7,American Studies,101AC,Letter Grade,Us Cultures In Time
1,11510,Justin Gomer; Kathleen Moran,0,American Studies,101AC,Letter Grade,Us Cultures In Time
3,11510,Justin Gomer; Kathleen Moran,,American Studies,101AC,Non-Letter Grade,Us Cultures In Time
1,11510,Justin Gomer; Kathleen Moran,,American Studies,101AC,Non-Letter Grade,Us Cultures In Time
1,11515,Gary Wren,4,American Studies,C125,Letter Grade,Media And Politics
4,11515,Gary Wren,4,American Studies,C125,Letter Grade,Media And Politics
1,11515,Gary Wren,3.7,American Studies,C125,Letter Grade,Media And Politics
4,11515,Gary Wren,3.3,American Studies,C125,Letter Grade,Media And Politics
8,11515,Gary Wren,3,American Studies,C125,Letter Grade,Media And Politics
1,11515,Gary Wren,2.7,American Studies,C125,Letter Grade,Media And Politics
2,11515,Gary Wren,2.3,American Studies,C125,Letter Grade,Media And Politics
3,11515,Gary Wren,2,American Studies,C125,Letter Grade,Media And Politics
1,11515,Gary Wren,1.3,American Studies,C125,Letter Grade,Media And Politics
1,11515,Gary Wren,1,American Studies,C125,Letter Grade,Media And Politics
1,11515,Gary Wren,0,American Studies,C125,Letter Grade,Media And Politics
1,11515,Gary Wren,,American Studies,C125,Non-Letter Grade,Media And Politics
32,11520,Catherine Covey; Kathleen Moran,4,American Studies,180A,Letter Grade,Advertising America
31,11520,Catherine Covey; Kathleen Moran,3.7,American Studies,180A,Letter Grade,Advertising America
25,11520,Catherine Covey; Kathleen Moran,3.3,American Studies,180A,Letter Grade,Advertising America
22,11520,Catherine Covey; Kathleen Moran,3,American Studies,180A,Letter Grade,Advertising America
16,11520,Catherine Covey; Kathleen Moran,2.7,American Studies,180A,Letter Grade,Advertising America
6,11520,Catherine Covey; Kathleen Moran,2.3,American Studies,180A,Letter Grade,Advertising America
3,11520,Catherine Covey; Kathleen Moran,2,American Studies,180A,Letter Grade,Advertising America
9,11520,Catherine Covey; Kathleen Moran,1.7,American Studies,180A,Letter Grade,Advertising America
1,11520,Catherine Covey; Kathleen Moran,1.3,American Studies,180A,Letter Grade,Advertising America
2,11520,Catherine Covey; Kathleen Moran,1,American Studies,180A,Letter Grade,Advertising America
2,11520,Catherine Covey; Kathleen Moran,0.7,American Studies,180A,Letter Grade,Advertising America
14,11520,Catherine Covey; Kathleen Moran,0,American Studies,180A,Letter Grade,Advertising America
30,11520,Catherine Covey; Kathleen Moran,,American Studies,180A,Non-Letter Grade,Advertising America
3,11520,Catherine Covey; Kathleen Moran,,American Studies,180A,Non-Letter Grade,Advertising America
1,11520,Catherine Covey; Kathleen Moran,,American Studies,180A,Non-Letter Grade,Advertising America
1,11525,Timothy Rowe,4,American Studies,188F,Letter Grade,Amer. Pop. Music
5,11525,Timothy Rowe,4,American Studies,188F,Letter Grade,Amer. Pop. Music
8,11525,Timothy Rowe,3.7,American Studies,188F,Letter Grade,Amer. Pop. Music
8,11525,Timothy Rowe,3.3,American Studies,188F,Letter Grade,Amer. Pop. Music
9,11525,Timothy Rowe,3,American Studies,188F,Letter Grade,Amer. Pop. Music
6,11525,Timothy Rowe,2.7,American Studies,188F,Letter Grade,Amer. Pop. Music
4,11525,Timothy Rowe,2.3,American Studies,188F,Letter Grade,Amer. Pop. Music
51,11525,Timothy Rowe,2,American Studies,188F,Letter Grade,Amer. Pop. Music
2,11525,Timothy Rowe,0,American Studies,188F,Letter Grade,Amer. Pop. Music
15,11525,Timothy Rowe,,American Studies,188F,Non-Letter Grade,Amer. Pop. Music
2,11525,Timothy Rowe,,American Studies,188F,Non-Letter Grade,Amer. Pop. Music
3,11530,Kristen Loutensock,4,American Studies,188G,Letter Grade,Pop Culture: Shop
84,11530,Kristen Loutensock,4,American Studies,188G,Letter Grade,Pop Culture: Shop
12,11530,Kristen Loutensock,3.7,American Studies,188G,Letter Grade,Pop Culture: Shop
8,11530,Kristen Loutensock,3.3,American Studies,188G,Letter Grade,Pop Culture: Shop
20,11530,Kristen Loutensock,3,American Studies,188G,Letter Grade,Pop Culture: Shop
7,11530,Kristen Loutensock,2.7,American Studies,188G,Letter Grade,Pop Culture: Shop
8,11530,Kristen Loutensock,2.3,American Studies,188G,Letter Grade,Pop Culture: Shop
12,11530,Kristen Loutensock,2,American Studies,188G,Letter Grade,Pop Culture: Shop
3,11530,Kristen Loutensock,1.7,American Studies,188G,Letter Grade,Pop Culture: Shop
2,11530,Kristen Loutensock,1.3,American Studies,188G,Letter Grade,Pop Culture: Shop
1,11530,Kristen Loutensock,1,American Studies,188G,Letter Grade,Pop Culture: Shop
6,11530,Kristen Loutensock,0,American Studies,188G,Letter Grade,Pop Culture: Shop
26,11530,Kristen Loutensock,,American Studies,188G,Non-Letter Grade,Pop Culture: Shop
1,11530,Kristen Loutensock,,American Studies,188G,Non-Letter Grade,Pop Culture: Shop
2,11530,Kristen Loutensock,,American Studies,188G,Non-Letter Grade,Pop Culture: Shop
84,11535,Christopher Chen,4,American Studies,188H,Letter Grade,Asian Amer Culture
5,11535,Christopher Chen,3.7,American Studies,188H,Letter Grade,Asian Amer Culture
1,11535,Christopher Chen,2,American Studies,188H,Letter Grade,Asian Amer Culture
3,11535,Christopher Chen,0,American Studies,188H,Letter Grade,Asian Amer Culture
11,11535,Christopher Chen,,American Studies,188H,Non-Letter Grade,Asian Amer Culture
1,11535,Christopher Chen,,American Studies,188H,Non-Letter Grade,Asian Amer Culture
4,12105,Sabrina Agarwal,4,Anthropology,1,Letter Grade,Intro To Bio Anthro
12,12105,Sabrina Agarwal,4,Anthropology,1,Letter Grade,Intro To Bio Anthro
6,12105,Sabrina Agarwal,3.7,Anthropology,1,Letter Grade,Intro To Bio Anthro
1,12105,Sabrina Agarwal,3.3,Anthropology,1,Letter Grade,Intro To Bio Anthro
1,12105,Sabrina Agarwal,0,Anthropology,1,Letter Grade,Intro To Bio Anthro
2,12105,Sabrina Agarwal,,Anthropology,1,Non-Letter Grade,Intro To Bio Anthro
4,12125,John Chenoweth,4,Anthropology,2AC,Letter Grade,Intro Archaeology
9,12125,John Chenoweth,4,Anthropology,2AC,Letter Grade,Intro Archaeology
4,12125,John Chenoweth,3.7,Anthropology,2AC,Letter Grade,Intro Archaeology
1,12125,John Chenoweth,3.3,Anthropology,2AC,Letter Grade,Intro Archaeology
2,12125,John Chenoweth,3,Anthropology,2AC,Letter Grade,Intro Archaeology
4,12125,John Chenoweth,2.7,Anthropology,2AC,Letter Grade,Intro Archaeology
2,12125,John Chenoweth,2.3,Anthropology,2AC,Letter Grade,Intro Archaeology
2,12125,John Chenoweth,2,Anthropology,2AC,Letter Grade,Intro Archaeology
2,12125,John Chenoweth,1.3,Anthropology,2AC,Letter Grade,Intro Archaeology
2,12125,John Chenoweth,0,Anthropology,2AC,Letter Grade,Intro Archaeology
5,12125,John Chenoweth,,Anthropology,2AC,Non-Letter Grade,Intro Archaeology
6,12150,Arpita Roy,4,Anthropology,3AC,Letter Grade,Intro Soc/Cult Ac
15,12150,Arpita Roy,4,Anthropology,3AC,Letter Grade,Intro Soc/Cult Ac
15,12150,Arpita Roy,3.7,Anthropology,3AC,Letter Grade,Intro Soc/Cult Ac
6,12150,Arpita Roy,3.3,Anthropology,3AC,Letter Grade,Intro Soc/Cult Ac
1,12150,Arpita Roy,3,Anthropology,3AC,Letter Grade,Intro Soc/Cult Ac
1,12150,Arpita Roy,0,Anthropology,3AC,Letter Grade,Intro Soc/Cult Ac
4,12150,Arpita Roy,,Anthropology,3AC,Non-Letter Grade,Intro Soc/Cult Ac
2,12175,Terrence Deacon; Theresa Macphail,4,Anthropology,R5B,Letter Grade,Reading & Comp
2,12175,Terrence Deacon; Theresa Macphail,4,Anthropology,R5B,Letter Grade,Reading & Comp
6,12175,Terrence Deacon; Theresa Macphail,3.7,Anthropology,R5B,Letter Grade,Reading & Comp
1,12175,Terrence Deacon; Theresa Macphail,3.3,Anthropology,R5B,Letter Grade,Reading & Comp
1,12175,Terrence Deacon; Theresa Macphail,2.7,Anthropology,R5B,Letter Grade,Reading & Comp
1,12175,Terrence Deacon; Theresa Macphail,,Anthropology,R5B,Non-Letter Grade,Reading & Comp
1,12180,Maki Tanaka,4,Anthropology,R5B,Letter Grade,Reading & Comp
7,12180,Maki Tanaka,3.7,Anthropology,R5B,Letter Grade,Reading & Comp
2,12180,Maki Tanaka,3.3,Anthropology,R5B,Letter Grade,Reading & Comp
1,12180,Maki Tanaka,3,Anthropology,R5B,Letter Grade,Reading & Comp
2,12185,Eric Plemons; Terrence Deacon,4,Anthropology,R5B,Letter Grade,Reading & Comp
3,12185,Eric Plemons; Terrence Deacon,3.7,Anthropology,R5B,Letter Grade,Reading & Comp
1,12185,Eric Plemons; Terrence Deacon,3.3,Anthropology,R5B,Letter Grade,Reading & Comp
3,12185,Eric Plemons; Terrence Deacon,3,Anthropology,R5B,Letter Grade,Reading & Comp
1,12185,Eric Plemons; Terrence Deacon,2.7,Anthropology,R5B,Letter Grade,Reading & Comp
2,12185,Eric Plemons; Terrence Deacon,2.3,Anthropology,R5B,Letter Grade,Reading & Comp
1,12185,Eric Plemons; Terrence Deacon,,Anthropology,R5B,Non-Letter Grade,Reading & Comp
4,12190,Terrence Deacon; Timothy Rodriguez,4,Anthropology,R5B,Letter Grade,Reading & Comp
3,12190,Terrence Deacon; Timothy Rodriguez,4,Anthropology,R5B,Letter Grade,Reading & Comp
5,12190,Terrence Deacon; Timothy Rodriguez,3.7,Anthropology,R5B,Letter Grade,Reading & Comp
5,12195,Alexandre Beliaev; Terrence Deacon,4,Anthropology,R5B,Letter Grade,Reading & Comp
3,12195,Alexandre Beliaev; Terrence Deacon,3.7,Anthropology,R5B,Letter Grade,Reading & Comp
7,12205,Kathaeryne Soluri,4,Anthropology,105,Letter Grade,Primate Evolution
6,12205,Kathaeryne Soluri,4,Anthropology,105,Letter Grade,Primate Evolution
3,12205,Kathaeryne Soluri,3.7,Anthropology,105,Letter Grade,Primate Evolution
2,12205,Kathaeryne Soluri,3.3,Anthropology,105,Letter Grade,Primate Evolution
2,12205,Kathaeryne Soluri,2.7,Anthropology,105,Letter Grade,Primate Evolution
9,12210,Lauren Milligan Newmark,4,Anthropology,112,Letter Grade,Sp Topics: Bio Anth
6,12210,Lauren Milligan Newmark,3.7,Anthropology,112,Letter Grade,Sp Topics: Bio Anth
4,12210,Lauren Milligan Newmark,3.3,Anthropology,112,Letter Grade,Sp Topics: Bio Anth
1,12210,Lauren Milligan Newmark,3,Anthropology,112,Letter Grade,Sp Topics: Bio Anth
5,12210,Lauren Milligan Newmark,2.7,Anthropology,112,Letter Grade,Sp Topics: Bio Anth
1,12210,Lauren Milligan Newmark,2,Anthropology,112,Letter Grade,Sp Topics: Bio Anth
1,12210,Lauren Milligan Newmark,1.7,Anthropology,112,Letter Grade,Sp Topics: Bio Anth
1,12210,Lauren Milligan Newmark,0,Anthropology,112,Letter Grade,Sp Topics: Bio Anth
1,12210,Lauren Milligan Newmark,,Anthropology,112,Non-Letter Grade,Sp Topics: Bio Anth
4,12215,Lawrence Cohen,4,Anthropology,115,Letter Grade,Intro Med Anthro
7,12215,Lawrence Cohen,4,Anthropology,115,Letter Grade,Intro Med Anthro
2,12215,Lawrence Cohen,3.7,Anthropology,115,Letter Grade,Intro Med Anthro
4,12215,Lawrence Cohen,3.3,Anthropology,115,Letter Grade,Intro Med Anthro
3,12215,Lawrence Cohen,3,Anthropology,115,Letter Grade,Intro Med Anthro
1,12215,Lawrence Cohen,2.7,Anthropology,115,Letter Grade,Intro Med Anthro
2,12215,Lawrence Cohen,2.3,Anthropology,115,Letter Grade,Intro Med Anthro
1,12215,Lawrence Cohen,2,Anthropology,115,Letter Grade,Intro Med Anthro
1,12215,Lawrence Cohen,0,Anthropology,115,Letter Grade,Intro Med Anthro
1,12235,Christopher Roebuck; Terrence Deacon,4,Anthropology,119,Letter Grade,Med Anthro Topics
8,12235,Christopher Roebuck; Terrence Deacon,4,Anthropology,119,Letter Grade,Med Anthro Topics
3,12235,Christopher Roebuck; Terrence Deacon,2.7,Anthropology,119,Letter Grade,Med Anthro Topics
1,12235,Christopher Roebuck; Terrence Deacon,0,Anthropology,119,Letter Grade,Med Anthro Topics
5,12240,Teresa Bulger,4,Anthropology,121AC,Letter Grade,Amercn Materl Cultr
10,12240,Teresa Bulger,4,Anthropology,121AC,Letter Grade,Amercn Materl Cultr
7,12240,Teresa Bulger,3.7,Anthropology,121AC,Letter Grade,Amercn Materl Cultr
2,12240,Teresa Bulger,3.3,Anthropology,121AC,Letter Grade,Amercn Materl Cultr
2,12240,Teresa Bulger,3,Anthropology,121AC,Letter Grade,Amercn Materl Cultr
1,12240,Teresa Bulger,1.7,Anthropology,121AC,Letter Grade,Amercn Materl Cultr
1,12240,Teresa Bulger,0,Anthropology,121AC,Letter Grade,Amercn Materl Cultr
3,12240,Teresa Bulger,,Anthropology,121AC,Non-Letter Grade,Amercn Materl Cultr
3,12245,Jun Sunseri,4,Anthropology,122A,Letter Grade,Archaeol No Amer
2,12245,Jun Sunseri,4,Anthropology,122A,Letter Grade,Archaeol No Amer
1,12245,Jun Sunseri,3.7,Anthropology,122A,Letter Grade,Archaeol No Amer
2,12245,Jun Sunseri,3,Anthropology,122A,Letter Grade,Archaeol No Amer
2,12250,Shanti Morell-Hart,4,Anthropology,122D,Letter Grade,Ancient Maya
7,12250,Shanti Morell-Hart,4,Anthropology,122D,Letter Grade,Ancient Maya
7,12250,Shanti Morell-Hart,3.7,Anthropology,122D,Letter Grade,Ancient Maya
2,12250,Shanti Morell-Hart,3.3,Anthropology,122D,Letter Grade,Ancient Maya
1,12250,Shanti Morell-Hart,3,Anthropology,122D,Letter Grade,Ancient Maya
1,12250,Shanti Morell-Hart,2.7,Anthropology,122D,Letter Grade,Ancient Maya
1,12250,Shanti Morell-Hart,2,Anthropology,122D,Letter Grade,Ancient Maya
1,12250,Shanti Morell-Hart,1,Anthropology,122D,Letter Grade,Ancient Maya
3,12250,Shanti Morell-Hart,,Anthropology,122D,Non-Letter Grade,Ancient Maya
1,12250,Shanti Morell-Hart,,Anthropology,122D,Non-Letter Grade,Ancient Maya
1,12255,Patrick Beauchesne,4,Anthropology,127A,Letter Grade,Skltl Bio & Bioarch
2,12255,Patrick Beauchesne,4,Anthropology,127A,Letter Grade,Skltl Bio & Bioarch
6,12255,Patrick Beauchesne,3.7,Anthropology,127A,Letter Grade,Skltl Bio & Bioarch
2,12255,Patrick Beauchesne,3.3,Anthropology,127A,Letter Grade,Skltl Bio & Bioarch
1,12255,Patrick Beauchesne,2.7,Anthropology,127A,Letter Grade,Skltl Bio & Bioarch
1,12255,Patrick Beauchesne,2,Anthropology,127A,Letter Grade,Skltl Bio & Bioarch
2,12255,Patrick Beauchesne,,Anthropology,127A,Non-Letter Grade,Skltl Bio & Bioarch
3,12265,Anna Browne Ribeiro,4,Anthropology,132A,Letter Grade,Ceramic Analysis
4,12265,Anna Browne Ribeiro,4,Anthropology,132A,Letter Grade,Ceramic Analysis
1,12265,Anna Browne Ribeiro,3.7,Anthropology,132A,Letter Grade,Ceramic Analysis
1,12265,Anna Browne Ribeiro,3.3,Anthropology,132A,Letter Grade,Ceramic Analysis
1,12265,Anna Browne Ribeiro,2.3,Anthropology,132A,Letter Grade,Ceramic Analysis
