Enrollment Cnt,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Grade Type Desc,Course Title Nm
1,Darieck Scott,4,African American Studies,152F,Letter Grade,Neo-Slave Narrative
3,Darieck Scott,4,African American Studies,152F,Letter Grade,Neo-Slave Narrative
1,Darieck Scott,3.7,African American Studies,152F,Letter Grade,Neo-Slave Narrative
2,Darieck Scott,3.3,African American Studies,152F,Letter Grade,Neo-Slave Narrative
2,Darieck Scott,3,African American Studies,152F,Letter Grade,Neo-Slave Narrative
3,Darieck Scott,,African American Studies,152F,Non-Letter Grade,Neo-Slave Narrative
1,Darieck Scott,,African American Studies,152F,Non-Letter Grade,Neo-Slave Narrative
6,Aya De Leon,4,African American Studies,156AC,Letter Grade,Poetry 4 People:Int
35,Aya De Leon,4,African American Studies,156AC,Letter Grade,Poetry 4 People:Int
6,Aya De Leon,3.7,African American Studies,156AC,Letter Grade,Poetry 4 People:Int
2,Aya De Leon,3,African American Studies,156AC,Letter Grade,Poetry 4 People:Int
1,Aya De Leon,2.3,African American Studies,156AC,Letter Grade,Poetry 4 People:Int
4,Aya De Leon,,African American Studies,156AC,Non-Letter Grade,Poetry 4 People:Int
5,Aya De Leon,4,African American Studies,158B,Letter Grade,Poet 4 People:Prac
5,Purushottama Bilimoria,4,African American Studies,173AC,Letter Grade,Gandhi: Cv Rts Amer
6,Purushottama Bilimoria,3.7,African American Studies,173AC,Letter Grade,Gandhi: Cv Rts Amer
3,Purushottama Bilimoria,3.3,African American Studies,173AC,Letter Grade,Gandhi: Cv Rts Amer
3,Purushottama Bilimoria,,African American Studies,173AC,Non-Letter Grade,Gandhi: Cv Rts Amer
2,Nailah Suad-Bakari,4,African American Studies,H195B,Letter Grade,Senior Honor Thesis
3,Ula Taylor,,African American Studies,197,Non-Letter Grade,Field Study
44,Nailah Suad-Bakari,,African American Studies,197,Non-Letter Grade,Field Study
1,Nailah Suad-Bakari,,African American Studies,197,Non-Letter Grade,Field Study
5,Ula Taylor,,African American Studies,197,Non-Letter Grade,Field Study
85,Aurelia Torng; Irene Lopez; Melissa Gioino; Ula Taylor,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
1,Aurelia Torng; Irene Lopez; Melissa Gioino; Ula Taylor,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
7,Robert Allen,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
9,Ronald Williams,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
2,Leigh Raiford,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
2,Nailah Suad-Bakari,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
4,Nailah Suad-Bakari,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
7,Nailah Suad-Bakari,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
7,Leigh Raiford,4,African American Studies,240,Letter Grade,Spec Topics
3,Michel Laguerre,4,African American Studies,241,Letter Grade,Spec Topics
13,Leigh Raiford,,African American Studies,296,Non-Letter Grade,Dir Diss Research
1,Aya De Leon,,African American Studies,299,Non-Letter Grade,Ind Stdy/Res
2,Leigh Raiford,,African American Studies,299,Non-Letter Grade,Ind Stdy/Res
1,Ula Taylor,4,African American Studies,299,Letter Grade,Ind Stdy/Res
1,Stephen Small,4,African American Studies,299,Letter Grade,Ind Stdy/Res
6,Leigh Raiford,,African American Studies,602,Non-Letter Grade,Ind Stdy For Doc St
6,Jeffrey Perloff; Sofia Villas-Boas,4,Ag & Resource Econ & Pol,202,Letter Grade,Issues In Agri Econ
5,Jeffrey Perloff; Sofia Villas-Boas,4,Ag & Resource Econ & Pol,202,Letter Grade,Issues In Agri Econ
3,Jeffrey Perloff; Sofia Villas-Boas,3.7,Ag & Resource Econ & Pol,202,Letter Grade,Issues In Agri Econ
16,Maximilian Auffhammer,4,Ag & Resource Econ & Pol,212,Letter Grade,Econometrics 2
3,Maximilian Auffhammer,3.7,Ag & Resource Econ & Pol,212,Letter Grade,Econometrics 2
3,Maximilian Auffhammer,3.3,Ag & Resource Econ & Pol,212,Letter Grade,Econometrics 2
1,Maximilian Auffhammer,3,Ag & Resource Econ & Pol,212,Letter Grade,Econometrics 2
1,Maximilian Auffhammer,,Ag & Resource Econ & Pol,212,Non-Letter Grade,Econometrics 2
3,Elisabeth Sadoulet; Maximilian Auffhammer,4,Ag & Resource Econ & Pol,219B,Letter Grade,Econometric Proj
2,Elisabeth Sadoulet; Maximilian Auffhammer,3.7,Ag & Resource Econ & Pol,219B,Letter Grade,Econometric Proj
3,Elisabeth Sadoulet; Maximilian Auffhammer,3.3,Ag & Resource Econ & Pol,219B,Letter Grade,Econometric Proj
4,Elisabeth Sadoulet; Maximilian Auffhammer,3,Ag & Resource Econ & Pol,219B,Letter Grade,Econometric Proj
1,Elisabeth Sadoulet; Maximilian Auffhammer,2.7,Ag & Resource Econ & Pol,219B,Letter Grade,Econometric Proj
3,David Sunding; Gordon Rausser,4,Ag & Resource Econ & Pol,242,Letter Grade,Quant Policy Anlys
2,David Sunding; Gordon Rausser,3.7,Ag & Resource Econ & Pol,242,Letter Grade,Quant Policy Anlys
1,David Sunding; Gordon Rausser,3.3,Ag & Resource Econ & Pol,242,Letter Grade,Quant Policy Anlys
2,David Sunding; Gordon Rausser,3,Ag & Resource Econ & Pol,242,Letter Grade,Quant Policy Anlys
15,Brian Wright,,Ag & Resource Econ & Pol,249,Non-Letter Grade,Policy Workshop
8,Elisabeth Sadoulet,,Ag & Resource Econ & Pol,259,Non-Letter Grade,Development Wkshop
1,David Sunding; Meredith Fowlie,4,Ag & Resource Econ & Pol,264,Letter Grade,Emp Energy Env Econ
2,David Sunding; Meredith Fowlie,4,Ag & Resource Econ & Pol,264,Letter Grade,Emp Energy Env Econ
2,David Sunding; Meredith Fowlie,3.7,Ag & Resource Econ & Pol,264,Letter Grade,Emp Energy Env Econ
1,David Sunding; Meredith Fowlie,3,Ag & Resource Econ & Pol,264,Letter Grade,Emp Energy Env Econ
8,Peter Berck,,Ag & Resource Econ & Pol,269,Non-Letter Grade,Resources Workshop
5,Maximilian Auffhammer,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
4,Peter Berck,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
3,Alain Dejanvry,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
1,Meredith Fowlie,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
2,Ethan Ligon,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
1,Jeremy Magruder,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
1,Jeffrey Perloff,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
2,Gordon Rausser,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
5,Elisabeth Sadoulet,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
1,Sofia Villas-Boas,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
2,Brian Wright,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
2,David Zilberman,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
6,Sara Boettiger,,Ag & Resource Econ & Pol,300,Non-Letter Grade,Teaching Experience
12,Sara Boettiger,,Ag & Resource Econ & Pol,300,Non-Letter Grade,Teaching Experience
3,Maximilian Auffhammer,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
5,Peter Berck,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
2,Meredith Fowlie,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
1,Wolfram Schlenker,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
1,Ethan Ligon,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
4,Jeremy Magruder,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
3,Gordon Rausser,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
2,Elisabeth Sadoulet,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
2,David Sunding,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
2,Sofia Villas-Boas,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
5,Brian Wright,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
5,David Zilberman,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
13,Kathleen Moran,4,American Studies,C10,Letter Grade,Intro As:Hollywood
10,Kathleen Moran,3.7,American Studies,C10,Letter Grade,Intro As:Hollywood
5,Kathleen Moran,3.3,American Studies,C10,Letter Grade,Intro As:Hollywood
10,Kathleen Moran,3,American Studies,C10,Letter Grade,Intro As:Hollywood
9,Kathleen Moran,2.7,American Studies,C10,Letter Grade,Intro As:Hollywood
9,Kathleen Moran,2,American Studies,C10,Letter Grade,Intro As:Hollywood
3,Kathleen Moran,1.7,American Studies,C10,Letter Grade,Intro As:Hollywood
2,Kathleen Moran,1.3,American Studies,C10,Letter Grade,Intro As:Hollywood
3,Kathleen Moran,1,American Studies,C10,Letter Grade,Intro As:Hollywood
4,Kathleen Moran,0,American Studies,C10,Letter Grade,Intro As:Hollywood
3,Kathleen Moran,,American Studies,C10,Non-Letter Grade,Intro As:Hollywood
5,Christine Palmer,4,American Studies,101,Letter Grade,Us Cultures In Time
2,Christine Palmer,3.7,American Studies,101,Letter Grade,Us Cultures In Time
4,Christine Palmer,3.3,American Studies,101,Letter Grade,Us Cultures In Time
3,Christine Palmer,3,American Studies,101,Letter Grade,Us Cultures In Time
7,Christine Palmer,2.7,American Studies,101,Letter Grade,Us Cultures In Time
4,Christine Palmer,2.3,American Studies,101,Letter Grade,Us Cultures In Time
3,Christine Palmer,2,American Studies,101,Letter Grade,Us Cultures In Time
2,Christine Palmer,1.7,American Studies,101,Letter Grade,Us Cultures In Time
1,Christine Palmer,1,American Studies,101,Letter Grade,Us Cultures In Time
2,Christine Palmer,0,American Studies,101,Letter Grade,Us Cultures In Time
6,Christine Palmer,,American Studies,101,Non-Letter Grade,Us Cultures In Time
1,Christine Palmer,,American Studies,101,Non-Letter Grade,Us Cultures In Time
1,Mark Brilliant,4,American Studies,101,Letter Grade,Us Cultures In Time
1,Mark Brilliant,3.7,American Studies,101,Letter Grade,Us Cultures In Time
4,Mark Brilliant,3,American Studies,101,Letter Grade,Us Cultures In Time
1,Mark Brilliant,2.7,American Studies,101,Letter Grade,Us Cultures In Time
1,Mark Brilliant,2,American Studies,101,Letter Grade,Us Cultures In Time
1,Mark Brilliant,0,American Studies,101,Letter Grade,Us Cultures In Time
1,Michelle Branch,4,American Studies,101,Letter Grade,Us Cultures In Time
6,Michelle Branch,4,American Studies,101,Letter Grade,Us Cultures In Time
3,Michelle Branch,3.7,American Studies,101,Letter Grade,Us Cultures In Time
6,Michelle Branch,3.3,American Studies,101,Letter Grade,Us Cultures In Time
7,Michelle Branch,3,American Studies,101,Letter Grade,Us Cultures In Time
5,Michelle Branch,2.7,American Studies,101,Letter Grade,Us Cultures In Time
3,Michelle Branch,2.3,American Studies,101,Letter Grade,Us Cultures In Time
1,Michelle Branch,0,American Studies,101,Letter Grade,Us Cultures In Time
2,Michelle Branch,,American Studies,101,Non-Letter Grade,Us Cultures In Time
7,Andrew Shanken; Kathleen Moran,4,American Studies,102,Letter Grade,Us Cultures/Place
7,Andrew Shanken; Kathleen Moran,3.7,American Studies,102,Letter Grade,Us Cultures/Place
4,Andrew Shanken; Kathleen Moran,3.3,American Studies,102,Letter Grade,Us Cultures/Place
9,Andrew Shanken; Kathleen Moran,3,American Studies,102,Letter Grade,Us Cultures/Place
3,Andrew Shanken; Kathleen Moran,2.7,American Studies,102,Letter Grade,Us Cultures/Place
3,Andrew Shanken; Kathleen Moran,2.3,American Studies,102,Letter Grade,Us Cultures/Place
3,Andrew Shanken; Kathleen Moran,2,American Studies,102,Letter Grade,Us Cultures/Place
1,Andrew Shanken; Kathleen Moran,1,American Studies,102,Letter Grade,Us Cultures/Place
2,Andrew Shanken; Kathleen Moran,0,American Studies,102,Letter Grade,Us Cultures/Place
2,Andrew Shanken; Kathleen Moran,,American Studies,102,Non-Letter Grade,Us Cultures/Place
3,Beth Piatote,4,American Studies,102,Letter Grade,Us Cultures/Place
5,Beth Piatote,3.7,American Studies,102,Letter Grade,Us Cultures/Place
6,Beth Piatote,3.3,American Studies,102,Letter Grade,Us Cultures/Place
4,Beth Piatote,3,American Studies,102,Letter Grade,Us Cultures/Place
5,Beth Piatote,2.7,American Studies,102,Letter Grade,Us Cultures/Place
2,Beth Piatote,2.3,American Studies,102,Letter Grade,Us Cultures/Place
1,Beth Piatote,1.3,American Studies,102,Letter Grade,Us Cultures/Place
2,Beth Piatote,1,American Studies,102,Letter Grade,Us Cultures/Place
1,Beth Piatote,0,American Studies,102,Letter Grade,Us Cultures/Place
1,Beth Piatote,,American Studies,102,Non-Letter Grade,Us Cultures/Place
1,Paul Groth,4,American Studies,C112B,Letter Grade,Am Landscape: 1900--
3,Paul Groth,4,American Studies,C112B,Letter Grade,Am Landscape: 1900--
1,Paul Groth,3.7,American Studies,C112B,Letter Grade,Am Landscape: 1900--
