Enrollment Cnt,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Grade Type Desc,Course Title Nm
1,Aparajita Nanda,4,African American Studies,R1A,Letter Grade,Fresh Composition
4,Aparajita Nanda,4,African American Studies,R1A,Letter Grade,Fresh Composition
7,Aparajita Nanda,3.7,African American Studies,R1A,Letter Grade,Fresh Composition
5,Aparajita Nanda,3.3,African American Studies,R1A,Letter Grade,Fresh Composition
3,Aparajita Nanda,3,African American Studies,R1A,Letter Grade,Fresh Composition
1,Aparajita Nanda,2.7,African American Studies,R1A,Letter Grade,Fresh Composition
2,Luisa Giulianetti; Ula Taylor,4,African American Studies,R1AN,Letter Grade,R & C Sum Bdg
8,Luisa Giulianetti; Ula Taylor,3.7,African American Studies,R1AN,Letter Grade,R & C Sum Bdg
2,Luisa Giulianetti; Ula Taylor,3.3,African American Studies,R1AN,Letter Grade,R & C Sum Bdg
3,Luisa Giulianetti; Ula Taylor,3,African American Studies,R1AN,Letter Grade,R & C Sum Bdg
2,Luisa Giulianetti; Ula Taylor,2.7,African American Studies,R1AN,Letter Grade,R & C Sum Bdg
1,Luisa Giulianetti; Ula Taylor,0.7,African American Studies,R1AN,Letter Grade,R & C Sum Bdg
4,Aparajita Nanda,4,African American Studies,R1B,Letter Grade,Freshmn Composition
3,Aparajita Nanda,3.7,African American Studies,R1B,Letter Grade,Freshmn Composition
4,Aparajita Nanda,3.3,African American Studies,R1B,Letter Grade,Freshmn Composition
4,Aparajita Nanda,3,African American Studies,R1B,Letter Grade,Freshmn Composition
3,Aparajita Nanda,2.7,African American Studies,R1B,Letter Grade,Freshmn Composition
3,Aparajita Nanda,2.3,African American Studies,R1B,Letter Grade,Freshmn Composition
3,Aparajita Nanda,2,African American Studies,R1B,Letter Grade,Freshmn Composition
1,Aparajita Nanda,1.7,African American Studies,R1B,Letter Grade,Freshmn Composition
2,Aparajita Nanda,0,African American Studies,R1B,Letter Grade,Freshmn Composition
1,Aparajita Nanda,,African American Studies,R1B,Non-Letter Grade,Freshmn Composition
4,G. Ugo Nwokeji,4,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
3,G. Ugo Nwokeji,4,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
3,G. Ugo Nwokeji,3.7,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
8,G. Ugo Nwokeji,3.3,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
2,G. Ugo Nwokeji,3,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
3,G. Ugo Nwokeji,2.7,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
1,G. Ugo Nwokeji,1.7,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
1,G. Ugo Nwokeji,1.3,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
1,G. Ugo Nwokeji,0,African American Studies,4A,Letter Grade,Africa:  Hist & Cul
1,G. Ugo Nwokeji,,African American Studies,4A,Non-Letter Grade,Africa:  Hist & Cul
6,Arif Gamal,4,African American Studies,4B,Letter Grade,Africa:  Hist & Cul
9,Arif Gamal,4,African American Studies,4B,Letter Grade,Africa:  Hist & Cul
12,Arif Gamal,3.7,African American Studies,4B,Letter Grade,Africa:  Hist & Cul
5,Arif Gamal,3.3,African American Studies,4B,Letter Grade,Africa:  Hist & Cul
4,Arif Gamal,3,African American Studies,4B,Letter Grade,Africa:  Hist & Cul
4,Percy Hintzen,4,African American Studies,N131,Letter Grade,Carib Soc:  Cultures
5,Percy Hintzen,3.7,African American Studies,N131,Letter Grade,Carib Soc:  Cultures
3,Percy Hintzen,3.3,African American Studies,N131,Letter Grade,Carib Soc:  Cultures
4,Percy Hintzen,3,African American Studies,N131,Letter Grade,Carib Soc:  Cultures
6,Percy Hintzen,,African American Studies,N131,Non-Letter Grade,Carib Soc:  Cultures
3,Charles Henry; Ronald Williams,4,African American Studies,139,Letter Grade,Sel Top:Africam Soc
1,Charles Henry; Ronald Williams,3.3,African American Studies,139,Letter Grade,Sel Top:Africam Soc
1,Charles Henry; Ronald Williams,2.7,African American Studies,139,Letter Grade,Sel Top:Africam Soc
1,Charles Henry; Ronald Williams,,African American Studies,139,Non-Letter Grade,Sel Top:Africam Soc
1,Charles Henry; Ronald Williams,,African American Studies,139,Non-Letter Grade,Sel Top:Africam Soc
5,Percy Hintzen,4,African American Studies,139,Letter Grade,Sel Top:Africam Soc
1,Percy Hintzen,3.3,African American Studies,139,Letter Grade,Sel Top:Africam Soc
1,Percy Hintzen,3,African American Studies,139,Letter Grade,Sel Top:Africam Soc
6,Percy Hintzen,2.7,African American Studies,139,Letter Grade,Sel Top:Africam Soc
1,Percy Hintzen,2.3,African American Studies,139,Letter Grade,Sel Top:Africam Soc
1,Percy Hintzen,2,African American Studies,139,Letter Grade,Sel Top:Africam Soc
5,Percy Hintzen,,African American Studies,139,Non-Letter Grade,Sel Top:Africam Soc
3,Frederick Vincent; Robert Allen,4,African American Studies,159,Letter Grade,Spec Top Afam Lit
19,Frederick Vincent; Robert Allen,4,African American Studies,159,Letter Grade,Spec Top Afam Lit
5,Frederick Vincent; Robert Allen,3.7,African American Studies,159,Letter Grade,Spec Top Afam Lit
1,Frederick Vincent; Robert Allen,3.3,African American Studies,159,Letter Grade,Spec Top Afam Lit
1,Frederick Vincent; Robert Allen,3,African American Studies,159,Letter Grade,Spec Top Afam Lit
1,Frederick Vincent; Robert Allen,2,African American Studies,159,Letter Grade,Spec Top Afam Lit
1,Frederick Vincent; Robert Allen,1.7,African American Studies,159,Letter Grade,Spec Top Afam Lit
1,Frederick Vincent; Robert Allen,0,African American Studies,159,Letter Grade,Spec Top Afam Lit
1,Frederick Vincent; Robert Allen,,African American Studies,159,Non-Letter Grade,Spec Top Afam Lit
1,Frederick Vincent; Robert Allen,,African American Studies,159,Non-Letter Grade,Spec Top Afam Lit
12,Erinn Ransom; Robert Allen,4,African American Studies,159,Letter Grade,Spec Top Afam Lit
2,Erinn Ransom; Robert Allen,3.7,African American Studies,159,Letter Grade,Spec Top Afam Lit
3,Erinn Ransom; Robert Allen,3.3,African American Studies,159,Letter Grade,Spec Top Afam Lit
2,Erinn Ransom; Robert Allen,3,African American Studies,159,Letter Grade,Spec Top Afam Lit
1,Erinn Ransom; Robert Allen,2.7,African American Studies,159,Letter Grade,Spec Top Afam Lit
2,Erinn Ransom; Robert Allen,0,African American Studies,159,Letter Grade,Spec Top Afam Lit
5,Erinn Ransom; Robert Allen,,African American Studies,159,Non-Letter Grade,Spec Top Afam Lit
3,Erinn Ransom; Robert Allen,,African American Studies,159,Non-Letter Grade,Spec Top Afam Lit
1,Aparajita Nanda,,African American Studies,197,Non-Letter Grade,Field Study
1,Robert Allen,,African American Studies,199,Non-Letter Grade,Superv Indep Study
2,Leigh Raiford,,African American Studies,199,Non-Letter Grade,Superv Indep Study
1,Brandi Catanese,4,African American Studies,299,Letter Grade,Ind Stdy/Res
2,Ann Harrison,,Ag & Resource Econ & Pol,298,Non-Letter Grade,Special Study
4,David Zilberman,,Ag & Resource Econ & Pol,N299,Non-Letter Grade,Individual Research
1,Kathleen Moran,,American Studies,199,Non-Letter Grade,Superv Indep Study
5,Bonnie Glencross,4,Anthropology,1,Letter Grade,Intro To Bio Anthro
13,Bonnie Glencross,4,Anthropology,1,Letter Grade,Intro To Bio Anthro
9,Bonnie Glencross,3.7,Anthropology,1,Letter Grade,Intro To Bio Anthro
3,Bonnie Glencross,3.3,Anthropology,1,Letter Grade,Intro To Bio Anthro
3,Bonnie Glencross,3,Anthropology,1,Letter Grade,Intro To Bio Anthro
2,Bonnie Glencross,2.7,Anthropology,1,Letter Grade,Intro To Bio Anthro
1,Bonnie Glencross,2.3,Anthropology,1,Letter Grade,Intro To Bio Anthro
1,Bonnie Glencross,1.3,Anthropology,1,Letter Grade,Intro To Bio Anthro
4,Bonnie Glencross,,Anthropology,1,Non-Letter Grade,Intro To Bio Anthro
4,Kevin Karpiak; Rosemary Joyce,4,Anthropology,3AC,Letter Grade,Intro Soc/Cult Ac
9,Kevin Karpiak; Rosemary Joyce,4,Anthropology,3AC,Letter Grade,Intro Soc/Cult Ac
8,Kevin Karpiak; Rosemary Joyce,3.7,Anthropology,3AC,Letter Grade,Intro Soc/Cult Ac
3,Kevin Karpiak; Rosemary Joyce,3.3,Anthropology,3AC,Letter Grade,Intro Soc/Cult Ac
6,Kevin Karpiak; Rosemary Joyce,3,Anthropology,3AC,Letter Grade,Intro Soc/Cult Ac
2,Kevin Karpiak; Rosemary Joyce,2.7,Anthropology,3AC,Letter Grade,Intro Soc/Cult Ac
1,Kevin Karpiak; Rosemary Joyce,2.3,Anthropology,3AC,Letter Grade,Intro Soc/Cult Ac
2,Kevin Karpiak; Rosemary Joyce,2,Anthropology,3AC,Letter Grade,Intro Soc/Cult Ac
1,Kevin Karpiak; Rosemary Joyce,1,Anthropology,3AC,Letter Grade,Intro Soc/Cult Ac
11,Kevin Karpiak; Rosemary Joyce,,Anthropology,3AC,Non-Letter Grade,Intro Soc/Cult Ac
1,Kent Lightfoot,,Anthropology,99,Non-Letter Grade,Superv Indep Study
1,Margaret Conkey,,Anthropology,99,Non-Letter Grade,Superv Indep Study
1,Terrence Deacon,,Anthropology,99,Non-Letter Grade,Superv Indep Study
12,Christopher Roebuck,4,Anthropology,115,Letter Grade,Intro Med Anthro
1,Christopher Roebuck,3.7,Anthropology,115,Letter Grade,Intro Med Anthro
1,Christopher Roebuck,3.3,Anthropology,115,Letter Grade,Intro Med Anthro
1,Christopher Roebuck,2.3,Anthropology,115,Letter Grade,Intro Med Anthro
1,Christopher Roebuck,1.7,Anthropology,115,Letter Grade,Intro Med Anthro
1,Christopher Roebuck,1.3,Anthropology,115,Letter Grade,Intro Med Anthro
2,Christopher Roebuck,0,Anthropology,115,Letter Grade,Intro Med Anthro
8,Christopher Roebuck,,Anthropology,115,Non-Letter Grade,Intro Med Anthro
21,Christopher Roebuck,4,Anthropology,119,Letter Grade,Med Anthro Topics
7,Christopher Roebuck,3.7,Anthropology,119,Letter Grade,Med Anthro Topics
2,Christopher Roebuck,3.3,Anthropology,119,Letter Grade,Med Anthro Topics
1,Christopher Roebuck,3,Anthropology,119,Letter Grade,Med Anthro Topics
1,Christopher Roebuck,2,Anthropology,119,Letter Grade,Med Anthro Topics
2,Christopher Roebuck,,Anthropology,119,Non-Letter Grade,Med Anthro Topics
2,Stacy Kozakavich,4,Anthropology,121AC,Letter Grade,Amercn Materl Cultr
9,Stacy Kozakavich,4,Anthropology,121AC,Letter Grade,Amercn Materl Cultr
4,Stacy Kozakavich,3.7,Anthropology,121AC,Letter Grade,Amercn Materl Cultr
3,Stacy Kozakavich,3.3,Anthropology,121AC,Letter Grade,Amercn Materl Cultr
2,Stacy Kozakavich,3,Anthropology,121AC,Letter Grade,Amercn Materl Cultr
1,Stacy Kozakavich,2,Anthropology,121AC,Letter Grade,Amercn Materl Cultr
1,Stacy Kozakavich,1.7,Anthropology,121AC,Letter Grade,Amercn Materl Cultr
1,Stacy Kozakavich,0,Anthropology,121AC,Letter Grade,Amercn Materl Cultr
13,Stacy Kozakavich,,Anthropology,121AC,Non-Letter Grade,Amercn Materl Cultr
2,M Shackley,4,Anthropology,134A,Letter Grade,Archeo Field Meth
1,M Shackley,4,Anthropology,134A,Letter Grade,Archeo Field Meth
3,M Shackley,3.7,Anthropology,134A,Letter Grade,Archeo Field Meth
11,Junko Habu,4,Anthropology,134A,Letter Grade,Archeo Field Meth
1,Junko Habu,,Anthropology,134A,Non-Letter Grade,Archeo Field Meth
7,Kent Lightfoot,4,Anthropology,134A,Letter Grade,Archeo Field Meth
7,Laurie Wilkie,4,Anthropology,134A,Letter Grade,Archeo Field Meth
8,Ira Jacknis; Rosemary Joyce,4,Anthropology,136B,Letter Grade,Museum Methods
2,Ira Jacknis; Rosemary Joyce,4,Anthropology,136B,Letter Grade,Museum Methods
3,Ira Jacknis; Rosemary Joyce,3.7,Anthropology,136B,Letter Grade,Museum Methods
3,Ira Jacknis; Rosemary Joyce,3.3,Anthropology,136B,Letter Grade,Museum Methods
1,Ira Jacknis; Rosemary Joyce,3,Anthropology,136B,Letter Grade,Museum Methods
1,Ira Jacknis; Rosemary Joyce,2.3,Anthropology,136B,Letter Grade,Museum Methods
2,Ira Jacknis; Rosemary Joyce,,Anthropology,136B,Non-Letter Grade,Museum Methods
3,Michael Ashley; Ruth Tringham,4,Anthropology,136E,Letter Grade,Digital Documntatn
3,Michael Ashley; Ruth Tringham,4,Anthropology,136E,Letter Grade,Digital Documntatn
1,Michael Ashley; Ruth Tringham,3.3,Anthropology,136E,Letter Grade,Digital Documntatn
1,Michael Ashley; Ruth Tringham,,Anthropology,136E,Non-Letter Grade,Digital Documntatn
3,Cristiana Giordano,4,Anthropology,149,Letter Grade,Psychological Anth
10,Cristiana Giordano,4,Anthropology,149,Letter Grade,Psychological Anth
9,Cristiana Giordano,3.7,Anthropology,149,Letter Grade,Psychological Anth
5,Cristiana Giordano,3.3,Anthropology,149,Letter Grade,Psychological Anth
3,Cristiana Giordano,3,Anthropology,149,Letter Grade,Psychological Anth
1,Cristiana Giordano,2.3,Anthropology,149,Letter Grade,Psychological Anth
1,Cristiana Giordano,2,Anthropology,149,Letter Grade,Psychological Anth
3,Cristiana Giordano,0,Anthropology,149,Letter Grade,Psychological Anth
2,Cristiana Giordano,,Anthropology,149,Non-Letter Grade,Psychological Anth
1,Cristiana Giordano,,Anthropology,149,Non-Letter Grade,Psychological Anth
3,Jo Conrad,4,Anthropology,162AC,Letter Grade,Topics In Folklore
4,Jo Conrad,3.7,Anthropology,162AC,Letter Grade,Topics In Folklore
5,Jo Conrad,3.3,Anthropology,162AC,Letter Grade,Topics In Folklore
5,Jo Conrad,3,Anthropology,162AC,Letter Grade,Topics In Folklore
4,Jo Conrad,2.7,Anthropology,162AC,Letter Grade,Topics In Folklore
2,Jo Conrad,2.3,Anthropology,162AC,Letter Grade,Topics In Folklore
1,Jo Conrad,1.7,Anthropology,162AC,Letter Grade,Topics In Folklore
2,Jo Conrad,0,Anthropology,162AC,Letter Grade,Topics In Folklore
6,Jo Conrad,,Anthropology,162AC,Non-Letter Grade,Topics In Folklore
5,Nell Gabiam; Rosemary Joyce,4,Anthropology,172AC,Letter Grade,American Cultures
2,Nell Gabiam; Rosemary Joyce,3.7,Anthropology,172AC,Letter Grade,American Cultures
3,Nell Gabiam; Rosemary Joyce,3.3,Anthropology,172AC,Letter Grade,American Cultures
5,Nell Gabiam; Rosemary Joyce,3,Anthropology,172AC,Letter Grade,American Cultures
3,Nell Gabiam; Rosemary Joyce,2,Anthropology,172AC,Letter Grade,American Cultures
3,Nell Gabiam; Rosemary Joyce,,Anthropology,172AC,Non-Letter Grade,American Cultures
1,Nell Gabiam; Rosemary Joyce,,Anthropology,172AC,Non-Letter Grade,American Cultures
1,Kent Lightfoot,,Anthropology,N199,Non-Letter Grade,Superv Indep Study
2,Rosemary Joyce,,Anthropology,N199,Non-Letter Grade,Superv Indep Study
1,Ruth Tringham,,Anthropology,N199,Non-Letter Grade,Superv Indep Study
1,Xin Liu,,Anthropology,N298,Non-Letter Grade,Directed Reading
3,Stanley Brandes,,Anthropology,N299,Non-Letter Grade,Directed Research
4,Lawrence Cohen,,Anthropology,N299,Non-Letter Grade,Directed Research
2,Margaret Conkey,4,Anthropology,N299,Letter Grade,Directed Research
1,Terrence Deacon,4,Anthropology,N299,Letter Grade,Directed Research
1,Nelson Graburn,,Anthropology,N299,Non-Letter Grade,Directed Research
1,Junko Habu,,Anthropology,N299,Non-Letter Grade,Directed Research
1,Christine Hastorf,4,Anthropology,N299,Letter Grade,Directed Research
1,Christine Hastorf,,Anthropology,N299,Non-Letter Grade,Directed Research
1,Rosemary Joyce,,Anthropology,N299,Non-Letter Grade,Directed Research
1,Patrick Kirch,,Anthropology,N299,Non-Letter Grade,Directed Research
1,Xin Liu,4,Anthropology,N299,Letter Grade,Directed Research
1,Xin Liu,,Anthropology,N299,Non-Letter Grade,Directed Research
2,Aihwa Ong,,Anthropology,N299,Non-Letter Grade,Directed Research
3,Paul Rabinow,4,Anthropology,N299,Letter Grade,Directed Research
1,Paul Rabinow,,Anthropology,N299,Non-Letter Grade,Directed Research
1,Nancy Scheper-Hughes,4,Anthropology,N299,Letter Grade,Directed Research
2,Nancy Scheper-Hughes,,Anthropology,N299,Non-Letter Grade,Directed Research
1,Laurie Wilkie,,Anthropology,N299,Non-Letter Grade,Directed Research
1,Corinne Hayden,4,Anthropology,N299,Letter Grade,Directed Research
1,Saba Mahmood,,Anthropology,N299,Non-Letter Grade,Directed Research
1,Charles Hirschkind,,Anthropology,N299,Non-Letter Grade,Directed Research
1,Arunava Majumdar,,Applied Science & Tech,299,Non-Letter Grade,Individual Research
1,Luke Lee,,Applied Science & Tech,299,Non-Letter Grade,Individual Research
1,Arunava Majumdar,,Applied Science & Tech,299,Non-Letter Grade,Individual Research
3,Harry Neale; Mona El-Sherif; Sonia S'Hiri,4,Arabic,10,Letter Grade,Intens Elem Arabic
1,Harry Neale; Mona El-Sherif; Sonia S'Hiri,4,Arabic,10,Letter Grade,Intens Elem Arabic
1,Harry Neale; Mona El-Sherif; Sonia S'Hiri,3.7,Arabic,10,Letter Grade,Intens Elem Arabic
1,Harry Neale; Mona El-Sherif; Sonia S'Hiri,3.3,Arabic,10,Letter Grade,Intens Elem Arabic
1,Harry Neale; Mona El-Sherif; Sonia S'Hiri,2.7,Arabic,10,Letter Grade,Intens Elem Arabic
4,Harry Neale; Mona El-Sherif; Sonia S'Hiri,,Arabic,10,Non-Letter Grade,Intens Elem Arabic
1,Harry Neale; Mona El-Sherif; Sonia S'Hiri,,Arabic,10,Non-Letter Grade,Intens Elem Arabic
2,Harry Neale; Mona El-Sherif; Sonia S'Hiri,,Arabic,10,Non-Letter Grade,Intens Elem Arabic
3,Ahmed El-Shaer; Roni Abusaad; Sonia S'Hiri,4,Arabic,10,Letter Grade,Intens Elem Arabic
1,Ahmed El-Shaer; Roni Abusaad; Sonia S'Hiri,4,Arabic,10,Letter Grade,Intens Elem Arabic
1,Ahmed El-Shaer; Roni Abusaad; Sonia S'Hiri,3.3,Arabic,10,Letter Grade,Intens Elem Arabic
2,Ahmed El-Shaer; Roni Abusaad; Sonia S'Hiri,3,Arabic,10,Letter Grade,Intens Elem Arabic
1,Ahmed El-Shaer; Roni Abusaad; Sonia S'Hiri,2,Arabic,10,Letter Grade,Intens Elem Arabic
5,Ahmed El-Shaer; Roni Abusaad; Sonia S'Hiri,,Arabic,10,Non-Letter Grade,Intens Elem Arabic
3,Ahmed El-Shaer; Roni Abusaad; Sonia S'Hiri,,Arabic,10,Non-Letter Grade,Intens Elem Arabic
2,Amy Cyr; Sonia S'Hiri,4,Arabic,10,Letter Grade,Intens Elem Arabic
3,Amy Cyr; Sonia S'Hiri,4,Arabic,10,Letter Grade,Intens Elem Arabic
2,Amy Cyr; Sonia S'Hiri,3.7,Arabic,10,Letter Grade,Intens Elem Arabic
1,Amy Cyr; Sonia S'Hiri,3,Arabic,10,Letter Grade,Intens Elem Arabic
2,Amy Cyr; Sonia S'Hiri,,Arabic,10,Non-Letter Grade,Intens Elem Arabic
2,Amy Cyr; Sonia S'Hiri,,Arabic,10,Non-Letter Grade,Intens Elem Arabic
3,Abdelhak Akjeje; Sonia S'Hiri,4,Arabic,30,Letter Grade,Intermed Arabic
5,Abdelhak Akjeje; Sonia S'Hiri,4,Arabic,30,Letter Grade,Intermed Arabic
1,Abdelhak Akjeje; Sonia S'Hiri,3.7,Arabic,30,Letter Grade,Intermed Arabic
1,Abdelhak Akjeje; Sonia S'Hiri,3.3,Arabic,30,Letter Grade,Intermed Arabic
1,Abdelhak Akjeje; Sonia S'Hiri,2.7,Arabic,30,Letter Grade,Intermed Arabic
2,Abdelhak Akjeje; Sonia S'Hiri,,Arabic,30,Non-Letter Grade,Intermed Arabic
1,Abdelhak Akjeje; Sonia S'Hiri,,Arabic,30,Non-Letter Grade,Intermed Arabic
1,Amily Huang; Reem Alissa; Rennie Tang; William Hansell,4,Architecture,100A,Letter Grade,Fund Of Arch Design
5,Amily Huang; Reem Alissa; Rennie Tang; William Hansell,4,Architecture,100A,Letter Grade,Fund Of Arch Design
4,Amily Huang; Reem Alissa; Rennie Tang; William Hansell,3.7,Architecture,100A,Letter Grade,Fund Of Arch Design
17,Amily Huang; Reem Alissa; Rennie Tang; William Hansell,3.3,Architecture,100A,Letter Grade,Fund Of Arch Design
12,Amily Huang; Reem Alissa; Rennie Tang; William Hansell,3,Architecture,100A,Letter Grade,Fund Of Arch Design
5,Amily Huang; Reem Alissa; Rennie Tang; William Hansell,2.7,Architecture,100A,Letter Grade,Fund Of Arch Design
3,Amily Huang; Reem Alissa; Rennie Tang; William Hansell,2,Architecture,100A,Letter Grade,Fund Of Arch Design
1,Amily Huang; Reem Alissa; Rennie Tang; William Hansell,,Architecture,100A,Non-Letter Grade,Fund Of Arch Design
1,Amily Huang; Reem Alissa; Rennie Tang; William Hansell,,Architecture,100A,Non-Letter Grade,Fund Of Arch Design
3,Andrea Montalbano; Clare Robinson; Keith Plymale; Michael Bogan,4,Architecture,100B,Letter Grade,Fund Of Arch Design
12,Andrea Montalbano; Clare Robinson; Keith Plymale; Michael Bogan,4,Architecture,100B,Letter Grade,Fund Of Arch Design
15,Andrea Montalbano; Clare Robinson; Keith Plymale; Michael Bogan,3.7,Architecture,100B,Letter Grade,Fund Of Arch Design
8,Andrea Montalbano; Clare Robinson; Keith Plymale; Michael Bogan,3.3,Architecture,100B,Letter Grade,Fund Of Arch Design
9,Andrea Montalbano; Clare Robinson; Keith Plymale; Michael Bogan,3,Architecture,100B,Letter Grade,Fund Of Arch Design
3,Andrea Montalbano; Clare Robinson; Keith Plymale; Michael Bogan,2.7,Architecture,100B,Letter Grade,Fund Of Arch Design
3,Andrea Montalbano; Clare Robinson; Keith Plymale; Michael Bogan,2.3,Architecture,100B,Letter Grade,Fund Of Arch Design
3,Andrea Montalbano; Clare Robinson; Keith Plymale; Michael Bogan,2,Architecture,100B,Letter Grade,Fund Of Arch Design
1,Andrea Montalbano; Clare Robinson; Keith Plymale; Michael Bogan,1.3,Architecture,100B,Letter Grade,Fund Of Arch Design
1,Andrea Montalbano; Clare Robinson; Keith Plymale; Michael Bogan,0,Architecture,100B,Letter Grade,Fund Of Arch Design
1,Carol Buhrmann,4,Architecture,101,Letter Grade,Case Stds In Arch
4,Carol Buhrmann,3.7,Architecture,101,Letter Grade,Case Stds In Arch
2,Carol Buhrmann,3,Architecture,101,Letter Grade,Case Stds In Arch
1,Carol Buhrmann,,Architecture,101,Non-Letter Grade,Case Stds In Arch
1,Carol Buhrmann,,Architecture,101,Non-Letter Grade,Case Stds In Arch
5,Clark Kellogg,4,Architecture,129X,Letter Grade,Spec Topics:Practic
4,Clark Kellogg,3.7,Architecture,129X,Letter Grade,Spec Topics:Practic
2,Clark Kellogg,3.3,Architecture,129X,Letter Grade,Spec Topics:Practic
3,Clark Kellogg,3,Architecture,129X,Letter Grade,Spec Topics:Practic
1,Clark Kellogg,2.7,Architecture,129X,Letter Grade,Spec Topics:Practic
6,Clark Kellogg,,Architecture,129X,Non-Letter Grade,Spec Topics:Practic
2,Paul Groth,4,Architecture,179,Letter Grade,Prosem:  Arch Hist
9,Paul Groth,4,Architecture,179,Letter Grade,Prosem:  Arch Hist
5,Paul Groth,3.7,Architecture,179,Letter Grade,Prosem:  Arch Hist
1,Paul Groth,3.3,Architecture,179,Letter Grade,Prosem:  Arch Hist
1,Paul Groth,2,Architecture,179,Letter Grade,Prosem:  Arch Hist
5,Raymond Lifchez,,Architecture,199,Non-Letter Grade,Superv Indep Study
1,Carol Buhrmann,3.7,Architecture,201,Letter Grade,Comp Arch Std
1,Carol Buhrmann,3.3,Architecture,201,Letter Grade,Comp Arch Std
1,Carol Buhrmann,3,Architecture,201,Letter Grade,Comp Arch Std
1,Carol Buhrmann,0,Architecture,201,Letter Grade,Comp Arch Std
4,Nezar Alsayyad,,Architecture,N299,Non-Letter Grade,Individual Study
3,Yehuda Kalay,,Architecture,N299,Non-Letter Grade,Individual Study
2,C Crysler,,Architecture,N299,Non-Letter Grade,Individual Study
1,M Ubbelohde,,Architecture,N299,Non-Letter Grade,Individual Study
3,Gerard Creedon,,Architecture,N299,Non-Letter Grade,Individual Study
1,Jean Protzen,,Architecture,N299,Non-Letter Grade,Individual Study
1,Paul Groth,,Architecture,N299,Non-Letter Grade,Individual Study
1,Rene' Davids,,Architecture,N299,Non-Letter Grade,Individual Study
2,Renee Chow,4,Architecture,N299,Letter Grade,Individual Study
4,Kara Hearn,4,Art Practice,8,Letter Grade,Intro Vis Thinking
10,Kara Hearn,4,Art Practice,8,Letter Grade,Intro Vis Thinking
1,Kara Hearn,3.7,Art Practice,8,Letter Grade,Intro Vis Thinking
1,Kara Hearn,3,Art Practice,8,Letter Grade,Intro Vis Thinking
1,Kara Hearn,,Art Practice,8,Non-Letter Grade,Intro Vis Thinking
13,Joseph Mckay,4,Art Practice,8,Letter Grade,Intro Vis Thinking
3,Joseph Mckay,3.7,Art Practice,8,Letter Grade,Intro Vis Thinking
1,Joseph Mckay,3.3,Art Practice,8,Letter Grade,Intro Vis Thinking
1,Joseph Mckay,3,Art Practice,8,Letter Grade,Intro Vis Thinking
9,William Jenkins,4,Art Practice,8,Letter Grade,Intro Vis Thinking
9,William Jenkins,3.7,Art Practice,8,Letter Grade,Intro Vis Thinking
3,William Jenkins,3.3,Art Practice,8,Letter Grade,Intro Vis Thinking
1,William Jenkins,3,Art Practice,8,Letter Grade,Intro Vis Thinking
3,William Jenkins,,Art Practice,8,Non-Letter Grade,Intro Vis Thinking
1,Lindsay Benedict,4,Art Practice,8,Letter Grade,Intro Vis Thinking
16,Lindsay Benedict,4,Art Practice,8,Letter Grade,Intro Vis Thinking
1,Lindsay Benedict,,Art Practice,8,Non-Letter Grade,Intro Vis Thinking
1,Lindsay Benedict,,Art Practice,8,Non-Letter Grade,Intro Vis Thinking
7,Kara Sloat,4,Art Practice,12,Letter Grade,Lang Of Draw
8,Kara Sloat,4,Art Practice,12,Letter Grade,Lang Of Draw
2,Kara Sloat,3.7,Art Practice,12,Letter Grade,Lang Of Draw
1,Kara Sloat,,Art Practice,12,Non-Letter Grade,Lang Of Draw
2,Alexis Grant,4,Art Practice,12,Letter Grade,Lang Of Draw
3,Alexis Grant,4,Art Practice,12,Letter Grade,Lang Of Draw
2,Alexis Grant,3.7,Art Practice,12,Letter Grade,Lang Of Draw
4,Alexis Grant,3.3,Art Practice,12,Letter Grade,Lang Of Draw
2,Alexis Grant,3,Art Practice,12,Letter Grade,Lang Of Draw
3,Alexis Grant,2,Art Practice,12,Letter Grade,Lang Of Draw
2,Alexis Grant,,Art Practice,12,Non-Letter Grade,Lang Of Draw
1,Alexis Grant,,Art Practice,12,Non-Letter Grade,Lang Of Draw
1,Alexis Grant,,Art Practice,12,Non-Letter Grade,Lang Of Draw
12,John Mcnamara,4,Art Practice,102,Letter Grade,Approaches To Ptng
1,John Mcnamara,0,Art Practice,102,Letter Grade,Approaches To Ptng
5,Maria Gamboa,4,Art Practice,102,Letter Grade,Approaches To Ptng
7,Maria Gamboa,4,Art Practice,102,Letter Grade,Approaches To Ptng
3,Maria Gamboa,,Art Practice,102,Non-Letter Grade,Approaches To Ptng
11,John Mcnamara,4,Art Practice,117,Letter Grade,Drawing Composition
1,John Mcnamara,,Art Practice,117,Non-Letter Grade,Drawing Composition
4,Sergio De La Torre,4,Art Practice,N160,Letter Grade,Found Digital Photo
12,Sergio De La Torre,4,Art Practice,N160,Letter Grade,Found Digital Photo
1,Sergio De La Torre,3.7,Art Practice,N160,Letter Grade,Found Digital Photo
