Enrollment Cnt,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Grade Nm,Course Title Nm
2,Kathryn Parker,4,Aerospace Studies,1B,A,Found Us Air Force
5,Kathryn Parker,3.7,Aerospace Studies,1B,A-,Found Us Air Force
3,Kathryn Parker,3.3,Aerospace Studies,1B,B+,Found Us Air Force
1,Kathryn Parker,3,Aerospace Studies,1B,B,Found Us Air Force
1,Kathryn Parker,2.7,Aerospace Studies,1B,B-,Found Us Air Force
3,Kathryn Parker,2.3,Aerospace Studies,1B,C+,Found Us Air Force
3,Kathryn Parker,2,Aerospace Studies,1B,C,Found Us Air Force
2,Kathryn Parker,0,Aerospace Studies,1B,F,Found Us Air Force
1,Kathryn Parker,,Aerospace Studies,1B,Not Pass,Found Us Air Force
4,Kathryn Parker,4,Aerospace Studies,2B,A+,Evolut Of Air Power
2,Kathryn Parker,4,Aerospace Studies,2B,A,Evolut Of Air Power
4,Kathryn Parker,3.7,Aerospace Studies,2B,A-,Evolut Of Air Power
2,Kathryn Parker,3.3,Aerospace Studies,2B,B+,Evolut Of Air Power
1,Kathryn Parker,2.3,Aerospace Studies,2B,C+,Evolut Of Air Power
1,Kathryn Parker,1.3,Aerospace Studies,2B,D+,Evolut Of Air Power
1,Kathryn Parker,0,Aerospace Studies,2B,F,Evolut Of Air Power
1,Kathryn Parker,,Aerospace Studies,2B,Pass,Evolut Of Air Power
1,Kathryn Parker,,Aerospace Studies,2B,Not Pass,Evolut Of Air Power
30,Charles Rice,,Aerospace Studies,100,Pass,Leadership Lab
1,Charles Rice,,Aerospace Studies,100,Pass,Leadership Lab
3,Charles Rice,,Aerospace Studies,100,Not Pass,Leadership Lab
5,Charles Rice,4,Aerospace Studies,135B,A+,Air Force Studies
1,Charles Rice,4,Aerospace Studies,135B,A,Air Force Studies
1,Charles Rice,3.7,Aerospace Studies,135B,A-,Air Force Studies
3,Aparajita Nanda,4,African American Studies,R1A,A,Fresh Composition
4,Aparajita Nanda,3.7,African American Studies,R1A,A-,Fresh Composition
5,Aparajita Nanda,3.3,African American Studies,R1A,B+,Fresh Composition
3,Aparajita Nanda,3,African American Studies,R1A,B,Fresh Composition
2,Aparajita Nanda,2.7,African American Studies,R1A,B-,Fresh Composition
1,Aparajita Nanda,0,African American Studies,R1A,F,Fresh Composition
1,Aparajita Nanda,4,African American Studies,R1B,A+,Freshmn Composition
2,Aparajita Nanda,4,African American Studies,R1B,A,Freshmn Composition
2,Aparajita Nanda,3.7,African American Studies,R1B,A-,Freshmn Composition
4,Aparajita Nanda,3.3,African American Studies,R1B,B+,Freshmn Composition
3,Aparajita Nanda,3,African American Studies,R1B,B,Freshmn Composition
1,Aparajita Nanda,2.7,African American Studies,R1B,B-,Freshmn Composition
3,Aparajita Nanda,2,African American Studies,R1B,C,Freshmn Composition
1,Aparajita Nanda,0,African American Studies,R1B,F,Freshmn Composition
10,G. Ugo Nwokeji,4,African American Studies,4B,A,Africa:  Hist & Cul
23,G. Ugo Nwokeji,3.7,African American Studies,4B,A-,Africa:  Hist & Cul
10,G. Ugo Nwokeji,3.3,African American Studies,4B,B+,Africa:  Hist & Cul
7,G. Ugo Nwokeji,3,African American Studies,4B,B,Africa:  Hist & Cul
1,G. Ugo Nwokeji,2.7,African American Studies,4B,B-,Africa:  Hist & Cul
2,G. Ugo Nwokeji,2.3,African American Studies,4B,C+,Africa:  Hist & Cul
1,G. Ugo Nwokeji,1.7,African American Studies,4B,C-,Africa:  Hist & Cul
1,G. Ugo Nwokeji,1.3,African American Studies,4B,D+,Africa:  Hist & Cul
1,G. Ugo Nwokeji,0,African American Studies,4B,F,Africa:  Hist & Cul
9,G. Ugo Nwokeji,,African American Studies,4B,Pass,Africa:  Hist & Cul
7,Robert Allen,4,African American Studies,5B,A+,Afam Life & Cul U S
5,Robert Allen,4,African American Studies,5B,A,Afam Life & Cul U S
7,Robert Allen,3.7,African American Studies,5B,A-,Afam Life & Cul U S
4,Robert Allen,3.3,African American Studies,5B,B+,Afam Life & Cul U S
9,Robert Allen,3,African American Studies,5B,B,Afam Life & Cul U S
6,Robert Allen,2.7,African American Studies,5B,B-,Afam Life & Cul U S
5,Robert Allen,2.3,African American Studies,5B,C+,Afam Life & Cul U S
7,Robert Allen,2,African American Studies,5B,C,Afam Life & Cul U S
3,Robert Allen,1.7,African American Studies,5B,C-,Afam Life & Cul U S
2,Robert Allen,0,African American Studies,5B,F,Afam Life & Cul U S
4,Robert Allen,,African American Studies,5B,Pass,Afam Life & Cul U S
1,Robert Allen,,African American Studies,5B,Not Pass,Afam Life & Cul U S
1,Alassane Sow,4,African American Studies,7B,A,Elementary Wolof
1,Alassane Sow,,African American Studies,7B,Pass,Elementary Wolof
1,Alassane Sow,4,African American Studies,8B,A+,Intermediate Wolof
2,Joseph Omwamba,4,African American Studies,10B,A,Intermed Swahili
1,Joseph Omwamba,3,African American Studies,10B,B,Intermed Swahili
1,Joseph Omwamba,2.3,African American Studies,10B,C+,Intermed Swahili
3,Sam Mchombo,4,African American Studies,11B,A+,Elementary Swahili
7,Sam Mchombo,4,African American Studies,11B,A,Elementary Swahili
5,Sam Mchombo,3.7,African American Studies,11B,A-,Elementary Swahili
1,Sam Mchombo,3.3,African American Studies,11B,B+,Elementary Swahili
1,Sam Mchombo,3,African American Studies,11B,B,Elementary Swahili
2,Sam Mchombo,2.7,African American Studies,11B,B-,Elementary Swahili
1,Sam Mchombo,,African American Studies,11B,Pass,Elementary Swahili
1,Sam Mchombo,4,African American Studies,11B,A+,Elementary Swahili
5,Sam Mchombo,4,African American Studies,11B,A,Elementary Swahili
7,Sam Mchombo,3.7,African American Studies,11B,A-,Elementary Swahili
4,Sam Mchombo,3.3,African American Studies,11B,B+,Elementary Swahili
1,Sam Mchombo,3,African American Studies,11B,B,Elementary Swahili
1,Sam Mchombo,2.7,African American Studies,11B,B-,Elementary Swahili
1,Sam Mchombo,2.3,African American Studies,11B,C+,Elementary Swahili
2,Galen Sibanda,4,African American Studies,13B,A,Elementary Zulu
1,Joseph Omwamba,4,African American Studies,15B,A+,Advanced Swahili
3,Joseph Omwamba,4,African American Studies,15B,A,Advanced Swahili
17,Sam Mchombo,,African American Studies,24,Pass,Freshman Seminars
3,Sam Mchombo,4,African American Studies,31B,A,Intermed Chichewa
9,Leigh Raiford,4,African American Studies,39G,A,Fresh/Soph Seminar
2,Leigh Raiford,3.7,African American Studies,39G,A-,Fresh/Soph Seminar
1,Leigh Raiford,3,African American Studies,39G,B,Fresh/Soph Seminar
1,Leigh Raiford,,African American Studies,39G,Not Pass,Fresh/Soph Seminar
7,Charles Henry,,African American Studies,98,Pass,Directed Group Stdy
1,Charles Henry,,African American Studies,98,Not Pass,Directed Group Stdy
6,Charles Henry,,African American Studies,98,Pass,Directed Group Stdy
10,Leigh Raiford; Terry Allen,,African American Studies,98,Pass,Directed Group Stdy
8,Brandi Catanese; Rahul Patel,,African American Studies,98,Pass,Directed Group Stdy
8,Robert Allen,,African American Studies,98,Pass,Directed Group Stdy
2,Charles Henry,4,African American Studies,107,A+,Race And Pub Policy
6,Charles Henry,4,African American Studies,107,A,Race And Pub Policy
3,Charles Henry,3.7,African American Studies,107,A-,Race And Pub Policy
2,Charles Henry,3.3,African American Studies,107,B+,Race And Pub Policy
6,Charles Henry,3,African American Studies,107,B,Race And Pub Policy
1,Charles Henry,0,African American Studies,107,F,Race And Pub Policy
2,Charles Henry,,African American Studies,107,Pass,Race And Pub Policy
1,Charles Henry,,African American Studies,107,Pass,Race And Pub Policy
10,Percy Hintzen,4,African American Studies,112B,A,Pol/Eco Dev 3rd Wld
7,Percy Hintzen,3.7,African American Studies,112B,A-,Pol/Eco Dev 3rd Wld
3,Percy Hintzen,3.3,African American Studies,112B,B+,Pol/Eco Dev 3rd Wld
16,Percy Hintzen,3,African American Studies,112B,B,Pol/Eco Dev 3rd Wld
1,Percy Hintzen,2.7,African American Studies,112B,B-,Pol/Eco Dev 3rd Wld
3,Percy Hintzen,2.3,African American Studies,112B,C+,Pol/Eco Dev 3rd Wld
3,Percy Hintzen,2,African American Studies,112B,C,Pol/Eco Dev 3rd Wld
4,Percy Hintzen,,African American Studies,112B,Not Pass,Pol/Eco Dev 3rd Wld
2,Leigh Raiford,4,African American Studies,117,A,Afric Am:Indust Age
3,Leigh Raiford,3.7,African American Studies,117,A-,Afric Am:Indust Age
6,Leigh Raiford,3.3,African American Studies,117,B+,Afric Am:Indust Age
2,Leigh Raiford,3,African American Studies,117,B,Afric Am:Indust Age
7,Leigh Raiford,2.7,African American Studies,117,B-,Afric Am:Indust Age
3,Leigh Raiford,2.3,African American Studies,117,C+,Afric Am:Indust Age
2,Leigh Raiford,2,African American Studies,117,C,Afric Am:Indust Age
1,Leigh Raiford,1.7,African American Studies,117,C-,Afric Am:Indust Age
1,Leigh Raiford,1,African American Studies,117,D,Afric Am:Indust Age
2,Leigh Raiford,0,African American Studies,117,F,Afric Am:Indust Age
1,Leigh Raiford,,African American Studies,117,Pass,Afric Am:Indust Age
4,Leigh Raiford,,African American Studies,117,Not Pass,Afric Am:Indust Age
6,Hardy Frye,4,African American Studies,122,A+,Afam Family:  Am Soc
6,Hardy Frye,4,African American Studies,122,A,Afam Family:  Am Soc
15,Hardy Frye,3.7,African American Studies,122,A-,Afam Family:  Am Soc
13,Hardy Frye,3.3,African American Studies,122,B+,Afam Family:  Am Soc
5,Hardy Frye,3,African American Studies,122,B,Afam Family:  Am Soc
1,Hardy Frye,2.7,African American Studies,122,B-,Afam Family:  Am Soc
7,Stephen Small,4,African American Studies,123,A,Social & Political
1,Stephen Small,3.7,African American Studies,123,A-,Social & Political
6,Stephen Small,3.3,African American Studies,123,B+,Social & Political
5,Stephen Small,3,African American Studies,123,B,Social & Political
1,Stephen Small,2,African American Studies,123,C,Social & Political
2,Stephen Small,,African American Studies,123,Pass,Social & Political
1,Stephen Small,,African American Studies,123,Not Pass,Social & Political
1,Frederick Vincent,4,African American Studies,125,A+,Hist Civ Rights Mov
17,Frederick Vincent,4,African American Studies,125,A,Hist Civ Rights Mov
3,Frederick Vincent,3.7,African American Studies,125,A-,Hist Civ Rights Mov
3,Frederick Vincent,3.3,African American Studies,125,B+,Hist Civ Rights Mov
10,Frederick Vincent,3,African American Studies,125,B,Hist Civ Rights Mov
1,Frederick Vincent,2.7,African American Studies,125,B-,Hist Civ Rights Mov
1,Frederick Vincent,2,African American Studies,125,C,Hist Civ Rights Mov
2,Frederick Vincent,0,African American Studies,125,F,Hist Civ Rights Mov
6,Frederick Vincent,,African American Studies,125,Pass,Hist Civ Rights Mov
2,Frederick Vincent,,African American Studies,125,Not Pass,Hist Civ Rights Mov
10,Michel Laguerre,4,African American Studies,131,A,Carib Soc:  Cultures
13,Michel Laguerre,3.7,African American Studies,131,A-,Carib Soc:  Cultures
4,Michel Laguerre,3.3,African American Studies,131,B+,Carib Soc:  Cultures
2,Michel Laguerre,3,African American Studies,131,B,Carib Soc:  Cultures
3,Michel Laguerre,,African American Studies,131,Pass,Carib Soc:  Cultures
1,Michel Laguerre,,African American Studies,131,Not Pass,Carib Soc:  Cultures
7,Michel Laguerre,4,African American Studies,139,A,Sel Top:Africam Soc
2,Michel Laguerre,3.7,African American Studies,139,A-,Sel Top:Africam Soc
1,Michel Laguerre,3,African American Studies,139,B,Sel Top:Africam Soc
1,Michel Laguerre,,African American Studies,139,Not Pass,Sel Top:Africam Soc
1,G. Ugo Nwokeji,4,African American Studies,139,A,Sel Top:Africam Soc
1,G. Ugo Nwokeji,3.7,African American Studies,139,A-,Sel Top:Africam Soc
1,G. Ugo Nwokeji,3.3,African American Studies,139,B+,Sel Top:Africam Soc
44,Michael Cohen,4,African American Studies,142AC,A,Race/American Film
33,Michael Cohen,3.7,African American Studies,142AC,A-,Race/American Film
9,Michael Cohen,3.3,African American Studies,142AC,B+,Race/American Film
2,Michael Cohen,3,African American Studies,142AC,B,Race/American Film
1,Michael Cohen,2.7,African American Studies,142AC,B-,Race/American Film
7,Michael Cohen,,African American Studies,142AC,Pass,Race/American Film
4,Amma Ghartey-Tagoe Kootin,4,African American Studies,C143C,A,Blk Theatre Wkshop
1,Darieck Scott,4,African American Studies,150B,A+,Afriam Lit '20-Pres
10,Darieck Scott,4,African American Studies,150B,A,Afriam Lit '20-Pres
8,Darieck Scott,3.7,African American Studies,150B,A-,Afriam Lit '20-Pres
9,Darieck Scott,3.3,African American Studies,150B,B+,Afriam Lit '20-Pres
2,Darieck Scott,3,African American Studies,150B,B,Afriam Lit '20-Pres
2,Darieck Scott,2.7,African American Studies,150B,B-,Afriam Lit '20-Pres
1,Darieck Scott,2.3,African American Studies,150B,C+,Afriam Lit '20-Pres
3,Darieck Scott,1.7,African American Studies,150B,C-,Afriam Lit '20-Pres
1,Darieck Scott,1,African American Studies,150B,D,Afriam Lit '20-Pres
2,Darieck Scott,,African American Studies,150B,Pass,Afriam Lit '20-Pres
7,Aya De Leon,4,African American Studies,156AC,A+,Poetry 4 People:Int
34,Aya De Leon,4,African American Studies,156AC,A,Poetry 4 People:Int
4,Aya De Leon,3.7,African American Studies,156AC,A-,Poetry 4 People:Int
6,Aya De Leon,3.3,African American Studies,156AC,B+,Poetry 4 People:Int
2,Aya De Leon,3,African American Studies,156AC,B,Poetry 4 People:Int
1,Aya De Leon,2,African American Studies,156AC,C,Poetry 4 People:Int
5,Aya De Leon,,African American Studies,156AC,Pass,Poetry 4 People:Int
1,Aya De Leon,,African American Studies,156AC,Pass,Poetry 4 People:Int
1,Aya De Leon,,African American Studies,156AC,Not Pass,Poetry 4 People:Int
2,Aya De Leon,4,African American Studies,158B,A+,Poet 4 People:Prac
1,Aya De Leon,4,African American Studies,158B,A,Poet 4 People:Prac
3,John Patton,4,African American Studies,159,A,Spec Top Afam Lit
4,John Patton,3.7,African American Studies,159,A-,Spec Top Afam Lit
4,John Patton,3.3,African American Studies,159,B+,Spec Top Afam Lit
12,John Patton,3,African American Studies,159,B,Spec Top Afam Lit
1,John Patton,2.7,African American Studies,159,B-,Spec Top Afam Lit
3,John Patton,2.3,African American Studies,159,C+,Spec Top Afam Lit
1,John Patton,2,African American Studies,159,C,Spec Top Afam Lit
13,John Patton,,African American Studies,159,Pass,Spec Top Afam Lit
1,Charles Henry,4,African American Studies,H195B,A+,Senior Honor Thesis
1,Charles Henry,4,African American Studies,H195B,A,Senior Honor Thesis
1,Stephen Small,,African American Studies,197,Pass,Field Study
24,Leigh Raiford; Terry Allen,,African American Studies,198,Pass,Directed Group Stdy
5,Jacob Hagelberg; Percy Hintzen,,African American Studies,198,Pass,Directed Group Stdy
1,Jacob Hagelberg; Percy Hintzen,,African American Studies,198,Not Pass,Directed Group Stdy
14,Brandi Catanese; Rahul Patel,,African American Studies,198,Pass,Directed Group Stdy
13,Robert Allen,,African American Studies,198,Pass,Directed Group Stdy
1,G. Ugo Nwokeji,,African American Studies,199,Pass,Superv Indep Study
3,Stephen Small,4,African American Studies,201B,A,Qual Research Met
1,Stephen Small,3.7,African American Studies,201B,A-,Qual Research Met
1,Stephen Small,,African American Studies,201B,Pass,Qual Research Met
3,Nailah Suad-Bakari,4,African American Studies,240,A,Spec Topics
1,Nailah Suad-Bakari,3,African American Studies,240,B,Spec Topics
5,Leigh Raiford; Michael Cohen,4,African American Studies,240,A,Spec Topics
1,Leigh Raiford; Michael Cohen,,African American Studies,240,Pass,Spec Topics
1,Darieck Scott,4,African American Studies,240,A+,Spec Topics
2,Darieck Scott,4,African American Studies,240,A,Spec Topics
1,Darieck Scott,3.7,African American Studies,240,A-,Spec Topics
1,Darieck Scott,3.3,African American Studies,240,B+,Spec Topics
1,Percy Hintzen,4,African American Studies,257B,A+,Pwr Dom And Ideolog
2,Percy Hintzen,4,African American Studies,257B,A,Pwr Dom And Ideolog
1,Percy Hintzen,3.7,African American Studies,257B,A-,Pwr Dom And Ideolog
7,Robert Allen,,African American Studies,296,Pass,Dir Diss Research
1,G. Ugo Nwokeji,4,African American Studies,299,A,Ind Stdy/Res
1,Robert Allen,4,African American Studies,299,A,Ind Stdy/Res
1,Michel Laguerre,3.7,African American Studies,299,A-,Ind Stdy/Res
1,Percy Hintzen,,African American Studies,299,Pass,Ind Stdy/Res
1,Robert Allen,4,African American Studies,299,A,Ind Stdy/Res
8,Robert Allen,,African American Studies,602,Pass,Ind Stdy For Doc St
1,Robert Fischer,,Ag & Environmental Chem,299,Pass,Research In Ag Chem
1,John Coates,2.7,Ag & Environmental Chem,299,B-,Research In Ag Chem
8,Jeffrey Perloff; Sofia Villas-Boas,4,Ag & Resource Econ & Pol,202,A+,Issues In Agri Econ
3,Jeffrey Perloff; Sofia Villas-Boas,4,Ag & Resource Econ & Pol,202,A,Issues In Agri Econ
5,Jeffrey Perloff; Sofia Villas-Boas,3.7,Ag & Resource Econ & Pol,202,A-,Issues In Agri Econ
2,Jeffrey Perloff; Sofia Villas-Boas,3.3,Ag & Resource Econ & Pol,202,B+,Issues In Agri Econ
5,Gregory Duncan,4,Ag & Resource Econ & Pol,212,A+,Econometrics 2
6,Gregory Duncan,4,Ag & Resource Econ & Pol,212,A,Econometrics 2
1,Gregory Duncan,3.7,Ag & Resource Econ & Pol,212,A-,Econometrics 2
8,Gregory Duncan,3.3,Ag & Resource Econ & Pol,212,B+,Econometrics 2
1,Jeffrey Lafrance,4,Ag & Resource Econ & Pol,214,A,New Econometrics
1,Jeremy Magruder,4,Ag & Resource Econ & Pol,219B,A+,Econometric Proj
5,Jeremy Magruder,4,Ag & Resource Econ & Pol,219B,A,Econometric Proj
4,Jeremy Magruder,3.7,Ag & Resource Econ & Pol,219B,A-,Econometric Proj
2,Jeremy Magruder,3.3,Ag & Resource Econ & Pol,219B,B+,Econometric Proj
3,Jeremy Magruder,3,Ag & Resource Econ & Pol,219B,B,Econometric Proj
3,Brian Wright; Gordon Rausser,4,Ag & Resource Econ & Pol,242,A,Quant Policy Anlys
1,Brian Wright; Gordon Rausser,3.7,Ag & Resource Econ & Pol,242,A-,Quant Policy Anlys
4,Brian Wright; Gordon Rausser,3.3,Ag & Resource Econ & Pol,242,B+,Quant Policy Anlys
1,Brian Wright; Gordon Rausser,3,Ag & Resource Econ & Pol,242,B,Quant Policy Anlys
5,Brian Wright,,Ag & Resource Econ & Pol,249,Pass,Policy Workshop
5,Elisabeth Sadoulet,,Ag & Resource Econ & Pol,259,Pass,Development Wkshop
3,Meredith Fowlie,4,Ag & Resource Econ & Pol,262,A,Nonmarket Valuation
1,Meredith Fowlie,3.7,Ag & Resource Econ & Pol,262,A-,Nonmarket Valuation
1,Meredith Fowlie,3.3,Ag & Resource Econ & Pol,262,B+,Nonmarket Valuation
2,Meredith Fowlie,,Ag & Resource Econ & Pol,262,Pass,Nonmarket Valuation
11,Peter Berck,,Ag & Resource Econ & Pol,269,Pass,Resources Workshop
1,Peter Berck,4,Ag & Resource Econ & Pol,298,A+,Special Study
4,Peter Berck,4,Ag & Resource Econ & Pol,298,A,Special Study
11,Leo Simon,,Ag & Resource Econ & Pol,298,Pass,Special Study
2,Maximilian Auffhammer,,Ag & Resource Econ & Pol,299,Pass,Individual Research
5,Peter Berck,,Ag & Resource Econ & Pol,299,Pass,Individual Research
5,Alain Dejanvry,,Ag & Resource Econ & Pol,299,Pass,Individual Research
1,Anthony Fisher,,Ag & Resource Econ & Pol,299,Pass,Individual Research
2,William Hanemann,,Ag & Resource Econ & Pol,299,Pass,Individual Research
1,Ann Harrison,,Ag & Resource Econ & Pol,299,Pass,Individual Research
3,Larry Karp,,Ag & Resource Econ & Pol,299,Pass,Individual Research
3,Jeffrey Perloff,,Ag & Resource Econ & Pol,299,Pass,Individual Research
1,Gordon Rausser,,Ag & Resource Econ & Pol,299,Pass,Individual Research
7,Elisabeth Sadoulet,,Ag & Resource Econ & Pol,299,Pass,Individual Research
1,David Sunding,,Ag & Resource Econ & Pol,299,Pass,Individual Research
1,Christian Traeger,,Ag & Resource Econ & Pol,299,Pass,Individual Research
1,Sofia Villas-Boas,,Ag & Resource Econ & Pol,299,Pass,Individual Research
3,Brian Wright,,Ag & Resource Econ & Pol,299,Pass,Individual Research
4,David Zilberman,,Ag & Resource Econ & Pol,299,Pass,Individual Research
1,David Roland-Holst,,Ag & Resource Econ & Pol,400,Pass,Research Training
1,Jeremy Magruder,,Ag & Resource Econ & Pol,400,Pass,Research Training
1,Gordon Rausser,,Ag & Resource Econ & Pol,400,Pass,Research Training
1,Brian Wright,,Ag & Resource Econ & Pol,400,Pass,Research Training
1,Maximilian Auffhammer,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
6,Peter Berck,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
2,Alain Dejanvry,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
1,William Hanemann,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
1,Meredith Fowlie,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
2,Ethan Ligon,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
1,Jeremy Magruder,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
1,Jeffrey Perloff,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
1,Gordon Rausser,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
1,Elisabeth Sadoulet,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
1,Sofia Villas-Boas,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
2,David Zilberman,,Ag & Resource Econ & Pol,602,Pass,Ind Study:  Doctorat
46,Michael Cohen,4,American Studies,10AC,A,Intro American Stdy
16,Michael Cohen,3.7,American Studies,10AC,A-,Intro American Stdy
12,Michael Cohen,3.3,American Studies,10AC,B+,Intro American Stdy
8,Michael Cohen,3,American Studies,10AC,B,Intro American Stdy
11,Michael Cohen,2.7,American Studies,10AC,B-,Intro American Stdy
5,Michael Cohen,2.3,American Studies,10AC,C+,Intro American Stdy
3,Michael Cohen,2,American Studies,10AC,C,Intro American Stdy
1,Michael Cohen,1.3,American Studies,10AC,D+,Intro American Stdy
1,Michael Cohen,1,American Studies,10AC,D,Intro American Stdy
1,Michael Cohen,0.7,American Studies,10AC,D-,Intro American Stdy
2,Michael Cohen,0,American Studies,10AC,F,Intro American Stdy
4,Michael Cohen,,American Studies,10AC,Pass,Intro American Stdy
2,Mark Brilliant,4,American Studies,101,A,Us Cultures In Time
2,Mark Brilliant,3,American Studies,101,B,Us Cultures In Time
1,Mark Brilliant,2.7,American Studies,101,B-,Us Cultures In Time
1,Mark Brilliant,2.3,American Studies,101,C+,Us Cultures In Time
2,Mark Brilliant,2,American Studies,101,C,Us Cultures In Time
1,David Henkin,4,American Studies,101AC,A,Us Cultures In Time
6,David Henkin,3.7,American Studies,101AC,A-,Us Cultures In Time
8,David Henkin,3.3,American Studies,101AC,B+,Us Cultures In Time
9,David Henkin,3,American Studies,101AC,B,Us Cultures In Time
2,David Henkin,2.7,American Studies,101AC,B-,Us Cultures In Time
2,David Henkin,2.3,American Studies,101AC,C+,Us Cultures In Time
1,David Henkin,1.7,American Studies,101AC,C-,Us Cultures In Time
7,David Henkin,,American Studies,101AC,Pass,Us Cultures In Time
1,David Henkin,,American Studies,101AC,Not Pass,Us Cultures In Time
20,Andrew Shanken; Kathleen Moran,4,American Studies,102,A,Us Cultures/Place
11,Andrew Shanken; Kathleen Moran,3.7,American Studies,102,A-,Us Cultures/Place
8,Andrew Shanken; Kathleen Moran,3.3,American Studies,102,B+,Us Cultures/Place
13,Andrew Shanken; Kathleen Moran,3,American Studies,102,B,Us Cultures/Place
7,Andrew Shanken; Kathleen Moran,2.7,American Studies,102,B-,Us Cultures/Place
2,Andrew Shanken; Kathleen Moran,2.3,American Studies,102,C+,Us Cultures/Place
2,Andrew Shanken; Kathleen Moran,2,American Studies,102,C,Us Cultures/Place
1,Andrew Shanken; Kathleen Moran,0,American Studies,102,F,Us Cultures/Place
3,Andrew Shanken; Kathleen Moran,,American Studies,102,Pass,Us Cultures/Place
4,Andrew Shanken; Kathleen Moran,,American Studies,102,Not Pass,Us Cultures/Place
2,Shannon Steen,4,American Studies,102,A,Us Cultures/Place
7,Shannon Steen,3.7,American Studies,102,A-,Us Cultures/Place
1,Shannon Steen,3.3,American Studies,102,B+,Us Cultures/Place
1,Shannon Steen,3,American Studies,102,B,Us Cultures/Place
2,Shannon Steen,2.7,American Studies,102,B-,Us Cultures/Place
4,Shannon Steen,2.3,American Studies,102,C+,Us Cultures/Place
2,Shannon Steen,1.7,American Studies,102,C-,Us Cultures/Place
1,Shannon Steen,0,American Studies,102,F,Us Cultures/Place
5,Shannon Steen,,American Studies,102,Pass,Us Cultures/Place
2,Shannon Steen,,American Studies,102,Not Pass,Us Cultures/Place
6,Genaro Padilla,4,American Studies,102,A,Us Cultures/Place
1,Genaro Padilla,3.7,American Studies,102,A-,Us Cultures/Place
2,Genaro Padilla,3.3,American Studies,102,B+,Us Cultures/Place
1,Genaro Padilla,3,American Studies,102,B,Us Cultures/Place
1,Genaro Padilla,0,American Studies,102,F,Us Cultures/Place
1,Donald Mcquade,4,American Studies,H110,A+,Honors Seminar
12,Donald Mcquade,4,American Studies,H110,A,Honors Seminar
1,Richard Hutson,3.7,American Studies,C111E,A-,American Studies
4,Richard Hutson,3.3,American Studies,C111E,B+,American Studies
3,Richard Hutson,3,American Studies,C111E,B,American Studies
2,Richard Hutson,2.7,American Studies,C111E,B-,American Studies
1,Richard Hutson,2,American Studies,C111E,C,American Studies
2,Richard Hutson,1.7,American Studies,C111E,C-,American Studies
1,Richard Hutson,0,American Studies,C111E,F,American Studies
6,Paul Groth,4,American Studies,C112B,A,Am Landscape: 1900--
4,Paul Groth,3.7,American Studies,C112B,A-,Am Landscape: 1900--
9,Paul Groth,3.3,American Studies,C112B,B+,Am Landscape: 1900--
6,Paul Groth,3,American Studies,C112B,B,Am Landscape: 1900--
1,Paul Groth,2.7,American Studies,C112B,B-,Am Landscape: 1900--
2,Paul Groth,2.3,American Studies,C112B,C+,Am Landscape: 1900--
1,Paul Groth,2,American Studies,C112B,C,Am Landscape: 1900--
1,Paul Groth,1.7,American Studies,C112B,C-,Am Landscape: 1900--
1,Paul Groth,1,American Studies,C112B,D,Am Landscape: 1900--
1,Paul Groth,0,American Studies,C112B,F,Am Landscape: 1900--
3,Paul Groth,,American Studies,C112B,Pass,Am Landscape: 1900--
1,Louise Mozingo,4,American Studies,C171,A,Amer Dsgn Land 1850
1,Louise Mozingo,3,American Studies,C171,B,Amer Dsgn Land 1850
1,Louise Mozingo,2.7,American Studies,C171,B-,Amer Dsgn Land 1850
4,Christine Rosen,4,American Studies,C172,A,Bus Historical Env
4,Christine Rosen,3.7,American Studies,C172,A-,Bus Historical Env
5,Christine Rosen,3.3,American Studies,C172,B+,Bus Historical Env
8,Christine Rosen,3,American Studies,C172,B,Bus Historical Env
5,Christine Rosen,2.7,American Studies,C172,B-,Bus Historical Env
5,Christine Rosen,2.3,American Studies,C172,C+,Bus Historical Env
4,Christine Rosen,2,American Studies,C172,C,Bus Historical Env
4,Christine Rosen,1.7,American Studies,C172,C-,Bus Historical Env
1,Christine Rosen,1,American Studies,C172,D,Bus Historical Env
1,Christine Rosen,,American Studies,C172,Pass,Bus Historical Env
1,Christine Rosen,,American Studies,C172,Not Pass,Bus Historical Env
4,Karen Biestman,4,American Studies,191,A,Senior Seminar
4,Karen Biestman,3.7,American Studies,191,A-,Senior Seminar
1,Karen Biestman,3.3,American Studies,191,B+,Senior Seminar
1,Karen Biestman,3,American Studies,191,B,Senior Seminar
3,Karen Biestman,2.7,American Studies,191,B-,Senior Seminar
