Enrollment Cnt,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Grade Nm,Course Title Nm
2,Charles Henry; Ivy Mills,3.7,African American Studies,R1A,A-,Fresh Composition
6,Charles Henry; Ivy Mills,3.3,African American Studies,R1A,B+,Fresh Composition
6,Charles Henry; Ivy Mills,3,African American Studies,R1A,B,Fresh Composition
1,Charles Henry; Ivy Mills,1.7,African American Studies,R1A,C-,Fresh Composition
1,Aparajita Nanda,4,African American Studies,R1B,A+,Freshmn Composition
4,Aparajita Nanda,3.7,African American Studies,R1B,A-,Freshmn Composition
2,Aparajita Nanda,3.3,African American Studies,R1B,B+,Freshmn Composition
5,Aparajita Nanda,3,African American Studies,R1B,B,Freshmn Composition
2,Aparajita Nanda,2.7,African American Studies,R1B,B-,Freshmn Composition
1,Aparajita Nanda,2.3,African American Studies,R1B,C+,Freshmn Composition
1,Aparajita Nanda,2,African American Studies,R1B,C,Freshmn Composition
1,G. Ugo Nwokeji,4,African American Studies,4A,A+,Africa:  Hist & Cul
8,G. Ugo Nwokeji,4,African American Studies,4A,A,Africa:  Hist & Cul
6,G. Ugo Nwokeji,3.7,African American Studies,4A,A-,Africa:  Hist & Cul
9,G. Ugo Nwokeji,3.3,African American Studies,4A,B+,Africa:  Hist & Cul
8,G. Ugo Nwokeji,3,African American Studies,4A,B,Africa:  Hist & Cul
4,G. Ugo Nwokeji,2.7,African American Studies,4A,B-,Africa:  Hist & Cul
5,G. Ugo Nwokeji,2.3,African American Studies,4A,C+,Africa:  Hist & Cul
3,G. Ugo Nwokeji,2,African American Studies,4A,C,Africa:  Hist & Cul
1,G. Ugo Nwokeji,1.3,African American Studies,4A,D+,Africa:  Hist & Cul
1,G. Ugo Nwokeji,1,African American Studies,4A,D,Africa:  Hist & Cul
2,G. Ugo Nwokeji,0,African American Studies,4A,F,Africa:  Hist & Cul
10,G. Ugo Nwokeji,,African American Studies,4A,Pass,Africa:  Hist & Cul
4,Brandi Catanese,4,African American Studies,5A,A,Afam Life & Cul U S
9,Brandi Catanese,3.7,African American Studies,5A,A-,Afam Life & Cul U S
7,Brandi Catanese,3.3,African American Studies,5A,B+,Afam Life & Cul U S
7,Brandi Catanese,3,African American Studies,5A,B,Afam Life & Cul U S
12,Brandi Catanese,2.7,African American Studies,5A,B-,Afam Life & Cul U S
4,Brandi Catanese,2.3,African American Studies,5A,C+,Afam Life & Cul U S
5,Brandi Catanese,2,African American Studies,5A,C,Afam Life & Cul U S
6,Brandi Catanese,1.7,African American Studies,5A,C-,Afam Life & Cul U S
1,Brandi Catanese,1.3,African American Studies,5A,D+,Afam Life & Cul U S
3,Brandi Catanese,1,African American Studies,5A,D,Afam Life & Cul U S
2,Brandi Catanese,0.7,African American Studies,5A,D-,Afam Life & Cul U S
1,Brandi Catanese,0,African American Studies,5A,F,Afam Life & Cul U S
3,Brandi Catanese,,African American Studies,5A,Pass,Afam Life & Cul U S
12,Brandi Catanese,,African American Studies,5A,Not Pass,Afam Life & Cul U S
1,Alassane Sow,4,African American Studies,7A,A,Elementary Wolof
2,Alassane Sow,4,African American Studies,8A,A,Intermediate Wolof
3,Joseph Omwamba,4,African American Studies,10A,A,Intermed Swahili
2,Joseph Omwamba,3.7,African American Studies,10A,A-,Intermed Swahili
4,Joseph Omwamba,3.3,African American Studies,10A,B+,Intermed Swahili
2,Joseph Omwamba,3,African American Studies,10A,B,Intermed Swahili
14,Edwin Okongo,4,African American Studies,11A,A,Elementary Swahili
2,Edwin Okongo,3.7,African American Studies,11A,A-,Elementary Swahili
3,Edwin Okongo,3.3,African American Studies,11A,B+,Elementary Swahili
2,Edwin Okongo,3,African American Studies,11A,B,Elementary Swahili
1,Edwin Okongo,2.7,African American Studies,11A,B-,Elementary Swahili
1,Edwin Okongo,2.3,African American Studies,11A,C+,Elementary Swahili
1,Edwin Okongo,2,African American Studies,11A,C,Elementary Swahili
1,Edwin Okongo,0,African American Studies,11A,F,Elementary Swahili
1,Edwin Okongo,,African American Studies,11A,Pass,Elementary Swahili
3,Sam Mchombo,4,African American Studies,11A,A+,Elementary Swahili
6,Sam Mchombo,4,African American Studies,11A,A,Elementary Swahili
8,Sam Mchombo,3.7,African American Studies,11A,A-,Elementary Swahili
2,Sam Mchombo,3.3,African American Studies,11A,B+,Elementary Swahili
1,Sam Mchombo,3,African American Studies,11A,B,Elementary Swahili
4,Sam Mchombo,2.7,African American Studies,11A,B-,Elementary Swahili
1,Sam Mchombo,1.7,African American Studies,11A,C-,Elementary Swahili
2,Sam Mchombo,1.3,African American Studies,11A,D+,Elementary Swahili
2,Sam Mchombo,1,African American Studies,11A,D,Elementary Swahili
1,Joseph Omwamba,4,African American Studies,15A,A,Advanced Swahili
2,Joseph Omwamba,3.7,African American Studies,15A,A-,Advanced Swahili
16,Sam Mchombo,,African American Studies,24,Pass,Freshman Seminars
10,Frederick Vincent,4,African American Studies,27AC,A+,Lives/Strug/Maj Cul
48,Frederick Vincent,4,African American Studies,27AC,A,Lives/Strug/Maj Cul
7,Frederick Vincent,3.7,African American Studies,27AC,A-,Lives/Strug/Maj Cul
3,Frederick Vincent,3.3,African American Studies,27AC,B+,Lives/Strug/Maj Cul
6,Frederick Vincent,3,African American Studies,27AC,B,Lives/Strug/Maj Cul
4,Frederick Vincent,2,African American Studies,27AC,C,Lives/Strug/Maj Cul
17,Frederick Vincent,,African American Studies,27AC,Pass,Lives/Strug/Maj Cul
3,Stephen Small,4,African American Studies,28AC,A+,Glob & Min Am Comm
8,Stephen Small,4,African American Studies,28AC,A,Glob & Min Am Comm
5,Stephen Small,3.7,African American Studies,28AC,A-,Glob & Min Am Comm
23,Stephen Small,3.3,African American Studies,28AC,B+,Glob & Min Am Comm
4,Stephen Small,3,African American Studies,28AC,B,Glob & Min Am Comm
1,Stephen Small,2.7,African American Studies,28AC,B-,Glob & Min Am Comm
2,Stephen Small,2.3,African American Studies,28AC,C+,Glob & Min Am Comm
1,Stephen Small,2,African American Studies,28AC,C,Glob & Min Am Comm
1,Stephen Small,1,African American Studies,28AC,D,Glob & Min Am Comm
1,Stephen Small,0,African American Studies,28AC,F,Glob & Min Am Comm
9,Stephen Small,,African American Studies,28AC,Pass,Glob & Min Am Comm
2,Stephen Small,,African American Studies,28AC,Not Pass,Glob & Min Am Comm
1,Cara Stanley,4,African American Studies,39D,A+,Fresh/Soph Seminar
3,Cara Stanley,3.7,African American Studies,39D,A-,Fresh/Soph Seminar
4,Cara Stanley,3,African American Studies,39D,B,Fresh/Soph Seminar
3,Cara Stanley,2.7,African American Studies,39D,B-,Fresh/Soph Seminar
1,Cara Stanley,2.3,African American Studies,39D,C+,Fresh/Soph Seminar
4,Cara Stanley,,African American Studies,39D,Pass,Fresh/Soph Seminar
1,John Patton,4,African American Studies,39E,A,Fresh/Soph Seminar
3,John Patton,3.7,African American Studies,39E,A-,Fresh/Soph Seminar
5,John Patton,3.3,African American Studies,39E,B+,Fresh/Soph Seminar
3,John Patton,3,African American Studies,39E,B,Fresh/Soph Seminar
1,John Patton,2.7,African American Studies,39E,B-,Fresh/Soph Seminar
3,John Patton,2.3,African American Studies,39E,C+,Fresh/Soph Seminar
1,John Patton,1.7,African American Studies,39E,C-,Fresh/Soph Seminar
3,John Patton,,African American Studies,39E,Pass,Fresh/Soph Seminar
7,Charles Henry,,African American Studies,98,Pass,Directed Group Stdy
12,Brandi Catanese,,African American Studies,98,Pass,Directed Group Stdy
2,Brandi Catanese,,African American Studies,98,Not Pass,Directed Group Stdy
12,Charles Henry,,African American Studies,98,Pass,Directed Group Stdy
1,Charles Henry,,African American Studies,98,Not Pass,Directed Group Stdy
4,Robert Allen,,African American Studies,98,Pass,Directed Group Stdy
28,Charles Henry,,African American Studies,98,Pass,Directed Group Stdy
3,Robert Allen,,African American Studies,98,Pass,Directed Group Stdy
7,Robert Allen,,African American Studies,98,Pass,Directed Group Stdy
4,James Taylor,4,African American Studies,100,A,Black Intllctl Thgh
8,James Taylor,3.7,African American Studies,100,A-,Black Intllctl Thgh
7,James Taylor,3.3,African American Studies,100,B+,Black Intllctl Thgh
4,James Taylor,3,African American Studies,100,B,Black Intllctl Thgh
1,James Taylor,2.7,African American Studies,100,B-,Black Intllctl Thgh
1,James Taylor,1.7,African American Studies,100,C-,Black Intllctl Thgh
1,James Taylor,1.3,African American Studies,100,D+,Black Intllctl Thgh
1,James Taylor,,African American Studies,100,Not Pass,Black Intllctl Thgh
2,Hardy Frye,4,African American Studies,101,A+,Research Methods
1,Hardy Frye,4,African American Studies,101,A,Research Methods
6,Hardy Frye,3.7,African American Studies,101,A-,Research Methods
2,Hardy Frye,3.3,African American Studies,101,B+,Research Methods
1,Hardy Frye,3,African American Studies,101,B,Research Methods
2,Hardy Frye,2,African American Studies,101,C,Research Methods
2,Hardy Frye,,African American Studies,101,Not Pass,Research Methods
4,Stephen Small,4,African American Studies,111,A+,Race Class Gen U S
5,Stephen Small,4,African American Studies,111,A,Race Class Gen U S
6,Stephen Small,3.7,African American Studies,111,A-,Race Class Gen U S
10,Stephen Small,3.3,African American Studies,111,B+,Race Class Gen U S
4,Stephen Small,3,African American Studies,111,B,Race Class Gen U S
2,Stephen Small,,African American Studies,111,Pass,Race Class Gen U S
1,Stephen Small,,African American Studies,111,Not Pass,Race Class Gen U S
1,Percy Hintzen,4,African American Studies,112A,A+,Pol/Eco Dev 3rd Wld
5,Percy Hintzen,4,African American Studies,112A,A,Pol/Eco Dev 3rd Wld
4,Percy Hintzen,3.7,African American Studies,112A,A-,Pol/Eco Dev 3rd Wld
6,Percy Hintzen,3.3,African American Studies,112A,B+,Pol/Eco Dev 3rd Wld
15,Percy Hintzen,3,African American Studies,112A,B,Pol/Eco Dev 3rd Wld
4,Percy Hintzen,2.7,African American Studies,112A,B-,Pol/Eco Dev 3rd Wld
3,Percy Hintzen,2.3,African American Studies,112A,C+,Pol/Eco Dev 3rd Wld
2,Percy Hintzen,2,African American Studies,112A,C,Pol/Eco Dev 3rd Wld
1,Percy Hintzen,1.7,African American Studies,112A,C-,Pol/Eco Dev 3rd Wld
1,Percy Hintzen,1,African American Studies,112A,D,Pol/Eco Dev 3rd Wld
3,Percy Hintzen,0,African American Studies,112A,F,Pol/Eco Dev 3rd Wld
4,Sam Mchombo,4,African American Studies,115,A+,Lang Soc Iss Africa
14,Sam Mchombo,4,African American Studies,115,A,Lang Soc Iss Africa
2,Sam Mchombo,3.7,African American Studies,115,A-,Lang Soc Iss Africa
1,Sam Mchombo,3.3,African American Studies,115,B+,Lang Soc Iss Africa
2,Sam Mchombo,3,African American Studies,115,B,Lang Soc Iss Africa
1,Sam Mchombo,2.3,African American Studies,115,C+,Lang Soc Iss Africa
1,Sam Mchombo,2,African American Studies,115,C,Lang Soc Iss Africa
1,Sam Mchombo,,African American Studies,115,Pass,Lang Soc Iss Africa
2,Ula Taylor,4,African American Studies,116,A+,Slavery And African
3,Ula Taylor,4,African American Studies,116,A,Slavery And African
5,Ula Taylor,3.7,African American Studies,116,A-,Slavery And African
6,Ula Taylor,3.3,African American Studies,116,B+,Slavery And African
1,Ula Taylor,3,African American Studies,116,B,Slavery And African
4,Ula Taylor,2.7,African American Studies,116,B-,Slavery And African
5,Ula Taylor,2.3,African American Studies,116,C+,Slavery And African
3,Ula Taylor,1.7,African American Studies,116,C-,Slavery And African
2,Ula Taylor,1.3,African American Studies,116,D+,Slavery And African
1,Ula Taylor,1,African American Studies,116,D,Slavery And African
1,Ula Taylor,0.7,African American Studies,116,D-,Slavery And African
1,Ula Taylor,0,African American Studies,116,F,Slavery And African
6,Ula Taylor,,African American Studies,116,Pass,Slavery And African
3,Ula Taylor,,African American Studies,116,Not Pass,Slavery And African
11,Michael Cohen,4,African American Studies,119,A,Selected Topics
5,Michael Cohen,3.7,African American Studies,119,A-,Selected Topics
10,Michael Cohen,3.3,African American Studies,119,B+,Selected Topics
5,Michael Cohen,3,African American Studies,119,B,Selected Topics
1,Michael Cohen,2.7,African American Studies,119,B-,Selected Topics
1,Michael Cohen,2,African American Studies,119,C,Selected Topics
5,Nailah Suad-Bakari,4,African American Studies,C133A,A,Race Urban Sch
7,Nailah Suad-Bakari,3.7,African American Studies,C133A,A-,Race Urban Sch
4,Nailah Suad-Bakari,3.3,African American Studies,C133A,B+,Race Urban Sch
4,Nailah Suad-Bakari,3,African American Studies,C133A,B,Race Urban Sch
1,Nailah Suad-Bakari,2,African American Studies,C133A,C,Race Urban Sch
1,Nailah Suad-Bakari,,African American Studies,C133A,Not Pass,Race Urban Sch
9,Michel Laguerre,4,African American Studies,C134,A,Info Tech And Soc
2,Michel Laguerre,3.7,African American Studies,C134,A-,Info Tech And Soc
8,Michel Laguerre,3.3,African American Studies,C134,B+,Info Tech And Soc
1,Michel Laguerre,3,African American Studies,C134,B,Info Tech And Soc
9,Michel Laguerre,4,African American Studies,137,A,Multicultural Comm
5,Michel Laguerre,3.7,African American Studies,137,A-,Multicultural Comm
1,Michel Laguerre,3.3,African American Studies,137,B+,Multicultural Comm
3,Michel Laguerre,3,African American Studies,137,B,Multicultural Comm
2,Michel Laguerre,2.7,African American Studies,137,B-,Multicultural Comm
4,Darieck Scott,4,African American Studies,153C,A+,Toni Morrision
7,Darieck Scott,4,African American Studies,153C,A,Toni Morrision
8,Darieck Scott,3.7,African American Studies,153C,A-,Toni Morrision
2,Darieck Scott,3.3,African American Studies,153C,B+,Toni Morrision
1,Darieck Scott,3,African American Studies,153C,B,Toni Morrision
3,Darieck Scott,2.7,African American Studies,153C,B-,Toni Morrision
1,Darieck Scott,2.3,African American Studies,153C,C+,Toni Morrision
3,Darieck Scott,2,African American Studies,153C,C,Toni Morrision
1,Darieck Scott,1.7,African American Studies,153C,C-,Toni Morrision
2,Darieck Scott,1,African American Studies,153C,D,Toni Morrision
1,Darieck Scott,,African American Studies,153C,Pass,Toni Morrision
1,Darieck Scott,,African American Studies,153C,Not Pass,Toni Morrision
1,Aparajita Nanda,4,African American Studies,155,A+,Lit Carib: Sig Them
1,Aparajita Nanda,4,African American Studies,155,A,Lit Carib: Sig Them
3,Aparajita Nanda,3.7,African American Studies,155,A-,Lit Carib: Sig Them
5,Aparajita Nanda,3.3,African American Studies,155,B+,Lit Carib: Sig Them
3,Aparajita Nanda,3,African American Studies,155,B,Lit Carib: Sig Them
1,Aparajita Nanda,2.3,African American Studies,155,C+,Lit Carib: Sig Them
1,Aparajita Nanda,1.7,African American Studies,155,C-,Lit Carib: Sig Them
1,Aparajita Nanda,,African American Studies,155,Pass,Lit Carib: Sig Them
1,Aparajita Nanda,,African American Studies,155,Not Pass,Lit Carib: Sig Them
10,Aya De Leon,4,African American Studies,158A,A,Poetry 4 Peop:Teach
1,Aya De Leon,4,African American Studies,159,A+,Spec Top Afam Lit
5,Aya De Leon,4,African American Studies,159,A,Spec Top Afam Lit
6,Aya De Leon,3.7,African American Studies,159,A-,Spec Top Afam Lit
19,Brandi Catanese,,African American Studies,198,Pass,Directed Group Stdy
1,Brandi Catanese,,African American Studies,198,Not Pass,Directed Group Stdy
1,Brandi Catanese,,African American Studies,198,Pass,Directed Group Stdy
4,Robert Allen,,African American Studies,198,Pass,Directed Group Stdy
6,Charles Henry,,African American Studies,198,Pass,Directed Group Stdy
1,Robert Allen,,African American Studies,198,Pass,Directed Group Stdy
6,Robert Allen,,African American Studies,198,Pass,Directed Group Stdy
1,Robert Allen,,African American Studies,198,Pass,Directed Group Stdy
1,Robert Allen,,African American Studies,199,Pass,Superv Indep Study
1,Brandi Catanese,,African American Studies,199,Pass,Superv Indep Study
1,Darieck Scott,4,African American Studies,201D,A+,Theo Of Afrn Diasp
5,Darieck Scott,4,African American Studies,201D,A,Theo Of Afrn Diasp
2,Darieck Scott,3.7,African American Studies,201D,A-,Theo Of Afrn Diasp
1,Darieck Scott,3.3,African American Studies,201D,B+,Theo Of Afrn Diasp
1,Darieck Scott,2.3,African American Studies,201D,C+,Theo Of Afrn Diasp
1,Darieck Scott,,African American Studies,201D,Satisfactory,Theo Of Afrn Diasp
3,G. Ugo Nwokeji,4,African American Studies,241,A,Spec Topics
1,G. Ugo Nwokeji,3.7,African American Studies,241,A-,Spec Topics
4,Hardy Frye,4,African American Studies,241,A,Spec Topics
1,Hardy Frye,3.3,African American Studies,241,B+,Spec Topics
1,Charles Henry,4,African American Studies,250,A,Black Intellectuals
1,Charles Henry,3.7,African American Studies,250,A-,Black Intellectuals
1,Charles Henry,3,African American Studies,250,B,Black Intellectuals
13,Robert Allen,,African American Studies,296,Satisfactory,Dir Diss Research
1,Robert Allen,4,African American Studies,299,A,Ind Stdy/Res
1,Stephen Small,4,African American Studies,299,A,Ind Stdy/Res
2,Ula Taylor,4,African American Studies,C301,A,Critical Pedagogy
5,Ula Taylor,3.7,African American Studies,C301,A-,Critical Pedagogy
1,Ula Taylor,3.3,African American Studies,C301,B+,Critical Pedagogy
6,Robert Allen,,African American Studies,602,Satisfactory,Ind Stdy For Doc St
1,Robert Fischer,,Ag & Environmental Chem,299,Satisfactory,Research In Ag Chem
1,Brian Wright; Larry Karp,4,Ag & Resource Econ & Pol,201,A+,Industrial Organz'N
4,Brian Wright; Larry Karp,4,Ag & Resource Econ & Pol,201,A,Industrial Organz'N
4,Brian Wright; Larry Karp,3.7,Ag & Resource Econ & Pol,201,A-,Industrial Organz'N
7,Brian Wright; Larry Karp,3.3,Ag & Resource Econ & Pol,201,B+,Industrial Organz'N
1,Brian Wright; Larry Karp,2.7,Ag & Resource Econ & Pol,201,B-,Industrial Organz'N
2,Leo Simon,4,Ag & Resource Econ & Pol,211,A+,Mathematical Method
4,Leo Simon,4,Ag & Resource Econ & Pol,211,A,Mathematical Method
2,Leo Simon,3.7,Ag & Resource Econ & Pol,211,A-,Mathematical Method
3,Leo Simon,3.3,Ag & Resource Econ & Pol,211,B+,Mathematical Method
4,Leo Simon,3,Ag & Resource Econ & Pol,211,B,Mathematical Method
1,Leo Simon,2.7,Ag & Resource Econ & Pol,211,B-,Mathematical Method
3,Michael Anderson,4,Ag & Resource Econ & Pol,213,A+,Applied Econometric
7,Michael Anderson,4,Ag & Resource Econ & Pol,213,A,Applied Econometric
8,Michael Anderson,3.7,Ag & Resource Econ & Pol,213,A-,Applied Econometric
12,Michael Anderson,3.3,Ag & Resource Econ & Pol,213,B+,Applied Econometric
3,Michael Anderson,3,Ag & Resource Econ & Pol,213,B,Applied Econometric
2,Michael Anderson,2.7,Ag & Resource Econ & Pol,213,B-,Applied Econometric
1,Michael Anderson,,Ag & Resource Econ & Pol,213,Satisfactory,Applied Econometric
7,Elisabeth Sadoulet,4,Ag & Resource Econ & Pol,219A,A,Econometric Proj
5,Elisabeth Sadoulet,3.7,Ag & Resource Econ & Pol,219A,A-,Econometric Proj
3,Elisabeth Sadoulet,3.3,Ag & Resource Econ & Pol,219A,B+,Econometric Proj
4,David Sunding; David Zilberman,4,Ag & Resource Econ & Pol,241,A+,Production: Tec&Risk
3,David Sunding; David Zilberman,4,Ag & Resource Econ & Pol,241,A,Production: Tec&Risk
4,David Sunding; David Zilberman,3.7,Ag & Resource Econ & Pol,241,A-,Production: Tec&Risk
1,David Sunding; David Zilberman,3.3,Ag & Resource Econ & Pol,241,B+,Production: Tec&Risk
1,David Sunding; David Zilberman,,Ag & Resource Econ & Pol,241,Satisfactory,Production: Tec&Risk
7,Brian Wright,,Ag & Resource Econ & Pol,249,Satisfactory,Policy Workshop
2,Elisabeth Sadoulet; Ethan Ligon,4,Ag & Resource Econ & Pol,C251,A+,Econ Development
2,Elisabeth Sadoulet; Ethan Ligon,3.7,Ag & Resource Econ & Pol,C251,A-,Econ Development
2,Elisabeth Sadoulet; Ethan Ligon,3.3,Ag & Resource Econ & Pol,C251,B+,Econ Development
3,Alain Dejanvry,4,Ag & Resource Econ & Pol,C253,A+,Int Ec Dev Policy
5,Alain Dejanvry,4,Ag & Resource Econ & Pol,C253,A,Int Ec Dev Policy
1,Alain Dejanvry,3.7,Ag & Resource Econ & Pol,C253,A-,Int Ec Dev Policy
2,Alain Dejanvry,,Ag & Resource Econ & Pol,C253,Satisfactory,Int Ec Dev Policy
6,Elisabeth Sadoulet,,Ag & Resource Econ & Pol,259,Satisfactory,Development Wkshop
1,Christian Traeger; Peter Berck,4,Ag & Resource Econ & Pol,261,A+,Environ & Res Econ
6,Christian Traeger; Peter Berck,4,Ag & Resource Econ & Pol,261,A,Environ & Res Econ
1,Christian Traeger; Peter Berck,3.3,Ag & Resource Econ & Pol,261,B+,Environ & Res Econ
1,Christian Traeger; Peter Berck,3,Ag & Resource Econ & Pol,261,B,Environ & Res Econ
1,Christian Traeger; Peter Berck,2.7,Ag & Resource Econ & Pol,261,B-,Environ & Res Econ
11,Peter Berck,,Ag & Resource Econ & Pol,269,Satisfactory,Resources Workshop
1,Peter Berck,3.7,Ag & Resource Econ & Pol,298,A-,Special Study
1,Brian Wright,3,Ag & Resource Econ & Pol,298,B,Special Study
2,Maximilian Auffhammer,,Ag & Resource Econ & Pol,299,Satisfactory,Individual Research
5,Peter Berck,,Ag & Resource Econ & Pol,299,Satisfactory,Individual Research
2,Alain Dejanvry,,Ag & Resource Econ & Pol,299,Satisfactory,Individual Research
1,Anthony Fisher,,Ag & Resource Econ & Pol,299,Satisfactory,Individual Research
1,Ann Harrison,,Ag & Resource Econ & Pol,299,Satisfactory,Individual Research
3,Larry Karp,,Ag & Resource Econ & Pol,299,Satisfactory,Individual Research
1,Ethan Ligon,,Ag & Resource Econ & Pol,299,Satisfactory,Individual Research
1,Jeremy Magruder,,Ag & Resource Econ & Pol,299,Satisfactory,Individual Research
2,Jeffrey Perloff,,Ag & Resource Econ & Pol,299,Satisfactory,Individual Research
2,Gordon Rausser,,Ag & Resource Econ & Pol,299,Satisfactory,Individual Research
6,Elisabeth Sadoulet,,Ag & Resource Econ & Pol,299,Satisfactory,Individual Research
1,Christian Traeger,,Ag & Resource Econ & Pol,299,Satisfactory,Individual Research
2,Sofia Villas-Boas,,Ag & Resource Econ & Pol,299,Satisfactory,Individual Research
2,Brian Wright,,Ag & Resource Econ & Pol,299,Satisfactory,Individual Research
1,David Zilberman,,Ag & Resource Econ & Pol,299,Satisfactory,Individual Research
29,Sara Boettiger,,Ag & Resource Econ & Pol,300,Satisfactory,Teaching Experience
1,Sara Boettiger,,Ag & Resource Econ & Pol,300,Unsatisfactory,Teaching Experience
1,David Sunding,,Ag & Resource Econ & Pol,400,Satisfactory,Research Training
1,David Zilberman,,Ag & Resource Econ & Pol,400,Satisfactory,Research Training
1,Maximilian Auffhammer,,Ag & Resource Econ & Pol,602,Satisfactory,Ind Study:  Doctorat
3,Peter Berck,,Ag & Resource Econ & Pol,602,Satisfactory,Ind Study:  Doctorat
2,Alain Dejanvry,,Ag & Resource Econ & Pol,602,Satisfactory,Ind Study:  Doctorat
2,Meredith Fowlie,,Ag & Resource Econ & Pol,602,Satisfactory,Ind Study:  Doctorat
1,Ethan Ligon,,Ag & Resource Econ & Pol,602,Satisfactory,Ind Study:  Doctorat
1,David Roland-Holst,,Ag & Resource Econ & Pol,602,Satisfactory,Ind Study:  Doctorat
2,Elisabeth Sadoulet,,Ag & Resource Econ & Pol,602,Satisfactory,Ind Study:  Doctorat
1,Sofia Villas-Boas,,Ag & Resource Econ & Pol,602,Satisfactory,Ind Study:  Doctorat
1,Brian Wright,,Ag & Resource Econ & Pol,602,Satisfactory,Ind Study:  Doctorat
4,David Zilberman,,Ag & Resource Econ & Pol,602,Satisfactory,Ind Study:  Doctorat
9,Mark Brilliant,4,American Studies,10AC,A,Intro American Stdy
5,Mark Brilliant,3.7,American Studies,10AC,A-,Intro American Stdy
5,Mark Brilliant,3.3,American Studies,10AC,B+,Intro American Stdy
17,Mark Brilliant,3,American Studies,10AC,B,Intro American Stdy
12,Mark Brilliant,2.7,American Studies,10AC,B-,Intro American Stdy
5,Mark Brilliant,2.3,American Studies,10AC,C+,Intro American Stdy
18,Mark Brilliant,2,American Studies,10AC,C,Intro American Stdy
4,Mark Brilliant,1.7,American Studies,10AC,C-,Intro American Stdy
2,Mark Brilliant,1.3,American Studies,10AC,D+,Intro American Stdy
4,Mark Brilliant,1,American Studies,10AC,D,Intro American Stdy
1,Mark Brilliant,0.7,American Studies,10AC,D-,Intro American Stdy
3,Mark Brilliant,0,American Studies,10AC,F,Intro American Stdy
4,Mark Brilliant,,American Studies,10AC,Pass,Intro American Stdy
4,Mark Brilliant,,American Studies,10AC,Not Pass,Intro American Stdy
4,Jennifer Rubiello; Kathleen Moran,,American Studies,98,Pass,Directed Group Stdy
32,Michael Cohen,4,American Studies,101AC,A,Us Cultures In Time
12,Michael Cohen,3.7,American Studies,101AC,A-,Us Cultures In Time
12,Michael Cohen,3.3,American Studies,101AC,B+,Us Cultures In Time
26,Michael Cohen,3,American Studies,101AC,B,Us Cultures In Time
12,Michael Cohen,2.7,American Studies,101AC,B-,Us Cultures In Time
7,Michael Cohen,2.3,American Studies,101AC,C+,Us Cultures In Time
8,Michael Cohen,2,American Studies,101AC,C,Us Cultures In Time
8,Michael Cohen,1.7,American Studies,101AC,C-,Us Cultures In Time
1,Michael Cohen,1,American Studies,101AC,D,Us Cultures In Time
2,Michael Cohen,0,American Studies,101AC,F,Us Cultures In Time
14,Michael Cohen,,American Studies,101AC,Pass,Us Cultures In Time
2,Michael Cohen,,American Studies,101AC,Not Pass,Us Cultures In Time
13,Kathleen Moran; Richard Hutson,4,American Studies,102,A,Us Cultures/Place
1,Kathleen Moran; Richard Hutson,3.7,American Studies,102,A-,Us Cultures/Place
1,Kathleen Moran; Richard Hutson,3.3,American Studies,102,B+,Us Cultures/Place
2,Kathleen Moran; Richard Hutson,3,American Studies,102,B,Us Cultures/Place
