Enrollment Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Grade Type Desc,Course Title Nm
1,00581,Harris Quraishi; Ula Taylor,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
46,00584,Nailah Suad-Bakari,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
2,00584,Nailah Suad-Bakari,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
17,00587,Nailah Suad-Bakari,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
22,00590,Nailah Suad-Bakari,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
1,00593,Leigh Raiford,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
1,00596,Nailah Suad-Bakari,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
4,00599,Nailah Suad-Bakari,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
2,00602,Nailah Suad-Bakari,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
14,00605,Brittney Mcdonald; Nailah Suad-Bakari,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
2,00617,Kwame Nimako,4,African American Studies,112B,Letter Grade,Pol/Eco Dev 3rd Wld
13,00617,Kwame Nimako,4,African American Studies,112B,Letter Grade,Pol/Eco Dev 3rd Wld
21,00617,Kwame Nimako,3.7,African American Studies,112B,Letter Grade,Pol/Eco Dev 3rd Wld
4,00617,Kwame Nimako,3.3,African American Studies,112B,Letter Grade,Pol/Eco Dev 3rd Wld
1,00617,Kwame Nimako,3,African American Studies,112B,Letter Grade,Pol/Eco Dev 3rd Wld
2,00617,Kwame Nimako,2.7,African American Studies,112B,Letter Grade,Pol/Eco Dev 3rd Wld
1,00617,Kwame Nimako,2,African American Studies,112B,Letter Grade,Pol/Eco Dev 3rd Wld
1,00623,Sam Mchombo,4,African American Studies,114,Letter Grade,Ling Strtr Bnt Lang
1,00623,Sam Mchombo,3.3,African American Studies,114,Letter Grade,Ling Strtr Bnt Lang
1,00623,Sam Mchombo,3,African American Studies,114,Letter Grade,Ling Strtr Bnt Lang
1,00623,Sam Mchombo,2.7,African American Studies,114,Letter Grade,Ling Strtr Bnt Lang
6,00626,Ula Taylor,4,African American Studies,117,Letter Grade,Afric Am:Indust Age
5,00626,Ula Taylor,3.7,African American Studies,117,Letter Grade,Afric Am:Indust Age
1,00626,Ula Taylor,3.3,African American Studies,117,Letter Grade,Afric Am:Indust Age
2,00626,Ula Taylor,3,African American Studies,117,Letter Grade,Afric Am:Indust Age
2,00626,Ula Taylor,2.7,African American Studies,117,Letter Grade,Afric Am:Indust Age
3,00626,Ula Taylor,2,African American Studies,117,Letter Grade,Afric Am:Indust Age
2,00626,Ula Taylor,1.7,African American Studies,117,Letter Grade,Afric Am:Indust Age
1,00626,Ula Taylor,1.3,African American Studies,117,Letter Grade,Afric Am:Indust Age
1,00626,Ula Taylor,1,African American Studies,117,Letter Grade,Afric Am:Indust Age
1,00626,Ula Taylor,0.7,African American Studies,117,Letter Grade,Afric Am:Indust Age
2,00626,Ula Taylor,0,African American Studies,117,Letter Grade,Afric Am:Indust Age
2,00626,Ula Taylor,,African American Studies,117,Non-Letter Grade,Afric Am:Indust Age
1,00626,Ula Taylor,,African American Studies,117,Non-Letter Grade,Afric Am:Indust Age
5,00632,Hardy Frye,4,African American Studies,122,Letter Grade,Afam Family:  Am Soc
10,00632,Hardy Frye,4,African American Studies,122,Letter Grade,Afam Family:  Am Soc
1,00632,Hardy Frye,3.7,African American Studies,122,Letter Grade,Afam Family:  Am Soc
5,00632,Hardy Frye,3.3,African American Studies,122,Letter Grade,Afam Family:  Am Soc
4,00632,Hardy Frye,3,African American Studies,122,Letter Grade,Afam Family:  Am Soc
3,00632,Hardy Frye,2.7,African American Studies,122,Letter Grade,Afam Family:  Am Soc
5,00632,Hardy Frye,2.3,African American Studies,122,Letter Grade,Afam Family:  Am Soc
2,00632,Hardy Frye,2,African American Studies,122,Letter Grade,Afam Family:  Am Soc
1,00632,Hardy Frye,1.7,African American Studies,122,Letter Grade,Afam Family:  Am Soc
4,00632,Hardy Frye,1.3,African American Studies,122,Letter Grade,Afam Family:  Am Soc
1,00632,Hardy Frye,0,African American Studies,122,Letter Grade,Afam Family:  Am Soc
3,00632,Hardy Frye,,African American Studies,122,Non-Letter Grade,Afam Family:  Am Soc
4,00635,Kwame Nimako,4,African American Studies,123,Letter Grade,Social & Political
2,00635,Kwame Nimako,3.7,African American Studies,123,Letter Grade,Social & Political
14,00636,Michel Laguerre,4,African American Studies,134,Letter Grade,Info Tech And Soc
1,00636,Michel Laguerre,3.7,African American Studies,134,Letter Grade,Info Tech And Soc
1,00636,Michel Laguerre,3.3,African American Studies,134,Letter Grade,Info Tech And Soc
7,00637,Michel Laguerre,4,African American Studies,137,Letter Grade,Multicultural Comm
1,00637,Michel Laguerre,3.7,African American Studies,137,Letter Grade,Multicultural Comm
1,00637,Michel Laguerre,3.3,African American Studies,137,Letter Grade,Multicultural Comm
2,00640,Doniel Wilson,4,African American Studies,139,Letter Grade,Sel Top:Africam Soc
1,00640,Doniel Wilson,3.3,African American Studies,139,Letter Grade,Sel Top:Africam Soc
16,00788,Michael Cohen,4,African American Studies,142AC,Letter Grade,Race/American Film
14,00788,Michael Cohen,3.7,African American Studies,142AC,Letter Grade,Race/American Film
16,00788,Michael Cohen,3.3,African American Studies,142AC,Letter Grade,Race/American Film
18,00788,Michael Cohen,3,African American Studies,142AC,Letter Grade,Race/American Film
10,00788,Michael Cohen,2.7,African American Studies,142AC,Letter Grade,Race/American Film
5,00788,Michael Cohen,2.3,African American Studies,142AC,Letter Grade,Race/American Film
4,00788,Michael Cohen,2,African American Studies,142AC,Letter Grade,Race/American Film
2,00788,Michael Cohen,1.7,African American Studies,142AC,Letter Grade,Race/American Film
14,00788,Michael Cohen,,African American Studies,142AC,Non-Letter Grade,Race/American Film
2,00788,Michael Cohen,,African American Studies,142AC,Non-Letter Grade,Race/American Film
3,00641,Darieck Scott,4,African American Studies,153C,Letter Grade,Toni Morrision
5,00641,Darieck Scott,4,African American Studies,153C,Letter Grade,Toni Morrision
3,00641,Darieck Scott,3.7,African American Studies,153C,Letter Grade,Toni Morrision
5,00641,Darieck Scott,3.3,African American Studies,153C,Letter Grade,Toni Morrision
2,00641,Darieck Scott,3,African American Studies,153C,Letter Grade,Toni Morrision
1,00641,Darieck Scott,2.7,African American Studies,153C,Letter Grade,Toni Morrision
1,00641,Darieck Scott,2.3,African American Studies,153C,Letter Grade,Toni Morrision
5,00641,Darieck Scott,,African American Studies,153C,Non-Letter Grade,Toni Morrision
6,00644,Aya De Leon,4,African American Studies,156AC,Letter Grade,Poetry 4 People:Int
25,00644,Aya De Leon,4,African American Studies,156AC,Letter Grade,Poetry 4 People:Int
4,00644,Aya De Leon,3.7,African American Studies,156AC,Letter Grade,Poetry 4 People:Int
3,00644,Aya De Leon,3.3,African American Studies,156AC,Letter Grade,Poetry 4 People:Int
1,00644,Aya De Leon,3,African American Studies,156AC,Letter Grade,Poetry 4 People:Int
1,00644,Aya De Leon,2.7,African American Studies,156AC,Letter Grade,Poetry 4 People:Int
2,00644,Aya De Leon,0,African American Studies,156AC,Letter Grade,Poetry 4 People:Int
2,00644,Aya De Leon,,African American Studies,156AC,Non-Letter Grade,Poetry 4 People:Int
1,00644,Aya De Leon,,African American Studies,156AC,Non-Letter Grade,Poetry 4 People:Int
4,00670,Darieck Scott,4,African American Studies,157,Letter Grade,Creative Writing
3,00670,Darieck Scott,4,African American Studies,157,Letter Grade,Creative Writing
3,00670,Darieck Scott,3.7,African American Studies,157,Letter Grade,Creative Writing
5,00671,Aya De Leon,4,African American Studies,158B,Letter Grade,Poet 4 People:Prac
2,00677,Frederick Vincent,4,African American Studies,159,Letter Grade,Spec Top Afam Lit
12,00677,Frederick Vincent,4,African American Studies,159,Letter Grade,Spec Top Afam Lit
3,00677,Frederick Vincent,3.7,African American Studies,159,Letter Grade,Spec Top Afam Lit
2,00677,Frederick Vincent,3.3,African American Studies,159,Letter Grade,Spec Top Afam Lit
1,00677,Frederick Vincent,3,African American Studies,159,Letter Grade,Spec Top Afam Lit
6,00680,Purushottama Bilimoria,4,African American Studies,173AC,Letter Grade,Gandhi: Cv Rts Amer
5,00680,Purushottama Bilimoria,3.7,African American Studies,173AC,Letter Grade,Gandhi: Cv Rts Amer
2,00680,Purushottama Bilimoria,3,African American Studies,173AC,Letter Grade,Gandhi: Cv Rts Amer
12,00680,Purushottama Bilimoria,,African American Studies,173AC,Non-Letter Grade,Gandhi: Cv Rts Amer
27,00697,Nailah Suad-Bakari,,African American Studies,197,Non-Letter Grade,Field Study
1,00697,Nailah Suad-Bakari,,African American Studies,197,Non-Letter Grade,Field Study
2,00701,John Patton; Nailah Suad-Bakari,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
12,00704,Jennifer Fei; Ula Taylor,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
1,00704,Jennifer Fei; Ula Taylor,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
1,00710,Nailah Suad-Bakari,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
2,00716,Leigh Raiford,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
5,00719,Nailah Suad-Bakari,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
8,00722,Nailah Suad-Bakari,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
10,00728,Brittney Mcdonald; Nailah Suad-Bakari,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
1,00740,Frederick Vincent,,African American Studies,199,Non-Letter Grade,Superv Indep Study
5,00749,Leigh Raiford,4,African American Studies,240,Letter Grade,Spec Topics
1,00749,Leigh Raiford,3.7,African American Studies,240,Letter Grade,Spec Topics
1,00749,Leigh Raiford,3,African American Studies,240,Letter Grade,Spec Topics
1,00749,Leigh Raiford,,African American Studies,240,Non-Letter Grade,Spec Topics
7,00752,Brandi Catanese,4,African American Studies,240,Letter Grade,Spec Topics
9,00753,Nailah Suad-Bakari,4,African American Studies,240,Letter Grade,Spec Topics
2,00753,Nailah Suad-Bakari,,African American Studies,240,Non-Letter Grade,Spec Topics
14,00754,Nikki Jones,4,African American Studies,241,Letter Grade,Spec Topics
11,00761,Leigh Raiford,,African American Studies,296,Non-Letter Grade,Dir Diss Research
1,00767,Ula Taylor,4,African American Studies,299,Letter Grade,Ind Stdy/Res
1,00767,Ula Taylor,,African American Studies,299,Non-Letter Grade,Ind Stdy/Res
10,00785,Leigh Raiford,,African American Studies,602,Non-Letter Grade,Ind Stdy For Doc St
9,01653,Jeffrey Perloff; Sofia Villas-Boas,4,Ag & Resource Econ & Pol,202,Letter Grade,Issues In Agri Econ
4,01653,Jeffrey Perloff; Sofia Villas-Boas,4,Ag & Resource Econ & Pol,202,Letter Grade,Issues In Agri Econ
3,01653,Jeffrey Perloff; Sofia Villas-Boas,3.7,Ag & Resource Econ & Pol,202,Letter Grade,Issues In Agri Econ
1,01659,Maximilian Auffhammer,4,Ag & Resource Econ & Pol,212,Letter Grade,Econometrics 2
16,01659,Maximilian Auffhammer,4,Ag & Resource Econ & Pol,212,Letter Grade,Econometrics 2
9,01659,Maximilian Auffhammer,3.7,Ag & Resource Econ & Pol,212,Letter Grade,Econometrics 2
1,01659,Maximilian Auffhammer,3.3,Ag & Resource Econ & Pol,212,Letter Grade,Econometrics 2
1,01665,Elisabeth Sadoulet; Maximilian Auffhammer,4,Ag & Resource Econ & Pol,219B,Letter Grade,Econometric Proj
4,01665,Elisabeth Sadoulet; Maximilian Auffhammer,4,Ag & Resource Econ & Pol,219B,Letter Grade,Econometric Proj
3,01665,Elisabeth Sadoulet; Maximilian Auffhammer,3.7,Ag & Resource Econ & Pol,219B,Letter Grade,Econometric Proj
3,01665,Elisabeth Sadoulet; Maximilian Auffhammer,3.3,Ag & Resource Econ & Pol,219B,Letter Grade,Econometric Proj
1,01665,Elisabeth Sadoulet; Maximilian Auffhammer,3,Ag & Resource Econ & Pol,219B,Letter Grade,Econometric Proj
1,01668,Brian Wright,4,Ag & Resource Econ & Pol,242,Letter Grade,Quant Policy Anlys
3,01668,Brian Wright,3.7,Ag & Resource Econ & Pol,242,Letter Grade,Quant Policy Anlys
11,01671,Brian Wright,,Ag & Resource Econ & Pol,249,Non-Letter Grade,Policy Workshop
6,01674,Elisabeth Sadoulet,,Ag & Resource Econ & Pol,259,Non-Letter Grade,Development Wkshop
5,01680,Meredith Fowlie,4,Ag & Resource Econ & Pol,264,Letter Grade,Emp Energy Env Econ
3,01680,Meredith Fowlie,3.7,Ag & Resource Econ & Pol,264,Letter Grade,Emp Energy Env Econ
1,01680,Meredith Fowlie,3.3,Ag & Resource Econ & Pol,264,Letter Grade,Emp Energy Env Econ
1,01680,Meredith Fowlie,,Ag & Resource Econ & Pol,264,Non-Letter Grade,Emp Energy Env Econ
12,01683,Christian Traeger,,Ag & Resource Econ & Pol,269,Non-Letter Grade,Resources Workshop
2,01698,Thibault Fally,4,Ag & Resource Econ & Pol,298,Letter Grade,Special Study
1,01734,Sofia Villas-Boas,,Ag & Resource Econ & Pol,298,Non-Letter Grade,Special Study
1,01737,Brian Wright,3.7,Ag & Resource Econ & Pol,298,Letter Grade,Special Study
1,01740,David Zilberman,4,Ag & Resource Econ & Pol,298,Letter Grade,Special Study
7,01740,David Zilberman,4,Ag & Resource Econ & Pol,298,Letter Grade,Special Study
2,01740,David Zilberman,,Ag & Resource Econ & Pol,298,Non-Letter Grade,Special Study
4,01746,Maximilian Auffhammer,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
2,01752,Alain Dejanvry,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
2,01758,Meredith Fowlie,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
1,01767,Ethan Ligon,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
4,01782,Elisabeth Sadoulet,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
1,01791,Sofia Villas-Boas,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
5,01794,Brian Wright,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
4,01797,David Zilberman,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
2,01799,Sara Boettiger,,Ag & Resource Econ & Pol,375,Non-Letter Grade,Teaching Experience
21,01799,Sara Boettiger,,Ag & Resource Econ & Pol,375,Non-Letter Grade,Teaching Experience
1,01851,David Zilberman,,Ag & Resource Econ & Pol,400,Non-Letter Grade,Research Training
1,01857,Maximilian Auffhammer,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
1,01860,Peter Berck,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
2,01863,Alain Dejanvry,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
2,01869,Meredith Fowlie,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
2,01878,Ethan Ligon,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
2,01881,Jeremy Magruder,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
2,01890,Elisabeth Sadoulet,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
1,01893,David Sunding,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
3,01902,Brian Wright,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
3,01905,David Zilberman,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
18,02003,Kathleen Moran; Michael Cohen,4,American Studies,10,Letter Grade,Intro American Stdy
20,02003,Kathleen Moran; Michael Cohen,3.7,American Studies,10,Letter Grade,Intro American Stdy
10,02003,Kathleen Moran; Michael Cohen,3.3,American Studies,10,Letter Grade,Intro American Stdy
16,02003,Kathleen Moran; Michael Cohen,3,American Studies,10,Letter Grade,Intro American Stdy
3,02003,Kathleen Moran; Michael Cohen,2.7,American Studies,10,Letter Grade,Intro American Stdy
1,02003,Kathleen Moran; Michael Cohen,2,American Studies,10,Letter Grade,Intro American Stdy
2,02003,Kathleen Moran; Michael Cohen,1.7,American Studies,10,Letter Grade,Intro American Stdy
2,02003,Kathleen Moran; Michael Cohen,0,American Studies,10,Letter Grade,Intro American Stdy
4,02003,Kathleen Moran; Michael Cohen,,American Studies,10,Non-Letter Grade,Intro American Stdy
2,02003,Kathleen Moran; Michael Cohen,,American Studies,10,Non-Letter Grade,Intro American Stdy
1,02017,Mark Brilliant,4,American Studies,101,Letter Grade,Us Cultures In Time
2,02017,Mark Brilliant,3.7,American Studies,101,Letter Grade,Us Cultures In Time
1,02017,Mark Brilliant,3.3,American Studies,101,Letter Grade,Us Cultures In Time
1,02017,Mark Brilliant,2.7,American Studies,101,Letter Grade,Us Cultures In Time
1,02017,Mark Brilliant,,American Studies,101,Non-Letter Grade,Us Cultures In Time
1,02135,David Henkin,4,American Studies,101AC,Letter Grade,Us Cultures In Time
2,02135,David Henkin,3.7,American Studies,101AC,Letter Grade,Us Cultures In Time
9,02135,David Henkin,3.3,American Studies,101AC,Letter Grade,Us Cultures In Time
6,02135,David Henkin,3,American Studies,101AC,Letter Grade,Us Cultures In Time
5,02135,David Henkin,2.7,American Studies,101AC,Letter Grade,Us Cultures In Time
3,02135,David Henkin,2.3,American Studies,101AC,Letter Grade,Us Cultures In Time
1,02135,David Henkin,2,American Studies,101AC,Letter Grade,Us Cultures In Time
2,02135,David Henkin,0,American Studies,101AC,Letter Grade,Us Cultures In Time
4,02135,David Henkin,,American Studies,101AC,Non-Letter Grade,Us Cultures In Time
2,02018,Christine Palmer,4,American Studies,102,Letter Grade,Us Cultures/Place
5,02018,Christine Palmer,3.7,American Studies,102,Letter Grade,Us Cultures/Place
3,02018,Christine Palmer,3.3,American Studies,102,Letter Grade,Us Cultures/Place
6,02018,Christine Palmer,3,American Studies,102,Letter Grade,Us Cultures/Place
4,02018,Christine Palmer,2.7,American Studies,102,Letter Grade,Us Cultures/Place
3,02018,Christine Palmer,2.3,American Studies,102,Letter Grade,Us Cultures/Place
1,02018,Christine Palmer,2,American Studies,102,Letter Grade,Us Cultures/Place
1,02018,Christine Palmer,0.7,American Studies,102,Letter Grade,Us Cultures/Place
1,02018,Christine Palmer,0,American Studies,102,Letter Grade,Us Cultures/Place
2,02018,Christine Palmer,,American Studies,102,Non-Letter Grade,Us Cultures/Place
1,02024,Donald Mcquade,4,American Studies,H110,Letter Grade,Honors Seminar
10,02024,Donald Mcquade,4,American Studies,H110,Letter Grade,Honors Seminar
