Enrollment Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Grade Type Desc,Course Title Nm
2,00509,Aparajita Nanda,3.3,African American Studies,R1B,Letter Grade,Freshmn Composition
3,00509,Aparajita Nanda,2.7,African American Studies,R1B,Letter Grade,Freshmn Composition
1,00509,Aparajita Nanda,2.3,African American Studies,R1B,Letter Grade,Freshmn Composition
2,00509,Aparajita Nanda,0,African American Studies,R1B,Letter Grade,Freshmn Composition
3,00521,G. Ugo Nwokeji,4,African American Studies,4B,Letter Grade,Africa:  Hist & Cul
13,00521,G. Ugo Nwokeji,4,African American Studies,4B,Letter Grade,Africa:  Hist & Cul
8,00521,G. Ugo Nwokeji,3.7,African American Studies,4B,Letter Grade,Africa:  Hist & Cul
17,00521,G. Ugo Nwokeji,3.3,African American Studies,4B,Letter Grade,Africa:  Hist & Cul
11,00521,G. Ugo Nwokeji,3,African American Studies,4B,Letter Grade,Africa:  Hist & Cul
6,00521,G. Ugo Nwokeji,2.7,African American Studies,4B,Letter Grade,Africa:  Hist & Cul
2,00521,G. Ugo Nwokeji,2.3,African American Studies,4B,Letter Grade,Africa:  Hist & Cul
4,00521,G. Ugo Nwokeji,2,African American Studies,4B,Letter Grade,Africa:  Hist & Cul
1,00521,G. Ugo Nwokeji,1.7,African American Studies,4B,Letter Grade,Africa:  Hist & Cul
1,00521,G. Ugo Nwokeji,1.3,African American Studies,4B,Letter Grade,Africa:  Hist & Cul
1,00521,G. Ugo Nwokeji,1,African American Studies,4B,Letter Grade,Africa:  Hist & Cul
2,00521,G. Ugo Nwokeji,0.7,African American Studies,4B,Letter Grade,Africa:  Hist & Cul
1,00521,G. Ugo Nwokeji,0,African American Studies,4B,Letter Grade,Africa:  Hist & Cul
13,00521,G. Ugo Nwokeji,,African American Studies,4B,Non-Letter Grade,Africa:  Hist & Cul
1,00521,G. Ugo Nwokeji,,African American Studies,4B,Non-Letter Grade,Africa:  Hist & Cul
9,00536,Robert Allen,4,African American Studies,5B,Letter Grade,Afam Life & Cul U S
8,00536,Robert Allen,4,African American Studies,5B,Letter Grade,Afam Life & Cul U S
8,00536,Robert Allen,3.7,African American Studies,5B,Letter Grade,Afam Life & Cul U S
7,00536,Robert Allen,3.3,African American Studies,5B,Letter Grade,Afam Life & Cul U S
9,00536,Robert Allen,3,African American Studies,5B,Letter Grade,Afam Life & Cul U S
6,00536,Robert Allen,2.7,African American Studies,5B,Letter Grade,Afam Life & Cul U S
2,00536,Robert Allen,2.3,African American Studies,5B,Letter Grade,Afam Life & Cul U S
1,00536,Robert Allen,2,African American Studies,5B,Letter Grade,Afam Life & Cul U S
3,00536,Robert Allen,1.7,African American Studies,5B,Letter Grade,Afam Life & Cul U S
1,00536,Robert Allen,1,African American Studies,5B,Letter Grade,Afam Life & Cul U S
1,00536,Robert Allen,0.7,African American Studies,5B,Letter Grade,Afam Life & Cul U S
6,00536,Robert Allen,,African American Studies,5B,Non-Letter Grade,Afam Life & Cul U S
1,00548,Alassane Sow,4,African American Studies,C7B,Letter Grade,Elementary Wolof
1,00551,Alassane Sow,4,African American Studies,C8B,Letter Grade,Intermediate Wolof
2,00554,Christine Nyanda-Chacha,4,African American Studies,C10B,Letter Grade,Intermed Swahili
1,00554,Christine Nyanda-Chacha,4,African American Studies,C10B,Letter Grade,Intermed Swahili
3,00557,Sam Mchombo,4,African American Studies,C11B,Letter Grade,Elementary Swahili
1,00557,Sam Mchombo,3.7,African American Studies,C11B,Letter Grade,Elementary Swahili
1,00557,Sam Mchombo,3.3,African American Studies,C11B,Letter Grade,Elementary Swahili
1,00557,Sam Mchombo,3,African American Studies,C11B,Letter Grade,Elementary Swahili
2,00560,Sam Mchombo,4,African American Studies,C11B,Letter Grade,Elementary Swahili
2,00560,Sam Mchombo,3.7,African American Studies,C11B,Letter Grade,Elementary Swahili
1,00560,Sam Mchombo,3.3,African American Studies,C11B,Letter Grade,Elementary Swahili
1,00560,Sam Mchombo,3,African American Studies,C11B,Letter Grade,Elementary Swahili
1,00560,Sam Mchombo,2.7,African American Studies,C11B,Letter Grade,Elementary Swahili
1,00560,Sam Mchombo,2.3,African American Studies,C11B,Letter Grade,Elementary Swahili
1,00560,Sam Mchombo,,African American Studies,C11B,Non-Letter Grade,Elementary Swahili
1,00564,Joseph Omwamba,4,African American Studies,C15B,Letter Grade,Advanced Swahili
1,00564,Joseph Omwamba,3.7,African American Studies,C15B,Letter Grade,Advanced Swahili
13,00565,Stephen Small,4,African American Studies,24,Letter Grade,Freshman Seminars
1,00565,Stephen Small,,African American Studies,24,Non-Letter Grade,Freshman Seminars
5,00568,Sam Mchombo,4,African American Studies,C30B,Letter Grade,Elementary Chichewa
2,00568,Sam Mchombo,,African American Studies,C30B,Non-Letter Grade,Elementary Chichewa
2,00571,Sam Mchombo,4,African American Studies,C31B,Letter Grade,Intermed Chichewa
1,00749,Cara Stanley,4,African American Studies,39D,Letter Grade,Fresh/Soph Seminar
3,00749,Cara Stanley,4,African American Studies,39D,Letter Grade,Fresh/Soph Seminar
3,00749,Cara Stanley,3.7,African American Studies,39D,Letter Grade,Fresh/Soph Seminar
5,00749,Cara Stanley,3.3,African American Studies,39D,Letter Grade,Fresh/Soph Seminar
3,00749,Cara Stanley,2.7,African American Studies,39D,Letter Grade,Fresh/Soph Seminar
4,00749,Cara Stanley,,African American Studies,39D,Non-Letter Grade,Fresh/Soph Seminar
2,00746,John Patton,4,African American Studies,39E,Letter Grade,Fresh/Soph Seminar
3,00746,John Patton,4,African American Studies,39E,Letter Grade,Fresh/Soph Seminar
7,00746,John Patton,3.7,African American Studies,39E,Letter Grade,Fresh/Soph Seminar
5,00746,John Patton,3.3,African American Studies,39E,Letter Grade,Fresh/Soph Seminar
2,00746,John Patton,3,African American Studies,39E,Letter Grade,Fresh/Soph Seminar
1,00746,John Patton,2.7,African American Studies,39E,Letter Grade,Fresh/Soph Seminar
2,00746,John Patton,2.3,African American Studies,39E,Letter Grade,Fresh/Soph Seminar
1,00746,John Patton,0,African American Studies,39E,Letter Grade,Fresh/Soph Seminar
3,00746,John Patton,,African American Studies,39E,Non-Letter Grade,Fresh/Soph Seminar
7,00566,Charles Henry,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
4,00569,Charles Henry,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
2,00569,Charles Henry,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
30,00572,Lisa Morris; Nailah Suad-Bakari,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
7,00575,Darieck Scott; Griffin Goc,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
2,00578,Hardy Frye,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
3,00578,Hardy Frye,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
6,00581,Robert Allen,,African American Studies,98,Non-Letter Grade,Directed Group Stdy
7,00602,Percy Hintzen,4,African American Studies,112B,Letter Grade,Pol/Eco Dev 3rd Wld
20,00602,Percy Hintzen,3.7,African American Studies,112B,Letter Grade,Pol/Eco Dev 3rd Wld
13,00602,Percy Hintzen,3.3,African American Studies,112B,Letter Grade,Pol/Eco Dev 3rd Wld
5,00602,Percy Hintzen,3,African American Studies,112B,Letter Grade,Pol/Eco Dev 3rd Wld
2,00602,Percy Hintzen,2.7,African American Studies,112B,Letter Grade,Pol/Eco Dev 3rd Wld
1,00602,Percy Hintzen,2.3,African American Studies,112B,Letter Grade,Pol/Eco Dev 3rd Wld
2,00602,Percy Hintzen,2,African American Studies,112B,Letter Grade,Pol/Eco Dev 3rd Wld
1,00602,Percy Hintzen,1.7,African American Studies,112B,Letter Grade,Pol/Eco Dev 3rd Wld
1,00602,Percy Hintzen,0.7,African American Studies,112B,Letter Grade,Pol/Eco Dev 3rd Wld
1,00602,Percy Hintzen,0,African American Studies,112B,Letter Grade,Pol/Eco Dev 3rd Wld
1,00602,Percy Hintzen,,African American Studies,112B,Non-Letter Grade,Pol/Eco Dev 3rd Wld
1,00602,Percy Hintzen,,African American Studies,112B,Non-Letter Grade,Pol/Eco Dev 3rd Wld
2,00608,Hardy Frye,4,African American Studies,122,Letter Grade,Afam Family:  Am Soc
5,00608,Hardy Frye,4,African American Studies,122,Letter Grade,Afam Family:  Am Soc
11,00608,Hardy Frye,3.7,African American Studies,122,Letter Grade,Afam Family:  Am Soc
7,00608,Hardy Frye,3.3,African American Studies,122,Letter Grade,Afam Family:  Am Soc
15,00608,Hardy Frye,3,African American Studies,122,Letter Grade,Afam Family:  Am Soc
5,00608,Hardy Frye,2.7,African American Studies,122,Letter Grade,Afam Family:  Am Soc
1,00608,Hardy Frye,2,African American Studies,122,Letter Grade,Afam Family:  Am Soc
4,00608,Hardy Frye,,African American Studies,122,Non-Letter Grade,Afam Family:  Am Soc
2,00608,Hardy Frye,,African American Studies,122,Non-Letter Grade,Afam Family:  Am Soc
5,00611,Stephen Small,4,African American Studies,123,Letter Grade,Social & Political
2,00611,Stephen Small,3.7,African American Studies,123,Letter Grade,Social & Political
1,00611,Stephen Small,3.3,African American Studies,123,Letter Grade,Social & Political
6,00611,Stephen Small,,African American Studies,123,Non-Letter Grade,Social & Political
1,00611,Stephen Small,,African American Studies,123,Non-Letter Grade,Social & Political
7,00614,Michel Laguerre,4,African American Studies,139,Letter Grade,Sel Top:Africam Soc
9,00614,Michel Laguerre,3.7,African American Studies,139,Letter Grade,Sel Top:Africam Soc
1,00614,Michel Laguerre,3.3,African American Studies,139,Letter Grade,Sel Top:Africam Soc
1,00617,G. Ugo Nwokeji,4,African American Studies,139,Letter Grade,Sel Top:Africam Soc
3,00617,G. Ugo Nwokeji,3.7,African American Studies,139,Letter Grade,Sel Top:Africam Soc
2,00617,G. Ugo Nwokeji,3.3,African American Studies,139,Letter Grade,Sel Top:Africam Soc
1,00617,G. Ugo Nwokeji,3,African American Studies,139,Letter Grade,Sel Top:Africam Soc
1,00617,G. Ugo Nwokeji,2.7,African American Studies,139,Letter Grade,Sel Top:Africam Soc
15,00620,Michael Cohen,4,African American Studies,142AC,Letter Grade,Race/American Film
16,00620,Michael Cohen,3.7,African American Studies,142AC,Letter Grade,Race/American Film
14,00620,Michael Cohen,3.3,African American Studies,142AC,Letter Grade,Race/American Film
13,00620,Michael Cohen,3,African American Studies,142AC,Letter Grade,Race/American Film
3,00620,Michael Cohen,2.7,African American Studies,142AC,Letter Grade,Race/American Film
2,00620,Michael Cohen,2.3,African American Studies,142AC,Letter Grade,Race/American Film
1,00620,Michael Cohen,2,African American Studies,142AC,Letter Grade,Race/American Film
1,00620,Michael Cohen,1,African American Studies,142AC,Letter Grade,Race/American Film
2,00620,Michael Cohen,0,African American Studies,142AC,Letter Grade,Race/American Film
24,00620,Michael Cohen,,African American Studies,142AC,Non-Letter Grade,Race/American Film
1,00620,Michael Cohen,,African American Studies,142AC,Non-Letter Grade,Race/American Film
3,00626,Leigh Raiford,4,African American Studies,144,Letter Grade,Cultural Studies
6,00626,Leigh Raiford,3.7,African American Studies,144,Letter Grade,Cultural Studies
3,00626,Leigh Raiford,3.3,African American Studies,144,Letter Grade,Cultural Studies
1,00626,Leigh Raiford,2.7,African American Studies,144,Letter Grade,Cultural Studies
1,00626,Leigh Raiford,1,African American Studies,144,Letter Grade,Cultural Studies
2,00626,Leigh Raiford,,African American Studies,144,Non-Letter Grade,Cultural Studies
1,00626,Leigh Raiford,,African American Studies,144,Non-Letter Grade,Cultural Studies
4,00629,Aya De Leon,4,African American Studies,156AC,Letter Grade,Poetry 4 People:Int
29,00629,Aya De Leon,4,African American Studies,156AC,Letter Grade,Poetry 4 People:Int
10,00629,Aya De Leon,3.7,African American Studies,156AC,Letter Grade,Poetry 4 People:Int
5,00629,Aya De Leon,3.3,African American Studies,156AC,Letter Grade,Poetry 4 People:Int
1,00629,Aya De Leon,3,African American Studies,156AC,Letter Grade,Poetry 4 People:Int
5,00629,Aya De Leon,,African American Studies,156AC,Non-Letter Grade,Poetry 4 People:Int
5,00656,Aya De Leon,4,African American Studies,158B,Letter Grade,Poet 4 People:Prac
1,00656,Aya De Leon,3,African American Studies,158B,Letter Grade,Poet 4 People:Prac
1,00659,Darieck Scott,4,African American Studies,159,Letter Grade,Spec Top Afam Lit
10,00659,Darieck Scott,4,African American Studies,159,Letter Grade,Spec Top Afam Lit
2,00659,Darieck Scott,3.7,African American Studies,159,Letter Grade,Spec Top Afam Lit
1,00659,Darieck Scott,3.3,African American Studies,159,Letter Grade,Spec Top Afam Lit
1,00659,Darieck Scott,3,African American Studies,159,Letter Grade,Spec Top Afam Lit
1,00662,Darieck Scott,4,African American Studies,159,Letter Grade,Spec Top Afam Lit
5,00662,Darieck Scott,4,African American Studies,159,Letter Grade,Spec Top Afam Lit
8,00662,Darieck Scott,3.7,African American Studies,159,Letter Grade,Spec Top Afam Lit
5,00662,Darieck Scott,3.3,African American Studies,159,Letter Grade,Spec Top Afam Lit
2,00662,Darieck Scott,3,African American Studies,159,Letter Grade,Spec Top Afam Lit
4,00662,Darieck Scott,2.7,African American Studies,159,Letter Grade,Spec Top Afam Lit
3,00662,Darieck Scott,,African American Studies,159,Non-Letter Grade,Spec Top Afam Lit
1,00665,Charles Henry,4,African American Studies,190AC,Letter Grade,Adv Sem Afr Dia Std
4,00665,Charles Henry,4,African American Studies,190AC,Letter Grade,Adv Sem Afr Dia Std
2,00665,Charles Henry,3.7,African American Studies,190AC,Letter Grade,Adv Sem Afr Dia Std
2,00665,Charles Henry,3,African American Studies,190AC,Letter Grade,Adv Sem Afr Dia Std
1,00665,Charles Henry,2,African American Studies,190AC,Letter Grade,Adv Sem Afr Dia Std
1,00665,Charles Henry,0,African American Studies,190AC,Letter Grade,Adv Sem Afr Dia Std
2,00671,Ula Taylor,4,African American Studies,H195B,Letter Grade,Senior Honor Thesis
22,00683,Lisa Morris; Nailah Suad-Bakari,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
7,00686,Darieck Scott; Griffin Goc,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
4,00689,Hardy Frye,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
1,00689,Hardy Frye,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
20,00692,Robert Allen,,African American Studies,198,Non-Letter Grade,Directed Group Stdy
1,00710,Leigh Raiford,,African American Studies,199,Non-Letter Grade,Superv Indep Study
1,00710,Leigh Raiford,,African American Studies,199,Non-Letter Grade,Superv Indep Study
5,00716,Stephen Small,4,African American Studies,201B,Letter Grade,Qual Research Met
1,00716,Stephen Small,3.3,African American Studies,201B,Letter Grade,Qual Research Met
2,00719,Leigh Raiford,3.7,African American Studies,240,Letter Grade,Spec Topics
2,00721,Nailah Suad-Bakari,4,African American Studies,240,Letter Grade,Spec Topics
1,00721,Nailah Suad-Bakari,,African American Studies,240,Non-Letter Grade,Spec Topics
2,00722,Michel Laguerre,4,African American Studies,256B,Letter Grade,Dias Citiz & Transn
4,00722,Michel Laguerre,3.7,African American Studies,256B,Letter Grade,Dias Citiz & Transn
1,00722,Michel Laguerre,3.3,African American Studies,256B,Letter Grade,Dias Citiz & Transn
3,00725,Percy Hintzen,4,African American Studies,257A,Letter Grade,Idnty Pol/Car/Afrc
10,00731,Charles Henry,,African American Studies,296,Non-Letter Grade,Dir Diss Research
4,00733,Michael Cohen,4,African American Studies,298,Letter Grade,Master'S Exam Prep
2,00733,Michael Cohen,3.7,African American Studies,298,Letter Grade,Master'S Exam Prep
7,00752,Robert Allen,,African American Studies,299,Non-Letter Grade,Ind Stdy/Res
1,00755,Darieck Scott,4,African American Studies,299,Letter Grade,Ind Stdy/Res
9,00740,Ula Taylor,,African American Studies,602,Non-Letter Grade,Ind Stdy For Doc St
1,01039,Lewis Feldman,4,Ag & Environmental Chem,299,Letter Grade,Research In Ag Chem
1,01042,Robert Fischer,,Ag & Environmental Chem,299,Non-Letter Grade,Research In Ag Chem
1,01045,John Coates,4,Ag & Environmental Chem,299,Letter Grade,Research In Ag Chem
5,01703,Jeffrey Perloff; Sofia Villas-Boas,4,Ag & Resource Econ & Pol,202,Letter Grade,Issues In Agri Econ
7,01703,Jeffrey Perloff; Sofia Villas-Boas,4,Ag & Resource Econ & Pol,202,Letter Grade,Issues In Agri Econ
1,01703,Jeffrey Perloff; Sofia Villas-Boas,3.7,Ag & Resource Econ & Pol,202,Letter Grade,Issues In Agri Econ
1,01703,Jeffrey Perloff; Sofia Villas-Boas,3.3,Ag & Resource Econ & Pol,202,Letter Grade,Issues In Agri Econ
3,01709,Maximilian Auffhammer,4,Ag & Resource Econ & Pol,212,Letter Grade,Econometrics 2
14,01709,Maximilian Auffhammer,4,Ag & Resource Econ & Pol,212,Letter Grade,Econometrics 2
5,01709,Maximilian Auffhammer,3.7,Ag & Resource Econ & Pol,212,Letter Grade,Econometrics 2
7,01709,Maximilian Auffhammer,3.3,Ag & Resource Econ & Pol,212,Letter Grade,Econometrics 2
3,01709,Maximilian Auffhammer,,Ag & Resource Econ & Pol,212,Non-Letter Grade,Econometrics 2
1,01715,Arnold Zellner; Jeffrey Lafrance,3.7,Ag & Resource Econ & Pol,214,Letter Grade,New Econometrics
3,01718,Elisabeth Sadoulet,4,Ag & Resource Econ & Pol,219B,Letter Grade,Econometric Proj
2,01718,Elisabeth Sadoulet,3.7,Ag & Resource Econ & Pol,219B,Letter Grade,Econometric Proj
2,01718,Elisabeth Sadoulet,3.3,Ag & Resource Econ & Pol,219B,Letter Grade,Econometric Proj
1,01718,Elisabeth Sadoulet,3,Ag & Resource Econ & Pol,219B,Letter Grade,Econometric Proj
3,01718,Elisabeth Sadoulet,2.7,Ag & Resource Econ & Pol,219B,Letter Grade,Econometric Proj
1,01724,Brian Wright; Gordon Rausser,4,Ag & Resource Econ & Pol,242,Letter Grade,Quant Policy Anlys
1,01724,Brian Wright; Gordon Rausser,4,Ag & Resource Econ & Pol,242,Letter Grade,Quant Policy Anlys
1,01724,Brian Wright; Gordon Rausser,3.3,Ag & Resource Econ & Pol,242,Letter Grade,Quant Policy Anlys
9,01727,Brian Wright,,Ag & Resource Econ & Pol,249,Non-Letter Grade,Policy Workshop
5,01730,Elisabeth Sadoulet,,Ag & Resource Econ & Pol,259,Non-Letter Grade,Development Wkshop
4,01733,William Hanemann,4,Ag & Resource Econ & Pol,262,Letter Grade,Nonmarket Valuation
9,01736,Peter Berck,,Ag & Resource Econ & Pol,269,Non-Letter Grade,Resources Workshop
1,01754,William Hanemann,4,Ag & Resource Econ & Pol,298,Letter Grade,Special Study
1,01778,Elisabeth Sadoulet,,Ag & Resource Econ & Pol,298,Non-Letter Grade,Special Study
3,01796,Maximilian Auffhammer,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
7,01802,Alain Dejanvry,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
1,01805,Anthony Fisher,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
2,01808,William Hanemann,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
1,01811,Ann Harrison,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
2,01814,Larry Karp,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
3,01820,Ethan Ligon,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
1,01826,Jeffrey Perloff,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
1,01829,Gordon Rausser,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
8,01832,Elisabeth Sadoulet,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
1,01838,Sofia Villas-Boas,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
2,01841,Brian Wright,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
4,01844,David Zilberman,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
1,01846,Christian Traeger,,Ag & Resource Econ & Pol,299,Non-Letter Grade,Individual Research
1,01898,Jeffrey Perloff,,Ag & Resource Econ & Pol,400,Non-Letter Grade,Research Training
1,01916,David Zilberman,,Ag & Resource Econ & Pol,400,Non-Letter Grade,Research Training
2,01919,Michael Anderson,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
1,01922,Maximilian Auffhammer,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
7,01925,Peter Berck,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
2,01949,Jeremy Magruder,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
2,01955,Gordon Rausser,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
3,01958,Elisabeth Sadoulet,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
1,01961,David Sunding,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
1,01964,Sofia Villas-Boas,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
2,01967,Brian Wright,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
2,01970,David Zilberman,,Ag & Resource Econ & Pol,602,Non-Letter Grade,Ind Study:  Doctorat
1,02003,Kathleen Moran; Michael Cohen,4,American Studies,10,Letter Grade,Intro American Stdy
15,02003,Kathleen Moran; Michael Cohen,4,American Studies,10,Letter Grade,Intro American Stdy
9,02003,Kathleen Moran; Michael Cohen,3.7,American Studies,10,Letter Grade,Intro American Stdy
18,02003,Kathleen Moran; Michael Cohen,3.3,American Studies,10,Letter Grade,Intro American Stdy
26,02003,Kathleen Moran; Michael Cohen,3,American Studies,10,Letter Grade,Intro American Stdy
11,02003,Kathleen Moran; Michael Cohen,2.7,American Studies,10,Letter Grade,Intro American Stdy
2,02003,Kathleen Moran; Michael Cohen,2.3,American Studies,10,Letter Grade,Intro American Stdy
17,02003,Kathleen Moran; Michael Cohen,2,American Studies,10,Letter Grade,Intro American Stdy
1,02003,Kathleen Moran; Michael Cohen,1,American Studies,10,Letter Grade,Intro American Stdy
4,02003,Kathleen Moran; Michael Cohen,0,American Studies,10,Letter Grade,Intro American Stdy
1,02036,Mark Brilliant,4,American Studies,101,Letter Grade,Us Cultures In Time
2,02036,Mark Brilliant,3.7,American Studies,101,Letter Grade,Us Cultures In Time
4,02036,Mark Brilliant,3,American Studies,101,Letter Grade,Us Cultures In Time
1,02036,Mark Brilliant,2.7,American Studies,101,Letter Grade,Us Cultures In Time
1,02036,Mark Brilliant,1,American Studies,101,Letter Grade,Us Cultures In Time
2,02036,Mark Brilliant,,American Studies,101,Non-Letter Grade,Us Cultures In Time
1,02039,Christine Palmer,4,American Studies,101,Letter Grade,Us Cultures In Time
3,02039,Christine Palmer,4,American Studies,101,Letter Grade,Us Cultures In Time
4,02039,Christine Palmer,3.7,American Studies,101,Letter Grade,Us Cultures In Time
4,02039,Christine Palmer,3.3,American Studies,101,Letter Grade,Us Cultures In Time
3,02039,Christine Palmer,3,American Studies,101,Letter Grade,Us Cultures In Time
5,02039,Christine Palmer,2.7,American Studies,101,Letter Grade,Us Cultures In Time
3,02039,Christine Palmer,2.3,American Studies,101,Letter Grade,Us Cultures In Time
5,02039,Christine Palmer,2,American Studies,101,Letter Grade,Us Cultures In Time
1,02039,Christine Palmer,1.3,American Studies,101,Letter Grade,Us Cultures In Time
1,02039,Christine Palmer,1,American Studies,101,Letter Grade,Us Cultures In Time
2,02039,Christine Palmer,0,American Studies,101,Letter Grade,Us Cultures In Time
7,02039,Christine Palmer,,American Studies,101,Non-Letter Grade,Us Cultures In Time
1,02039,Christine Palmer,,American Studies,101,Non-Letter Grade,Us Cultures In Time
2,02054,David Henkin; Shannon Steen,3.7,American Studies,102,Letter Grade,Us Cultures/Place
15,02054,David Henkin; Shannon Steen,3.3,American Studies,102,Letter Grade,Us Cultures/Place
9,02054,David Henkin; Shannon Steen,3,American Studies,102,Letter Grade,Us Cultures/Place
7,02054,David Henkin; Shannon Steen,2.7,American Studies,102,Letter Grade,Us Cultures/Place
3,02054,David Henkin; Shannon Steen,2.3,American Studies,102,Letter Grade,Us Cultures/Place
7,02054,David Henkin; Shannon Steen,,American Studies,102,Non-Letter Grade,Us Cultures/Place
1,02054,David Henkin; Shannon Steen,,American Studies,102,Non-Letter Grade,Us Cultures/Place
1,02057,Kathleen Moran; Richard Walker,4,American Studies,102,Letter Grade,Us Cultures/Place
6,02057,Kathleen Moran; Richard Walker,4,American Studies,102,Letter Grade,Us Cultures/Place
9,02057,Kathleen Moran; Richard Walker,3.7,American Studies,102,Letter Grade,Us Cultures/Place
5,02057,Kathleen Moran; Richard Walker,3.3,American Studies,102,Letter Grade,Us Cultures/Place
7,02057,Kathleen Moran; Richard Walker,3,American Studies,102,Letter Grade,Us Cultures/Place
5,02057,Kathleen Moran; Richard Walker,2.7,American Studies,102,Letter Grade,Us Cultures/Place
2,02057,Kathleen Moran; Richard Walker,2.3,American Studies,102,Letter Grade,Us Cultures/Place
1,02057,Kathleen Moran; Richard Walker,2,American Studies,102,Letter Grade,Us Cultures/Place
1,02057,Kathleen Moran; Richard Walker,1.7,American Studies,102,Letter Grade,Us Cultures/Place
1,02057,Kathleen Moran; Richard Walker,0.7,American Studies,102,Letter Grade,Us Cultures/Place
